Id,Name,Description,CategoryId,InventoryIconFileId,SpellWeight,SpellCategory,MaxQty,MaxEarnablePerWeek,Quality,FactionId,ItemGroupSoundsId,ConvertToPlayerExperience,PlayerConditionId,Field_9_0_1_34972_013,Flags0,Flags1
"1845","亞歷山卓斯‧莫格萊尼","開心的宴會派對能提高亞歷山卓斯‧莫格萊尼和你的友誼。","142","135331","0","0","0","0","1","2450","0","0","0","0","10","0"
"1846","西卡","開心的宴會派對能提高西卡和你的友誼。","142","3601546","0","0","0","0","1","2459","0","0","0","0","10","0"
"1847","克蕾雅與佩拉苟斯","開心的宴會派對能提高克蕾雅與佩拉苟斯和你的友誼。","142","3601546","0","0","0","0","1","2458","0","0","0","0","10","0"
"1848","軍政官阿德雷特斯","開心的宴會派對能提高軍政官阿德雷特斯和你的友誼。","142","3095185","0","0","0","0","1","2452","0","0","0","0","10","0"
"1849","米卡尼寇斯","開心的宴會派對能提高米卡尼寇斯和你的友誼。","142","3586266","0","0","0","0","1","2448","0","0","0","0","10","0"
"1850","丘發","開心的宴會派對能提高丘發和你的友誼。","142","3730999","0","0","0","0","1","2454","0","0","0","0","10","0"
"1851","艾利歐德樹林長","開心的宴會派對能提高艾利歐德樹林長和你的友誼。","142","132276","0","0","0","0","1","2456","0","0","0","0","10","0"
"1852","狩獵隊長克芮恩","開心的宴會派對能提高狩獵隊長克芮恩和你的友誼。","142","3601534","0","0","0","0","1","2451","0","0","0","0","10","0"
"1853","月莓女士","開心的宴會派對能提高月莓女士和你的友誼。","142","3601533","0","0","0","0","1","2447","0","0","0","0","10","0"
"1859","庫存靈魄-琪瑞安","","245","3528288","0","0","0","0","3","0","21","0","70101","0","0","0"
"1860","庫存靈魄-汎希爾","","245","3528288","0","0","0","0","3","0","21","0","70102","0","0","0"
"1861","庫存靈魄-暗夜妖精","","245","3528288","0","0","0","0","3","0","21","0","70103","0","0","0"
"1862","庫存靈魄-死靈領主","","245","3528288","0","0","0","0","3","0","21","0","70104","0","0","0"
"1863","聖所工匠-琪瑞安","","245","1391776","0","0","0","0","3","0","21","0","70101","0","0","0"
"1864","聖所工匠-汎希爾","","245","1391776","0","0","0","0","3","0","21","0","70102","0","0","0"
"1865","聖所工匠-暗夜妖精","","245","1391776","0","0","0","0","3","0","21","0","70103","0","0","0"
"1866","聖所工匠-死靈領主","","245","1391776","0","0","0","0","3","0","21","0","70104","0","0","0"
"1867","聖所建築師-琪瑞安","","245","1357814","0","0","0","0","3","0","21","0","70101","0","0","0"
"1868","聖所建築師-汎希爾","","245","1357814","0","0","0","0","3","0","21","0","70102","0","0","0"
"1869","聖所建築師-暗夜妖精","","245","1357814","0","0","0","0","3","0","21","0","70103","0","0","0"
"1870","聖所建築師-死靈領主","","245","1357814","0","0","0","0","3","0","21","0","70104","0","0","0"
"1871","聖所靈魄編織者-琪瑞安","","245","463284","0","0","0","0","3","0","21","0","70101","0","0","0"
"1872","聖所靈魄編織者-汎希爾","","245","463284","0","0","0","0","3","0","21","0","70102","0","0","0"
"1873","聖所靈魄編織者-暗夜妖精","","245","463284","0","0","0","0","3","0","21","0","70103","0","0","0"
"1874","聖所靈魄編織者-死靈領主","","245","463284","0","0","0","0","3","0","21","0","70104","0","0","0"
"1877","經驗加成","","142","1001982","0","0","0","0","2","0","0","5","0","0","4210696","0"
"1878","縫合大師","獲得縫合大師聲望。","142","3622121","0","0","0","0","1","2462","0","0","0","0","8","0"
"1880","維娜里","","142","3527519","0","0","0","0","1","2432","0","0","0","0","0","0"
