Id,AreaName,WmoId,NameSetId,WmoGroupId,SoundProviderPref,SoundProviderPrefUnderwater,AmbienceId,UwAmbience,ZoneMusic,UwZoneMusic,IntroSound,UwIntroSound,AreaTableId,Flags
"34364","工匠區","1079","1","7539","0","0","1944","675","76","0","0","0","1657","0"
"34365","工匠區","1079","1","7540","0","0","1944","675","76","0","0","0","1657","0"
"34366","","1079","1","7541","0","0","1944","675","76","0","0","0","1657","0"
"34367","工匠區","1079","1","7542","0","0","1944","675","76","0","0","0","1657","0"
"34368","工匠區","1079","1","7543","0","0","1944","675","76","0","0","0","1657","0"
"34369","","1079","1","7544","0","0","1944","675","76","0","0","0","1657","0"
"34373","貿易區","1079","1","7548","0","0","1944","675","76","0","0","0","1657","0"
"34374","貿易區","1079","1","7549","0","0","1944","675","76","0","0","0","1657","0"
"34375","","1079","1","7550","0","0","1944","675","76","0","0","0","1657","0"
"34376","貿易區","1079","1","7551","0","0","1944","675","76","0","0","0","1657","0"
"34377","貿易區","1079","1","7552","0","0","1944","675","76","0","0","0","1657","0"
"34378","","1079","1","7553","0","0","1944","675","76","0","0","0","1657","0"
"34379","貿易區","1079","1","7554","0","0","1944","675","76","0","0","0","1657","0"
"34380","貿易區","1079","1","7555","0","0","1944","675","76","0","0","0","1657","0"
"34381","","1079","1","7556","0","0","1944","675","76","0","0","0","1657","0"
"34385","貿易區","1079","1","7560","0","0","1944","675","76","0","0","0","1657","0"
"34386","","1079","1","7561","0","0","1944","675","76","0","0","0","1657","0"
"34387","貿易區","1079","1","7562","0","0","1944","675","76","0","0","0","1657","0"
"34388","貿易區","1079","1","7563","0","0","1944","675","76","0","0","0","1657","0"
"34389","貿易區","1079","1","7564","0","0","1944","675","76","0","0","0","1657","0"
"34390","","1079","1","7565","0","0","1944","675","76","0","0","0","1657","0"
"34394","貿易區","1079","1","7569","0","0","1944","675","76","0","0","0","1657","0"
"34395","貿易區","1079","1","7570","0","0","1944","675","76","0","0","0","1657","0"
"34396","","1079","1","7571","0","0","1944","675","76","0","0","0","1657","0"
"34399","塞納里奧區","1079","1","7696","75","0","1934","675","188","0","0","0","1657","0"
"34400","塞納里奧區","1079","1","7697","75","0","1934","675","188","0","0","0","1657","0"
"34402","塞納里奧區","1079","1","7699","75","0","1934","675","188","0","0","0","1657","0"
"34403","塞納里奧區","1079","1","7700","75","0","1934","675","188","0","0","0","1657","0"
"34404","塞納里奧區","1079","1","7701","75","0","1934","675","188","0","0","0","1657","0"
"34405","塞納里奧區","1079","1","7702","75","0","1934","675","188","0","0","0","1657","0"
"34406","塞納里奧區","1079","1","7703","75","0","1934","675","188","0","0","0","1657","0"
"34407","","1079","1","7704","0","0","1944","675","76","0","0","0","1657","0"
"34408","塞納里奧區","1079","1","7705","75","0","1946","675","96","0","0","0","1657","0"
"34409","塞納里奧區","1079","1","7706","0","0","1946","675","76","0","0","0","1657","0"
"34410","","1079","1","7707","0","0","1944","675","76","0","0","0","1657","0"
"34411","","1079","1","7739","0","0","1944","675","76","0","0","0","1657","0"
"34412","","1079","1","7740","0","0","1944","675","76","0","0","0","1657","0"
"34413","","1079","1","7741","0","0","1944","675","76","0","0","0","1657","0"
"34414","","1079","1","7743","0","0","1944","675","76","0","0","0","1657","0"
"34415","","1079","1","7355","0","0","1944","675","76","0","0","0","1657","0"
"34428","","3454","0","18410","0","0","0","675","0","0","0","0","0","0"
"34448","毀滅大廳","3634","0","18430","0","0","0","675","0","0","0","0","5913","0"
"34449","毀滅大廳","3634","0","18431","0","0","0","675","0","0","0","0","5913","0"
"34450","毀滅大廳","3634","0","18432","0","0","0","675","0","0","0","0","5913","0"
"34468","","3773","0","-1","0","11","1946","675","13","0","401","0","0","0"
"34469","","3773","0","18450","0","0","0","675","0","0","0","0","0","0"
"34470","舊城區","3773","0","18451","0","0","0","675","0","0","0","0","0","0"
"34471","舊城區","3773","0","18452","0","0","0","675","0","0","0","0","0","0"
"34472","舊城區","3773","0","18453","0","0","0","675","0","0","0","0","0","0"
"34473","舊城區","3773","0","18454","0","0","0","675","0","0","0","0","0","0"
"34474","舊城區","3773","0","18455","0","0","0","675","0","0","0","0","0","0"
"34475","舊城區","3773","0","18456","0","0","0","675","0","0","0","0","0","0"
"34476","舊城區","3773","0","18457","0","0","0","675","0","0","0","0","0","4"
"34477","","3673","0","18458","0","0","0","675","0","0","0","0","0","0"
"34478","","3673","0","18459","0","0","0","675","0","0","0","0","0","0"
"34479","","3673","0","18460","0","0","0","675","0","0","0","0","0","0"
"34481","","3673","0","18462","0","0","0","675","0","0","0","0","0","0"
"34482","","3673","0","18463","0","0","0","675","0","0","0","0","0","0"
"34483","","3673","0","18464","0","0","0","675","0","0","0","0","0","0"
"34484","","3673","0","18465","0","0","0","675","0","0","0","0","0","0"
"34488","","3793","0","-1","0","11","0","675","0","0","0","0","0","0"
"34489","","3793","0","18470","0","0","0","675","0","0","0","0","0","4"
"34508","","2673","0","18490","0","0","0","675","0","0","0","0","0","0"
"34528","","2256","0","18510","0","0","0","675","0","0","0","0","0","0"
"34548","傳說大廳","759","0","18530","0","0","0","675","0","0","0","0","1637","0"
"34549","傳說大廳","759","0","18531","0","0","0","675","0","0","0","0","1637","0"
"34550","傳說大廳","759","0","18532","0","0","0","675","0","0","0","0","1637","0"
"34551","勇士大廳","61","0","18533","0","0","1946","675","0","0","0","0","1519","0"
"34568","傳說大廳","3813","0","-1","75","11","1946","675","228","0","324","0","0","0"
"34569","奧格瑪","3813","0","18550","0","0","0","675","0","0","0","0","0","4"
"34570","力量谷","3813","0","18551","0","0","0","675","0","0","0","0","0","0"
"34571","力量谷","3813","0","18552","0","0","0","675","0","0","0","0","0","0"
"34572","力量谷","3813","0","18553","0","0","1946","675","14","0","0","0","0","0"
"34573","力量谷","3813","0","18554","0","0","0","675","0","0","0","0","0","0"
"34574","力量谷","3813","0","18555","0","0","0","675","0","0","0","0","0","0"
"34575","力量谷","3813","0","18556","0","0","0","675","0","0","0","0","0","0"
"34576","力量谷","3813","0","18557","0","0","0","675","0","0","0","0","0","0"
"34577","力量谷","3813","0","18558","0","0","0","675","0","0","0","0","0","0"
"34578","力量谷","3813","0","18559","0","0","0","675","0","0","0","0","0","4"
"34579","力量谷","3813","0","18560","0","0","0","675","0","0","0","0","0","4"
"34580","傳說大廳","3813","0","18561","0","0","0","675","0","0","0","0","0","0"
"34581","傳說大廳","3813","0","18562","0","0","0","675","0","0","0","0","0","0"
"34582","傳說大廳","3813","0","18563","0","0","0","675","0","0","0","0","0","0"
"34583","","3673","0","18564","0","0","0","675","0","0","0","0","0","0"
"34584","","3673","0","18565","0","0","0","675","0","0","0","0","0","0"
"34585","","3673","0","18566","0","0","0","675","0","0","0","0","0","0"
"34586","","3673","0","18567","0","0","0","675","0","0","0","0","0","0"
"34588","","3253","0","18570","0","0","0","675","0","0","0","0","0","4"
"34589","墓穴","3833","0","-1","75","11","27","675","15","0","0","0","0","0"
"34590","","3833","0","18571","0","0","0","675","0","0","0","0","0","0"
"34591","","605","30","1650","75","0","0","675","0","0","0","0","2520","0"
"34592","","605","30","1651","0","0","0","675","0","0","0","0","2520","0"
"34593","木爪巢穴","605","30","-1","75","11","378","675","205","0","0","0","2520","0"
"34608","滾岩峽谷","720","6","-1","0","11","1956","675","0","0","0","0","2540","0"
"34609","","720","6","1775","75","0","0","675","0","0","0","0","2540","0"
"34610","","720","6","1776","0","0","0","675","0","0","0","0","2540","0"
"34611","滾岩峽谷","3713","1","-1","75","11","1955","675","3","0","0","0","2540","0"
"34612","","3713","1","18370","0","0","0","675","0","0","0","0","2540","0"
"34613","","3713","1","18371","0","0","0","675","0","0","0","0","2540","0"
"34614","","3713","1","18372","0","0","0","675","0","0","0","0","2540","0"
"34628","","3853","0","-1","0","11","0","675","1068","0","0","0","2837","0"
"34629","","3853","0","18590","0","0","0","675","0","0","0","0","2837","0"
"34631","","3853","0","18592","0","0","1946","675","0","0","0","0","2837","0"
"34632","","3853","0","18593","0","0","1946","675","0","0","0","0","2837","0"
"34633","","3853","0","18594","0","0","1946","675","0","0","0","0","2837","0"
"34634","","3853","0","18595","0","0","1946","675","0","0","0","0","2837","0"
"34635","","3853","0","18596","0","0","1946","675","0","0","0","0","2837","0"
"34648","","3853","0","18610","0","0","1946","675","0","0","0","0","2837","0"
"34649","罪惡谷","213","4","-1","75","11","378","675","204","0","0","0","2561","0"
"34650","","213","4","1661","75","0","0","675","0","0","0","0","2561","0"
"34651","","213","4","1662","0","0","0","675","0","0","0","0","2561","0"
"34652","格羅高克營地","203","5","-1","75","11","382","675","196","0","0","0","2937","0"
"34653","","203","5","1652","75","0","0","675","0","0","0","0","2937","0"
"34654","","203","5","1653","75","0","0","675","0","0","0","0","2937","0"
"34655","","203","5","1654","75","0","0","675","0","0","0","0","2937","0"
"34656","","203","5","1655","75","0","0","675","0","0","0","0","2937","0"
"34657","","203","5","1656","75","0","0","675","0","0","0","0","2937","0"
"34658","","203","5","1657","75","0","0","675","0","0","0","0","2937","0"
"34659","","203","5","1658","0","0","0","675","0","0","0","0","2937","0"
"34660","","203","5","1659","75","0","0","675","0","0","0","0","2937","0"
"34661","","203","5","1660","75","0","0","675","0","0","0","0","2937","0"
"34662","摩根墓場","712","5","-1","75","11","27","675","15","0","0","0","2563","0"
"34663","","712","5","1484","0","0","0","675","0","0","0","0","2563","0"
"34664","","712","5","1485","75","0","27","675","0","0","0","0","2563","0"
"34667","","712","5","1488","75","0","27","675","0","0","0","0","2563","0"
"34668","","712","5","1489","75","0","27","675","0","0","0","0","2563","0"
"34669","","712","5","1490","75","0","27","675","0","0","0","0","2563","0"
"34670","","3673","1","18464","0","0","0","675","0","0","0","0","2562","0"
"34671","","3673","1","18465","0","0","0","675","0","0","0","0","2562","0"
"34674","","3673","1","18567","0","0","0","675","0","0","0","0","2562","0"
"34675","卡拉贊","3673","1","-1","75","11","367","675","2","0","0","0","2562","0"
"34676","","3673","1","18564","0","0","0","675","0","0","0","0","2562","0"
"34677","","3673","1","18565","0","0","0","675","0","0","0","0","2562","0"
"34678","","3673","1","18566","0","0","0","675","0","0","0","0","2562","0"
"34680","","3673","1","18458","0","0","0","675","0","0","0","0","2562","0"
"34681","","3673","1","18459","0","0","0","675","0","0","0","0","2562","0"
"34682","","3673","1","18460","0","0","0","675","0","0","0","0","2562","0"
"34684","","3673","1","18462","0","0","0","675","0","0","0","0","2562","0"
"34685","","3673","1","18463","0","0","0","675","0","0","0","0","2562","0"
"34686","","3873","0","-1","0","11","0","675","0","0","0","0","0","0"
"34687","","3873","0","18630","0","0","0","675","0","0","0","0","0","0"
"34688","","3874","0","-1","0","11","0","675","0","0","0","0","0","0"
"34689","","3874","0","18631","0","0","0","675","0","0","0","0","0","0"
"34690","","3875","0","-1","0","11","0","675","0","0","0","0","0","0"
"34691","","3875","0","18632","0","0","0","675","0","0","0","0","0","0"
"34708","","3893","0","-1","75","11","1946","675","3","0","0","0","0","0"
"34709","","3893","0","18650","0","0","0","675","0","0","0","0","0","0"
"34710","","3894","0","-1","75","11","1946","675","3","0","0","0","0","0"
"34711","","3894","0","18651","0","0","0","675","0","0","0","0","0","0"
"34712","","3895","0","-1","0","11","0","675","0","0","0","0","0","0"
"34713","","3895","0","18652","0","0","0","675","0","0","0","0","0","0"
"34714","猛禽洞穴","2574","1","-1","75","11","1955","675","191","0","0","0","468","0"
"34715","","2574","1","14367","0","0","0","675","0","0","0","0","468","0"
"34716","","2574","1","14368","0","0","0","675","0","0","0","0","468","0"
"34717","","2574","1","14369","0","0","0","675","0","0","0","0","468","0"
"34718","","2574","1","14370","0","0","0","675","0","0","0","0","468","0"
"34719","","2574","1","14371","0","0","0","675","0","0","0","0","468","0"
"34720","","2574","1","14372","0","0","0","675","0","0","0","0","468","0"
"34721","","2574","1","14373","0","0","0","675","0","0","0","0","468","0"
"34722","","2574","1","14374","0","0","0","675","0","0","0","0","468","0"
"34723","","2574","1","14375","0","0","0","675","0","0","0","0","468","0"
"34724","","2574","1","14376","0","0","0","675","0","0","0","0","468","0"
"34725","","2574","1","14377","0","0","0","675","0","0","0","0","468","0"
"34726","","2574","1","14378","0","0","0","675","0","0","0","0","468","0"
"34727","","2574","1","14379","0","0","0","675","0","0","0","0","468","0"
"34728","","2574","1","14380","0","0","0","675","0","0","0","0","468","0"
"34729","","2574","1","14381","0","0","0","675","0","0","0","0","468","0"
"34730","","2574","1","14382","0","0","0","675","0","0","0","0","468","0"
"34731","","2574","1","14383","0","0","0","675","0","0","0","0","468","0"
"34748","","3913","0","-1","0","11","0","675","0","0","0","0","0","0"
"34749","","3913","0","18670","0","0","0","675","0","0","0","0","0","0"
"34750","","3914","0","-1","0","11","0","675","0","0","0","0","0","0"
"34751","","3914","0","18671","0","0","0","675","0","0","0","0","0","0"
"34752","","3915","0","-1","0","11","1946","675","2","0","0","0","2837","0"
"34768","石裂之谷","693","8","-1","0","11","1934","675","792","0","0","0","923","0"
"34769","","693","8","1468","0","0","0","675","0","0","0","0","923","0"
"34770","","693","8","1469","0","0","0","675","0","0","0","0","923","0"
"34771","","693","8","1470","75","0","0","675","0","0","0","0","923","0"
"34772","","693","8","1471","75","0","0","675","0","0","0","0","923","0"
"34774","","3933","0","-1","0","11","0","675","0","0","0","0","0","0"
"34775","","3933","0","18691","0","0","0","675","0","0","0","0","0","0"
"34776","大溫室","3634","0","18692","0","0","1931","675","229","0","302","0","5914","0"
"34777","","3634","0","18693","0","0","0","675","0","0","0","0","0","0"
"34778","","3634","0","18694","0","0","0","675","0","0","0","0","0","0"
"34779","","1249","0","18695","0","0","0","675","0","0","0","0","0","0"
"34780","","1249","0","18696","0","0","0","675","0","0","0","0","0","0"
"34781","","1249","0","18697","0","0","0","675","0","0","0","0","0","0"
"34782","","1249","0","18698","0","0","0","675","0","0","0","0","0","0"
"34783","","3833","0","18699","0","0","0","675","0","0","0","0","0","0"
"34784","遺忘之井","3833","0","18700","0","0","0","675","0","0","0","0","0","0"
"34785","乞丐步道","3833","0","18701","0","0","0","675","0","0","0","0","0","0"
"34786","乞丐步道","3833","0","18702","0","0","0","675","0","0","0","0","0","0"
"34787","乞丐步道","3833","0","18703","0","0","0","675","0","0","0","0","0","0"
"34788","乞丐步道","3833","0","18704","0","0","0","675","0","0","0","0","0","0"
"34789","乞丐步道","3833","0","18705","0","0","0","675","0","0","0","0","0","0"
"34790","","3833","0","18706","0","0","0","675","0","0","0","0","0","0"
"34828","","3634","0","18730","0","0","0","675","0","0","0","0","0","0"
"34829","","3634","0","18731","75","0","27","675","179","0","0","0","0","0"
"34830","","3634","0","18732","75","0","27","675","179","0","0","0","0","0"
"34831","","3634","0","18733","75","0","27","675","179","0","0","0","0","0"
"34832","","3634","0","18734","75","0","27","675","179","0","0","0","0","0"
"34833","","3634","0","18735","75","0","27","675","179","0","0","0","0","0"
"34834","","3634","0","18736","75","0","27","675","179","0","0","0","0","0"
"34835","","3634","0","18737","75","0","27","675","179","0","0","0","0","0"
"34836","","3634","0","18738","75","0","27","675","179","0","0","0","0","0"
"34837","","3634","0","18739","75","0","27","675","179","0","0","0","0","0"
"34838","","3634","0","18740","75","0","27","675","179","0","0","0","0","0"
"34839","","3634","0","18741","75","0","27","675","179","0","0","0","0","0"
"34840","","3915","0","18742","0","0","0","675","0","0","0","0","2837","0"
"34841","","3915","0","18743","0","0","0","675","0","0","0","0","2837","0"
"34842","","3915","0","18744","0","0","0","675","0","0","0","0","2837","0"
"34843","","3915","0","18745","0","0","0","675","0","0","0","0","2837","0"
"34848","","959","0","18750","0","0","0","675","0","0","0","0","0","0"
"34849","","959","0","18751","0","0","0","675","0","0","0","0","0","0"
"34868","","3953","0","-1","75","11","1934","675","227","0","0","0","2626","0"
"34869","","3953","0","18770","0","0","0","675","0","0","0","0","2626","0"
"34870","","3953","0","18771","0","0","0","675","0","0","0","0","2626","0"
"34871","","3953","0","18772","0","0","0","675","0","0","0","0","2626","0"
"34872","","3953","0","18773","0","0","0","675","0","0","0","0","2626","0"
"34873","","3953","0","18774","0","0","0","675","0","0","0","0","2626","0"
"34874","","3953","0","18775","0","0","0","675","0","0","0","0","2626","0"
"34875","","3953","0","18776","0","0","0","675","0","0","0","0","2626","0"
"34876","","3953","0","18777","0","0","0","675","0","0","0","0","2626","0"
"34877","","3953","0","18778","0","0","0","675","0","0","0","0","2626","0"
"34878","","3953","0","18779","0","0","0","675","0","0","0","0","2626","0"
"34879","","3953","0","18780","0","0","0","675","0","0","0","0","2626","0"
"34880","","3953","0","18781","0","0","0","675","0","0","0","0","2626","0"
"34881","","3953","0","18782","0","0","0","675","0","0","0","0","2626","0"
"34882","","3953","0","18783","0","0","0","675","0","0","0","0","2626","0"
"34883","","3953","0","18784","0","0","0","675","0","0","0","0","2626","0"
"34884","","3953","0","18785","0","0","0","675","0","0","0","0","2626","0"
"34885","","3953","0","18786","0","0","0","675","0","0","0","0","2626","0"
"34886","","3953","0","18787","0","0","0","675","0","0","0","0","2626","0"
"34887","","3953","0","18788","0","0","0","675","0","0","0","0","2626","0"
"34888","","3953","0","18789","0","0","0","675","0","0","0","0","2626","0"
"34889","","3953","0","18790","0","0","0","675","0","0","0","0","2626","0"
"34890","","3953","0","18791","0","0","0","675","0","0","0","0","2626","0"
"34891","","3953","0","18792","0","0","0","675","0","0","0","0","2626","0"
"34892","","3953","0","18793","0","0","0","675","0","0","0","0","2626","0"
"34893","","3953","0","18794","0","0","0","675","0","0","0","0","2626","0"
"34908","","3833","0","18810","0","0","0","675","0","0","0","0","0","0"
"34909","倒吊深淵","3833","0","18811","0","0","0","675","0","0","0","0","0","0"
"34910","絕望泥沼","3833","0","18812","0","0","0","675","0","0","0","0","0","0"
"34911","","3833","0","18813","0","0","0","675","0","0","0","0","0","0"
"34912","","3833","0","18814","0","0","0","675","0","0","0","0","0","0"
"34913","無悔者之書","3833","0","18815","0","0","0","675","0","0","0","0","0","0"
"34916","","3833","0","18818","0","0","0","675","0","0","0","0","0","0"
"34917","罪惡之池","3833","0","18819","0","0","0","675","0","0","0","0","0","0"
"34918","","3833","0","18820","0","0","0","675","0","0","0","0","0","0"
"34928","","3973","0","-1","75","11","1934","675","242","0","0","0","0","0"
"34929","","3973","0","18830","0","0","0","675","0","0","0","0","0","4"
"34931","","3576","0","18832","0","0","0","675","0","0","0","0","0","0"
"34948","","3993","0","-1","0","11","1989","675","0","0","0","0","0","0"
"34949","","3993","0","18850","0","0","0","675","0","0","0","0","0","0"
"34950","","3993","0","18851","75","0","1989","675","0","0","0","0","0","0"
"34951","","3993","0","18852","75","0","1989","675","0","0","0","0","0","0"
"34952","","3994","0","-1","0","11","0","675","0","0","0","0","0","0"
"34954","","3994","0","18854","0","0","0","675","0","0","0","0","0","0"
"34955","","3973","0","18855","0","0","0","675","0","0","0","0","0","2"
"34956","","3973","0","18856","0","0","0","675","0","0","0","0","0","2"
"34968","","4013","0","-1","0","11","0","675","0","0","0","0","0","0"
"34969","","4013","0","18870","0","0","0","675","0","0","0","0","0","2"
"34970","","4013","0","18871","75","0","377","675","242","0","0","0","0","2"
"34971","","4013","0","18872","75","0","377","675","242","0","0","0","0","2"
"34972","","3833","0","18873","0","0","0","675","0","0","0","0","0","0"
"34973","","3634","0","18874","0","0","0","675","0","0","0","0","0","0"
"34974","","4014","0","-1","0","11","0","675","0","0","0","0","0","0"
"34975","","4014","0","18875","0","0","0","675","0","0","0","0","0","0"
"34976","","1275","0","18876","0","0","0","675","0","0","0","0","0","0"
"34977","","4015","0","-1","75","11","375","675","176","0","0","0","541","0"
"34978","","4015","0","18877","0","0","0","675","0","0","0","0","541","0"
"34979","","4015","0","18878","0","0","0","675","0","0","0","0","541","0"
"34980","","4015","0","18879","0","0","0","675","0","0","0","0","541","0"
"34981","","4015","0","18880","0","0","0","675","0","0","0","0","541","0"
"34982","","4015","0","18881","0","0","0","675","0","0","0","0","541","0"
"34983","","4015","0","18882","0","0","0","675","0","0","0","0","541","0"
"34984","","4015","0","18883","0","0","0","675","0","0","0","0","541","0"
"34985","","4015","0","18884","0","0","0","675","0","0","0","0","541","0"
"34988","","4033","0","-1","0","11","1946","675","204","0","0","0","0","0"
"34989","","4033","0","18890","0","0","0","675","0","0","0","0","0","0"
"34990","","4033","0","18891","0","0","0","675","0","0","0","0","0","0"
"35008","","215","0","18910","0","0","0","675","0","0","0","0","0","0"
"35028","","4053","0","-1","0","11","0","675","0","0","0","0","0","0"
"35029","","4053","0","18930","0","0","0","675","0","0","0","0","0","0"
"35048","","3293","0","18950","75","0","27","675","15","0","0","0","0","0"
"35049","","3293","0","18951","0","0","0","675","0","0","0","0","0","0"
"35069","","61","0","18971","0","0","0","675","0","0","0","0","1519","0"
"35070","","61","0","18972","0","0","0","675","0","0","0","0","1519","0"
"35071","","61","0","18973","0","0","0","675","0","0","0","0","1519","0"
"35072","","61","0","18974","0","0","0","675","0","0","0","0","1519","0"
"35073","","61","0","18975","0","0","0","675","0","0","0","0","1519","0"
"35074","","61","0","18976","0","0","0","675","0","0","0","0","1519","0"
"35075","","61","0","18977","0","0","0","675","0","0","0","0","1519","0"
"35076","","61","0","18978","0","0","0","675","0","0","0","0","1519","0"
"35077","","61","0","18979","0","0","0","675","0","0","0","0","1519","0"
"35078","","61","0","18980","0","0","0","675","0","0","0","0","1519","0"
"35080","","4073","0","-1","0","11","0","675","0","0","0","0","0","0"
"35081","","4073","0","18982","0","0","0","675","0","0","0","0","0","0"
"35082","塞拉摩堡壘","139","3","-1","75","11","1946","675","13","0","0","0","514","0"
"35083","","139","3","931","0","0","0","675","0","0","0","0","514","0"
"35084","","139","3","932","75","0","1946","675","0","0","0","0","514","0"
"35085","","139","3","933","0","0","0","675","0","0","0","0","514","0"
"35086","","139","3","934","75","0","1946","675","0","0","0","0","514","0"
"35087","","139","3","936","0","0","0","675","0","0","0","0","514","0"
"35088","","139","3","937","75","0","1946","675","0","0","0","0","514","0"
"35089","","139","3","938","0","0","0","675","0","0","0","0","514","0"
"35090","","139","3","939","0","0","0","675","0","0","0","0","514","0"
"35091","","139","3","940","0","0","0","675","0","0","0","0","514","0"
"35092","","139","3","941","0","0","0","675","0","0","0","0","514","0"
"35093","","139","3","942","0","0","0","675","0","0","0","0","514","0"
"35094","","139","3","943","0","0","0","675","0","0","0","0","514","0"
"35095","","139","3","944","0","0","0","675","0","0","0","0","514","0"
"35096","","139","3","945","0","0","0","675","0","0","0","0","514","0"
"35097","","139","3","946","0","0","0","675","0","0","0","0","514","0"
"35098","","139","3","947","75","0","1946","675","0","0","0","0","514","0"
"35099","","139","3","948","75","0","1946","675","0","0","0","0","514","0"
"35100","","139","3","949","75","0","1946","675","0","0","0","0","514","0"
"35101","","139","3","950","75","0","1946","675","0","0","0","0","514","0"
"35102","","139","3","952","75","0","1946","675","0","0","0","0","514","0"
"35103","","139","3","953","75","0","1946","675","0","0","0","0","514","0"
"35104","","139","3","954","75","0","1946","675","0","0","0","0","514","0"
"35105","","139","3","955","75","0","1946","675","0","0","0","0","514","0"
"35106","","139","3","956","0","0","0","675","0","0","0","0","514","0"
"35107","","139","3","957","75","0","1946","675","0","0","0","0","514","0"
"35108","","139","3","958","0","0","0","675","0","0","0","0","514","0"
"35109","","139","3","935","75","0","1946","675","0","0","0","0","514","0"
"35110","","139","3","951","0","0","0","675","0","0","0","0","514","0"
"35128","","4093","0","-1","0","11","0","675","0","0","0","0","0","0"
"35129","","4093","0","18990","0","0","0","675","0","0","0","0","0","0"
"35130","","4094","0","-1","0","11","0","675","0","0","0","0","0","0"
"35131","","4094","0","18991","0","0","0","675","0","0","0","0","0","0"
"35148","奧特蘭克山谷","3973","1","-1","75","11","1934","675","242","0","0","0","2839","0"
"35149","","3973","1","18830","0","0","0","675","0","0","0","0","2839","0"
"35151","","3973","1","18855","0","0","0","675","0","0","0","0","2839","0"
"35152","","3973","1","18856","0","0","0","675","0","0","0","0","2839","0"
"35168","","833","1","12507","75","0","1934","675","0","0","0","0","0","0"
"35169","","833","2","12507","75","0","1934","675","0","0","0","0","0","0"
"35170","","833","3","12507","75","0","1934","675","0","0","0","0","262","0"
"35188","","2372","0","19010","0","0","0","675","0","0","0","0","0","0"
"35208","","1376","0","19030","73","0","1947","675","227","0","0","0","0","0"
"35209","琥珀裂片洞穴","1376","0","19031","0","0","0","675","0","0","0","0","0","0"
"35228","","590","1","-1","0","11","0","675","204","0","0","0","0","0"
"35229","","590","1","775","75","0","1946","675","0","0","0","0","0","0"
"35230","","590","1","776","0","0","0","675","0","0","0","0","0","0"
"35231","","590","2","-1","0","11","0","675","204","0","0","0","0","0"
"35232","","590","2","775","75","0","1946","675","0","0","0","0","0","0"
"35233","","590","2","776","0","0","0","675","0","0","0","0","0","0"
"35234","","590","3","-1","0","11","0","675","204","0","0","0","0","0"
"35235","","590","3","775","75","0","1946","675","0","0","0","0","0","0"
"35236","","590","3","776","0","0","0","675","0","0","0","0","0","0"
"35237","","2593","2","-1","75","11","375","675","0","0","0","0","0","0"
"35238","","2593","2","14497","0","0","0","675","0","0","0","0","0","0"
"35239","","2593","2","14498","0","0","0","675","0","0","0","0","0","0"
"35240","","2593","2","14499","0","0","0","675","0","0","0","0","0","0"
"35241","","2593","2","14500","0","0","0","675","0","0","0","0","0","0"
"35242","","2593","2","14501","0","0","0","675","0","0","0","0","0","0"
"35243","","2593","2","14502","0","0","0","675","0","0","0","0","0","0"
"35244","","2593","2","14503","0","0","0","675","0","0","0","0","0","0"
"35245","","2593","2","14504","0","0","0","675","0","0","0","0","0","0"
"35246","","2593","2","14505","0","0","0","675","0","0","0","0","0","0"
"35247","","2593","2","14506","0","0","0","675","0","0","0","0","0","0"
"35248","","2593","2","14507","0","0","0","675","0","0","0","0","0","0"
"35268","","590","4","-1","0","11","0","675","204","0","0","0","0","0"
"35269","","590","4","775","75","0","1946","675","0","0","0","0","0","0"
"35270","","590","4","776","0","0","0","675","0","0","0","0","0","0"
"35271","","590","5","-1","0","11","0","675","204","0","0","0","0","0"
"35272","","590","5","775","75","0","1946","675","0","0","0","0","0","0"
"35273","","590","5","776","0","0","0","675","0","0","0","0","0","0"
"35274","","2593","3","-1","75","11","375","675","0","0","0","0","0","0"
"35275","","2593","3","14497","0","0","0","675","0","0","0","0","0","0"
"35276","","2593","3","14498","0","0","0","675","0","0","0","0","0","0"
"35277","","2593","3","14499","0","0","0","675","0","0","0","0","0","0"
"35278","","2593","3","14500","0","0","0","675","0","0","0","0","0","0"
"35279","","2593","3","14501","0","0","0","675","0","0","0","0","0","0"
"35280","","2593","3","14502","0","0","0","675","0","0","0","0","0","0"
"35281","","2593","3","14503","0","0","0","675","0","0","0","0","0","0"
"35282","","2593","3","14504","0","0","0","675","0","0","0","0","0","0"
"35283","","2593","3","14505","0","0","0","675","0","0","0","0","0","0"
"35284","","2593","3","14506","0","0","0","675","0","0","0","0","0","0"
"35285","","2593","3","14507","0","0","0","675","0","0","0","0","0","0"
"35286","","675","1","-1","0","11","1946","675","204","0","0","0","0","0"
"35287","","675","1","399","75","0","1946","675","0","0","0","0","0","0"
"35288","","675","1","400","0","0","0","675","0","0","0","0","0","0"
"35289","","675","2","-1","0","11","1946","675","204","0","0","0","0","0"
"35290","","675","2","399","75","0","1946","675","0","0","0","0","0","0"
"35291","","675","2","400","0","0","0","675","0","0","0","0","0","0"
"35308","碎木崗哨","1388","1","-1","75","11","1946","675","204","0","0","0","0","0"
"35310","","1388","1","6727","0","0","0","675","0","0","0","0","0","0"
"35311","","1388","1","6728","0","0","0","675","0","0","0","0","0","0"
"35312","","590","6","-1","0","11","0","675","204","0","0","0","0","0"
"35313","","590","6","775","75","0","1946","675","0","0","0","0","0","0"
"35314","","590","6","776","0","0","0","675","0","0","0","0","0","0"
"35315","","590","7","-1","0","11","0","675","204","0","0","0","0","0"
