Id,Name,HordeName,EffectArg0,EffectArg1,EffectArg2,EffectScalingPoints0,EffectScalingPoints1,EffectScalingPoints2,TransmogPlayerConditionId,TransmogCost,IconFileDataId,EffectPointsMin0,EffectPointsMin1,EffectPointsMin2,ItemVisual,Flags,RequiredSkillId,RequiredSkillRank,ItemLevel,Charges,Effect0,Effect1,Effect2,ScalingClass,ScalingClassRestricted,ConditionId,MinLevel,MaxLevel
"2650","+$k1法術能量","","45","0","0","0.23","0","0","0","0","50","0","0","0","0","15","0","0","0","32","0","0","0","0","0","1","0","0"
"2651","+$k1法術能量","","45","0","0","0","0","0","0","0","0","0","0","0","0","12","0","0","0","0","0","0","0","0","0","1","0","0"
"2652","+$k1法術能量","","45","0","0","0","0","0","0","0","0","0","0","0","0","11","0","0","0","0","0","0","0","0","0","1","0","0"
"2653","+$k1閃躲","","13","0","0","0.28","0","0","0","0","50","0","0","0","0","12","0","0","0","32","0","0","0","0","0","30","0","0"
"2654","+$k1智力","","5","0","0","0.28","0","0","0","0","50","0","0","0","0","12","0","0","0","32","0","0","0","0","0","30","0","0"
"2655","+$k1招架","","14","0","0","0.165","0","0","0","0","50","0","0","0","0","15","0","0","0","32","0","0","0","0","0","1","0","0"
"2656","+$k1臨機應變和+$k2耐力","","7","40","0","0.12","0.12","0","0","0","50","0","0","0","0","10","10","0","0","32","0","0","0","0","0","30","0","0"
"2657","+$k1敏捷","","3","0","0","0.19","0","0","0","0","50","0","0","0","0","12","0","0","0","32","0","0","0","0","0","30","0","0"
"2658","+$k1加速和+$k2致命一擊","","36","32","0","0.1","0.1","0","0","0","50","0","0","0","0","10","10","0","0","32","0","0","0","0","0","30","0","0"
"2659","+$k1生命力","","1","0","0","2.8","0","0","0","0","50","0","0","0","0","150","0","0","0","32","0","0","0","0","0","30","0","0"
"2660","+$k1法力","","0","0","0","0","0","0","0","0","0","0","0","0","0","150","0","0","0","0","0","0","0","0","0","35","0","0"
"2661","+$144845s1所有屬性","","144845","0","0","0","0","0","0","0","50","0","0","0","0","0","0","0","0","0","0","0","0","0","0","30","0","0"
"2662","+$k1護甲","","0","0","0","0.96","0","0","0","0","50","0","0","0","0","120","0","0","0","32","0","0","0","0","0","30","0","0"
"2665","+$k1臨機應變","","40","0","0","0.82","0","0","0","0","0","0","0","0","0","35","0","0","0","32","0","0","0","0","0","35","0","0"
"2666","+$k1智力","","5","0","0","0.7","0","0","0","0","50","0","0","0","0","30","0","0","2","32","0","0","0","0","0","30","0","0"
"2667","+$k1攻擊強度","","38","0","0","0.81","0","0","0","0","50","0","0","0","0","35","0","0","156","32","0","0","0","0","0","30","0","0"
"2668","+$k1力量","","4","0","0","0.46","0","0","0","0","50","0","0","0","0","20","0","0","106","32","0","0","0","0","0","30","0","0"
"2669","+$k1法術能量","","45","0","0","0.92","0","0","0","0","50","0","0","0","0","40","0","0","159","32","0","0","0","0","0","30","0","0"
"2670","+$k1敏捷","","3","0","0","0.82","0","0","0","0","50","0","0","0","0","35","0","0","125","32","0","0","0","0","0","30","0","0"
"2671","+$27979s1秘法和火焰法術能量","","27979","0","0","0","0","0","0","0","50","0","0","0","0","0","0","0","158","0","0","0","0","0","0","30","0","0"
"2672","+$27980s1暗影和冰霜法術能量","","27980","0","0","0","0","0","0","0","50","0","0","0","0","0","0","0","157","0","0","0","0","0","0","30","0","0"
"2673","貓鼬","","28093","0","0","0","0","0","136111","0","50","0","0","0","0","0","0","0","155","0","0","0","0","0","0","30","0","0"
"2674","法力回流","","27997","0","0","0","0","0","135739","0","50","0","0","0","0","0","0","0","160","0","0","0","0","0","0","30","0","0"
"2675","戰鬥大師","","28005","0","0","0","0","0","0","0","50","0","0","0","0","0","0","0","159","0","0","0","0","0","0","30","0","0"
"2676","超強法力之油","","43","0","0","0","0","0","0","0","0","0","0","0","0","16","0","0","0","32","0","0","0","0","0","52","0","0"
"2677","超強法力之油","","40","0","0","0.8065","0","0","0","27","50","0","0","0","0","25","0","0","0","33","0","0","0","0","0","52","0","0"
"2678","超強巫師之油","","5","0","0","1.291","0","0","0","29","50","0","0","0","0","40","0","0","0","33","0","0","0","0","0","58","0","0"
"2679","+$k1臨機應變","","40","0","0","0.2","0","0","0","0","50","0","0","0","0","12","0","0","0","32","0","0","0","0","0","30","0","0"
"2681","+$k1自然抗性","","3","0","0","0.3","0","0","0","28","50","0","0","0","0","10","0","0","0","33","0","0","0","0","0","55","0","0"
"2682","+$k1冰霜抗性","","4","0","0","0.3","0","0","0","28","50","0","0","0","0","10","0","0","0","33","0","0","0","0","0","55","0","0"
"2683","+$k1暗影抗性","","5","0","0","0.3","0","0","0","28","50","0","0","0","0","10","0","0","0","33","0","0","0","0","0","55","0","0"
"2684","對不死生物+100攻擊強度","","28893","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","60","0","0"
"2686","+$k1力量","","4","0","0","0","0","0","0","0","0","0","0","0","0","8","0","0","0","0","0","0","0","0","0","60","0","0"
"2687","+$k1敏捷","","3","0","0","0","0","0","0","0","0","0","0","0","0","8","0","0","0","0","0","0","0","0","0","60","0","0"
"2688","+$k1耐力","","7","0","0","0","0","0","0","0","0","0","0","0","0","8","0","0","0","0","0","0","0","0","0","1","0","0"
"2689","+$k1臨機應變","","40","0","0","1","0","0","0","0","0","0","0","0","0","16","0","0","0","32","0","0","0","0","0","60","0","0"
"2690","+$k1智力","","5","0","0","1","0","0","0","0","0","0","0","0","0","6","0","0","0","32","0","0","0","0","0","60","0","0"
"2691","+$k1力量","","4","0","0","1","0","0","0","0","0","0","0","0","0","6","0","0","0","32","0","0","0","0","0","60","0","0"
"2692","+$k1智力","","5","0","0","1","0","0","0","0","0","0","0","0","0","7","0","0","0","32","0","0","0","0","0","60","0","0"
"2693","+$k1敏捷","","3","0","0","1","0","0","0","0","0","0","0","0","0","6","0","0","0","32","0","0","0","0","0","60","0","0"
"2695","+$k1致命一擊","","32","0","0","1","0","0","0","0","0","0","0","0","0","12","0","0","0","32","0","0","0","0","0","60","0","0"
"2696","+$k1閃躲","","13","0","0","1","0","0","0","0","0","0","0","0","0","12","0","0","0","32","0","0","0","0","0","60","0","0"
"2697","+$k1致命一擊","","32","17","0","1","0","0","0","0","0","0","0","0","0","12","6","0","0","32","0","0","0","0","0","60","0","0"
"2698","+$k1耐力","","7","0","0","1","0","0","0","0","0","0","0","0","0","9","0","0","0","32","0","0","0","0","0","60","0","0"
"2699","+$k1臨機應變","","40","0","0","1","0","0","0","0","0","0","0","0","0","12","0","0","0","32","0","0","0","0","0","60","0","0"
"2700","+$k1臨機應變","","40","0","0","1","0","0","0","0","0","0","0","0","0","6","0","0","0","32","0","0","0","0","0","60","0","0"
"2702","+12敏捷(2個紅色寶石)","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","60","0","0"
"2703","每一個不同顏色的寶石+4敏捷","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0"
"2704","4顆藍色寶石皆裝備上後+$k1力量","","4","0","0","0","0","0","0","0","0","0","0","0","0","12","0","0","0","0","0","0","0","0","0","1","0","0"
"2705","+$k2加速和+$k1智力","","5","36","0","0.5","0.5","0","0","0","0","0","0","0","0","3","6","0","0","32","0","0","0","0","0","60","0","0"
"2706","+$k1閃躲和+$k2耐力","","13","7","0","0.5","0.5","0","0","0","0","0","0","0","0","6","4","0","0","32","0","0","0","0","0","60","0","0"
"2707","+$k2智力和+$k1臨機應變","","40","5","0","0.5","0.5","0","0","0","0","0","0","0","0","6","3","0","0","32","0","0","0","0","0","60","0","0"
"2708","+$k1智力和+$k2耐力","","5","7","0","0.5","0.5","0","0","0","0","0","0","0","0","3","4","0","0","32","0","0","0","0","0","60","0","0"
"2709","+$k1智力和+$k2臨機應變","","5","40","0","0.5","0.5","0","0","0","0","0","0","0","0","3","6","0","0","32","0","0","0","0","0","60","0","0"
"2710","+$k1敏捷和+$k2耐力","","3","7","0","0.5","0.5","0","0","0","0","0","0","0","0","3","4","0","0","32","0","0","0","0","0","60","0","0"
"2711","+$k1力量和+$k2耐力","","4","7","0","0.5","0.5","0","0","0","0","0","0","0","0","3","4","0","0","32","0","0","0","0","0","60","0","0"
"2712","磨利VI","","0","0","0","0.245","0","0","0","26","50","0","0","0","0","12","0","0","0","33","0","0","0","0","0","50","0","0"
"2713","磨利VII","","32","0","0","0.286","0.245","0","0","30","50","0","0","0","0","14","12","0","0","33","0","0","0","0","0","60","0","0"
"2714","魔鋼刺","","29455","0","0","0","0","0","0","0","50","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0"
"2715","+$k1法術能量和每5秒恢復$k2臨機應變","","45","40","0","0.48","0.18","0","0","30","50","0","0","0","0","16","6","0","0","33","0","0","0","0","0","60","0","0"
"2716","+$k1耐力和+$k2護甲","","7","0","0","0.48","0.3","0","0","30","50","0","0","0","0","16","100","0","0","33","0","0","0","0","0","60","0","0"
"2717","+$k1攻擊強度和+$k2致命一擊","","38","32","0","0.4","0.42","0","0","30","50","0","0","0","0","13","14","0","0","33","0","0","0","0","0","60","0","0"
"2718","次級結界符文","","42135","0","0","0","0","0","0","28","50","0","0","0","0","0","0","0","0","0","0","0","0","0","0","55","0","0"
"2719","次級護盾禦符","","29674","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","60","0","0"
"2720","強效護盾禦符","","29701","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","60","0","0"
"2721","+$k1法術能量和+$k2致命一擊","","45","32","0","0.45","0.42","0","0","30","50","0","0","0","0","15","14","0","0","33","0","0","0","0","0","60","0","0"
"2722","瞄準鏡(+$k1傷害)","","0","0","0","0.3","0","0","0","28","50","0","0","0","0","10","0","0","0","33","0","0","0","0","0","55","0","0"
"2723","瞄準鏡(+$k1傷害)","","0","0","0","0.36","0","0","0","28","50","0","0","0","0","12","0","0","0","33","0","0","0","0","0","55","0","0"
"2724","瞄準鏡(+$k1致命一擊)","","20","0","0","0.85","0","0","0","30","50","0","0","0","0","28","0","0","0","33","0","0","0","0","0","60","0","0"
"2725","+$k1力量","","4","0","0","1","0","0","0","0","0","0","0","0","0","8","0","0","0","32","0","0","0","0","0","60","0","0"
"2726","+$k1敏捷","","3","0","0","1","0","0","0","0","0","0","0","0","0","8","0","0","0","32","0","0","0","0","0","60","0","0"
"2727","+$k1智力","","5","0","0","1","0","0","0","0","0","0","0","0","0","8","0","0","0","32","0","0","0","0","0","60","0","0"
"2730","+$k1閃躲","","13","0","0","1","0","0","0","0","0","0","0","0","0","16","0","0","0","32","0","0","0","0","0","60","0","0"
"2731","+$k1耐力","","7","0","0","1","0","0","0","0","0","0","0","0","0","12","0","0","0","32","0","0","0","0","0","60","0","0"
"2735","+$k1致命一擊","","32","20","0","1","0","0","0","0","0","0","0","0","0","16","8","0","0","32","0","0","0","0","0","60","0","0"
"2736","+$k1致命一擊","","32","0","0","1","0","0","0","0","0","0","0","0","0","16","0","0","0","32","0","0","0","0","0","60","0","0"
"2738","+$k1力量和+$k2耐力","","4","7","0","0.5","0.5","0","0","0","0","0","0","0","0","4","6","0","0","32","0","0","0","0","0","60","0","0"
"2739","+$k1敏捷和+$k2耐力","","3","7","0","0.5","0.5","0","0","0","0","0","0","0","0","4","6","0","0","32","0","0","0","0","0","60","0","0"
"2740","+$k1智力和+$k2耐力","","5","7","0","0.5","0.5","0","0","0","0","0","0","0","0","5","6","0","0","32","0","0","0","0","0","60","0","0"
"2741","+$k1智力和+$k2臨機應變","","5","40","0","0.5","0.5","0","0","0","0","0","0","0","0","4","8","0","0","32","0","0","0","0","0","60","0","0"
"2742","+$k1智力和+$k2加速","","5","36","0","0.5","0.5","0","0","0","0","0","0","0","0","4","8","0","0","32","0","0","0","0","0","60","0","0"
"2743","+$k1閃躲和+$k2耐力","","13","7","0","0.5","0.5","0","0","0","0","0","0","0","0","8","6","0","0","32","0","0","0","0","0","60","0","0"
"2745","+$k1法術能量和+$k2耐力","","45","7","0","0.16","0.16","0","0","26","50","0","0","0","0","25","15","0","0","33","0","0","0","0","0","50","0","0"
"2746","+$k1法術能量和+$k2耐力","","45","7","0","0.16","0.16","0","0","30","50","0","0","0","0","35","20","0","0","33","0","0","0","0","0","60","0","0"
"2749","+$k1智力","","5","0","0","0","0","0","0","0","0","0","0","0","0","12","0","0","0","0","0","0","0","0","0","0","0","0"
"2750","每5秒恢復6法力","","43","0","0","0","0","0","0","0","0","0","0","0","0","6","0","0","0","0","0","0","0","0","0","0","0","0"
"2751","+$k1致命一擊","","32","0","0","0","0","0","0","0","0","0","0","0","0","14","0","0","0","0","0","0","0","0","0","0","0","0"
"2752","+$k2致命一擊和+$k1力量","","4","32","20","0.5","0.5","0","0","0","0","0","0","0","0","3","6","3","0","32","0","0","0","0","0","60","0","0"
"2753","+$k1致命一擊和+$k2力量","","4","32","20","0.5","0.5","0","0","0","0","0","0","0","0","4","8","4","0","32","0","0","0","0","0","60","0","0"
"2754","+$k1招架","","14","0","0","1","0","0","0","0","0","0","0","0","0","16","0","0","0","32","0","0","0","0","0","60","0","0"
"2755","+$k2致命一擊和+$k1敏捷","","3","32","0","0.5","0.5","0","0","0","0","0","0","0","0","3","6","0","0","32","0","0","0","0","0","60","0","0"
"2756","+$k1敏捷和+$k2致命一擊","","3","32","17","0.5","0.5","0","0","0","0","0","0","0","0","4","8","4","0","32","0","0","0","0","0","60","0","0"
"2757","+$k2致命一擊和+$k1耐力","","7","32","20","0.5","0.5","0","0","0","0","0","0","0","0","4","6","3","0","32","0","0","0","0","0","60","0","0"
"2758","+$k2致命一擊和+$k1耐力","","7","32","20","0.5","0.5","0","0","0","0","0","0","0","0","6","8","4","0","32","0","0","0","0","0","60","0","0"
"2759","+$k1護甲值","","0","0","0","1","0","0","0","0","0","0","0","0","0","8","0","0","0","32","0","0","0","0","0","60","0","0"
"2760","+$k2致命一擊和+$k1智力","","32","5","0","0.5","0.5","0","0","0","0","0","0","0","0","6","3","0","0","32","0","0","0","0","0","60","0","0"
"2761","+$k1智力和+$k2致命一擊","","5","32","0","0.5","0.5","0","0","0","0","0","0","0","0","4","8","0","0","32","0","0","0","0","0","60","0","0"
"2762","+$k1致命一擊和+$k2臨機應變","","32","40","0","0.5","0.5","0","0","0","0","0","0","0","0","6","3","0","0","32","0","0","0","0","0","60","0","0"
"2763","+$k1致命一擊和+$k2臨機應變","","32","40","0","0.5","0.5","0","0","0","0","0","0","0","0","8","4","0","0","32","0","0","0","0","0","60","0","0"
"2764","+$k1致命一擊","","32","17","0","1","0","0","0","0","0","0","0","0","0","16","8","0","0","32","0","0","0","0","0","60","0","0"
"2765","+$k1臨機應變","","40","0","0","1","0","0","0","0","0","0","0","0","0","8","0","0","0","32","0","0","0","0","0","60","0","0"
"2766","+$k1智力","","5","0","0","0","0","0","0","0","0","0","0","0","0","8","0","0","0","0","0","0","0","0","0","0","0","0"
"2767","+$k1致命一擊","","32","0","0","0","0","0","0","0","0","0","0","0","0","8","0","0","0","0","0","0","0","0","0","0","0","0"
"2768","+$k1法術能量","","45","0","0","0","0","0","0","0","0","0","0","0","0","16","0","0","0","0","0","0","0","0","0","0","0","0"
"2769","+$k1致命一擊","","32","0","0","0","0","0","0","0","0","0","0","0","0","11","0","0","0","0","0","0","0","0","0","0","0","0"
"2770","+$k1法術能量","","45","0","0","0","0","0","0","0","0","0","0","0","0","7","0","0","0","0","0","0","0","0","0","0","0","0"
"2773","+$k1致命一擊","","32","0","0","0","0","0","0","0","0","0","0","0","0","16","0","0","0","0","0","0","0","0","0","0","0","0"
"2774","+$k1智力","","5","0","0","0","0","0","0","0","0","0","0","0","0","11","0","0","0","0","0","0","0","0","0","0","0","0"
"2776","+$k1臨機應變","","40","0","0","0","0","0","0","0","0","0","0","0","0","8","0","0","0","0","0","0","0","0","0","0","0","0"
"2777","+$k1臨機應變","","40","0","0","0","0","0","0","0","0","0","0","0","0","13","0","0","0","0","0","0","0","0","0","0","0","0"
"2779","+$k1臨機應變","","40","0","0","0","0","0","0","0","0","0","0","0","0","16","0","0","0","0","0","0","0","0","0","0","0","0"
"2781","+$k1耐力","","7","0","0","0","0","0","0","0","0","0","0","0","0","19","0","0","0","0","0","0","0","0","0","0","0","0"
"2782","+$k1敏捷","","3","0","0","0.25","0","0","0","0","0","0","0","0","0","10","0","0","0","32","0","0","0","0","0","0","0","0"
"2784","+$k1致命一擊","","32","0","0","0","0","0","0","0","0","0","0","0","0","12","0","0","0","0","0","0","0","0","0","0","0","0"
"2785","+$k1致命一擊","","32","0","0","0","0","0","0","0","0","0","0","0","0","13","0","0","0","0","0","0","0","0","0","0","0","0"
"2786","+$k1致命一擊","","32","0","0","0","0","0","0","0","0","0","0","0","0","7","0","0","0","0","0","0","0","0","0","0","0","0"
"2788","+$k1護甲值","","0","0","0","1","0","0","0","0","0","0","0","0","0","9","0","0","0","32","0","0","0","0","0","60","0","0"
"2789","+$k1護甲值","","0","0","0","1","0","0","0","0","0","0","0","0","0","15","0","0","0","32","0","0","0","0","0","60","0","0"
"2790","ZZOLDLesser Rune of Warding","","29504","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2791","強效結界符文","","42136","0","0","0","0","0","0","30","50","0","0","0","0","0","0","0","0","0","0","0","0","0","0","60","0","0"
"2792","+$k1耐力","","7","0","0","0.12","0","0","0","26","50","0","0","0","0","8","0","0","0","32","0","0","0","0","0","50","0","0"
"2793","+$k1閃躲","","13","0","0","0.18","0","0","0","28","50","0","0","0","0","8","0","0","0","33","0","0","0","0","0","55","0","0"
"2794","+$k1臨機應變","","40","0","0","0.18","0","0","0","28","50","0","0","0","0","8","0","0","0","33","0","0","0","0","0","55","0","0"
"2795","舒適的鞋墊","","32427","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0"
"2798","+$i智力(+$n/+$f)","","32557","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0"
"2799","+$i耐力(+$n/+$f)","","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0"
"2800","+$i護甲(+$n/+$f)","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0"
"2827","+$k1致命一擊和$11818s1%法術反射","","32","11818","0","1","0","0","0","0","0","0","0","0","0","28","0","0","0","32","0","0","0","0","0","60","0","0"
"2828","有機會提高施法速度","","32837","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","32","0","0","0","0","0","60","0","0"
"2829","+$k1致命一擊和略微提高奔跑速度","","32","24090","0","1","0","0","0","0","0","0","0","0","0","24","0","0","0","32","0","0","0","0","0","60","0","0"
"2830","+$k1致命一擊和縮短$55378s1%緩速及定身持續時間","","32","55378","0","1","0","0","0","0","0","0","0","0","0","24","0","0","0","32","0","0","0","0","0","60","0","0"
"2831","+$k1耐力和縮短10%昏迷持續時間","","7","55358","0","1","0","0","0","0","0","0","0","0","0","18","0","0","0","32","0","0","0","0","0","60","0","0"
"2832","+$k1智力和降低2%威脅值","","5","32842","0","1","0","0","0","0","0","0","0","0","0","12","0","0","0","32","0","0","0","0","0","60","0","0"
"2833","+$k1閃躲和擊中時有機率恢愎生命力","","13","32844","0","1","0","0","0","0","0","0","0","0","0","24","0","0","0","32","0","0","0","0","0","60","0","0"
"2834","+$k1近戰傷害和有機率擊昏目標","","0","37982","0","0.377","0","0","0","0","0","0","0","0","0","3","0","0","0","32","0","0","0","0","0","60","0","0"
"2835","+$k1智力和有機率在施放法術時恢愎法力","","5","27521","0","1","0","0","0","0","0","0","0","0","0","12","0","0","0","32","0","0","0","0","0","60","0","0"
"2836","每5秒恢復3法力","","43","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0"
"2837","+$k1臨機應變","","40","0","0","0","0","0","0","0","0","0","0","0","0","7","0","0","0","0","0","0","0","0","0","0","0","0"
"2840","+$k1耐力","","7","0","0","0","0","0","0","0","0","0","0","0","0","21","0","0","0","0","0","0","0","0","0","0","0","0"
"2841","+$k1耐力","","7","0","0","0.24","0","0","0","30","50","0","0","0","0","10","0","0","0","32","0","0","0","0","0","60","0","0"
"2846","每5秒恢復4法力","","43","0","0","0","0","0","0","0","0","0","0","0","0","4","0","0","0","0","0","0","0","0","0","0","0","0"
"2848","每5秒恢復5法力","","43","0","0","0","0","0","0","0","0","0","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0"
"2849","+7閃躲","","13","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2852","每5秒恢復7法力","","43","0","0","0","0","0","0","0","0","0","0","0","0","7","0","0","0","0","0","0","0","0","0","0","0","0"
"2853","每5秒恢復8法力","","43","0","0","0","0","0","0","0","0","0","0","0","0","8","0","0","0","0","0","0","0","0","0","0","0","0"
"2857","+$k1致命一擊","","32","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0"
"2858","+$k1致命一擊","","19","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0"
"2859","+$k1護甲值","","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0"
"2860","+$k1致命一擊","","32","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0"
"2861","+$k1閃躲","","13","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0"
"2863","+$k1智力","","5","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0"
"2864","+$k1致命一擊","","32","0","0","0","0","0","0","0","0","0","0","0","0","4","0","0","0","0","0","0","0","0","0","0","0","0"
"2865","+$k1臨機應變","","40","0","0","0","0","0","0","0","0","0","0","0","0","4","0","0","0","0","0","0","0","0","0","0","0","0"
"2866","+$k1臨機應變","","40","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0"
"2867","+$k1護甲值","","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0"
"2868","+$k1耐力","","7","0","0","0","0","0","0","0","0","0","0","0","0","6","0","0","0","0","0","0","0","0","0","0","0","0"
"2869","+$k1智力","","5","0","0","0.5","0","0","0","0","0","0","0","0","0","4","0","0","0","32","0","0","0","0","0","0","0","0"
"2870","+$k1招架","","14","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0"
"2871","+$k1閃躲","","13","0","0","0","0","0","0","0","0","0","0","0","0","4","0","0","0","0","0","0","0","0","0","0","0","0"
"2872","+$k1法術能量","","45","0","0","0","0","0","0","0","0","0","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0"
"2875","+$k1致命一擊","","32","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","32","0","0","0","0","0","0","0","0"
"2877","+$k1敏捷","","3","0","0","0","0","0","0","0","0","0","0","0","0","4","0","0","0","0","0","0","0","0","0","0","0","0"
"2878","+$k1護甲值","","0","0","0","0","0","0","0","0","0","0","0","0","0","4","0","0","0","0","0","0","0","0","0","0","0","0"
"2879","+$k1力量","","4","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0"
"2881","+2臨機應變","","40","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"2883","+$k1耐力","","7","0","0","0","0","0","0","0","0","0","0","0","0","4","0","0","0","0","0","0","0","0","0","0","0","0"
"2891","+$k1護甲值","","0","0","0","1","0","0","0","0","0","0","0","0","0","10","0","0","0","32","0","0","0","0","0","60","0","0"
"2892","+$k1力量","","4","0","0","0","0","0","0","0","0","0","0","0","0","4","0","0","0","0","0","0","0","0","0","0","0","0"
"2893","+$k1敏捷","","3","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0"
"2894","+$k1力量","","4","0","0","0","0","0","0","0","0","0","0","0","0","7","0","0","0","0","0","0","0","0","0","60","0","0"
"2896","+$k1智力","","5","0","0","1","0","0","0","0","0","0","0","0","0","7","0","0","0","32","0","0","0","0","0","60","0","0"
"2897","+$k1耐力和+$k2致命一擊","","7","32","0","0","0","0","0","0","0","0","0","0","0","3","4","0","0","0","0","0","0","0","0","1","0","0"
"2898","+$k1耐力和+$k2致命一擊","","7","32","0","0","0","0","0","0","0","0","0","0","0","3","4","0","0","0","0","0","0","0","0","60","0","0"
"2900","+$k1法術能量","","45","0","0","0","0","0","0","0","0","0","0","0","0","4","0","0","0","0","0","0","0","0","0","0","0","0"
"2907","+$k1招架","","14","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0"
"2910","+$k1法術能量","","45","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0"
"2911","+$k1力量","","4","0","0","0","0","0","0","0","0","0","0","0","0","10","0","0","0","0","0","0","0","0","0","60","0","0"
"2912","+$k1智力","","5","0","0","1","0","0","0","0","0","0","0","0","0","10","0","0","0","0","0","0","0","0","0","60","0","0"
"2913","+$k1致命一擊","","32","0","0","1","0","0","0","0","0","0","0","0","0","10","0","0","0","0","0","0","0","0","0","60","0","0"
"2914","+$k1致命一擊","","32","0","0","0","0","0","0","0","0","0","0","0","0","10","0","0","0","0","0","0","0","0","0","60","0","0"
"2915","+$k1力量和+$k2致命一擊","","4","32","0","0","0","0","0","0","0","0","0","0","0","5","5","0","0","0","0","0","0","0","0","60","0","0"
"2916","+$k1致命一擊和+$k2智力","","5","32","0","0.5","0.5","0","0","0","0","0","0","0","0","0","0","0","0","32","0","0","0","0","0","60","0","0"
"2917","gem test enchantment","","0","0","0","0","0","0","0","0","0","0","0","0","0","100","0","0","0","0","0","0","0","0","0","60","0","0"
"2925","+$k1耐力","","7","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0"
"2926","+$k1閃躲","","13","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0"
"2929","+$k1武器傷害","","0","0","0","0.04","0","0","0","0","0","0","0","0","0","2","0","0","0","32","0","0","0","0","0","30","0","0"
"2930","+$k1智力","","5","0","0","0.2","0","0","0","0","0","0","0","0","0","10","0","0","0","33","0","189","9","50","0","30","0","0"
"2933","+$k1護甲值","","0","0","0","0.18","0","0","0","0","50","0","0","0","0","15","0","0","0","32","0","0","0","0","0","30","0","0"
"2934","+$k1致命一擊","","32","0","0","0.24","0","0","0","0","50","0","0","0","0","10","0","0","0","32","0","0","0","0","0","30","0","0"
"2935","+$k1致命一擊","","32","0","0","0.35","0","0","0","0","50","0","0","0","0","15","0","0","0","32","0","0","0","0","0","30","0","0"
"2936","+$k1攻擊強度","","38","0","0","0","0","0","0","0","0","0","0","0","0","4","0","0","0","0","0","0","0","0","0","0","0","0"
"2937","+$k1法術能量","","45","0","0","0.34","0","0","0","0","50","0","0","0","0","20","0","0","0","32","0","0","0","0","0","30","0","0"
"2938","+$k1主要屬性","","71","0","0","0.38","0","0","0","0","50","0","0","0","0","16","0","0","0","32","0","0","0","0","0","30","0","0"
"2939","初級速度和+$k2敏捷","","24090","3","0","0","0.16","0","0","0","50","0","0","0","0","0","6","0","0","32","0","0","0","0","0","30","0","0"
