Id,Name,MapId,DifficultyId,OrderIndex,Unknown5,Bit,CreatureDisplayId,Flags,SpellIconFileId,Unknown1
"1340","阿希拉黎明殺戮者","940","0","500","6062","2","38995","4","0","-1"
"1348","『測試龍』奧瑪","598","1","0","6215","0","30356","0","0","-1"
"1390","『咒魔』馮","1008","0","0","6428","0","41192","6","306868","-1"
"1395","石衛士","1008","0","-1000","6431","1","41155","6","0","-1"
"1397","『破壞者』奇普提拉克","962","0","0","6153","0","11097","4","0","-1"
"1405","打擊者卡多克","962","0","1000","6465","1","43274","0","0","-1"
"1406","指揮官黎莫克","962","0","2000","6466","2","43286","0","0","-1"
"1407","大帝之志","1008","0","3000","6470","2","41391","7","0","-1"
"1409","豐泉守衛者","996","0","0","6473","0","41503","6","0","-1"
"1412","歐克‧歐克","961","0","0","6143","0","39498","4","0","-1"
"1413","跳跳巨兔妖","961","0","1000","6375","1","40339","4","0","-1"
"1414","『破罈者』嚴祝","961","0","2000","6378","2","14503","4","0","-1"
"1416","劉‧焰心","960","0","1000","6141","1","39487","4","0","-1"
"1417","博學行者石步","960","0","0","6295","2","0","4","0","-1"
"1418","智者瑪利","960","0","-1000","6400","3","41125","4","0","-1"
"1419","雷剛","962","0","3000","6293","3","0","0","0","-1"
"1420","織焰者喀格勒","1001","0","0","6330","0","40597","4","0","-1"
"1421","武器大師哈倫","1001","0","-500","6542","1","40293","4","0","-1"
"1422","馴犬者布勞恩","1001","0","-1000","6521","2","42264","4","0","-1"
"1423","『靈魂撕裂者』薩爾諾斯","1004","0","0","4568","0","27705","4","0","-1"
"1424","克羅夫修士","1004","0","1000","6444","1","41154","4","0","-1"
"1425","高階審判官懷特邁恩","1004","0","2000","6450","2","2043","4","0","-1"
"1426","講師冷心","1007","0","0","6321","0","40301","0","0","-1"
"1427","詹迪斯‧巴羅夫","1007","0","1000","6331","1","40639","0","0","-1"
"1428","血骨傀儡","1007","0","2000","6335","2","31092","0","0","-1"
"1429","莉莉安‧佛斯","1007","0","3000","6334","3","40256","0","0","-1"
"1430","黑暗院長加丁","1007","0","4000","6319","4","40322","0","0","-1"
"1431","恐懼之煞","996","0","1000","6525","1","45065","7","0","-1"
"1434","『縛靈者』卡拉賈","1008","0","500","6463","3","41256","6","0","-1"
"1436","帝王之魂","1008","0","2000","6529","4","41812","6","0","-1"
"1439","疑惑之煞","960","0","3000","6125","0","40904","4","0","-1"
"1441","『武器大師』辛","994","0","1000","6579","1","41987","0","0","-1"
"1442","帝王的試煉","994","0","-1000","6586","2","42059","4","0","-1"
"1443","阿達洛葛","389","0","0","6580","0","38759","4","0","-1"
"1444","黑暗薩滿坷蘭索","389","0","1000","6583","1","42101","4","0","-1"
"1445","斯納格瑪","389","0","2000","6589","2","38773","4","0","-1"
"1446","熔岩守衛哥爾多斯","389","0","3000","6592","3","42100","4","0","-1"
"1447","帕伐拉克將軍","1011","0","1500","6594","0","42105","0","0","-1"
"1463","加拉隆","1009","0","-1250","6649","0","42368","6","0","-1"
"1464","飛翼領袖紐若納克","1011","0","2500","6658","1","23915","0","0","-1"
"1465","大臣金巴克","1011","0","0","6625","2","23915","0","0","-1"
"1498","風領主瑪爾加拉克","1009","0","-1000","6677","1","42645","6","0","-1"
"1499","塑珀者翁索克","1009","0","1000","6700","2","43126","7","0","-1"
"1500","艾拉岡","1008","0","2500","6786","5","41399","6","368365","-1"
"1501","杉齊爾女皇","1009","0","2000","6729","3","42730","7","237143","-1"
"1502","指揮官沃賈克","1011","0","1250","6735","3","42169","0","0","-1"
"1504","刀鋒領主塔亞克","1009","0","-1500","6944","5","43141","6","0","-1"
"1505","楚龍","996","0","500","6747","2","42533","6","0","-1"
"1506","蕾希","996","0","750","6738","3","40357","6","0","-1"
"1507","女皇大臣索拉格","1009","0","-2500","6741","6","42807","6","0","-1"
"1509","蓋肯","994","1","0","6558","3","41920","0","0","-1"
"1510","蓋肯","994","2","500","6558","3","41920","4","0","-1"
"1559","鐵穹","1098","0","0","7329","0","46627","7","646675","-1"
"1560","孤慍雙妃","1098","0","1000","7502","1","46974","7","133886","-1"
"1563","帆船","870","0","0","0","0","0","8","0","-1"
"1564","憤怒之煞","870","0","1000","0","1","0","8","0","-1"
"1565","托爾托斯","1098","0","-1000","7507","2","46559","6","0","-1"
"1570","長老議會","1098","0","-1500","7543","3","47505","6","0","-1"
"1571","納拉卡","870","0","2000","0","2","0","8","0","-1"
"1572","『遺忘之眼』獨顱目","1098","0","-250","7563","4","0","6","0","-1"
"1573","稷坤","1098","0","-500","7565","5","0","6","0","-1"
"1574","普莫迪斯","1098","0","-125","7571","6","47009","6","0","-1"
"1575","哈里登","1098","0","-2000","7570","7","47325","6","0","-1"
"1576","黑暗憎惡魔像","1098","0","-62","7582","8","47527","6","0","-1"
"1577","『擊破者』金羅克","1098","0","-3000","7575","9","47552","6","0","-1"
"1578","梅賈拉","1098","0","-750","7577","10","0","6","0","-1"
"1579","雷神","1098","0","2000","7603","11","46770","6","0","-1"
"1580","萊公","1098","5","3000","7605","12","47739","38","0","-1"
"1581","萊公","1098","6","3000","7605","12","47739","38","0","-1"
"1587","烏達斯塔","870","0","3000","0","3","0","8","0","-1"
"1593","卡拉西聖螳","1136","0","3500","8109","0","48677","6","897697","-1"
"1594","潘達利亞之寶","1136","0","1500","8202","1","51173","6","897406","-1"
"1595","馬可羅克","1136","0","1000","8225","2","49070","6","897029","-1"
"1598","墮落的保衛者","1136","0","-2000","8253","3","48918","6","897027","-1"
"1599","『嗜血巨龍』梭克","1136","0","2000","8258","4","49023","6","896625","-1"
"1600","鋼鐵破滅邪神","1136","0","-1500","8260","5","49844","6","896624","-1"
"1601","攻城機匠黑引信","1136","0","3000","8236","6","51657","6","897633","-1"
"1602","伊莫爾西斯","1136","0","-3000","8268","7","49056","6","896623","-1"
"1603","納茲格寧姆將軍","1136","0","-1250","8272","8","48995","6","897144","-1"
"1604","傲慢之煞","1136","0","-1750","8276","9","49098","6","651086","-1"
"1605","Omar's Test Encounter (Cosmetic only) DNT","1136","0","4000","6215","10","0","16","0","-1"
"1606","柯爾克隆黑暗薩滿","1136","0","-1375","8285","11","49176","6","897028","-1"
"1622","葛拉卡斯","1136","0","-1625","8415","12","49337","6","896665","-1"
"1623","卡爾洛斯‧地獄吼","1136","0","3750","8356","13","49585","6","896622","-1"
"1624","諾努衫","1136","0","-1875","8299","14","48860","6","897064","-1"
"1652","洛托爾","1175","0","0","8565","0","54259","4","0","-1"
"1653","奴隸看守者庫拉多","1175","0","-1000","8563","1","52893","4","0","-1"
"1654","古格洛克","1175","0","1000","8566","2","52902","4","0","-1"
"1655","瑪格默拉圖斯","1175","0","-2000","8586","3","52033","4","0","-1"
"1656","獵人骨牙","47","1","250","8592","6","0","0","0","-1"
"1659","督軍拉姆塔斯","47","1","500","8595","7","0","0","0","-1"
"1660","『盲眼獵手』格羅亞特","47","1","625","8620","8","0","0","0","-1"
"1661","卡爾加‧刺肋","47","1","687","8597","9","0","0","0","-1"
"1662","阿魯斯","129","1","4000","8622","4","0","0","0","-1"
"1663","火眼莫德雷斯","129","1","5000","8623","5","0","0","0","-1"
"1664","肉疙瘩","129","1","6000","8624","6","0","0","0","-1"
"1665","亡語者黑棘","129","1","7000","8625","7","0","0","0","-1"
"1666","『寒冰使者』亞門納爾","129","1","8000","8626","8","0","0","0","-1"
"1667","加摩拉","48","1","-500","4617","4","52010","4","0","-1"
"1668","朵米娜","48","1","500","8615","8","52034","4","0","-1"
"1669","征服者寇烏爾","48","1","750","8614","9","52173","4","0","-1"
"1670","處決者戈爾","48","1","875","4623","10","52084","4","0","-1"
"1671","暮光領主巴賽爾","48","1","937","4623","11","52283","4","0","-1"
"1672","阿庫麥爾","48","1","968","4624","12","52541","4","0","-1"
"1675","瑟拉克","48","1","812","8653","0","52057","4","0","-1"
"1676","深淵守護者","48","1","843","8655","1","75359","4","0","-1"
"1677","莎妲娜‧血怒","1176","0","0","8661","0","52985","4","0","-1"
"1678","阿扎克爾，燃燒軍團先鋒","1182","0","0","8665","0","52964","4","0","-1"
"1679","骨喉","1176","0","1000","8678","1","59273","4","0","-1"
"1682","耐祖奧","1176","0","2000","8691","2","52769","4","0","-1"
"1685","縛魂者妮雅蜜","1182","0","-1000","8667","1","53089","4","0","-1"
"1686","警覺的卡薩爾","1182","0","-2000","8669","2","58263","4","0","-1"
"1688","納里旭","1176","0","500","8705","3","59978","4","0","-1"
"1689","控火者卡格拉茲","1205","0","3250","8720","0","53471","6","0","-1"
"1690","高爐","1205","0","3812","8724","1","53456","6","0","-1"
"1691","戈魯爾","1205","0","-1000","8731","2","55050","6","236412","-1"
"1692","站長索加爾","1205","0","3750","8733","3","53519","6","0","-1"
"1693","漢斯格爾和法蘭佐克","1205","0","3000","8738","4","53575","6","0","-1"
"1694","獸王達馬克","1205","0","3125","8746","5","53499","6","1004898","-1"
"1695","鐵娘子軍","1205","0","4000","8755","6","53876","6","0","-1"
"1696","『吞噬者』礦吞","1205","0","-2000","8761","7","54317","6","1003743","-1"
"1698","蘭吉特","1209","0","0","8770","0","56015","4","0","-1"
"1699","阿拉卡納斯","1209","0","1000","8771","1","54006","4","0","-1"
"1700","盧克然","1209","0","2000","8772","2","59008","4","0","-1"
"1701","大賢者維瑞思","1209","0","3000","8773","3","56016","4","0","-1"
"1704","黑手","1205","0","5000","8874","8","53791","7","0","-1"
"1705","統治者瑪爾戈克","1228","0","0","8800","0","54329","7","1030796","-1"
"1706","屠夫","1228","0","-1000","8806","1","53855","6","1006454","-1"
"1713","克羅莫格，大山傳奇","1205","0","3875","8831","9","56214","6","0","-1"
"1714","泰朗戈爾","1182","0","1000","8843","3","54036","4","0","-1"
"1715","火箭光和波爾卡","1208","0","0","8848","0","60108","4","0","-1"
"1719","歐格隆雙胞胎","1228","0","-500","8866","2","55849","6","1019377","-1"
"1720","綠蕨孢子巨人","1228","0","-625","8884","3","58539","6","1019378","-1"
"1721","卡加斯‧刃拳","1228","0","-2000","8903","4","54674","6","1005701","-1"
"1722","『活動山峰』泰克塔","1228","0","-562","8923","5","54793","6","1006111","-1"
"1723","寇拉夫","1228","0","-250","8930","6","54825","6","841221","-1"
"1732","奈楚格‧雷塔","1208","0","1000","8948","1","55162","4","0","-1"
"1736","傲天者托芙菈","1208","0","2000","9038","2","55630","4","0","-1"
"1745","艾斯蘭","1191","0","0","0","0","0","16","0","-1"
"1746","枯木","1279","0","0","9175","0","56613","4","0","-1"
"1747","Ken's Test Encounter [DNT]","605","0","0","0","0","0","0","0","-1"
"1748","恐軌執行者","1195","0","0","9219","0","56017","4","0","-1"
"1749","『血肉撕裂者』諾加爾","1195","0","-1000","9233","1","56351","4","0","-1"
"1750","歐席爾","1195","0","1000","9235","2","55352","4","0","-1"
"1751","大法師蘇兒","1279","0","1000","9297","1","57193","4","0","-1"
"1752","榭里塔克","1279","0","2000","9298","2","58398","4","0","-1"
"1754","史庫洛克，戈魯爾之子","1195","0","2000","9341","3","57836","4","0","-1"
"1755","魯克馬爾，阿拉卡的太陽神","1116","0","0","0","0","0","8","0","-1"
"1756","亞爾努","1279","0","3000","9354","3","57231","4","0","-1"
"1757","遠古保衛者","1279","0","500","9356","4","59767","4","0","-1"
"1758","凱拉克","1358","0","0","9020","0","53005","4","0","-1"
"1759","指揮官薩貝克","1358","0","1000","9060","1","54712","4","0","-1"
"1760","狂野的怒翼","1358","0","2000","8703","2","53315","4","0","-1"
"1761","控礦者古拉杉","1358","0","-1000","8699","3","53177","4","0","-1"
"1762","札伊拉酋長","1358","0","3000","9373","4","54683","4","0","-1"
"1770","『不朽者』塔爾納","1116","0","1000","0","1","0","8","0","-1"
"1777","惡魔領主札昆","1448","0","2250","10004","0","61830","6","1113433","-1"
"1778","地獄火突襲戰","1448","0","-1000","10010","1","0","6","0","-1"
"1783","血魔","1448","0","1000","10039","2","61913","6","1113437","-1"
"1784","女暴君維哈里","1448","0","4500","10041","3","62479","6","1113430","-1"
"1785","鋼鐵劫奪者","1448","0","-500","10043","4","0","6","0","-1"
"1786","基爾羅格‧亡眼","1448","0","-250","10048","5","62425","6","970886","-1"
"1787","寇姆洛克","1448","0","-375","10051","6","61990","6","1113434","-1"
"1788","暗影領主伊斯卡","1448","0","1500","10060","7","61932","6","0","-1"
"1790","羅克摩拉","1458","0","0","10092","0","62386","4","0","-1"
"1791","烏拉羅格‧塑崖者","1458","0","500","10094","1","62390","4","0","-1"
"1792","納拉薩斯","1458","0","750","10097","2","62391","4","0","-1"
"1793","『地底之王』達古爾","1458","0","875","10099","3","62392","4","0","-1"
"1794","『永恆者』索奎薩爾","1448","0","1875","10101","8","62937","6","1113441","-1"
"1795","瑪諾洛斯","1448","0","5000","10141","9","62417","6","1113439","-1"
"1798","地獄火高階議會","1448","0","-312","10177","10","62826","6","970886","-1"
"1799","阿克蒙德","1448","0","6000","10179","11","62423","7","1113431","-1"
"1800","祖霍拉克","1448","0","3125","10208","12","63415","6","1113442","-1"
"1801","至高領主卡札克","1116","0","2000","0","2","0","8","0","-1"
"1805","海姆達爾","1477","0","0","10335","0","0","4","0","-1"
"1806","海爾珈","1477","0","1000","10365","1","0","0","0","-1"
"1807","芬里爾","1477","0","2000","10367","2","0","0","0","-1"
"1808","神御之王斯寇瓦德","1477","0","3000","10369","3","0","0","0","-1"
"1809","歐丁","1477","0","4000","10371","4","0","4","0","-1"
"1810","督軍帕傑許","1456","0","0","10382","0","61401","4","0","-1"
"1811","盤恨女士","1456","0","1000","10384","1","62605","4","0","-1"
"1812","深鬍子大王","1456","0","2000","10388","2","67254","4","0","-1"
"1813","巨鱗蛇","1456","0","3000","10386","3","62615","4","0","-1"
"1814","艾薩拉之怒","1456","0","4000","10390","4","32743","4","0","-1"
"1815","泰拉松‧薩瑟里","1493","0","0","10392","0","65074","4","0","-1"
"1816","艾胥貢","1493","0","1000","10397","1","65155","4","0","-1"
"1817","格雷瑟","1493","0","2000","10398","2","66204","4","0","-1"
"1818","寇達娜‧魔歌","1493","0","3000","10401","3","66480","4","0","-1"
"1822","『墮落之王』伊米倫","1492","0","0","10479","0","0","4","0","-1"
"1823","赫柏隆","1492","0","1000","10482","1","0","4","0","-1"
"1824","黑爾雅","1492","0","2000","10484","2","0","4","0","-1"
"1825","寇斯提拉斯","1516","0","0","10562","0","65791","4","0","-1"
"1826","納爾提拉","1516","0","1000","10566","1","65793","4","0","-1"
"1827","伊凡爾","1516","0","2000","10563","2","65741","4","0","-1"
"1828","薩卡爾將軍","1516","0","3000","10564","3","65792","4","0","-1"
"1829","諫言者凡卓斯","1516","0","4000","10565","4","65794","4","0","-1"
"1832","眾魂融合體","1501","0","0","10580","0","0","4","0","-1"
"1833","伊麗珊娜‧黑羽","1501","0","1000","10582","1","0","4","0","-1"
"1834","『憎恨者』惡擊","1501","0","2000","10584","2","0","4","0","-1"
"1835","克塔羅斯‧黑羽堡主","1501","0","3000","10586","3","0","4","0","-1"
"1836","大德魯伊葛萊達利斯","1466","0","0","10381","0","0","0","0","-1"
"1837","橡心","1466","0","1000","10592","1","0","0","0","-1"
"1838","德瑞薩隆","1466","0","2000","10593","2","0","0","0","-1"
"1839","薩維斯之影","1466","0","3000","10594","3","0","0","0","-1"
"1841","厄索克","1520","0","0","10640","0","66676","6","1413870","-1"
"1842","克羅索斯","1530","0","1875","10668","0","66482","6","0","-1"
"1845","顫喉","1544","0","0","10707","0","24193","4","0","-1"
"1846","笞靈者卡哈杰","1544","0","1000","10713","1","67433","4","0","-1"
"1847","米歐菲瑟‧曼納斯頓","1544","0","2000","10718","2","67422","4","0","-1"
"1848","膿臉","1544","0","3000","10721","3","31006","4","0","-1"
"1849","斯寇派隆","1530","0","-1000","10728","1","67087","6","0","-1"
"1850","酷刑審判官","1493","0","500","10730","4","63526","4","0","-1"
"1851","賽蘿恩","1544","0","4000","10737","4","0","4","0","-1"
"1852","阿努貝賽特","1544","0","5000","10742","5","0","4","0","-1"
"1853","奈珊卓拉","1520","0","-1000","10758","1","68077","6","1413869","-1"
"1854","夢魘之龍","1520","0","2000","10762","2","67748","6","1413866","-1"
"1855","血腥公主薩蕾娜","1544","0","6000","10767","6","67638","4","0","-1"
"1856","惡魔領主貝楚格","1544","0","7000","10771","7","65330","4","0","-1"
"1862","提克迪奧斯","1530","0","1000","10906","2","68320","6","0","-1"
"1863","星占師伊崔斯","1530","0","2000","11101","3","66861","6","0","-1"
"1864","薩維斯","1520","0","6000","10922","3","65636","7","1413871","-1"
"1865","時光異象","1530","0","-500","10953","4","68970","6","0","-1"
"1866","古爾丹","1530","0","3000","11037","5","68500","6","0","-1"
"1867","提里埃斯","1530","0","-250","11083","6","68567","6","0","-1"
"1868","巡邏隊長葛陀","1571","0","0","11089","0","68521","4","0","-1"
"1869","塔莉仙‧火冠","1571","0","1000","11091","1","69267","4","0","-1"
"1870","諫言者梅朗卓斯","1571","0","2000","11093","2","70592","4","0","-1"
"1871","法刃艾露莉亞","1530","0","-125","11377","7","68819","6","0","-1"
"1872","大博學者艾莉珊德","1530","0","2500","11442","8","69082","6","0","-1"
"1873","『腐化之心』伊蓋諾斯","1520","0","1500","11476","4","69115","6","1413868","-1"
"1874","Raid Boss Dummy (5min)","1457","0","0","0","0","0","0","0","-1"
"1875","Raid Boss Dummy (10min)","1457","0","1000","0","1","0","0","0","-1"
"1876","艾樂瑞斯‧雷弗拉爾","1520","0","4000","11502","5","70187","6","1413867","-1"
"1877","塞納留斯","1520","0","5000","11498","6","68656","6","1413865","-1"
"1879","奪魂者","1220","0","0","0","0","0","8","0","-1"
"1880","尼索格","1220","0","1000","0","1","0","8","0","-1"
"1881","貝恩的回音","938","0","1000","6072","0","38791","4","0","-1"
"1882","希瓦娜斯的回音","938","0","5000","6072","3","39559","4","0","-1"
"1883","珍娜的回音","938","0","6000","6073","2","17369","4","0","-1"
"1884","泰蘭妲的回音","938","0","7000","6073","5","38918","4","0","-1"
"1885","郵政局長瑪羅恩","329","1","13000","4725","13","0","4","0","-1"
"1886","大植物學家泰亞恩","1530","0","1750","11887","9","68963","6","0","-1"
"1887","黑曜石哨兵","70","1","8000","4761","3","0","4","0","-1"
"1888","薩索斯","1220","0","2000","0","2","0","8","0","-1"
"1889","瑪拉達爾主教","558","0","0","2702","0","0","4","0","-1"
"1890","死亡看守者辛瑞克","558","0","1000","4603","1","0","4","0","-1"
"1891","『無疤者』歐瑪爾","543","0","0","4699","0","0","4","0","-1"
"1892","『信使』維斯路登","543","0","1000","4700","1","0","4","0","-1"
"1893","看護者卡爾古瑪","543","0","2000","4698","2","0","4","0","-1"
"1894","凱爾薩斯‧逐日者","585","0","1000","4702","0","0","4","0","-1"
"1895","女牧師戴利莎","585","0","3000","3450","1","0","4","0","-1"
"1897","賽林‧炎心","585","0","4000","3448","2","0","4","0","-1"
"1898","維克索魯斯","585","0","5000","3449","3","0","4","0","-1"
"1899","奈薩斯王子薩法爾","557","0","0","4606","0","0","4","0","-1"
"1900","班提蒙尼厄斯","557","0","1000","4604","1","0","4","0","-1"
"1901","塔瓦洛克","557","0","2000","4605","2","0","4","0","-1"
"1902","鷹王伊奇斯","556","0","0","2818","0","0","4","0","-1"
"1903","暗織者希斯","556","0","1000","4608","1","0","4","0","-1"
"1904","安祖","556","0","2000","3022","2","0","4","0","-1"
"1905","中尉崔克","560","0","0","4659","0","0","4","0","-1"
"1906","紀元狩獵者","560","0","1000","4660","1","0","4","0","-1"
"1907","史卡拉克上尉","560","0","2000","2711","2","0","4","0","-1"
"1908","海爾瑪大使","555","0","0","4609","0","0","4","0","-1"
"1909","『煽動者』黑心","555","0","1000","2802","1","0","4","0","-1"
"1910","莫爾墨","555","0","2000","4610","2","0","4","0","-1"
"1911","宗師瓦皮歐","555","0","3000","2803","3","0","4","0","-1"
"1913","末日預言者達利亞","552","0","0","4742","0","0","4","0","-1"
"1914","先驅者史蓋力司","552","0","1000","4744","1","0","4","0","-1"
"1915","怒鐮者索寇斯瑞特","552","0","2000","4743","2","0","4","0","-1"
"1916","無約束的希瑞奇斯","552","0","3000","4741","3","0","4","0","-1"
"1917","休蒙格里斯","1220","0","3000","0","3","0","8","0","-1"
"1918","Timed Damage Dummy","1148","0","0","0","0","0","0","0","-1"
"1919","艾奧那斯","269","0","0","2819","0","0","4","0","-1"
"1920","時間領主迪賈","269","0","1000","2820","1","0","4","0","-1"
"1921","坦普拉斯","269","0","2000","2821","2","0","4","0","-1"
"1922","造物者","542","0","0","2400","0","0","4","0","-1"
"1923","『破壞者』凱利丹","542","0","1000","2403","1","0","4","0","-1"
"1924","布洛克","542","0","2000","4854","2","0","4","0","-1"
"1925","指揮官薩瑞尼斯","553","0","0","4745","0","0","4","0","-1"
"1926","大植物學家費瑞衛恩","553","0","1000","4746","1","0","4","0","-1"
"1927","拉杰","553","0","2000","4748","2","0","4","0","-1"
"1928","『看管者』索古林","553","0","3000","4747","3","0","4","0","-1"
"1929","扭曲分裂者","553","0","4000","4749","4","0","4","0","-1"
"1930","虛空術師賽菲瑞雅","554","0","0","4751","0","0","4","0","-1"
"1931","操縱者帕薩里歐","554","0","1000","4752","1","0","4","0","-1"
"1932","機械領主卡帕希特斯","554","0","2000","4750","2","0","4","0","-1"
"1933","看守者蓋洛奇歐","554","0","3000","12051","3","0","4","0","-1"
"1934","看守者鐵手","554","0","4000","12053","4","0","4","0","-1"
"1935","血衛士波洛克","540","0","0","4701","0","0","4","0","-1"
"1936","大術士奈德克斯","540","0","1000","2804","1","0","4","0","-1"
"1937","戰爭使者歐姆拉格","540","0","2000","2844","2","0","4","0","-1"
"1938","大酋長卡加斯‧刃拳","540","0","3000","2907","3","0","4","0","-1"
"1939","『背叛者』曼紐","547","0","0","4661","0","0","4","0","-1"
"1940","奎克米瑞","547","0","1000","2532","1","0","4","0","-1"
"1941","『爆裂者』洛克瑪","547","0","2000","4662","2","0","4","0","-1"
"1942","水占師希斯比亞","545","0","0","4663","0","0","4","0","-1"
"1943","機電師蒸汽操控者","545","0","1000","4664","1","0","4","0","-1"
"1944","督軍卡利斯瑞","545","0","2000","4665","2","0","4","0","-1"
"1945","高薩安","546","0","0","4667","0","0","4","0","-1"
"1946","飢餓之牙","546","0","1000","4666","1","0","4","0","-1"
"1947","沼澤之王莫斯萊克","546","0","2000","2448","2","0","4","0","-1"
"1948","黑色潛獵者","546","0","3000","4668","3","0","4","0","-1"
"1949","『霜血』督剛","1220","0","8000","0","4","0","8","0","-1"
"1950","惡魔納札卡","1220","0","4000","0","5","0","8","0","-1"
"1951","弗洛山","1220","0","5000","0","6","0","8","0","-1"
"1952","卡拉米爾","1220","0","6000","0","7","0","8","0","-1"
"1953","利薇妲絲","1220","0","7000","0","8","0","8","0","-1"
"1954","貞潔聖女","1651","0","-1000","12521","0","0","4","0","-1"
"1957","歌劇大廳","1651","0","-3000","12534","1","0","4","0","-1"
"1958","歐丁","1648","0","-2000","12546","0","0","6","0","-1"
"1959","法力吞噬者","1651","0","7000","12548","2","73157","4","0","-1"
"1960","獵人阿圖曼","1651","0","-250","12542","3","0","4","0","-1"
"1961","摩洛斯","1651","0","-500","12554","4","0","4","0","-1"
"1962","加爾姆","1648","0","-1000","12556","1","0","6","0","-1"
"1964","館長","1651","0","0","12560","5","0","4","0","-1"
"1965","麥迪文之影","1651","0","6000","12566","8","0","4","0","-1"
"1966","泰爾達朗親王","619","0","0","3870","0","0","4","0","-1"
"1967","潔杜佳‧尋影者","619","0","1000","4612","1","0","4","0","-1"
"1968","信使沃菈齊","619","0","5000","4613","2","0","4","0","-1"
"1969","那杜斯長老","619","0","-1000","4611","3","0","4","0","-1"
"1971","『守門者』齊力克西爾","601","0","0","3874","0","0","4","0","-1"
"1972","哈卓諾克斯","601","0","1000","4615","1","0","4","0","-1"
"1973","阿努巴拉克","601","0","2000","4616","2","0","4","0","-1"
"1974","血角食人妖","600","0","0","4684","0","0","4","0","-1"
"1975","預言者薩隆杰","600","0","4000","4687","1","0","4","0","-1"
"1976","『召喚者』諾沃司","600","0","2000","4685","2","0","4","0","-1"
"1977","崔德王","600","0","3000","4686","3","0","4","0","-1"
"1978","史拉德銳","604","0","0","3852","0","0","4","0","-1"
"1980","慕拉比","604","0","1000","3851","1","0","4","0","-1"
"1981","蓋爾達拉","604","0","4000","3850","2","0","4","0","-1"
"1983","德拉克瑞巨像","604","0","500","3853","4","0","4","0","-1"
"1984","埃歐納","602","0","0","3865","0","0","4","0","-1"
"1985","渥克瀚","602","0","-500","3864","1","0","4","0","-1"
"1986","洛肯","602","0","2000","3866","2","0","4","0","-1"
"1987","畢亞格林將軍","602","0","-1000","3863","3","0","4","0","-1"
"1988","『兇猛』埃克","604","2","3500","3854","5","0","4","0","-1"
"1989","毒蕈魔","619","2","4500","4614","5","0","4","0","-1"
"1990","逃過阿薩斯","668","0","1000","4948","0","0","4","0","-1"
"1992","法勒瑞克","668","0","0","4897","1","0","4","0","-1"
"1993","麥爾溫","668","0","500","4898","2","0","4","0","-1"
"1994","克利斯托魯斯","599","0","0","4768","0","0","4","0","-1"
"1995","歲月議庭","599","0","2000","3861","1","0","4","0","-1"
"1996","悲嘆少女","599","0","1000","4769","2","0","4","0","-1"
"1998","『塑鐵者』斯雍尼爾","599","0","5000","4770","3","0","4","0","-1"
"1999","鍛造大師加弗羅斯","658","0","0","4852","0","0","4","0","-1"
"2000","天譴領主提朗紐斯","658","0","1000","4861","1","0","4","0","-1"
"2001","克瑞克","658","0","500","4860","2","0","4","0","-1"
"2002","肉鉤","595","0","0","4688","0","0","4","0","-1"
"2003","紀元時間領主","595","0","1000","4690","1","0","4","0","-1"
"2004","『血肉工匠』塞歐朗姆","595","0","2000","4689","2","0","4","0","-1"
"2005","瑪爾加尼斯","595","0","3000","4691","3","26582","4","0","-1"
"2006","布朗吉姆","632","0","0","4859","0","0","4","0","-1"
"2007","眾魂吞噬者","632","0","1000","4424","1","0","4","0","-1"
"2008","黑爾雅","1648","0","0","12597","2","0","6","0","-1"
"2009","艾諾瑪路斯","576","0","0","3692","0","0","4","0","-1"
"2010","大魔導師特雷斯翠","576","0","1000","3691","1","0","4","0","-1"
"2011","凱瑞史卓莎","576","0","2000","3694","2","0","4","0","-1"
"2012","『塑樹者』歐爾莫洛克","576","0","3000","3693","3","0","4","0","-1"
"2013","地脈守護者伊瑞茍斯","578","0","0","3873","0","0","4","0","-1"
"2014","法師領主厄隆","578","0","1000","3872","1","0","4","0","-1"
"2015","瓦羅斯‧雲行者","578","0","2000","3871","2","0","4","0","-1"
"2016","『審問者』德拉高斯","578","0","3000","3869","3","0","4","0","-1"
"2017","『監視者』維茲亞頓","1651","0","8000","12613","6","0","4","0","-1"
"2018","第二名囚犯","608","0","0","3833","0","0","4","0","-1"
"2019","第一名囚犯","608","0","1000","3828","1","0","4","0","-1"
"2020","霞妮苟莎","608","0","2000","3836","2","0","4","0","-1"
"2021","黑騎士","650","0","3000","4363","0","0","4","0","-1"
"2022","大勇士","650","0","-1000","4361","1","0","4","0","-1"
"2023","銀白勇士","650","0","2000","4362","2","0","4","0","-1"
"2024","史卡沃和達隆恩","574","0","0","4772","0","0","4","0","-1"
"2025","『盜掠者』因格瓦","574","0","1000","4771","1","0","4","0","-1"
"2026","凱雷希斯親王","574","0","-1000","4773","2","0","4","0","-1"
"2027","戈托克‧白蹄","575","0","0","4775","0","0","4","0","-1"
"2028","依米倫王","575","0","1000","3808","1","0","4","0","-1"
"2029","無情的斯卡迪","575","0","500","3809","2","0","4","0","-1"
"2030","絲瓦拉‧悲傷亡墓","575","0","-1000","4774","3","0","4","0","-1"
"2031","夜禍","1651","0","9000","12670","7","73528","68","0","-1"
"2032","苟洛斯","1676","0","0","12773","0","74493","6","0","-1"
"2036","哈亞潭","1676","0","1000","12815","1","0","6","0","-1"
