Id,Name,Pos0,Pos1,Pos2,Rot0,Rot1,Rot2,Rot3,OwnerId,DisplayId,Scale,TypeId,PhaseUseFlags,PhaseId,PhaseGroupId,PropValue0,PropValue1,PropValue2,PropValue3,PropValue4,PropValue5,PropValue6,PropValue7
"193812","","7616.432","1305.333","340.4039","-0.00348","-0.017842","0.709961","0.704007","571","6394","1","5","0","170","0","0","0","0","0","0","0","0","0"
"193813","","7541.28","1320.396","328.9124","0.014512","-0.04008","-0.680839","0.731192","571","682","0.9","5","0","170","0","0","0","0","0","0","0","0","0"
"193814","","7543.634","1320.439","329.0549","-0.042605","-0.027742","0.982218","0.180729","571","288","0.88","5","0","170","0","0","0","0","0","0","0","0","0"
"193815","","7542.429","1320.442","329.6358","-0.023921","-0.03178","0.816023","0.57665","571","288","0.75","5","0","170","0","0","0","0","0","0","0","0","0"
"193816","","7545.142","1315.035","329.4462","-0.052913","0.031446","0.996081","-0.063512","571","18","1","5","0","170","0","0","0","0","0","0","0","0","0"
"193817","","7543.001","1315.064","329.2274","-0.052896","-0.04659","0.062837","0.995531","571","8053","1","5","0","170","0","0","0","0","0","0","0","0","0"
"193818","","7540.648","1315.594","328.9768","-0.028347","-0.004623","0.751797","0.658769","571","6708","1","5","0","170","0","0","0","0","0","0","0","0","0"
"193819","","7560.569","1300.758","333.2082","-0.067658","-0.0406","0.784149","0.615535","571","6708","1","5","0","170","0","0","0","0","0","0","0","0","0"
"193820","","7554.927","1309.58","330.9437","0.011025","-0.085311","-0.76941","0.632936","571","682","0.9","5","0","170","0","0","0","0","0","0","0","0","0"
"193821","","7550.283","1316.339","329.959","-0.010573","0.009925","0.988243","0.152204","571","682","0.9","5","0","170","0","0","0","0","0","0","0","0","0"
"193822","","7553.371","1304.985","331.0674","-0.021373","0.065637","0.905745","-0.418165","571","18","1","5","0","170","0","0","0","0","0","0","0","0","0"
"193823","","7551.499","1304.395","330.7182","-0.119474","-0.054511","0.714183","0.68753","571","288","1","5","0","170","0","0","0","0","0","0","0","0","0"
"193824","","7553.543","1304.755","331.1079","-0.03045","-0.04936","0.451892","0.890185","571","288","0.5","5","0","170","0","0","0","0","0","0","0","0","0"
"193825","","7550.23","1316.46","330.6128","-0.003192","0.00922","0.918745","-0.394731","571","4872","1","5","0","170","0","0","0","0","0","0","0","0","0"
"193826","","7556.107","1309.794","331.7017","0.739369","0.112717","-0.560395","-0.355788","571","669","1.09","5","0","170","0","0","0","0","0","0","0","0","0"
"193827","","7540.02","1320.733","329.4276","0.676909","0.318068","-0.638367","-0.181975","571","669","1.09","5","0","170","0","0","0","0","0","0","0","0","0"
"193828","长椅","7628.804","1312.444","341.1812","0.002773","-0.033203","-0.294755","0.954992","571","682","0.9","5","0","170","0","0","0","0","0","0","0","0","0"
"193829","剑","7628.698","1313.042","341.731","-0.47713","-0.552649","0.674599","-0.108818","571","669","1.09","5","0","170","0","0","0","0","0","0","0","0","0"
"193830","木桶","7631.086","1311.507","341.5322","-0.04873","-0.014499","0.89044","0.452251","571","288","0.88","5","0","170","0","0","0","0","0","0","0","0","0"
"193831","木桶","7630.328","1312.191","341.3887","-0.050706","0.003706","0.672453","0.738391","571","288","0.88","5","0","170","0","0","0","0","0","0","0","0","0"
"193832","木桶","7631.078","1312.427","341.4087","0.011702","-0.020947","0.568877","0.822073","571","288","0.83","5","0","170","0","0","0","0","0","0","0","0","0"
"193833","弩炮","7611.557","1304.096","341.6903","0.043815","-0.066685","0.938802","0.335089","571","8463","0.74","5","0","170","0","0","0","0","0","0","0","0","0"
"193834","弩炮","7611.44","1305.623","341.8747","0.061308","-0.073495","0.923771","0.370792","571","8463","0.74","5","0","170","0","0","0","0","0","0","0","0","0"
"193835","箱子","7621.549","1301.871","341.7209","-0.051071","-0.10505","-0.633674","0.764731","571","18","1","5","0","170","0","0","0","0","0","0","0","0","0"
"193836","箱子","7623.703","1306.834","341.2804","-0.061513","-0.098984","-0.601852","0.790058","571","18","1","5","0","170","0","0","0","0","0","0","0","0","0"
"193837","剑","7623.346","1306.82","341.664","-0.793223","-0.010864","0.23287","0.562539","571","669","1.09","5","0","170","0","0","0","0","0","0","0","0","0"
"193838","","7628.428","1307.566","341.7274","-0.057437","0.093339","0.938445","0.327581","571","6708","1.08","5","0","170","0","0","0","0","0","0","0","0","0"
"193839","箱子","7620.775","1303.785","341.3588","-0.074635","0.057459","0.77273","0.627707","571","6708","1.08","5","0","170","0","0","0","0","0","0","0","0","0"
"193840","长椅","7619.116","1305.521","340.8146","0.006125","-0.053796","-0.600125","0.798072","571","682","0.9","5","0","170","0","0","0","0","0","0","0","0","0"
"193841","木桶","7625.241","1304.634","341.6619","-0.099373","-0.006805","0.887109","0.450683","571","288","0.7","5","0","170","0","0","0","0","0","0","0","0","0"
"193842","木桶","7625.737","1303.095","341.8933","-0.062666","0.009305","0.88021","0.470336","571","288","0.88","5","0","170","0","0","0","0","0","0","0","0","0"
"193843","木桶","7626.075","1302.194","342.0533","-0.104409","0.021641","0.822477","0.558715","571","288","0.88","5","0","170","0","0","0","0","0","0","0","0","0"
"193844","木桶","7626.616","1302.82","342.0193","-0.096534","-0.001293","0.634448","0.766913","571","288","0.88","5","0","170","0","0","0","0","0","0","0","0","0"
"193845","木桶","7625.171","1305.658","341.5322","-0.109367","0.003248","0.903786","0.413762","571","288","0.7","5","0","170","0","0","0","0","0","0","0","0","0"
"193846","Icecrown - First Legion Forward Camp Ruined State","7622.486","1303.239","341.2614","-0.071997","0.029795","0.786651","0.612461","571","8458","1","5","0","0","1217","0","0","0","0","0","0","0","0"
"193847","Icecrown - First Legion Forward Camp Ruined State","7630.118","1307.958","341.8498","-0.079057","0.02762","0.945269","0.315363","571","8457","1","5","0","0","1217","0","0","0","0","0","0","0","0"
"193848","Icecrown - First Legion Forward Camp Ruined State","7545.075","1307.178","329.8686","-0.070075","-0.030516","0.2964","0.952001","571","8457","1","5","0","0","1217","0","0","0","0","0","0","0","0"
"193849","Icecrown - First Legion Forward Camp Ruined State","7553.855","1301.186","331.2278","-0.054544","-0.029149","0.562613","0.824404","571","8458","1","5","0","0","1217","0","0","0","0","0","0","0","0"
"193850","Icecrown - First Legion Forward Camp Ruined State","7541.905","1316.789","328.7775","-0.033706","-0.051805","0.055948","0.996519","571","8458","1","5","0","0","1217","0","0","0","0","0","0","0","0"
"193851","Icecrown - First Legion Forward Camp Ruined State","7636.4","1318.285","339.5676","0.295899","0.034038","0.329922","0.895788","571","7829","1","5","0","0","1217","0","0","0","0","0","0","0","0"
"193852","Icecrown - First Legion Forward Camp Ruined State","7640.109","1311.94","341.9747","-0.081874","0.26737","0.863096","0.420565","571","8400","1","5","0","0","1217","0","0","0","0","0","0","0","0"
"193853","Icecrown - First Legion Forward Camp Ruined State","7636.549","1314.857","341.2421","0.307564","0.347115","-0.125056","0.877084","571","8463","0.92","5","0","0","1217","0","0","0","0","0","0","0","0"
"193854","Icecrown - First Legion Forward Camp Ruined State","7628.742","1312.36","340.6852","-0.215984","0.256129","0.859131","0.386838","571","682","1","5","0","0","1217","0","0","0","0","0","0","0","0"
"193855","Icecrown - First Legion Forward Camp Ruined State","7619.719","1306.169","340.3362","0.341446","-0.304327","0.602725","0.653852","571","682","1","5","0","0","1217","0","0","0","0","0","0","0","0"
"193856","Icecrown - First Legion Forward Camp Ruined State","7611.602","1302.681","339.1508","-0.120763","0.236484","0.909652","-0.319413","571","3678","1","5","0","0","1217","0","0","0","0","0","0","0","0"
"193857","Icecrown - First Legion Forward Camp Ruined State","7606.698","1304.273","338.9738","-0.244493","-0.195952","0.949099","0.032202","571","8463","0.82","5","0","0","1217","0","0","0","0","0","0","0","0"
"193858","Icecrown - First Legion Forward Camp Ruined State","7616.587","1305.037","340.4309","0.175162","-0.601875","0.694636","0.352909","571","6394","1","5","0","0","1217","0","0","0","0","0","0","0","0"
"193859","","7624.875","1305.923","341.4506","-0.080034","0.00781","0.987559","-0.135134","571","9","0.7","5","0","169","0","0","0","0","0","0","0","0","0"
"193860","","7625.179","1303.369","341.807","-0.036234","0.026241","0.94461","-0.325132","571","9","0.7","5","0","169","0","0","0","0","0","0","0","0","0"
"193861","","7612.813","1304.741","340.1112","-0.002891","-0.075547","-0.558191","0.826261","571","9","0.7","5","0","169","0","0","0","0","0","0","0","0","0"
"193862","Icecrown - First Legion Forward Camp Ruined State","7629.142","1311.501","341.391","-0.065724","0.017152","0.896298","0.438219","571","5731","1","5","0","0","1217","0","0","0","0","0","0","0","0"
"193863","Icecrown - First Legion Forward Camp Ruined State","7617.955","1302.775","341.1676","-0.062573","0.065707","0.994165","0.058331","571","8026","0.85","5","0","0","1217","0","0","0","0","0","0","0","0"
"193864","Icecrown - First Legion Forward Camp Ruined State","7606.253","1301.715","339.6089","-0.103618","0.023049","0.909678","0.40152","571","8026","1","5","0","0","1217","0","0","0","0","0","0","0","0"
"193865","Icecrown - First Legion Forward Camp Ruined State","7633.545","1311.177","341.9107","-0.056824","0.041306","0.996268","0.050146","571","8026","1","5","0","0","1217","0","0","0","0","0","0","0","0"
"193866","Icecrown - First Legion Forward Camp Ruined State","7630.477","1311.881","341.2783","0.134973","0.136831","0.929156","-0.315797","571","9","1","5","0","0","1217","0","0","0","0","0","0","0","0"
"193867","","7629.569","1312.409","341.3078","0.017779","-0.028829","-0.784379","0.619357","571","9","0.61","5","0","169","0","0","0","0","0","0","0","0","0"
"193868","Icecrown - First Legion Forward Camp Ruined State","7630.282","1315.979","341.067","-0.078877","-0.003789","0.914303","0.397259","571","6736","0.93","5","0","0","1217","0","0","0","0","0","0","0","0"
"193869","Icecrown - First Legion Forward Camp Ruined State","7613.815","1299.251","340.9275","-0.062454","0.062194","0.996102","0.003629","571","6736","0.9","5","0","0","1217","0","0","0","0","0","0","0","0"
"193870","Icecrown - First Legion Forward Camp Ruined State","7622.881","1314.429","340.768","-0.496306","-0.024286","0.867702","-0.013543","571","669","1","5","0","0","1217","0","0","0","0","0","0","0","0"
"193871","","7615.572","1311.773","339.686","-0.065085","0.031978","0.997365","0.002104","571","7312","1","5","0","169","0","0","0","0","0","0","0","0","0"
"193872","Icecrown - First Legion Forward Camp Ruined State","7640.861","1321.243","341.918","0.017647","-0.056591","-0.678892","0.731842","571","7312","1","5","0","0","1217","0","0","0","0","0","0","0","0"
"193873","Icecrown - First Legion Forward Camp Ruined State","7623.489","1308.802","341.0371","-0.04468","-0.004122","0.528811","0.847553","571","4451","1","5","0","0","1217","0","0","0","0","0","0","0","0"
"193874","Icecrown - First Legion Forward Camp Ruined State","7623.198","1325.822","339.5583","-0.049663","0.020165","0.826766","0.559987","571","7311","1","5","0","0","1217","0","0","0","0","0","0","0","0"
"193875","Icecrown - First Legion Forward Camp Ruined State","7598.931","1327.197","335.6955","-0.071395","0.012884","0.997364","0.000926","571","7311","1","5","0","0","1217","0","0","0","0","0","0","0","0"
"193876","Icecrown - First Legion Forward Camp Ruined State","7589.542","1314.949","335.2757","-0.06474","-0.003202","0.997897","-0.000208","571","7312","1","5","0","0","1217","0","0","0","0","0","0","0","0"
"193877","Icecrown - First Legion Forward Camp Ruined State","7609.368","1315.162","338.4443","0.622238","-0.170284","-0.610718","-0.45918","571","669","1","5","0","0","1217","0","0","0","0","0","0","0","0"
"193878","Icecrown - First Legion Forward Camp Ruined State","7559.158","1300.162","330.5905","-0.152232","-0.111366","0.901051","-0.390551","571","3678","1","5","0","0","1217","0","0","0","0","0","0","0","0"
"193879","Icecrown - First Legion Forward Camp Ruined State","7558.069","1295.752","332.0807","-0.076572","0.02064","0.989103","0.124042","571","6736","0.75","5","0","0","1217","0","0","0","0","0","0","0","0"
"193880","Icecrown - First Legion Forward Camp Ruined State","7553.696","1307.702","330.9373","-0.062878","0.014169","0.971451","0.228317","571","8026","0.85","5","0","0","1217","0","0","0","0","0","0","0","0"
"193881","","7561.237","1303.652","331.8025","0.241684","0.120824","-0.52985","0.803896","571","9","0.7","5","0","169","0","0","0","0","0","0","0","0","0"
"193882","Icecrown - First Legion Forward Camp Ruined State","7556.492","1310.055","331.136","0.453855","-0.52062","0.477769","0.542869","571","682","1","5","0","0","1217","0","0","0","0","0","0","0","0"
"193883","","7554.313","1314.215","330.6193","-0.051679","0.032322","0.992534","0.105644","571","8464","0.67","5","0","169","0","0","0","0","0","0","0","0","0"
"193884","Icecrown - First Legion Forward Camp Ruined State","7550.19","1316.467","329.5927","0.131849","-0.683729","-0.045255","0.716298","571","682","1","5","0","0","1217","0","0","0","0","0","0","0","0"
"193885","Icecrown - First Legion Forward Camp Ruined State","7541.424","1321.736","328.7426","0.476533","-0.52781","0.490279","0.503943","571","682","1","5","0","0","1217","0","0","0","0","0","0","0","0"
"193886","Icecrown - First Legion Forward Camp Ruined State","7538.447","1320.477","328.6889","-0.041007","0.025723","0.922812","0.382198","571","8026","0.85","5","0","0","1217","0","0","0","0","0","0","0","0"
"193887","Icecrown - First Legion Forward Camp Ruined State","7545.249","1314.858","329.2668","-0.026214","-0.029231","0.954082","0.296962","571","9","1","5","0","0","1217","0","0","0","0","0","0","0","0"
"193888","Icecrown - First Legion Forward Camp Ruined State","7544.981","1315.671","329.2801","-0.05055","0.002588","0.939903","-0.337668","571","9","0.61","5","0","0","1217","0","0","0","0","0","0","0","0"
"193889","Icecrown - First Legion Forward Camp Ruined State","7543.729","1316.307","329.2493","-0.049432","-0.00888","0.62317","0.780472","571","5731","1","5","0","0","1217","0","0","0","0","0","0","0","0"
"193890","Icecrown - First Legion Forward Camp Ruined State","7553.694","1304.464","330.9286","-0.000945","-0.040988","-0.265646","0.963199","571","9","1","5","0","0","1217","0","0","0","0","0","0","0","0"
"193891","","7547.549","1318.551","329.5641","-0.027486","0.731253","0.680927","0.029169","571","669","1","5","0","169","0","0","0","0","0","0","0","0","0"
"193892","Icecrown - First Legion Forward Camp Ruined State","7548.944","1321.164","329.5919","-0.071395","0.012884","0.997364","0.000926","571","7311","1","5","0","0","1217","0","0","0","0","0","0","0","0"
"193893","Icecrown - First Legion Forward Camp Ruined State","7554.781","1302.986","331.3694","-0.098627","-0.031277","0.69349","0.712998","571","7311","1","5","0","0","1217","0","0","0","0","0","0","0","0"
"193894","","7557.417","1314.429","331.1033","-0.053257","-0.023814","0.584894","0.809009","571","7312","1","5","0","169","0","0","0","0","0","0","0","0","0"
"193895","Icecrown - First Legion Forward Camp Ruined State","7563.976","1305.554","332.8615","0.001722","0.496897","-0.031887","0.867222","571","669","1","5","0","0","1217","0","0","0","0","0","0","0","0"
"193940","旗帜","6394.534","594.7396","458.8137","0","0","0.422618","0.9063079","571","7933","1.16","5","0","0","1232","0","0","0","1","0","0","0","0"
"193985","铁锤","7738.564","69.04471","1010.683","0.120176","-0.667466","0.157417","0.717821","571","8403","1.65","5","0","0","383","0","0","0","0","0","0","0","0"
"194163","佐拉姆加前哨站","3517.953","549.8004","5.084765","0","0","0.03468604","0.9993982","1","388","1.028751","5","0","0","0","1","1","0","0","0","0","0","0"
"194164","黑暗深渊","3517.95","549.7031","5.071518","0","0","-0.6915131","0.7223639","1","388","1","5","0","0","0","1","1","0","0","0","0","0","0"
"194165","梅伊瑟娜岗哨","3517.929","549.684","5.070395","0","0","0.9996573","0.02617699","1","388","1","5","0","0","0","1","1","0","0","0","0","0","0"
"194166","黑海岸","3438.486","230.9375","10.49883","0","0","-0.7402179","0.672367","1","388","1","5","0","0","0","1","1","0","0","0","0","0","0"
"194167","佐拉姆加前哨站","3438.42","231.0781","10.49883","0","0","-0.08280813","0.9965655","1","388","1","5","0","0","0","1","1","0","0","0","0","0","0"
"194168","梅伊瑟娜岗哨","3438.297","231.0052","10.49883","0","0","0.685183","0.728371","1","388","1","5","0","0","0","1","1","0","0","0","0","0","0"
"194169","黑海岸","3832.427","110.9601","11.31992","0","0","0.9187911","-0.3947441","1","386","1","5","0","0","0","1","1","0","0","0","0","0","0"
"194170","黑暗深渊","3832.512","110.9149","11.33587","0","0","-0.3420202","0.9396926","1","386","1","5","0","0","0","1","1","0","0","0","0","0","0"
"194171","梅伊瑟娜岗哨","3832.491","111.0087","11.32654","0","0","0.4027472","0.9153112","1","386","1","5","0","0","0","1","1","0","0","0","0","0","0"
"194172","阿斯特兰纳","3230.638","233.401","9.502167","0","0","0.694658","0.7193401","1","386","1","5","0","0","0","1","1","0","0","0","0","0","0"
"194176","佐拉姆加前哨站","3915.143","687.0695","6.577331","0","0","0.700909","0.7132507","1","386","1","5","0","0","0","1","1","0","0","0","0","0","0"
"194177","黑海岸","3915.153","686.9601","6.57574","0","0","-0.716302","0.6977904","1","386","1","5","0","0","0","1","1","0","0","0","0","0","0"
"194178","黑暗深渊","3915.269","686.9965","6.566384","0","0","-0.008727068","0.9999619","1","386","1","5","0","0","0","1","1","0","0","0","0","0","0"
"194205","地狱咆哮岗哨","2466.979","-484.4826","114.979","0","0","0.949699","0.3131641","1","386","1","5","0","0","0","1","1","0","0","0","0","0","0"
"194206","石爪山脉","2466.997","-484.3073","114.9856","0","0","0.426569","0.9044551","1","386","1","5","0","0","0","1","1","0","0","0","0","0","0"
"194207","阿斯特兰纳","2466.983","-484.3403","114.984","0","0","-0.3583679","0.9335805","1","386","1","5","0","0","0","1","1","0","0","0","0","0","0"
"194589","埃索达旗帜","8439.419","1010.366","544.6984","0","0","-0.6851829","0.7283711","571","8617","2.799999","5","0","0","0","1","1","0","1","0","0","0","0"
"194590","幽暗城旗帜","8405.683","1001.161","545.4894","0","0","-0.4146929","0.9099615","571","8618","2.649999","5","0","0","0","1","1","0","1","0","0","0","0"
"194591","银月城旗帜","8417.525","892.1805","544.6966","0","0","0.67559","0.7372775","571","8622","1.659999","5","0","0","0","1","1","0","1","0","0","0","0"
"194592","诺莫瑞根旗帜","8459.214","905.5643","545.5159","0","0","0.9816272","0.1908089","571","8619","1.899999","5","0","0","0","1","1","0","1","0","0","0","0"
"194593","铁炉堡旗帜","8460.36","927.1528","544.9158","0","0","1","0","571","8620","1.88","5","0","0","0","1","1","0","1","0","0","0","0"
"194594","暴风城旗帜","8460.077","950.0434","545.0512","0","0","0.9997621","-0.02181492","571","8623","1.85","5","0","0","0","1","1","0","1","0","0","0","0"
"194595","达纳苏斯旗帜","8459.95","992.1736","544.9225","0","0","0.9953961","-0.09584609","571","8616","1.849999","5","0","0","0","1","1","0","1","0","0","0","0"
"194596","森金旗帜","8398.54","976.8195","545.1253","0","0","0.03053798","0.9995336","571","8615","2.099999","5","0","0","0","1","1","0","1","0","0","0","0"
"194597","奥格瑞玛旗帜","8399.091","949.6302","544.9059","0","0","0","1","571","8621","2.2","5","0","0","0","1","1","0","1","0","0","0","0"
"194598","雷霆崖旗帜","8399.07","918.4879","545.0316","0","0","-0.004362958","0.9999905","571","8624","2.069999","5","0","0","0","1","1","0","1","0","0","0","0"
"194599","暴风城旗帜","8627.299","719.9844","548.0979","0","0","0.052336","0.99863","571","8623","1.66","5","0","0","0","1","1","0","1","0","0","0","0"
"194600","铁炉堡旗帜","8642.359","695.1007","547.5219","0","0","0.480989","0.876727","571","8620","1.75","5","0","0","0","1","1","0","1","0","0","0","0"
"194601","埃索达旗帜","8657.058","756.0746","547.5187","0","0","-0.71325","0.70091","571","8617","2.859999","5","0","0","0","1","1","0","1","0","0","0","0"
"194602","达纳苏斯旗帜","8689.814","737.1632","547.5563","0","0","0.976296","-0.21644","571","8616","2.049999","5","0","0","0","1","1","0","1","0","0","0","0"
"194603","诺莫瑞根旗帜","8670.804","691.9305","547.5219","0","0","0.872496","0.488621","571","8619","1.8","5","0","0","0","1","1","0","1","0","0","0","0"
"194604","雷霆崖旗帜","8357.721","744.6945","553.6273","0","0","0.9135451","-0.4067373","571","8624","1.8","5","0","0","0","1","1","0","1","0","0","0","0"
"194605","银月城旗帜","8319.333","744.3524","553.7012","0","0","-0.47332","0.8808905","571","8622","1.64","5","0","0","0","1","1","0","1","0","0","0","0"
"194606","森金旗帜","8307.435","705.9271","553.644","0","0","0.126199","0.9920049","571","8615","1.71","5","0","0","0","1","1","0","1","0","0","0","0"
"194607","奥格瑞玛旗帜","8338.744","687.0955","553.7012","0","0","0.7163018","0.6977906","571","8621","1.869999","5","0","0","0","1","1","0","1","0","0","0","0"
"194608","幽暗城旗帜","8369.044","709.1129","553.5663","0","0","0.9965655","0.08280794","571","8618","2.28","5","0","0","0","1","1","0","1","0","0","0","0"
"194632","碎木岗哨斯坦索姆普通阶段烟雾发射器","2233.545","-2519.25","100.4612","0","0","0.8410391","0.5409743","1","45","1","5","0","169","0","0","0","0","1","0","0","0","0"
"194648","碎木大门 - 普通","2232.809","-2539.366","98.34891","0.4685429","0.5295921","-0.5295919","-0.4685427","1","8645","1","5","0","169","0","0","0","0","1","0","0","0","0"
"194649","碎木大门 - 阶段1","2234.696","-2538.866","87.20198","0","0","0.743145","0.6691304","1","8645","1","5","0","170","0","0","0","0","1","0","0","0","0"
"194780","阿斯特兰纳","2490.693","-858.132","136.2922","0","0","0.1865239","0.9824504","1","386","1","5","0","0","0","1","1","0","0","0","0","0","0"
"194781","地狱咆哮岗哨","2490.835","-858.2344","136.2968","0","0","-0.5842493","0.8115743","1","386","1","5","0","0","0","1","1","0","0","0","0","0","0"
"194782","碎木岗哨","2490.814","-858.2066","136.2956","0","0","0.9902681","-0.1391731","1","386","1","5","0","0","0","1","1","0","0","0","0","0","0"
"194783","梅伊瑟娜岗哨","2873.81","-155.4462","103.0209","0","0","-0.06540315","0.9978589","1","386","1","5","0","0","0","1","1","0","0","0","0","0","0"
"194784","地狱咆哮岗哨","2873.8","-155.6111","102.99","0","0","-0.7688419","0.6394389","1","386","1","5","0","0","0","1","1","0","0","0","0","0","0"
"194785","阿斯特兰纳","2873.794","-155.5747","102.996","0","0","0.9935719","0.113203","1","386","1","5","0","0","0","1","1","0","0","0","0","0","0"
"194786","火痕神殿","2873.757","-155.5069","103.217","0","0","0.6626201","0.7489557","1","386","1","5","0","0","0","1","1","0","0","0","0","0","0"
"194811","火焰001","2321.583","-2553.512","101.9175","0","0","0.9681477","0.2503797","1","4452","1","5","0","0","407","0","0","0","1","0","0","0","0"
"194812","烟001","2309.729","-2513.733","103.4957","0","0","0.9920049","-0.126199","1","45","1","5","0","0","407","0","0","0","1","0","0","0","0"
"194813","Debris Pile 002","2320.023","-2552.168","101.8381","0","0","0.8141159","0.5807024","1","8688","0.81","5","0","0","407","0","0","0","1","0","0","0","0"
"194814","Debris Pile 004","2344.439","-2525.616","103.2224","0","0","0.685183","0.7283709","1","8688","0.75","5","0","0","407","0","0","0","1","0","0","0","0"
"194815","Debris Pile 006","2240.747","-2530.465","90.23723","-0.047961","-0.108701","0.9849151","0.125802","1","8689","1","5","0","0","407","0","0","0","1","0","0","0","0"
"194816","Debris Pile 005","2262.84","-2583.813","102.0652","0","0","0.9600499","-0.279829","1","8689","1","5","0","0","407","0","0","0","1","0","0","0","0"
"194817","Debris Pile 007","2228.566","-2551.064","87.90022","-0.01638599","0.020872","0.9464931","0.3216312","1","8688","1","5","0","0","407","0","0","0","1","0","0","0","0"
"194818","Debris Pile 001","2309.976","-2553.71","101.4131","-0.01168502","0.05458901","0.9407057","0.3345986","1","8689","1","5","0","0","407","0","0","0","1","0","0","0","0"
"194819","Debris Pile 003","2328.195","-2531.339","101.336","0","0","1","0","1","8689","0.67","5","0","0","407","0","0","0","1","0","0","0","0"
"194832","","6452.789","2345.028","464.2545","-0.039483","0.0257","-0.77835","0.626061","571","8695","1.341797","5","0","0","0","0","0","0","0","0","0","0","0"
"194833","","6454.819","2346.186","464.1093","-0.027936","0.031426","-0.057755","0.997445","571","8696","1.467773","5","0","0","0","0","0","0","0","0","0","0","0"
"194834","","6424.471","2383.731","466.7144","0.000512","0.0443","-0.011542","0.998951","571","8696","1.871094","5","0","0","0","0","0","0","0","0","0","0","0"
"194835","","6422.702","2385.566","466.9037","-0.0295","0.033053","-0.745333","0.665219","571","8696","1.845703","5","0","0","0","0","0","0","0","0","0","0","0"
"194836","","6429.28","2385.773","466.5732","0.046691","-0.006274","0.98248","-0.180314","571","8696","1.311523","5","0","0","0","0","0","0","0","0","0","0","0"
"194837","","6425.83","2383.571","466.5943","0.0443","-0.000471","0.998962","0.010631","571","8696","1.223633","5","0","0","0","0","0","0","0","0","0","0","0"
"194838","","6425.671","2386.106","465.9078","0.063011","0.020482","-0.151273","0.986269","571","8697","0.541992","5","0","0","0","0","0","0","0","0","0","0","0"
"194839","","6437.253","2347.366","465.9939","0","0","0.704015","0.710185","571","8698","1","5","0","177","0","0","0","0","1","0","0","0","0"
"194840","","6426.401","2354.481","466.4921","0","0","0.507538","0.861629","571","8360","1","5","0","177","0","0","0","0","1","0","0","0","0"
"194841","","6451.813","2351.382","464.265","0","0","0.92388","0.382683","571","8360","1","5","0","177","0","0","0","0","1","0","0","0","0"
"194842","","6450.615","2387.774","464.3483","0","0","-0.398749","0.91706","571","8360","1","5","0","177","0","0","0","0","1","0","0","0","0"
"194843","","6458.34","2389.424","463.7337","0","0","-0.788011","0.615661","571","8360","1","5","0","177","0","0","0","0","1","0","0","0","0"
"194844","","6434.538","2381.104","465.7879","0.020468","0.000319","0.722358","0.691217","571","8699","1.59","5","0","177","0","0","0","0","0","0","0","0","0"
"194845","","6423.429","2380.507","466.7798","0.033066","0.004473","0.943712","0.329082","571","8699","1.59","5","0","177","0","0","0","0","0","0","0","0","0"
"194846","","6442.535","2381.276","465.0594","0.021425","0.020332","0.688054","0.725058","571","8699","1.59","5","0","177","0","0","0","0","0","0","0","0","0"
"194847","","6445.94","2384.368","464.7584","0","0","0.92388","0.382683","571","8699","1.59","5","0","177","0","0","0","0","0","0","0","0","0"
"194848","","6430.967","2383.064","466.1728","0","0","0.414693","0.909961","571","8699","1.59","5","0","177","0","0","0","0","0","0","0","0","0"
"194849","","6417.179","2378.778","467.3072","0","0","0.949699","0.313164","571","7851","1","5","0","177","0","0","0","0","1","0","0","0","0"
"194850","","6415.695","2352.91","467.895","0","0","0.996566","-0.082808","571","7851","1","5","0","177","0","0","0","0","1","0","0","0","0"
"194851","","6405.018","2366.533","469.0069","0","0","0.99863","0.052336","571","7850","1","5","0","177","0","0","0","0","1","0","0","0","0"
"194852","","6458.007","2352.153","463.7777","-0.000145","0.03517","0.199012","0.979366","571","8361","1","5","0","177","0","0","0","0","1","0","0","0","0"
"194853","","6424.621","2348.755","466.6998","0.001044","0.053935","-0.047825","0.997398","571","8407","1","5","0","177","0","0","0","0","1","0","0","0","0"
"194854","","6448.419","2346.349","464.9384","0.028428","0.027417","0.93917","0.341175","571","8358","1","5","0","177","0","0","0","0","0","0","0","0","0"
"194855","","6463.173","2354.163","463.3707","0.018187","0.029785","0.907649","0.418277","571","8358","1","5","0","177","0","0","0","0","0","0","0","0","0"
"194856","","6416.641","2371.316","467.4101","0","0","0.993068","-0.117537","571","8359","1","5","0","177","0","0","0","0","0","0","0","0","0"
"194857","","6417.651","2360.111","467.5527","-0.01739","0.0251","0.867614","0.4963","571","8359","1","5","0","177","0","0","0","0","0","0","0","0","0"
"194858","","6435.175","2352.637","465.7448","-0.019531","-0.010649","0.925403","0.378331","571","8359","1","5","0","177","0","0","0","0","0","0","0","0","0"
"194859","","6454.757","2352.793","463.779","0","0","0.984808","0.173648","571","8359","0.95","5","0","177","0","0","0","0","0","0","0","0","0"
"194860","","6460.142","2386.95","463.3766","0.02659","0.007357","0.930197","0.366021","571","8359","1","5","0","177","0","0","0","0","0","0","0","0","0"
"194861","","6430.588","2378.554","466.1019","0.046553","-0.008304","0.977069","0.207607","571","8700","1","5","0","177","0","0","0","0","0","0","0","0","0"
"194862","","6440.465","2378.634","465.1839","0.045389","-0.013031","0.998884","0.000592","571","8700","0.78","5","0","177","0","0","0","0","0","0","0","0","0"
