Id,Name,ChrCustomizationOptionId,ChrCustomizationReqId,OrderIndex,UiOrderIndex,Flags,SwatchColor0,SwatchColor1
"2135","","176","12","7","7","0","0","0"
"2136","","176","12","8","8","0","0","0"
"2137","","176","12","9","9","0","0","0"
"2138","","176","12","10","10","0","0","0"
"2139","","176","12","11","11","0","0","0"
"2140","","176","12","12","12","0","0","0"
"2141","","176","12","13","13","0","0","0"
"2142","","176","12","14","14","0","0","0"
"2143","","177","146","0","0","0","0","0"
"2144","","177","146","1","1","0","0","0"
"2145","","177","146","2","2","0","0","0"
"2146","","177","146","3","3","0","0","0"
"2147","","177","146","4","4","0","0","0"
"2148","","178","146","0","0","0","0","0"
"2149","","178","146","1","1","0","0","0"
"2150","","178","146","2","2","0","0","0"
"2151","","178","146","3","3","0","0","0"
"2152","","178","146","4","4","0","0","0"
"2153","","178","146","5","5","0","0","0"
"2154","","179","146","0","0","0","0","0"
"2155","","179","146","1","1","0","0","0"
"2156","","179","146","2","2","0","0","0"
"2157","","179","146","3","3","0","0","0"
"2158","","179","146","4","4","0","0","0"
"2159","","179","146","5","5","0","0","0"
"2160","","179","146","6","6","0","0","0"
"2161","","179","146","7","7","0","0","0"
"2162","","179","146","8","8","0","0","0"
"2163","","179","146","9","9","0","0","0"
"2164","","180","146","0","0","0","0","0"
"2165","","180","146","1","1","0","0","0"
"2166","","180","146","2","2","0","0","0"
"2167","","180","146","3","3","0","0","0"
"2168","","180","146","4","4","0","0","0"
"2169","","180","146","5","5","0","0","0"
"2170","","180","146","6","6","0","0","0"
"2171","","180","146","7","7","0","0","0"
"2172","","180","146","8","8","0","0","0"
"2173","","180","146","9","9","0","0","0"
"2174","","180","146","10","10","0","0","0"
"2175","","181","146","0","0","0","0","0"
"2176","","182","146","0","0","0","0","0"
"2177","","183","146","0","0","0","0","0"
"2178","","183","146","1","1","0","0","0"
"2179","","183","146","2","2","0","0","0"
"2180","","183","146","3","3","0","0","0"
"2181","","184","146","0","0","0","0","0"
"2182","","185","146","0","0","0","0","0"
"2183","","187","146","0","0","0","0","0"
"2184","","187","141","1","1","0","0","0"
"2185","","187","141","2","2","0","0","0"
"2186","","188","146","0","0","0","0","0"
"2187","","189","146","0","0","0","0","0"
"2188","","190","12","0","0","0","0","0"
"2189","","190","12","1","1","0","0","0"
"2190","","190","12","2","2","0","0","0"
"2191","","190","12","3","3","0","0","0"
"2192","","191","146","0","0","0","0","0"
"2193","","192","146","0","0","0","0","0"
"2194","","192","146","1","1","0","0","0"
"2195","","192","146","2","2","0","0","0"
"2196","","192","146","3","3","0","0","0"
"2197","","193","141","0","0","0","0","0"
"2198","","193","141","1","1","0","0","0"
"2199","","193","141","2","2","0","0","0"
"2200","","193","141","3","3","0","0","0"
"2201","","193","141","4","4","0","0","0"
"2202","","194","146","0","0","0","0","0"
"2203","","195","146","0","0","0","0","0"
"2204","","196","146","0","0","0","0","0"
"2205","","196","146","1","1","0","0","0"
"2206","","196","146","2","2","0","0","0"
"2207","","196","146","3","3","0","0","0"
"2208","","196","146","4","4","0","0","0"
"2209","","196","146","5","5","0","0","0"
"2210","","196","146","6","6","0","0","0"
"2211","","196","146","7","7","0","0","0"
"2212","","197","146","0","0","0","0","0"
"2213","","198","146","0","0","0","0","0"
"2214","","198","146","1","1","0","0","0"
"2215","","198","146","2","2","0","0","0"
"2216","","198","146","3","3","0","0","0"
"2217","","198","146","4","4","0","0","0"
"2218","","198","141","5","5","0","0","0"
"2219","","199","146","0","0","0","0","0"
"2220","","199","146","1","1","0","0","0"
"2221","","199","146","2","2","0","0","0"
"2222","","199","146","3","3","0","0","0"
"2223","","199","146","4","4","0","0","0"
"2224","","199","146","5","5","0","0","0"
"2225","","200","141","0","0","0","0","0"
"2226","","200","141","1","1","0","0","0"
"2227","","200","141","2","2","0","0","0"
"2228","","200","141","3","3","0","0","0"
"2229","","200","141","4","4","0","0","0"
"2230","","201","146","0","0","0","0","0"
"2231","","202","146","0","0","0","0","0"
"2232","","203","322","0","1","0","-9537665","0"
"2233","","203","322","1","5","0","8286554","0"
"2234","","203","322","2","7","0","-10720934","0"
"2235","","203","322","3","9","0","-7486796","0"
"2236","","203","322","4","6","0","-6911145","0"
"2237","","203","134","5","70","0","-9862260","0"
"2238","","203","134","6","72","0","-10656889","0"
"2239","","203","134","7","71","0","-12561815","0"
"2240","","203","10","8","100","0","0","0"
"2241","","204","146","0","0","0","0","0"
"2242","","204","146","1","1","0","0","0"
"2243","","204","146","2","2","0","0","0"
"2244","","204","146","3","3","0","0","0"
"2245","","204","146","4","4","0","0","0"
"2246","","204","142","5","5","0","0","0"
"2247","","204","142","6","6","0","0","0"
"2248","","204","142","7","7","0","0","0"
"2249","","204","142","8","8","0","0","0"
"2250","","204","142","9","9","0","0","0"
"2251","","204","142","10","10","0","0","0"
"2252","","204","142","11","11","0","0","0"
"2253","","204","142","12","12","0","0","0"
"2254","","204","142","13","13","0","0","0"
"2255","","204","142","14","14","0","0","0"
"2256","","204","146","15","15","0","0","0"
"2257","","204","146","16","16","0","0","0"
"2258","","204","142","17","17","0","0","0"
"2259","","204","142","18","18","0","0","0"
"2260","缚绳长辫","205","141","0","0","0","0","0"
"2261","狂野","205","141","1","1","0","0","0"
"2262","络腮胡","205","141","2","2","0","0","0"
"2263","脏乱","205","141","3","3","0","0","0"
"2264","裹辫","205","141","4","4","0","0","0"
"2265","缚绳须辫","205","141","5","5","0","0","0"
"2266","短束发","205","141","6","6","0","0","0"
"2267","麻花辫","205","141","7","7","0","0","0"
"2268","四重须辫","205","141","8","8","0","0","0"
"2269","刺须","205","141","9","9","0","0","0"
"2270","长麻花辫","205","141","10","10","0","0","0"
"2271","细麻花辫","205","141","11","11","0","0","0"
"2272","长发","205","141","12","12","0","0","0"
"2279","无","207","141","0","0","0","0","0"
"2280","灰须","207","141","1","1","0","0","0"
"2281","束须","207","141","2","2","0","0","0"
"2282","山羊胡","207","141","3","3","0","0","0"
"2283","缚绳","207","141","4","4","0","0","0"
"2284","参差","207","141","5","5","0","0","0"
"2285","双束辫","207","141","6","6","0","0","0"
"2286","邋遢","207","141","7","7","0","0","0"
"2287","长须","207","141","8","8","0","0","0"
"2288","辫胡","207","141","9","9","0","0","0"
"2289","带环胡须","207","141","10","10","0","0","0"
"2290","遮蔽","207","141","11","11","0","0","0"
"2303","","208","141","0","0","0","-9140583","0"
"2304","","208","141","1","24","0","-4539987","0"
"2305","","208","141","2","22","0","-8358814","0"
"2306","","208","141","3","20","0","-9410726","0"
"2307","","208","141","4","21","0","-10595000","0"
"2308","","208","141","5","7","0","-8755886","0"
"2309","","208","141","6","6","0","-8236244","0"
"2310","","208","141","7","2","0","-11051677","0"
"2311","","208","141","8","3","0","-12237491","0"
"2312","","208","136","9","72","0","-6048362","0"
"2313","","208","136","10","70","0","-9999532","0"
"2314","","208","136","11","71","0","-11840449","0"
"2315","","208","10","12","100","0","0","0"
"2316","","209","146","0","0","0","0","0"
"2317","","209","146","1","1","0","0","0"
"2318","","209","146","2","2","0","0","0"
"2319","","209","146","3","3","0","0","0"
"2320","","209","146","4","4","0","0","0"
"2321","","209","146","5","5","0","0","0"
"2322","","209","146","6","6","0","0","0"
"2323","","209","146","7","7","0","0","0"
"2324","","209","146","8","8","0","0","0"
"2325","","209","146","9","9","0","0","0"
"2326","","209","146","10","10","0","0","0"
"2327","","209","146","11","11","0","0","0"
"2328","","209","146","12","12","0","0","0"
"2329","","209","146","13","13","0","0","0"
"2330","","209","142","14","14","0","0","0"
"2331","","209","142","15","15","0","0","0"
"2332","","209","142","16","16","0","0","0"
"2333","","209","142","17","17","0","0","0"
"2334","","209","142","18","18","0","0","0"
"2335","","209","142","19","19","0","0","0"
"2336","","209","142","20","20","0","0","0"
"2337","","209","142","21","21","0","0","0"
"2338","","209","142","22","22","0","0","0"
"2339","","209","142","23","23","0","0","0"
"2340","","209","142","24","24","0","0","0"
"2341","","209","142","25","25","0","0","0"
"2342","","209","142","26","26","0","0","0"
"2343","","209","142","27","27","0","0","0"
"2344","","209","146","28","28","0","0","0"
"2345","","209","142","29","29","0","0","0"
"2346","","209","146","30","30","0","0","0"
"2347","","209","142","31","31","0","0","0"
"2348","长发","210","141","0","0","0","0","0"
"2349","缚绳发辫","210","141","1","1","0","0","0"
"2350","刘海","210","141","2","2","0","0","0"
"2351","时尚","210","141","3","3","0","0","0"
"2352","花白发辫","210","141","4","4","0","0","0"
"2353","花白长发","210","141","5","5","0","0","0"
"2354","长麻花辫","210","141","6","6","0","0","0"
"2355","浓发","210","141","7","7","0","0","0"
"2356","短辫","210","141","8","8","0","0","0"
"2357","细辫","210","141","9","9","0","0","0"
"2358","长刘海","210","141","10","10","0","0","0"
"2359","浓密","210","141","11","11","0","0","0"
"2360","浓密长发","210","141","12","12","0","0","0"
"2361","侧发辫","210","141","13","13","0","0","0"
"2362","双马尾","210","141","14","14","0","0","0"
"2363","束发","210","141","15","15","0","0","0"
"2370","整洁","212","141","0","0","0","0","0"
"2371","毛茸茸","212","141","1","1","0","0","0"
"2372","警觉","212","141","2","2","0","0","0"
"2373","尖","212","141","3","3","0","0","0"
"2374","圆","212","141","4","4","0","0","0"
"2375","普通","212","141","5","5","0","0","0"
"2376","宽耳","212","141","6","6","0","0","0"
"2377","分叉","212","141","7","7","0","0","0"
"2378","长耳","212","141","8","8","0","0","0"
"2379","邋遢","212","141","9","9","0","0","0"
"2380","小耳","212","141","10","10","0","0","0"
"2381","下垂","212","141","11","11","0","0","0"
"2382","","213","141","0","0","0","0","0"
"2383","","213","141","1","1","0","0","0"
"2384","","213","141","2","2","0","0","0"
"2385","","213","141","3","3","0","0","0"
"2386","","213","141","4","4","0","0","0"
"2387","","213","141","5","5","0","0","0"
"2388","","213","141","6","6","0","0","0"
"2389","","213","141","7","7","0","0","0"
"2390","","213","10","8","8","0","0","0"
"2391","","214","141","0","0","0","0","0"
"2392","","214","146","1","1","0","0","0"
"2393","","214","146","2","2","0","0","0"
"2394","","214","146","3","3","0","0","0"
"2395","","214","146","4","4","0","0","0"
"2396","","214","142","5","5","0","0","0"
"2397","","214","142","6","6","0","0","0"
"2398","","214","142","7","7","0","0","0"
"2399","","214","142","8","8","0","0","0"
"2400","","214","142","9","9","0","0","0"
"2401","","214","142","10","10","0","0","0"
"2402","","214","142","11","11","0","0","0"
"2403","","214","142","12","12","0","0","0"
"2404","","214","142","13","13","0","0","0"
"2405","","214","142","14","14","0","0","0"
"2406","","214","146","15","15","0","0","0"
"2407","","214","146","16","16","0","0","0"
"2408","","214","142","17","17","0","0","0"
"2409","","214","142","18","18","0","0","0"
"2410","","215","141","0","0","0","0","0"
"2411","","215","141","1","1","0","0","0"
"2412","","215","141","2","2","0","0","0"
"2413","","215","141","3","3","0","0","0"
"2414","","215","141","4","4","0","0","0"
"2415","","215","141","5","5","0","0","0"
"2416","","215","141","6","6","0","0","0"
"2417","","215","141","7","7","0","0","0"
"2418","","215","141","8","8","0","0","0"
"2419","","215","141","9","9","0","0","0"
"2420","","215","141","10","10","0","0","0"
"2421","","215","141","11","11","0","0","0"
"2422","","215","141","12","12","0","0","0"
"2423","","215","141","13","13","0","0","0"
"2424","","215","141","14","14","0","0","0"
"2425","","215","141","15","15","0","0","0"
"2426","","215","141","16","16","0","0","0"
"2427","","216","141","0","0","0","0","0"
"2428","","216","141","1","1","0","0","0"
"2429","","216","141","2","2","0","0","0"
"2430","","216","141","3","3","0","0","0"
"2431","","216","141","4","4","0","0","0"
"2432","","216","10","5","5","0","0","0"
"2433","","217","141","0","0","0","0","0"
"2434","","217","141","1","1","0","0","0"
"2435","","217","141","2","2","0","0","0"
"2436","","217","141","3","3","0","0","0"
"2437","","217","141","4","4","0","0","0"
"2438","","217","141","5","5","0","0","0"
"2439","","217","141","6","6","0","0","0"
"2440","","217","141","7","7","0","0","0"
"2441","","217","141","8","8","0","0","0"
"2442","","218","141","0","0","0","0","0"
"2443","","218","141","1","1","0","0","0"
"2444","","218","141","2","2","0","0","0"
"2445","","218","141","3","3","0","0","0"
"2446","","218","141","4","4","0","0","0"
"2447","","218","141","5","5","0","0","0"
"2448","","218","141","6","6","0","0","0"
"2449","","218","141","7","7","0","0","0"
"2450","","218","141","8","8","0","0","0"
"2451","","218","142","9","9","0","0","0"
"2452","","218","142","10","10","0","0","0"
"2453","","218","142","11","11","0","0","0"
"2454","","218","10","12","12","0","0","0"
"2455","","219","146","0","0","0","0","0"
"2456","","219","146","1","1","0","0","0"
"2457","","219","146","2","2","0","0","0"
"2458","","219","146","3","3","0","0","0"
"2459","","219","146","4","4","0","0","0"
"2460","","219","146","5","5","0","0","0"
"2461","","219","146","6","6","0","0","0"
"2462","","219","141","7","7","0","0","0"
"2463","","219","146","8","8","0","0","0"
"2464","","219","141","9","9","0","0","0"
"2465","","219","146","10","10","0","0","0"
"2466","","219","146","11","11","0","0","0"
"2467","","219","146","12","12","0","0","0"
"2468","","219","141","13","13","0","0","0"
"2469","","219","142","14","14","0","0","0"
"2470","","219","142","15","15","0","0","0"
"2471","","219","142","16","16","0","0","0"
"2472","","219","142","17","17","0","0","0"
"2473","","219","142","18","18","0","0","0"
"2474","","219","142","19","19","0","0","0"
"2475","","219","142","20","20","0","0","0"
"2476","","219","142","21","21","0","0","0"
"2477","","219","142","22","22","0","0","0"
"2478","","219","142","23","23","0","0","0"
"2479","","219","142","24","24","0","0","0"
"2480","","219","142","25","25","0","0","0"
"2481","","219","142","26","26","0","0","0"
"2482","","219","142","27","27","0","0","0"
"2483","","219","146","28","28","0","0","0"
"2484","","219","142","29","29","0","0","0"
"2485","","219","146","30","30","0","0","0"
"2486","","219","142","31","31","0","0","0"
"2487","","220","141","0","0","0","0","0"
"2488","","220","141","1","1","0","0","0"
"2489","","220","141","2","2","0","0","0"
"2490","","220","141","3","3","0","0","0"
"2491","","220","141","4","4","0","0","0"
"2492","","220","141","5","5","0","0","0"
"2493","","220","141","6","6","0","0","0"
"2494","","220","141","7","7","0","0","0"
"2495","","220","141","8","8","0","0","0"
"2496","","220","141","9","9","0","0","0"
"2497","","220","141","10","10","0","0","0"
"2498","","220","141","11","11","0","0","0"
"2499","","220","141","12","12","0","0","0"
"2500","","220","141","13","13","0","0","0"
"2501","","220","141","14","14","0","0","0"
"2502","","220","141","15","15","0","0","0"
"2503","","220","141","16","16","0","0","0"
"2504","","220","141","17","17","0","0","0"
"2505","","220","141","18","18","0","0","0"
"2506","","220","141","19","19","0","0","0"
"2507","","220","141","20","20","0","0","0"
"2508","","220","141","21","21","0","0","0"
"2509","","220","141","22","22","0","0","0"
"2510","","220","141","23","23","0","0","0"
"2511","","220","141","24","24","0","0","0"
"2512","","220","141","25","25","0","0","0"
"2513","","220","141","26","26","0","0","0"
"2514","","220","141","27","27","0","0","0"
"2515","","221","141","0","0","0","0","0"
"2516","","221","141","1","1","0","0","0"
"2517","","221","141","2","2","0","0","0"
"2518","","221","141","3","3","0","0","0"
"2519","","221","141","4","4","0","0","0"
"2520","","221","10","5","5","0","0","0"
"2521","","382","141","0","0","0","0","0"
"2522","","382","141","1","1","0","0","0"
"2523","","382","141","2","2","0","0","0"
"2524","","382","141","3","3","0","0","0"
"2525","","382","141","4","4","0","0","0"
"2526","","382","141","5","5","0","0","0"
"2527","","382","141","6","6","0","0","0"
"2528","","383","141","0","0","0","-11715534","0"
"2529","","383","141","1","10","0","-4234746","0"
"2530","","383","141","2","20","0","-9212825","0"
"2531","","383","141","3","30","0","-9221082","0"
"2532","","383","141","4","40","0","-6517637","0"
"2533","","383","141","5","50","0","6115913","0"
"2534","","383","141","6","1","0","-11715534","0"
"2535","","383","141","7","11","0","-4234746","0"
"2536","","383","141","8","21","0","-9212825","0"
"2537","","383","141","9","31","0","-9221082","0"
"2538","","383","141","10","41","0","-6517637","0"
"2539","","383","141","11","12","0","-4234746","0"
"2540","","383","141","12","22","0","-9212825","0"
"2541","","383","141","13","32","0","-9221082","0"
"2542","","383","10","14","100","0","1644825","0"
"2543","","384","141","0","0","0","0","0"
"2544","","384","141","1","1","0","0","0"
"2545","","384","141","2","2","0","0","0"
"2546","","384","141","3","3","0","0","0"
"2547","","384","141","4","4","0","0","0"
"2548","","384","141","5","5","0","0","0"
"2549","","384","141","6","6","0","0","0"
"2550","","384","141","7","7","0","0","0"
"2551","","384","141","8","8","0","0","0"
"2552","","384","141","9","9","0","0","0"
"2553","","384","141","10","10","0","0","0"
"2554","","384","141","11","11","0","0","0"
"2555","","384","141","12","12","0","0","0"
"2556","","384","141","13","13","0","0","0"
"2557","","384","141","14","14","0","0","0"
"2558","","384","141","15","15","0","0","0"
"2559","","384","141","16","16","0","0","0"
"2560","","384","141","17","17","0","0","0"
"2561","","384","141","18","18","0","0","0"
"2562","","384","141","19","19","0","0","0"
"2563","","384","141","20","20","0","0","0"
"2564","毛皮","385","141","0","0","0","0","0"
"2565","莫霍克","385","141","1","1","0","0","0"
"2566","顺滑","385","141","2","2","0","0","0"
"2567","珠束马尾","385","141","3","3","0","0","0"
"2568","后梳","385","141","4","4","0","0","0"
"2569","高髻","385","141","5","5","0","0","0"
"2570","马尾","385","141","6","6","0","0","0"
"2571","短束发","385","141","7","7","0","0","0"
"2572","短发髻","385","141","8","8","0","0","0"
"2573","辫子","385","141","9","9","0","0","0"
"2574","圆髻","385","141","10","10","0","0","0"
"2575","乱发","385","141","11","11","0","0","0"
"2576","长发","385","141","12","12","0","0","0"
"2577","顶束","385","141","13","13","0","0","0"
"2578","绑带辫","385","141","14","14","0","0","0"
"2579","筷子束发","385","141","15","15","0","0","0"
"2580","刺毛","385","141","16","16","0","0","0"
"2581","苏卡","385","141","17","17","0","0","0"
"2582","顶髻","385","141","18","18","0","0","0"
"2584","学者须辫","386","141","19","19","0","0","0"
"2585","大胡子","386","141","7","7","0","0","0"
"2586","下巴束胡","386","141","4","4","0","0","0"
"2587","三环","386","141","1","1","0","0","0"
"2589","学者束须","386","141","10","10","0","0","0"
"2590","长胡子","386","141","2","2","0","0","0"
"2591","刺须","386","141","5","5","0","0","0"
"2592","山羊胡","386","141","6","6","0","0","0"
"2593","短辫","386","141","15","15","0","0","0"
"2594","浓须","386","141","16","16","0","0","0"
"2596","边须","386","141","18","18","0","0","0"
"2598","双须辫","386","141","17","17","0","0","0"
"2599","叶须","386","141","13","13","0","0","0"
"2600","马蹄须","386","141","14","14","0","0","0"
"2601","分叉大胡子","386","141","12","12","0","0","0"
"2607","双环","386","141","11","11","0","0","0"
"2608","扎须","386","141","9","9","0","0","0"
"2609","三须辫","386","141","8","8","0","0","0"
"2614","无","386","141","0","0","0","0","0"
"2618","","387","141","0","0","0","-11715534","0"
"2619","","387","141","1","10","0","-4234746","0"
"2620","","387","141","2","20","0","-9212825","0"
"2621","","387","141","3","30","0","-9221082","0"
"2622","","387","141","4","1","0","-11715534","0"
"2623","","387","141","5","11","0","-4234746","0"
"2624","","387","141","6","21","0","-9212825","0"
"2625","","387","141","7","31","0","-9221082","0"
"2626","","387","141","8","2","0","-11715534","0"
"2627","","387","141","9","12","0","-4234746","0"
"2628","","387","141","10","22","0","-9212825","0"
"2629","","387","141","11","32","0","-9221082","0"
"2630","","387","141","12","13","0","-4234746","0"
"2631","","387","141","13","14","0","-4234746","0"
"2632","","387","10","14","100","0","1513239","0"
"2633","","388","141","0","0","0","0","0"
"2634","","388","141","1","1","0","0","0"
"2635","","388","141","2","2","0","0","0"
"2636","","388","141","3","3","0","0","0"
"2637","","388","141","4","4","0","0","0"
"2638","","388","141","5","5","0","0","0"
"2639","","388","141","6","6","0","0","0"
"2640","","388","141","7","7","0","0","0"
"2641","","388","141","8","8","0","0","0"
"2642","","388","141","9","9","0","0","0"
"2643","","388","141","10","10","0","0","0"
"2644","","388","141","11","11","0","0","0"
"2645","","388","141","12","12","0","0","0"
"2646","","388","141","13","13","0","0","0"
"2647","","388","141","14","14","0","0","0"
"2648","","388","141","15","15","0","0","0"
"2649","","388","141","16","16","0","0","0"
"2650","","388","141","17","17","0","0","0"
"2651","","388","141","18","18","0","0","0"
"2652","","388","141","19","19","0","0","0"
"2653","束发","230","141","0","0","0","0","0"
"2654","双刘海","230","141","1","1","0","0","0"
"2655","马尾","230","141","2","2","0","0","0"
"2656","辫子","230","141","3","3","0","0","0"
"2657","扇髻","230","141","4","4","0","0","0"
"2658","顶髻","230","141","5","5","0","0","0"
"2659","环形髻","230","141","6","6","0","0","0"
"2660","筷子","230","141","7","7","0","0","0"
"2661","发缕","230","141","8","8","0","0","0"
"2662","双马尾","230","141","9","9","0","0","0"
"2663","双丸子头","230","141","10","10","0","0","0"
"2664","春花","230","141","11","11","0","0","0"
"2665","发簇","230","141","12","12","0","0","0"
"2666","双束发","230","141","13","13","0","0","0"
"2667","双长马尾","230","141","14","14","0","0","0"
"2668","发卷","230","141","15","15","0","0","0"
"2669","圆髻","230","141","16","16","0","0","0"
"2670","","231","141","0","2","0","-54988","0"
"2671","","231","141","1","14","0","-51048","0"
"2672","","231","141","2","11","0","-14050090","0"
"2673","","231","141","3","13","0","-6870570","0"
"2674","","231","141","4","9","0","-15555010","0"
"2675","","231","141","5","3","0","-2535402","0"
"2676","","231","141","6","15","0","-5392198","0"
"2677","","231","141","7","18","0","-11579571","0"
"2678","","231","141","8","17","0","-10266547","0"
"2679","","231","141","9","4","0","-5022428","0"
"2680","","231","141","10","16","0","-9870754","0"
"2681","","231","141","11","5","0","-8036295","0"
"2682","","231","10","12","100","0","-11645079","0"
"2683","无","232","141","0","0","0","0","0"
"2684","大环","232","141","1","1","0","0","0"
"2685","玉盘","232","141","2","2","0","0","0"
"2686","螺旋","232","141","3","3","0","0","0"
"2687","耳珠","232","141","4","4","0","0","0"
"2688","印章","232","141","5","5","0","0","0"
"2689","","233","141","0","0","0","3898002","0"
"2690","","233","141","1","1","0","4483248","0"
"2691","","233","141","2","2","0","8950700","0"
"2692","","233","10","3","3","0","0","0"
"2693","","234","141","0","0","0","0","0"
"2694","","234","141","1","1","0","0","0"
"2695","","234","141","2","2","0","0","0"
"2696","","234","141","3","3","0","0","0"
"2697","","234","141","4","4","0","0","0"
"2698","","234","141","5","5","0","0","0"
"2699","光头","235","141","0","0","0","0","0"
"2700","气派","235","141","1","1","0","0","0"
"2701","化装舞会","235","141","2","2","0","0","0"
"2702","活力四射","235","141","3","3","0","0","0"
"2703","高雅","235","141","4","4","0","0","0"
"2704","倾泻","235","141","5","5","0","0","0"
"2705","显贵","235","141","6","6","0","0","0"
"2706","","236","141","0","1","0","14278117","0"
"2707","","236","141","1","4","0","-7307073","0"
"2708","","236","141","2","3","0","-8674627","0"
"2709","","236","10","3","100","0","0","0"
"2710","","236","141","4","2","0","-4347260","0"
"2711","","236","141","5","6","0","3619911","0"
"2712","","236","141","6","5","0","-13481355","0"
"2713","无","237","141","0","0","0","0","0"
"2714","板饰","237","141","1","1","0","0","0"
"2715","边缘","237","141","2","2","0","0","0"
"2716","耳鞘","237","141","3","3","0","0","0"
"2717","耳环","237","141","4","4","0","0","0"
"2718","不对称","237","141","5","5","0","0","0"
"2719","高耳环","237","141","6","6","0","0","0"
"2720","无","389","141","0","0","0","0","0"
"2721","符文","389","141","1","1","0","0","0"
"2722","占星师","389","141","2","2","0","0","0"
"2723","奥术","389","141","3","3","0","0","0"
"2724","","239","141","0","0","0","3898002","0"
"2725","","239","141","1","1","0","4483248","0"
"2726","","239","141","2","2","0","8950700","0"
"2727","","239","10","3","3","0","0","0"
"2728","","240","141","0","0","0","0","0"
"2729","","240","141","1","1","0","0","0"
"2730","","240","141","2","2","0","0","0"
"2731","","240","141","3","3","0","0","0"
"2732","","240","141","4","4","0","0","0"
"2733","","240","141","5","5","0","0","0"
"2734","上层精灵","241","141","0","0","0","0","0"
"2735","流行","241","141","1","1","0","0","0"
"2736","王室","241","141","2","2","0","0","0"
"2737","优雅","241","141","3","3","0","0","0"
"2738","精力充沛","241","141","4","4","0","0","0"
"2739","顶髻","241","141","5","5","0","0","0"
"2740","","242","141","0","1","0","14278117","0"
"2741","","242","141","1","4","0","-7307073","0"
"2742","","242","141","2","3","0","-8674627","0"
"2743","","242","10","3","100","0","0","0"
"2744","","242","141","4","2","0","-4347260","0"
"2745","","242","141","5","6","0","3619911","0"
"2746","","242","141","6","5","0","-13481355","0"
"2747","无","243","141","0","0","0","0","0"
"2748","耳鞘","243","141","1","1","0","0","0"
"2749","边缘","243","141","2","2","0","0","0"
"2750","锁链","243","141","3","3","0","0","0"
"2751","板饰","243","141","4","4","0","0","0"
"2752","尖锐","243","141","5","5","0","0","0"
"2753","强化","243","141","6","6","0","0","0"
"2754","不对称","243","141","7","7","0","0","0"
"2755","无","390","141","0","0","0","0","0"
"2756","符文","390","141","1","1","0","0","0"
"2757","奥术","390","141","2","2","0","0","0"
"2758","占星师","390","141","3","3","0","0","0"
"2759","","391","141","0","0","0","-7379900","0"
"2760","","391","141","1","1","0","-4358089","0"
"2761","","391","141","2","2","0","-2901612","0"
"2762","","391","141","3","3","0","-10459290","0"
"2763","","391","10","4","100","0","1644825","0"
"2764","","392","141","0","0","0","0","0"
"2765","","392","141","1","1","0","0","0"
"2766","","392","141","2","2","0","0","0"
"2767","","392","141","3","3","0","0","0"
"2768","","392","141","4","4","0","0","0"
"2769","坚定","247","141","0","0","0","0","0"
"2770","自信","247","141","1","1","0","0","0"
"2771","蛮牛冲撞","247","141","2","2","0","0","0"
"2772","初生牛犊","247","141","3","3","0","0","0"
"2773","超载","247","141","4","4","0","0","0"
"2774","自然","248","141","0","0","0","10380850","11345176"
"2775","纹路","248","141","1","1","0","10380850","4673352"
"2776","","248","10","2","2","0","1644825","0"
"2777","无","393","141","0","0","0","0","0"
"2778","长辫","393","141","1","1","0","0","0"
"2779","短辫","393","141","2","2","0","0","0"
"2780","双辫","393","141","3","3","0","0","0"
"2781","三辫","393","141","4","4","0","0","0"
"2783","","394","141","0","0","0","1145500","0"
"2786","","394","141","1","1","0","1475110","0"
"2788","","394","141","2","2","0","12059398","0"
"2792","","395","141","0","0","0","-7379900","0"
"2793","","395","141","1","1","0","-4358089","0"
"2794","","395","141","2","2","0","-2901612","0"
"2795","","395","141","3","3","0","-10459290","0"
"2796","","395","10","4","100","0","1644825","0"
"2797","","396","141","0","0","0","0","0"
"2798","","396","141","1","1","0","0","0"
"2799","","396","141","2","2","0","0","0"
"2800","","396","141","3","3","0","0","0"
"2801","花式","254","141","0","0","0","0","0"
"2802","低调","254","141","1","1","0","0","0"
"2803","羽鬓","254","141","2","2","0","0","0"
"2804","实用","254","141","3","3","0","0","0"
"2805","自然","254","141","4","4","0","0","0"
"2806","自然","255","141","0","0","0","10380850","0"
"2807","纹路","255","141","1","1","0","10380850","0"
"2808","","255","10","2","2","0","1644825","0"
"2809","鬃发","256","141","0","0","0","0","0"
"2810","花辫","256","141","1","1","0","0","0"
"2811","双短束发","256","141","2","2","0","0","0"
"2812","双辫","256","141","3","3","0","0","0"
"2813","长麻花辫","256","141","4","4","0","0","0"
"2815","","397","141","0","0","0","1145500","0"
"2818","","397","141","1","1","0","1475110","0"
"2821","","397","141","2","2","0","12059398","0"
"2824","","259","325","0","1","0","-8090950","0"
"2825","","259","325","1","2","0","-8220737","0"
"2826","","259","325","2","3","0","-7763787","0"
"2827","","259","325","3","5","0","-10848592","0"
"2828","","259","325","4","6","0","-10262390","0"
"2829","","259","325","5","4","0","-7763789","0"
"2830","","259","12","6","100","0","2425042","0"
"2831","","259","10","7","102","0","0","0"
"2832","","260","141","0","0","0","0","0"
"2833","","260","141","1","1","0","0","0"
"2834","","260","141","2","2","0","0","0"
"2835","","260","141","3","3","0","0","0"
"2836","","260","141","4","4","0","0","0"
"2837","","260","141","5","5","0","0","0"
"2838","","260","141","6","6","0","0","0"
"2839","","260","141","7","7","0","0","0"
