Id,Name,Description,ToastDescription,CovenantId,Level,Icon,Flags,UiOrder,ItemId,SpellId,MountId,TransmogId,TransmogSetId,CharTitlesId,GarrFollowerId,TransmogIllusionId,QuestId,PlayerConditionId
"245","","你和温西尔的关系变得越加深厚，耐力提高2%。","耐力提高","2","34","0","0","1","0","344070","0","0","0","0","0","0","62751","0"
"246","","你和格里恩的关系变得越加深厚，耐力提高2%。","耐力提高","1","2","0","0","0","0","344087","0","0","0","0","0","0","62755","0"
"247","","你和格里恩的关系变得越加深厚，耐力提高2%。","耐力提高","1","16","0","0","1","0","344089","0","0","0","0","0","0","62756","0"
"248","","你和格里恩的关系变得越加深厚，耐力提高2%。","耐力提高","1","34","0","0","1","0","344091","0","0","0","0","0","0","62757","0"
"250","","可在名望军需官处购买这些外观：|n- 背部|n- 腿部|n- 脚","有新的外观可用","3","22","0","0","0","0","0","0","0","2091","0","0","0","0","0"
"251","","可在名望军需官处购买这些外观：|n- 背部|n- 腿部|n- 脚","有新的外观可用","3","22","0","0","0","0","0","0","0","2094","0","0","0","0","0"
"252","","可在名望军需官处购买这些外观：|n- 背部|n- 腿部|n- 脚","有新的外观可用","3","22","0","0","0","0","0","0","0","2097","0","0","0","0","0"
"253","","可在名望军需官处购买这些外观：|n- 头部|n- 肩膀|n- 胸部","有新的外观可用","3","30","0","0","1","0","0","0","0","2092","0","0","0","0","0"
"254","","可在名望军需官处购买这些外观：|n- 头部|n- 肩膀|n- 胸部","有新的外观可用","3","30","0","0","1","0","0","0","0","2095","0","0","0","0","0"
"255","","可在名望军需官处购买这些外观：|n- 头部|n- 肩膀|n- 胸部","有新的外观可用","3","30","0","0","1","0","0","0","0","2098","0","0","0","0","0"
"256","","可在名望军需官处购买这些外观：|n- 背部|n- 腿部|n- 脚","有新的外观可用","4","22","0","0","0","0","0","0","0","2115","0","0","0","0","0"
"257","","可在名望军需官处购买这些外观：|n- 背部|n- 腿部|n- 脚","有新的外观可用","4","22","0","0","0","0","0","0","0","2118","0","0","0","0","0"
"258","","可在名望军需官处购买这些外观：|n- 背部|n- 腿部|n- 脚","有新的外观可用","4","22","0","0","0","0","0","0","0","2121","0","0","0","0","0"
"259","","可在名望军需官处购买这些外观：|n- 头部|n- 肩膀|n- 胸部","有新的外观可用","4","30","0","0","1","0","0","0","0","2116","0","0","0","0","0"
"260","","可在名望军需官处购买这些外观：|n- 头部|n- 肩膀|n- 胸部","有新的外观可用","4","30","0","0","1","0","0","0","0","2119","0","0","0","0","0"
"261","","可在名望军需官处购买这些外观：|n- 头部|n- 肩膀|n- 胸部","有新的外观可用","4","30","0","0","1","0","0","0","0","2122","0","0","0","0","0"
"262","","可在名望军需官处购买这些外观：|n- 腕部|n- 手|n- 腰部","有新的外观可用","2","9","0","0","1","0","0","0","0","2102","0","0","0","0","0"
"263","","可在名望军需官处购买这些外观：|n- 腕部|n- 手|n- 腰部","有新的外观可用","2","9","0","0","1","0","0","0","0","2105","0","0","0","0","0"
"264","","可在名望军需官处购买这些外观：|n- 腕部|n- 手|n- 腰部","有新的外观可用","2","9","0","0","1","0","0","0","0","2108","0","0","0","0","0"
"265","","可在名望军需官处购买这些外观：|n- 背部|n- 腿部|n- 脚","有新的外观可用","2","22","0","0","0","0","0","0","0","2103","0","0","0","0","0"
"266","","可在名望军需官处购买这些外观：|n- 背部|n- 腿部|n- 脚","有新的外观可用","2","22","0","0","0","0","0","0","0","2106","0","0","0","0","0"
"267","","可在名望军需官处购买这些外观：|n- 背部|n- 腿部|n- 脚","有新的外观可用","2","22","0","0","0","0","0","0","0","2109","0","0","0","0","0"
"268","","可在名望军需官处购买这些外观：|n- 头部|n- 肩膀|n- 胸部","有新的外观可用","2","30","0","0","1","0","0","0","0","2104","0","0","0","0","0"
"269","","可在名望军需官处购买这些外观：|n- 头部|n- 肩膀|n- 胸部","有新的外观可用","2","30","0","0","1","0","0","0","0","2107","0","0","0","0","0"
"270","","可在名望军需官处购买这些外观：|n- 头部|n- 肩膀|n- 胸部","有新的外观可用","2","30","0","0","1","0","0","0","0","2110","0","0","0","0","0"
"271","","可在名望军需官处购买这些外观：|n- 腕部|n- 手|n- 腰部","有新的外观可用","1","9","0","0","1","0","0","0","0","2127","0","0","0","0","0"
"272","","可在名望军需官处购买这些外观：|n- 腕部|n- 手|n- 腰部","有新的外观可用","1","9","0","0","1","0","0","0","0","2130","0","0","0","0","0"
"273","","可在名望军需官处购买这些外观：|n- 腕部|n- 手|n- 腰部","有新的外观可用","1","9","0","0","1","0","0","0","0","2133","0","0","0","0","0"
"274","","可在名望军需官处购买这些外观：|n- 背部|n- 腿部|n- 脚","有新的外观可用","1","22","0","0","0","0","0","0","0","2128","0","0","0","0","0"
"275","","可在名望军需官处购买这些外观：|n- 背部|n- 腿部|n- 脚","有新的外观可用","1","22","0","0","0","0","0","0","0","2131","0","0","0","0","0"
"276","","可在名望军需官处购买这些外观：|n- 背部|n- 腿部|n- 脚","有新的外观可用","1","22","0","0","0","0","0","0","0","2134","0","0","0","0","0"
"277","","可在名望军需官处购买这些外观：|n- 头部|n- 肩膀|n- 胸部","有新的外观可用","1","30","0","0","1","0","0","0","0","2129","0","0","0","0","0"
"278","","可在名望军需官处购买这些外观：|n- 头部|n- 肩膀|n- 胸部","有新的外观可用","1","30","0","0","1","0","0","0","0","2132","0","0","0","0","0"
"279","","可在名望军需官处购买这些外观：|n- 头部|n- 肩膀|n- 胸部","有新的外观可用","1","30","0","0","1","0","0","0","0","2135","0","0","0","0","0"
"280","护魂者已升级","你与你的护魂者的协调程度越来越高，每周可以从噬渊里拯救更多的灵魂。","护魂者已升级","3","14","237236","0","1","0","0","0","0","0","0","0","0","0","0"
"281","护魂者已升级","你与你的护魂者的协调程度越来越高，每周可以从噬渊里拯救更多的灵魂。","护魂者已升级","3","23","237236","0","1","0","0","0","0","0","0","0","0","0","0"
"282","护魂者已升级","你与你的护魂者的协调程度越来越高，每周可以从噬渊里拯救更多的灵魂。","护魂者已升级","3","31","237236","0","1","0","0","0","0","0","0","0","0","0","0"
"283","护魂者已升级","你与你的护魂者的协调程度越来越高，每周可以从噬渊里拯救更多的灵魂。","护魂者已升级","1","14","237236","0","1","0","0","0","0","0","0","0","0","0","0"
"284","护魂者已升级","你与你的护魂者的协调程度越来越高，每周可以从噬渊里拯救更多的灵魂。","护魂者已升级","1","23","237236","0","1","0","0","0","0","0","0","0","0","0","0"
"285","护魂者已升级","你与你的护魂者的协调程度越来越高，每周可以从噬渊里拯救更多的灵魂。","护魂者已升级","1","31","237236","0","1","0","0","0","0","0","0","0","0","0","0"
"286","护魂者已升级","你与你的护魂者的协调程度越来越高，每周可以从噬渊里拯救更多的灵魂。","护魂者已升级","4","14","237236","0","1","0","0","0","0","0","0","0","0","0","0"
"287","护魂者已升级","你与你的护魂者的协调程度越来越高，每周可以从噬渊里拯救更多的灵魂。","护魂者已升级","4","23","237236","0","1","0","0","0","0","0","0","0","0","0","0"
"288","护魂者已升级","你与你的护魂者的协调程度越来越高，每周可以从噬渊里拯救更多的灵魂。","护魂者已升级","4","31","237236","0","1","0","0","0","0","0","0","0","0","0","0"
"289","护魂者已升级","你与你的护魂者的协调程度越来越高，每周可以从噬渊里拯救更多的灵魂。","护魂者已升级","2","14","237236","0","1","0","0","0","0","0","0","0","0","0","0"
"290","护魂者已升级","你与你的护魂者的协调程度越来越高，每周可以从噬渊里拯救更多的灵魂。","护魂者已升级","2","23","237236","0","1","0","0","0","0","0","0","0","0","0","0"
"291","护魂者已升级","你与你的护魂者的协调程度越来越高，每周可以从噬渊里拯救更多的灵魂。","护魂者已升级","2","31","237236","0","1","0","0","0","0","0","0","0","0","0","0"
"292","格里恩战役：晋升试炼","可进行格里恩战役的下一章。","可接到新的战役任务","1","4","3641395","0","0","0","0","0","0","0","0","0","0","0","0"
"293","格里恩战役：费斯图斯，万世之源","可进行格里恩战役的下一章。","可接到新的战役任务","1","7","3641395","0","0","0","0","0","0","0","0","0","0","0","0"
"294","格里恩战役：惩奸除恶","可进行格里恩战役的下一章。","可接到新的战役任务","1","10","3641395","0","1","0","0","0","0","0","0","0","0","0","0"
"295","格里恩战役：痛悔印记","可进行格里恩战役的下一章。","可接到新的战役任务","1","12","3641395","0","1","0","0","0","0","0","0","0","0","0","0"
"296","格里恩战役：炽蓝仙野容器","可进行格里恩战役的下一章。","可接到新的战役任务","1","16","3641395","0","0","0","0","0","0","0","0","0","0","0","0"
"297","格里恩战役：步步逼近","可进行格里恩战役的下一章。","可接到新的战役任务","1","19","3641395","0","1","0","0","0","0","0","0","0","0","0","0"
"298","通灵领主战役：锐眼密院","可进行通灵领主战役的下一章。","可接到新的战役任务","4","4","3641396","0","0","0","0","0","0","0","0","0","0","0","0"
"299","通灵领主战役：侠盗猎城手","可进行通灵领主战役的下一章。","可接到新的战役任务","4","7","3641396","0","0","0","0","0","0","0","0","0","0","0","0"
"300","通灵领主战役：不可忘却","可进行通灵领主战役的下一章。","可接到新的战役任务","4","10","3641396","0","0","0","0","0","0","0","0","0","0","0","0"
"301","通灵领主战役：金色破晓","可进行通灵领主战役的下一章。","可接到新的战役任务","4","12","3641396","0","0","0","0","0","0","0","0","0","0","0","0"
"302","通灵领主战役：罪有应得","可进行通灵领主战役的下一章。","可接到新的战役任务","4","16","3641396","0","0","0","0","0","0","0","0","0","0","0","0"
"303","通灵领主战役：祭仪密院","可进行通灵领主战役的下一章。","可接到新的战役任务","4","19","3641396","0","0","0","0","0","0","0","0","0","0","0","0"
"304","法夜战役：月夜战神之女","可进行法夜战役的下一章。","可接到新的战役任务","3","4","3641394","0","0","0","0","0","0","0","0","0","0","0","0"
"305","法夜战役：老大","可进行法夜战役的下一章。","可接到新的战役任务","3","7","3641394","0","0","0","0","0","0","0","0","0","0","0","0"
"306","法夜战役：月夜战神的诅咒","可进行法夜战役的下一章。","可接到新的战役任务","3","10","3641394","0","0","0","0","0","0","0","0","0","0","0","0"
"307","法夜战役：德鲁斯特归于德鲁斯特","可进行法夜战役的下一章。","可接到新的战役任务","3","12","3641394","0","0","0","0","0","0","0","0","0","0","0","0"
"308","法夜战役：硕角猎人","可进行法夜战役的下一章。","可接到新的战役任务","3","16","3641394","0","0","0","0","0","0","0","0","0","0","0","0"
"309","法夜战役：给洛阿神灵的交易","可进行法夜战役的下一章。","可接到新的战役任务","3","19","3641394","0","0","0","0","0","0","0","0","0","0","0","0"
"310","温西尔战役：收割者之庭","可进行温西尔战役的下一章。","可接到新的战役任务","2","4","3641397","0","0","0","0","0","0","0","0","0","0","0","0"
"311","温西尔战役：欲望","可进行温西尔战役的下一章。","可接到新的战役任务","2","7","3641397","0","0","0","0","0","0","0","0","0","0","0","0"
"312","温西尔战役：贪婪","可进行温西尔战役的下一章。","可接到新的战役任务","2","10","3641397","0","0","0","0","0","0","0","0","0","0","0","0"
"313","温西尔战役：王子加冕","可进行温西尔战役的下一章。","可接到新的战役任务","2","12","3641397","0","0","0","0","0","0","0","0","0","0","0","0"
"314","温西尔战役：直面原罪","可进行温西尔战役的下一章。","可接到新的战役任务","2","16","3641397","0","0","0","0","0","0","0","0","0","0","0","0"
"315","温西尔战役：嫉妒","可进行温西尔战役的下一章。","可接到新的战役任务","2","19","3641397","0","0","0","0","0","0","0","0","0","0","0","0"
"316","未发现的冒险者","完成晋升堡垒故事线“狮群还是灵豹”，招募新的冒险者。","有新的冒险者可用","1","6","3716926","0","0","0","0","0","0","0","0","0","0","0","87733"
"317","魅夜朝臣的军械","可在名望军需官处购买武器外观。","有新的外观可用","3","37","3509629","0","0","0","0","0","0","0","0","0","0","0","0"
"318","兵主军械","可在名望军需官处购买武器外观。","有新的外观可用","4","37","3384463","0","0","0","0","0","0","0","0","0","0","0","0"
"319","极乐军械","可在名望军需官处购买武器外观。","有新的外观可用","1","37","3204712","0","0","0","0","0","0","0","0","0","0","0","0"
"320","堕罪军械","可在名望军需官处购买武器外观。","有新的外观可用","2","37","3188648","0","0","0","0","0","0","0","0","0","0","0","0"
