Id,Name,OField_9_0_1_34081_002,Flags,ChrModelId,OrderIndex,ChrCustomizationCategoryId,OptionType,CameraZoom,ChrCustomizationId,Field_9_0_1_34615_010
"826","疤痕","534","40","3","10","3","0","1","1","0"
"827","纹身","535","41","3","21","5","0","1","1","0"
"828","战纹","536","40","3","22","5","0","1","1","0"
"829","战纹颜色","537","10","3","23","5","0","1","1","0"
"830","疤痕","538","40","4","6","2","0","1","1","0"
"831","纹身","539","41","4","20","5","0","1","1","0"
"832","战纹","540","40","4","21","5","0","1","1","0"
"833","战纹颜色","541","10","4","22","5","0","1","1","0"
"836","耳环","542","8","3","12","3","0","0.75","5","0"
"841","项链","544","8","4","12","3","0","0.75","11","0"
"842","花","545","40","12","16","19","1","0.75","5","0"
"845","眼睛颜色","546","2","59","10","2","0","1","2","0"
"846","眼睛颜色","547","2","60","8","2","0","1","2","0"
"847","鼻环","548","8","4","11","3","0","0.75","11","0"
"848","面须","549","0","59","7","2","0","1","5","0"
"849","眉毛","550","0","59","9","2","0","0.75","5","0"
"852","眼睛颜色","551","2","69","7","2","0","1","2","0"
"853","眼睛颜色","552","2","70","7","2","0","1","2","0"
"854","耳环","553","8","69","8","2","1","0.75","161","0"
"855","耳环","554","8","70","8","2","1","0.75","161","0"
"858","眼睛颜色","555","2","53","7","2","0","1","2","0"
"859","眼睛颜色","556","2","54","7","2","0","1","2","0"
"862","眼睛颜色","557","2","55","7","2","0","1","2","0"
"863","眼睛颜色","558","2","56","4","2","0","1","2","0"
"864","耳环","559","0","56","8","2","1","0.75","5","0"
"865","体绘","560","9","55","8","5","0","1","37","0"
"866","体绘","561","9","56","9","5","0","1","37","0"
"869","眼睛颜色","562","2","61","8","2","0","1","2","0"
"870","眼睛颜色","563","2","62","6","2","0","1","2","0"
"871","项链","564","8","62","13","3","0","0.75","31","0"
"872","刺环","565","8","62","12","3","0","0.75","31","0"
"873","耳洞","566","8","61","9","3","0","1","30","0"
"874","獠牙","567","0","3","14","3","0","2","5","0"
"875","鼻环","568","8","3","13","3","0","0.75","5","0"
"876","边胡","569","0","3","6","2","0","0.75","5","0"
"877","污垢","570","40","3","11","3","0","0.75","5","0"
"880","眼睛颜色","571","2","71","7","15","0","1","1","0"
"881","眼睛颜色","572","2","72","5","15","0","1","1","0"
"882","边胡","573","0","71","6","15","0","0.75","5","0"
"883","獠牙","574","0","71","23","3","0","2","2","0"
"884","耳环","575","8","71","21","3","0","0.75","5","0"
"885","刺环","576","8","71","22","3","0","0.75","5","0"
"886","鼻环","577","8","72","7","15","0","0.75","11","0"
"887","项链","578","8","72","8","15","0","0.75","11","0"
"888","唇髭","579","0","1","5","2","0","0.75","5","0"
"889","边胡","580","0","1","7","2","0","0.75","5","0"
"890","眉毛","581","0","1","10","3","0","0.75","5","0"
"891","护臂","582","8","20","25","5","0","0.75","5","0"
"892","首饰颜色","583","10","58","9","2","0","0.75","5","0"
"893","熊形态","584","8","11","50","6","0","1","0","0"
"894","熊形态","585","8","12","50","6","0","1","0","0"
"895","熊形态","586","8","15","22","6","0","1","0","0"
"896","熊形态","587","8","16","22","6","0","1","0","0"
"897","熊形态","588","8","55","10","6","0","1","0","0"
"898","熊形态","589","8","56","11","6","0","1","0","0"
"899","熊形态","590","8","61","10","6","0","1","0","0"
"900","熊形态","591","8","62","21","6","0","1","0","0"
"901","熊形态","592","8","63","8","6","0","1","0","0"
"902","熊形态","593","8","64","9","6","0","1","0","0"
"903","猎豹形态","594","8","11","51","7","0","1","0","0"
"904","猎豹形态","595","8","12","51","7","0","1","0","0"
"905","猎豹形态","596","8","15","23","7","0","1","0","0"
"906","猎豹形态","597","8","16","23","7","0","1","0","0"
"907","猎豹形态","598","8","55","12","7","0","1","0","0"
"908","猎豹形态","599","8","56","12","7","0","1","0","0"
"909","猎豹形态","600","8","61","11","7","0","1","0","0"
"910","猎豹形态","601","8","62","22","7","0","1","0","0"
"911","猎豹形态","602","8","63","9","7","0","1","0","0"
"912","猎豹形态","603","8","64","10","7","0","1","0","0"
"922","枭兽形态","604","8","63","10","12","0","1","0","0"
"923","枭兽形态","605","8","64","11","12","0","1","0","0"
"924","枭兽形态","606","8","7","45","12","0","1","0","0"
"925","枭兽形态","607","8","8","35","12","0","1","0","0"
"926","枭兽形态","608","8","11","52","12","0","1","0","0"
"927","枭兽形态","609","8","12","52","12","0","1","0","0"
"928","枭兽形态","610","8","15","24","12","0","1","0","0"
"929","枭兽形态","611","8","16","24","12","0","1","0","0"
"930","枭兽形态","612","8","43","13","12","0","1","0","0"
"931","枭兽形态","613","8","44","12","12","0","1","0","0"
"932","枭兽形态","614","8","55","11","12","0","1","0","0"
"933","枭兽形态","615","8","56","13","12","0","1","0","0"
"934","枭兽形态","616","8","61","12","12","0","1","0","0"
"935","枭兽形态","617","8","62","23","12","0","1","0","0"
"936","唇髭","618","0","5","5","16","0","0.75","5","0"
"937","眉毛","619","0","5","12","16","0","0.75","5","0"
"938","水栖形态","620","8","11","53","9","0","1","0","0"
"939","水栖形态","621","8","12","53","9","0","1","0","0"
"940","水栖形态","622","8","15","25","9","0","1","0","0"
"941","水栖形态","623","8","16","25","9","0","1","0","0"
"942","水栖形态","624","8","55","13","9","0","1","0","0"
"943","水栖形态","625","8","56","14","9","0","1","0","0"
"944","水栖形态","626","8","61","13","9","0","1","0","0"
"945","水栖形态","627","8","62","24","9","0","1","0","0"
"946","水栖形态","628","8","63","11","9","0","1","0","0"
"947","水栖形态","629","8","64","12","9","0","1","0","0"
"948","旅行形态","630","8","11","54","10","0","1","0","0"
"949","旅行形态","631","8","12","54","10","0","1","0","0"
"950","旅行形态","632","8","15","26","10","0","1","0","0"
"951","旅行形态","633","8","16","26","10","0","1","0","0"
"952","旅行形态","634","8","55","14","10","0","1","0","0"
"953","旅行形态","635","8","56","15","10","0","1","0","0"
"954","旅行形态","636","8","61","14","10","0","1","0","0"
"955","旅行形态","637","8","62","25","10","0","1","0","0"
"956","旅行形态","638","8","63","12","10","0","1","0","0"
"957","旅行形态","639","8","64","13","10","0","1","0","0"
"958","飞行形态","640","8","11","55","11","0","1","0","0"
"959","飞行形态","641","8","12","55","11","0","1","0","0"
"960","飞行形态","642","8","15","27","11","0","1","0","0"
"961","飞行形态","643","8","16","27","11","0","1","0","0"
"962","飞行形态","644","8","55","15","11","0","1","0","0"
"963","飞行形态","645","8","56","16","11","0","1","0","0"
"964","飞行形态","646","8","61","15","11","0","1","0","0"
"965","飞行形态","647","8","62","26","11","0","1","0","0"
"966","飞行形态","648","8","63","13","11","0","1","0","0"
"967","飞行形态","649","8","64","14","11","0","1","0","0"
"968","肤色","650","16","40","1","2","0","1","1","0"
"969","特征","651","0","40","4","4","0","1","5","0"
"970","眉毛","652","0","2","5","2","0","0.75","5","0"
