EffectArg0,Name,HordeName,EffectArg1,EffectArg2,EffectScalingPoints0,EffectScalingPoints1,EffectScalingPoints2,TransmogPlayerConditionId,TransmogCost,IconFileDataId,EffectPointsMin0,EffectPointsMin1,EffectPointsMin2,ItemVisual,Flags,RequiredSkillId,RequiredSkillRank,ItemLevel,Charges,Effect0,Effect1,Effect2,ScalingClass,ScalingClassRestricted,ConditionId,MinLevel,MaxLevel
"2237","+$7703s1 冰霜法术伤害","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2238","+$9402s1 冰霜法术伤害","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2239","+$9403s1 冰霜法术伤害","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2240","+$9404s1 冰霜法术伤害","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2241","+$9304s1 冰霜法术伤害","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2242","+$9305s1 冰霜法术伤害","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2243","+$9306s1 冰霜法术伤害","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2244","+$9307s1 冰霜法术伤害","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2245","+$9308s1 冰霜法术伤害","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2246","+$17889s1 冰霜法术伤害","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2247","+$17890s1 冰霜法术伤害","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2248","+$17891s1 冰霜法术伤害","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2249","+$17892s1 冰霜法术伤害","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2250","+$13831s1 冰霜法术伤害","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2251","+$17893s1 冰霜法术伤害","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2252","+$17894s1 冰霜法术伤害","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2253","+$17895s1 冰霜法术伤害","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2254","+$17896s1 冰霜法术伤害","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2255","+$17897s1 冰霜法术伤害","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2256","+$17898s1 冰霜法术伤害","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2257","+$17899s1 冰霜法术伤害","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2258","+$17900s1 冰霜法术伤害","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2259","+$17901s1 冰霜法术伤害","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2260","+$17902s1 冰霜法术伤害","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2261","+$17903s1 冰霜法术伤害","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2262","+$17905s1 冰霜法术伤害","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2263","+$17906s1 冰霜法术伤害","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2264","+$17907s1 冰霜法术伤害","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2265","+$17908s1 冰霜法术伤害","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2266","+$17909s1 冰霜法术伤害","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2267","+53 冰霜法术伤害","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2268","+$17911s1 冰霜法术伤害","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2269","+$7690s1 自然法术伤害","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2270","+$7691s1 自然法术伤害","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2271","+$7692s1 自然法术伤害","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2272","+$7693s1 自然法术伤害","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2273","+$7694s1 自然法术伤害","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2274","+$7695s1 自然法术伤害","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2275","+$7696s1 自然法术伤害","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2276","+$9409s1 自然法术伤害","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2277","+13 自然法术伤害","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2278","+$9411s1 自然法术伤害","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2279","+$9357s1 自然法术伤害","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2280","+$9358s1 自然法术伤害","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2281","+$9359s1 自然法术伤害","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2282","+$9360s1 自然法术伤害","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2283","+$9361s1 自然法术伤害","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2284","+$17987s1 自然法术伤害","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2285","+$17988s1 自然法术伤害","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2286","+$17989s1 自然法术伤害","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2287","+$17990s1 自然法术伤害","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2288","+$17819s1 自然法术伤害","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2289","+$17991s1 自然法术伤害","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2290","+31 自然法术伤害","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2291","+$17993s1 自然法术伤害","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2292","+$16638s1 自然法术伤害","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2293","+$17994s1 自然法术伤害","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2294","+$17995s1 自然法术伤害","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2295","+$17996s1 自然法术伤害","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2296","+$17997s1 自然法术伤害","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2297","+$17998s1 自然法术伤害","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2298","+$17999s1 自然法术伤害","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2299","+$18000s1 自然法术伤害","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2300","+$18001s1 自然法术伤害","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2301","+$18002s1 自然法术伤害","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2302","+$18003s1 自然法术伤害","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2303","+$18004s1 自然法术伤害","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2304","+$18005s1 自然法术伤害","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2305","+$18006s1 自然法术伤害","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2306","+$18007s1 自然法术伤害","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2307","+$k1 法术强度","","45","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0"
"2308","+$k1 法术强度","","45","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0"
"2309","+$k1 法术强度","","45","0","0","0","0","0","0","0","0","0","0","0","0","0","4","0","0","0","0","0","0","0","0","0","0"
"2310","+$k1 法术强度","","45","0","0","0","0","0","0","0","0","0","0","0","0","0","5","0","0","0","0","0","0","0","0","0","0"
"2311","+$9396s1 法术强度","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2312","+$k1 法术强度","","45","0","0","0","0","0","0","0","0","0","0","0","0","0","7","0","0","0","0","0","0","0","0","0","0"
"2313","+$k1 法术强度","","45","0","0","0","0","0","0","0","0","0","0","0","0","0","8","0","0","0","0","0","0","0","0","0","0"
"2314","+$k1 法术强度","","45","0","0","0","0","0","0","0","0","0","0","0","0","0","9","0","0","0","0","0","0","0","0","0","0"
"2315","+$k1 法术强度","","45","0","0","0","0","0","0","0","0","0","0","0","0","0","11","0","0","0","0","0","0","0","0","0","0"
"2316","+$k1 法术强度","","45","0","0","0","0","0","0","0","0","0","0","0","0","0","12","0","0","0","0","0","0","0","0","0","0"
"2317","+$k1 法术强度","","45","0","0","0","0","0","0","0","0","0","0","0","0","0","13","0","0","0","0","0","0","0","0","0","0"
"2318","+$k1 法术强度","","45","0","0","0","0","0","0","0","0","0","0","0","0","0","14","0","0","0","0","0","0","0","0","0","0"
"2319","+$k1 法术强度","","45","0","0","0","0","0","0","0","0","0","0","0","0","0","15","0","0","0","0","0","0","0","0","0","0"
"2320","+$k1 法术强度","","45","0","0","0","0","0","0","0","0","0","0","0","0","0","16","0","0","0","0","0","0","0","0","0","0"
"2321","+$k1 法术强度","","45","0","0","0","0","0","0","0","0","0","0","0","0","0","18","0","0","0","0","0","0","0","0","0","0"
"2322","+$k1 法术强度","","45","0","0","0.34","0","0","0","0","50","0","0","0","0","0","19","0","0","0","0","0","32","0","0","0","0"
"2323","+$k1 法术强度","","45","0","0","0","0","0","0","0","0","0","0","0","0","0","20","0","0","0","0","0","0","0","0","0","0"
"2324","+$k1 法术强度","","45","0","0","0","0","0","0","0","0","0","0","0","0","0","21","0","0","0","0","0","0","0","0","0","0"
"2325","+$k1 法术强度","","45","0","0","0","0","0","0","0","0","0","0","0","0","0","22","0","0","0","0","0","0","0","0","0","0"
"2326","+$k1 法术强度","","45","0","0","0.255","0","0","0","0","50","0","0","0","0","0","23","0","0","0","0","0","32","0","0","0","0"
"2327","+$k1 法术强度","","45","0","0","0","0","0","0","0","0","0","0","0","0","0","25","0","0","0","0","0","0","0","0","0","0"
"2328","+$k1 法术强度","","45","0","0","0","0","0","0","0","0","0","0","0","0","0","26","0","0","0","0","0","0","0","0","0","0"
"2329","+$k1 法术强度","","45","0","0","0","0","0","0","0","0","0","0","0","0","0","27","0","0","0","0","0","0","0","0","0","0"
"2330","+$k1 法术强度","","45","0","0","0","0","0","0","0","0","0","0","0","0","0","28","0","0","0","0","0","0","0","0","0","0"
"2331","+$k1 法术强度","","45","0","0","0","0","0","0","0","0","0","0","0","0","0","29","0","0","0","0","0","0","0","0","0","0"
"2332","+$k1 法术强度","","45","0","0","0.28","0","0","0","0","50","0","0","0","0","0","30","0","0","0","0","0","32","0","0","0","0"
"2333","+$k1 法术强度","","45","0","0","0","0","0","0","0","0","0","0","0","0","0","32","0","0","0","0","0","0","0","0","0","0"
"2334","+$k1 法术强度","","45","0","0","0","0","0","0","0","0","0","0","0","0","0","33","0","0","0","0","0","0","0","0","0","0"
"2335","+$k1 法术强度","","45","0","0","0","0","0","0","0","0","0","0","0","0","0","34","0","0","0","0","0","0","0","0","0","0"
"2336","+$k1 法术强度","","45","0","0","0","0","0","0","0","0","0","0","0","0","0","35","0","0","0","0","0","0","0","0","0","0"
"2337","+$k1 法术强度","","45","0","0","0","0","0","0","0","0","0","0","0","0","0","36","0","0","0","0","0","0","0","0","0","0"
"2338","+$k1 法术强度","","45","0","0","0","0","0","0","0","0","0","0","0","0","0","37","0","0","0","0","0","0","0","0","0","0"
"2339","+$k1 法术强度","","45","0","0","0","0","0","0","0","0","0","0","0","0","0","39","0","0","0","0","0","0","0","0","0","0"
"2340","+$k1 法术强度","","45","0","0","0","0","0","0","0","0","0","0","0","0","0","40","0","0","0","0","0","0","0","0","0","0"
"2341","+$k1 法术强度","","45","0","0","0","0","0","0","0","0","0","0","0","0","0","41","0","0","0","0","0","0","0","0","0","0"
"2342","+$k1 法术强度","","45","0","0","0","0","0","0","0","0","0","0","0","0","0","42","0","0","0","0","0","0","0","0","0","0"
"2343","+$k1 法术强度","","45","0","0","0","0","0","0","0","0","0","0","0","0","0","43","0","0","0","151","0","0","0","0","0","0"
"2344","+$k1 法术强度","","45","0","0","0","0","0","0","0","0","0","0","0","0","0","44","0","0","0","0","0","0","0","0","0","0"
"2363","每5秒法力回复+$21359s1","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2364","每5秒法力回复+$21621s1","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2365","每5秒法力回复+$21622s1","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2366","每5秒法力回复+$k1","","43","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0"
"2367","每5秒法力回复+$k1","","43","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0"
"2368","每5秒法力回复+$k1","","43","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0"
"2369","每5秒法力回复+$k1","","43","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0"
"2370","每5秒法力回复+$k1","","43","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0"
"2371","每5秒法力回复+$k1","","43","0","0","0","0","0","0","0","0","0","0","0","0","0","4","0","0","0","0","0","0","0","0","0","0"
"2372","每5秒法力回复+$k1","","43","0","0","0","0","0","0","0","0","0","0","0","0","0","4","0","0","0","0","0","0","0","0","0","0"
"2373","每5秒法力回复+$k1","","43","0","0","0","0","0","0","0","0","0","0","0","0","0","4","0","0","0","0","0","0","0","0","0","0"
"2374","每5秒法力回复+$k1","","43","0","0","0","0","0","0","0","0","0","0","0","0","0","5","0","0","0","0","0","0","0","0","0","0"
"2375","每5秒法力回复+$k1","","43","0","0","0","0","0","0","0","0","0","0","0","0","0","5","0","0","0","0","0","0","0","0","0","0"
"2376","每5秒法力回复+$k1","","43","0","0","0","0","0","0","0","0","0","0","0","0","0","6","0","0","0","0","0","0","0","0","0","0"
"2377","每5秒法力回复+$k1","","43","0","0","0","0","0","0","0","0","0","0","0","0","0","6","0","0","0","0","0","0","0","0","0","0"
"2378","每5秒法力回复+$k1","","43","0","0","0","0","0","0","0","0","0","0","0","0","0","6","0","0","0","0","0","0","0","0","0","0"
"2379","每5秒法力回复+$k1","","43","0","0","0","0","0","0","0","0","0","0","0","0","0","7","0","0","0","0","0","0","0","0","0","0"
"2380","每5秒法力回复+$k1","","43","0","0","0","0","0","0","0","0","0","0","0","0","0","7","0","0","0","0","0","0","0","0","0","0"
"2381","+$k1 全能","","40","0","0","0.35","0","0","0","0","50","0","0","0","0","0","20","0","0","0","0","0","32","0","0","0","0"
"2382","每5秒法力回复+$k1","","43","0","0","0","0","0","0","0","0","0","0","0","0","0","8","0","0","0","0","0","0","0","0","0","0"
"2383","每5秒法力回复+$k1","","43","0","0","0","0","0","0","0","0","0","0","0","0","0","8","0","0","0","0","0","0","0","0","0","0"
"2384","每5秒法力回复+$k1","","43","0","0","0","0","0","0","0","0","0","0","0","0","0","9","0","0","0","0","0","0","0","0","0","0"
"2385","每5秒法力回复+$k1","","43","0","0","0","0","0","0","0","0","0","0","0","0","0","9","0","0","0","0","0","0","0","0","0","0"
"2386","+$k1 全能","","40","0","0","0","0","0","0","0","0","0","0","0","0","0","24","0","0","0","0","0","0","0","0","0","0"
"2387","+$k1 全能","","40","0","0","0","0","0","0","0","0","0","0","0","0","0","25","0","0","0","0","0","0","0","0","0","0"
"2388","+$k1 全能","","40","0","0","0","0","0","0","0","0","0","0","0","0","0","26","0","0","0","0","0","0","0","0","0","0"
"2389","+$k1 全能","","40","0","0","0","0","0","0","0","0","0","0","0","0","0","27","0","0","0","0","0","0","0","0","0","0"
"2390","+$k1 全能","","40","0","0","0","0","0","0","0","0","0","0","0","0","0","28","0","0","0","0","0","0","0","0","0","0"
"2391","+$k1 全能","","40","0","0","0","0","0","0","0","0","0","0","0","0","0","29","0","0","0","0","0","0","0","0","0","0"
"2392","+$k1 全能","","40","0","0","0","0","0","0","0","0","0","0","0","0","0","30","0","0","0","0","0","0","0","0","0","0"
"2393","+$k1 全能","","40","0","0","0","0","0","0","0","0","0","0","0","0","0","31","0","0","0","0","0","0","0","0","0","0"
"2394","+$k1 全能","","40","0","0","0","0","0","0","0","0","0","0","0","0","0","32","0","0","0","0","0","0","0","0","0","0"
"2395","+$k1 全能","","40","0","0","0","0","0","0","0","0","0","0","0","0","0","33","0","0","0","0","0","0","0","0","0","0"
"2396","每5秒法力回复+$k1","","43","0","0","0","0","0","0","0","0","0","0","0","0","0","14","0","0","0","0","0","0","0","0","0","0"
"2397","每5秒法力回复+$k1","","43","0","0","0","0","0","0","0","0","0","0","0","0","0","14","0","0","0","0","0","0","0","0","0","0"
"2398","每5秒法力回复+$k1","","43","0","0","0","0","0","0","0","0","0","0","0","0","0","14","0","0","0","0","0","0","0","0","0","0"
"2399","每5秒法力回复+$k1","","43","0","0","0","0","0","0","0","0","0","0","0","0","0","15","0","0","0","0","0","0","0","0","0","0"
"2400","每5秒法力回复+$k1","","43","0","0","0","0","0","0","0","0","0","0","0","0","0","15","0","0","0","0","0","0","0","0","0","0"
"2401","每5秒生命回复+$21587s1","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2402","每5秒生命回复+$21588s1","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2403","每5秒生命回复+$21589s1","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2404","每5秒生命回复+1","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2405","每5秒生命回复+1","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2406","每5秒生命回复+$21346s1","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2407","每5秒生命回复+2","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2408","每5秒生命回复+2","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2409","每5秒生命回复+2","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2410","每5秒生命回复+3","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2411","每5秒生命回复+3","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2412","每5秒生命回复+$21596s1","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2413","每5秒生命回复+$21597s1","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2414","每5秒生命回复+4","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2415","每5秒生命回复+4","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2416","每5秒生命回复+4","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2417","每5秒生命回复+4","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2418","每5秒生命回复+5","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2419","每5秒生命回复+5","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2420","每5秒生命回复+5","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2421","每5秒生命回复+5","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2422","每5秒生命回复+6","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2423","每5秒生命回复+6","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2424","每5秒生命回复+6","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2425","每5秒生命回复+6","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2426","每5秒生命回复+7","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2427","每5秒生命回复+7","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2428","每5秒生命回复+7","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2429","每5秒生命回复+7","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2430","每5秒生命回复+8","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2431","每5秒生命回复+8","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2432","每5秒生命回复+8","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2433","每5秒生命回复+8","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2434","每5秒生命回复+$21614s1","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2435","每5秒生命回复+9","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2436","每5秒生命回复+9","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2437","每5秒生命回复+9","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2438","每5秒生命回复+10","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2443","+$21930s1 冰霜法术伤害","","21930","0","0","0","0","0","0","0","50","0","0","0","0","0","0","0","0","0","199","0","0","0","0","0","0"
"2483","+$k1 火焰抗性","","2","0","0","0.16","0","0","0","26","50","0","0","0","0","0","5","0","0","0","0","0","33","0","0","0","0"
"2484","+$k1 冰霜抗性","","4","0","0","0.16","0","0","0","26","50","0","0","0","0","0","5","0","0","0","0","0","33","0","0","0","0"
"2485","+$k1 奥术抗性","","6","0","0","0.16","0","0","0","26","50","0","0","0","0","0","5","0","0","0","0","0","33","0","0","0","0"
"2486","+$k1 自然抗性","","3","0","0","0.16","0","0","0","26","50","0","0","0","0","0","5","0","0","0","0","0","33","0","0","0","0"
"2487","+$k1 暗影抗性","","5","0","0","0.16","0","0","0","26","50","0","0","0","0","0","5","0","0","0","0","0","33","0","0","0","0"
"2488","+$18676s1 所有抗性","","144757","0","0","0","0","0","0","26","50","0","0","0","0","0","0","0","0","0","0","0","33","0","0","0","0"
"2503","+$k1 躲闪","","13","0","0","0.15","0","0","0","26","50","0","0","0","0","0","5","0","0","0","0","0","33","0","0","0","0"
"2504","+$k1 法术强度","","45","0","0","0.92","0","0","0","0","50","0","0","0","0","0","30","0","0","0","107","0","32","0","0","0","0"
"2505","+$k1 法术强度","","45","0","0","0.92","0","0","0","0","50","0","0","0","0","0","29","0","0","0","103","0","32","0","0","0","0"
"2506","+$k1 近战爆击","","19","0","0","0.9033","0","0","0","26","50","0","0","0","0","0","28","0","0","0","28","0","1","0","0","0","0"
"2523","+$k1 远程爆击","","32","0","0","0.46","0","0","0","26","50","0","0","0","0","0","30","0","0","0","0","0","33","0","0","0","0"
"2543","+$k1 急速","","36","0","0","0.3","0","0","0","26","50","0","0","0","0","0","10","0","0","0","0","0","33","0","0","0","0"
"2544","+$k1 法术强度","","45","0","0","0.25","0","0","0","26","50","0","0","0","0","0","8","0","0","0","0","0","33","0","0","0","0"
"2545","+$k1 躲闪","","13","0","0","0.36","0","0","0","26","50","0","0","0","0","0","12","0","0","0","0","0","33","0","0","0","0"
