Id,Name,PlayerConditionId,VisibleTrackingQuestId,QuestFeedbackEffectId,Flags,MaxHeight,MinHeight,VignetteType,RewardQuestId
"1009","宝箱","34576","39810","88","0","30","-30","0","0"
"1010","宝箱","34576","39812","88","0","30","-30","0","0"
"1011","宝箱","34576","39808","88","0","30","-30","0","0"
"1012","宝箱","34576","39813","88","0","30","-30","0","0"
"1013","宝箱","34576","39814","88","0","30","-30","0","0"
"1014","宝箱","34576","39815","88","0","30","-30","0","0"
"1015","宝箱","34576","39809","88","0","30","-30","0","0"
"1016","宝箱","34576","39819","88","0","30","-30","0","0"
"1017","兰蛛","35887","0","89","0","0","0","0","0"
"1018","宝箱","34576","39820","88","0","20","-20","0","0"
"1019","宝箱","34576","39821","88","0","30","-30","0","0"
"1020","宝箱","34576","39822","88","0","30","-30","0","0"
"1021","宝箱","34576","39823","88","0","30","-30","0","0"
"1022","宝箱","34576","39824","88","0","30","-30","0","0"
"1023","宝箱","34576","39825","88","0","30","-30","0","0"
"1024","宝箱","34576","39827","88","0","30","-30","0","0"
"1025","宝箱","34576","39826","88","0","30","-30","0","0"
"1026","宝箱","4383","39846","88","0","0","0","0","0"
"1027","怒爪","0","39856","89","0","80","-50","0","0"
"1028","德拉博格","0","39858","89","0","80","-50","0","0"
"1031","斥候兔蹄","0","39866","90","32","30","-30","0","0"
"1032","腐化之蛋","0","0","89","71","0","-50","0","0"
"1033","疯狂法师","0","0","89","71","0","-50","0","0"
"1034","法力渗透者","0","0","89","71","0","-50","0","0"
"1035","斯奎克","0","0","89","71","0","-50","0","0"
"1036","史加西迪","0","0","89","71","0","-50","0","0"
"1037","行窃的痞子","0","0","89","71","0","-50","0","0"
"1038","斯普林特","0","0","89","71","0","-50","0","0"
"1039","祖洛拉克斯","0","0","89","71","0","-50","0","0"
"1040","下水道宝箱","0","0","91","71","0","-50","0","0"
"1041","吸魂者","0","39870","89","0","0","0","0","0"
"1042","女猎手艾兰德琳","0","39871","90","0","30","-30","0","0"
"1043","野蛮的拳手","36172","39872","90","0","125","-125","0","0"
"1044","折磨图腾","0","0","108","67","0","0","0","0"
"1045","梦魇根须","35836","0","108","67","0","0","0","0"
"1046","梦魇根须","35837","0","108","67","0","0","0","0"
"1047","被遗弃的鱼竿","0","39963","89","0","30","-30","0","0"
"1048","宝箱","34576","39964","88","0","30","-30","0","0"
"1049","宝箱","34576","39965","88","0","30","-30","0","0"
"1050","宝箱","34576","39966","88","0","30","-30","0","0"
"1051","宝箱","34576","39967","88","0","30","-30","0","0"
"1052","宝箱","34576","39968","88","0","30","-30","0","0"
"1053","阿库萨兹","0","0","176","66","0","0","0","0"
"1054","碾压者加图拉克","0","0","176","66","0","0","0","0"
"1055","宝箱","34576","39296","88","0","30","-30","0","0"
"1056","海蟹骑手格姆尔","0","39994","89","32","30","-30","0","0"
"1057","宝箱","34576","39995","88","0","30","-30","0","0"
"1058","宝箱","34576","39996","88","0","30","-30","0","0"
"1059","宝箱","34576","39999","88","0","30","-30","0","0"
"1060","宝箱","34576","39997","88","0","30","-30","0","0"
"1061","宝箱","34576","40006","88","0","30","-30","0","0"
"1062","宝箱","34576","40007","88","0","30","-30","0","0"
"1063","小宝箱","33087","40066","88","0","0","0","0","0"
"1064","斩兽者厄诺克","45637","0","89","67","0","0","0","0"
"1065","不朽者埃格尔","0","40068","89","0","0","0","0","0"
"1066","普格","36253","0","89","0","0","-50","0","0"
"1067","甘克","36254","0","89","0","0","-50","0","0"
"1068","鲁克都格","36255","0","89","0","0","-50","0","0"
"1069","利拉斯·月羽","0","40079","89","0","80","-50","0","0"
"1070","铁枝","0","40080","89","0","80","-50","0","0"
"1071","塔本","0","40081","89","0","0","0","0","0"
"1072","小宝箱","33087","40082","88","0","0","0","0","0"
"1073","囤积者博达什","0","40084","90","0","30","-30","0","0"
"1074","宝箱","33087","40083","88","0","0","0","0","0"
"1075","宝箱","33087","40085","88","0","0","0","0","0"
"1076","宝箱","33087","40086","88","0","0","0","0","0"
"1077","宝箱","33087","40088","88","0","0","0","0","0"
"1078","宝箱","33087","40089","88","0","0","0","0","0"
"1079","宝箱","33087","40090","88","0","0","0","0","0"
"1080","宝箱","33087","40091","88","0","0","0","0","0"
"1081","小宝箱","33087","40093","88","0","0","0","0","0"
"1082","小宝箱","33087","40094","88","0","0","0","0","0"
"1083","宝箱","33087","40095","88","0","0","0","0","0"
"1084","被俘的幸存者","0","40096","90","0","30","-30","0","0"
"1085","日风","0","40097","89","0","0","0","0","0"
"1086","宝箱","33087","40099","88","0","0","0","0","0"
"1087","“渡鸦”伊莲","0","40100","89","0","0","0","0","0"
"1088","萨姆逊·强掠","36319","0","89","0","0","-50","0","0"
"1089","贡达","36321","0","89","0","0","-50","0","0"
"1090","达库姆","36320","0","89","0","0","-50","0","0"
"1091","邪能监工玛德拉普","36326","0","89","0","0","-50","0","0"
"1092","闪闪发光的宝箱","33087","40108","88","0","0","0","0","0"
"1093","考特·沃德尔","0","40109","89","0","60","-15","0","0"
"1094","考拉佐斯","0","0","176","66","0","0","0","0"
"1095","征服者格古尔","0","40113","89","0","0","0","0","0"
"1096","宝箱","34576","40114","88","0","30","-30","0","0"
"1097","宝箱","34576","40115","88","0","30","-30","0","0"
"1098","宝箱","34576","40116","88","0","30","-30","0","0"
"1099","女巫格蕾尔达","0","40126","89","0","80","-50","0","0"
"1100","监督者塔拉克","0","0","176","66","0","0","0","0"
"1103","宝箱","34576","40162","88","0","30","-30","0","0"
"1104","宝箱","34576","40163","88","0","30","-30","0","0"
"1105","宝箱","34576","40164","88","0","30","-30","0","0"
"1106","沉睡的熊","0","40175","89","0","0","0","0","0"
"1107","蛛后之廷：邪恶伯爵","0","40231","89","0","0","0","0","0"
"1108","蛛后之廷：蛛王沃拉斯","0","40232","89","0","0","0","0","0"
"1109","蛛后之廷：工头布鲁塔格","0","40233","89","0","0","0","0","0"
"1110","蛛后之廷：沃罗斯将军","0","40234","89","0","0","0","0","0"
"1111","麦罗克，图鲁克之子","0","40242","89","16","725","675","0","0"
"1112","科斯拉佐","0","40251","89","0","60","0","0","0"
"1113","乌格萨尔","0","0","176","66","0","0","0","0"
"1114","塔兹古尔","0","0","176","66","0","0","0","0"
"1115","宝箱","34576","40268","88","0","30","-30","0","0"
"1116","宝箱","34576","40269","88","0","30","-30","0","0"
"1117","宝箱","33590","40272","88","0","0","0","0","0"
"1118","艾顿","0","0","176","66","0","0","0","0"
"1119","长枪兵队长","0","40301","89","0","40","0","0","0"
"1122","控心者薇德拉","0","0","176","66","0","0","0","0"
"1123","宝箱","34576","40322","88","0","15","-15","0","0"
"1124","宝箱","34576","40323","88","0","50","-50","0","0"
"1125","闪闪发光的宝箱","34576","40333","88","0","30","-30","0","0"
"1126","突袭者戈尔伯格","0","40347","89","0","30","-30","0","0"
"1127","瓦拉加尔战利品","34450","0","88","0","0","0","0","0"
"1138","邪灼","0","0","176","66","0","0","0","0"
"1143","沃扎苏尔","0","0","176","66","0","0","0","0"
"1144","胡蒙格斯","86130","59157","89","0","30","-30","0","0"
"1145","水手的梦魇","0","40399","89","0","0","0","0","0"
"1146","焦躁的海魂","40537","40398","90","32","0","0","0","0"
"1147","食蛋者卢古特","0","40406","89","0","30","-30","0","0"
"1148","蓟槌","0","40405","89","0","30","-30","0","0"
"1150","业余猎手","0","40413","89","32","30","-30","0","0"
"1151","甜蜜蜂巢","33590","38277","88","0","0","0","0","0"
"1152","小宝箱","33590","38355","88","0","0","0","0","0"
"1153","小宝箱","33590","38359","88","0","0","0","0","0"
"1154","小宝箱","33590","38363","88","0","0","0","0","0"
"1155","小宝箱","33590","38366","88","0","0","0","0","0"
"1156","小宝箱","33590","38371","88","0","0","0","0","0"
"1157","宝箱","33590","38387","88","0","0","0","0","0"
"1158","卑鄙的冒险者","0","40423","89","32","30","-30","0","0"
"1159","小宝箱","33590","38388","88","0","0","0","0","0"
"1160","小宝箱","33590","38386","88","0","0","0","0","0"
"1161","小宝箱","33590","38389","88","0","0","0","0","0"
"1162","闪闪发光的宝箱","33590","38390","88","0","0","0","0","0"
"1163","小宝箱","33590","38391","88","0","0","0","0","0"
"1164","宝箱","33590","38392","88","0","0","0","0","0"
"1165","小宝箱","33590","38393","88","0","0","0","0","0"
"1166","小宝箱","33590","38886","88","0","0","0","0","0"
"1167","小宝箱","33590","38943","88","0","0","0","0","0"
"1168","宝箱","34576","40458","88","0","30","-30","0","0"
"1169","宝箱","34576","40459","88","0","30","-30","0","0"
"1170","宝箱","34576","40460","88","0","30","-30","0","0"
"1171","宝箱","34576","40461","88","0","25","-25","0","0"
"1172","宝箱","34576","40462","88","0","70","-60","0","0"
"1173","宝箱","34576","40463","88","0","30","-30","0","0"
"1174","宝箱","34576","40464","88","0","30","-30","0","0"
"1175","宝箱","34576","40465","88","0","30","-30","0","0"
"1176","宝箱","34576","40466","88","0","30","-30","0","0"
"1177","宝箱","34576","40467","88","0","30","-30","0","0"
"1178","宝箱","34576","39507","88","0","30","-30","0","0"
"1179","宝箱","34576","40468","88","0","30","-30","0","0"
"1180","宝箱","34576","40471","88","0","30","-30","0","0"
"1181","小宝箱","34576","40472","88","0","30","-30","0","0"
"1182","宝箱","34576","40473","88","0","30","-30","0","0"
"1183","宝箱","34576","40474","88","0","0","0","0","0"
"1184","小宝箱","34576","40475","88","0","30","-30","0","0"
"1185","宝箱","43683","40476","88","0","0","0","0","0"
"1186","小宝箱","34576","40477","88","0","30","-30","0","0"
"1187","宝箱","34576","40478","88","0","15","-15","0","0"
"1188","宝箱","34576","40479","88","0","30","-30","0","0"
"1189","小宝箱","34576","40480","88","0","30","-30","0","0"
"1190","小宝箱","34576","40481","88","0","30","-30","0","0"
"1191","宝箱","34576","40482","88","0","30","-30","0","0"
"1192","宝箱","34576","40483","88","0","30","-30","0","0"
"1193","小宝箱","34576","40484","88","0","30","-30","0","0"
"1194","宝箱","34576","40485","88","0","30","-30","0","0"
"1195","宝箱","34576","40486","88","0","30","-30","0","0"
"1196","小宝箱","34576","40487","88","0","30","-30","0","0"
"1197","宝箱","34576","40488","88","0","30","-30","0","0"
"1198","宝箱","43681","40489","88","0","30","-30","0","0"
"1199","宝箱","34576","40490","88","0","30","-30","0","0"
"1200","小宝箱","34576","40491","88","0","30","-30","0","0"
"1201","小宝箱","34576","40492","88","0","30","-30","0","0"
"1202","小宝箱","34576","40493","88","0","30","-30","0","0"
"1203","宝箱","34576","40494","88","0","30","-30","0","0"
"1204","宝箱","34576","40496","88","0","30","-30","0","0"
"1205","小宝箱","34576","40497","88","0","30","-30","0","0"
"1206","宝箱","34576","40498","88","0","30","-30","0","0"
"1207","小宝箱","34576","40499","88","0","30","-30","0","0"
"1208","小宝箱","34576","40500","88","0","30","-30","0","0"
"1209","小宝箱","34576","40504","88","0","30","-30","0","0"
"1210","宝箱","34576","40505","88","0","30","-30","0","0"
"1211","小宝箱","34576","40506","88","0","30","-30","0","0"
"1212","小宝箱","34576","40507","88","0","30","-30","0","0"
"1213","小宝箱","34576","40508","88","0","30","-30","0","0"
"1214","宝箱","43682","40509","88","0","30","-30","0","0"
"1215","小宝箱","34576","40510","88","0","30","-30","0","0"
"1216","小宝箱","34576","40512","88","0","30","-30","0","0"
"1217","宝箱","34576","40513","88","0","30","-30","0","0"
"1218","噬人黑暗","0","40414","89","32","30","-30","0","0"
"1219","小宝箱","34576","40597","88","0","30","-30","0","0"
"1220","洛克纳什","0","40680","89","0","0","0","0","0"
"1221","瑟坎","0","40681","89","0","30","-30","0","0"
"1222","扭曲的箱子","37346","40692","88","0","30","-30","0","0"
"1226","宝箱","33091","40711","88","0","0","0","0","0"
"1227","宝箱","0","0","88","66","0","0","0","0"
"1228","“巨钳”高姆","45631","0","92","67","0","0","0","0"
"1229","甲喉","45629","0","92","67","0","0","0","0"
"1230","贾甘拉","45632","0","92","67","0","0","0","0"
"1231","小宝箱","33091","40751","88","0","0","0","0","0"
"1232","小宝箱","33091","40752","88","0","0","0","0","0"
"1233","焦羽","0","40766","89","32","0","0","0","0"
"1234","尘封的保险箱","37346","40767","88","0","30","-30","0","0"
"1236","加弗鲁格","0","40897","89","32","0","0","0","0"
"1237","阿加尔·花泉","0","0","105","0","0","0","0","0"
"1238","小宝箱","37346","40902","88","0","30","-30","0","0"
"1239","斯塔瑟玛中尉","0","40905","89","32","0","0","0","0"
"1240","冠军咀嚼者","34496","41042","92","0","30","-30","0","0"
"1241","莱泽洛克","0","0","176","66","0","0","0","0"
"1242","米萨纳","45642","0","92","67","0","0","0","0"
"1243","暴怒的烂菌","45640","0","92","67","0","0","0","0"
"1244","库德兹拉","45641","0","92","67","0","0","0","0"
"1245","浮骸","0","41126","89","0","0","0","0","0"
"1246","拉古尔","45644","0","92","67","0","0","0","0"
"1247","阿斯法尔","45639","0","89","67","0","0","0","0"
"1248","杰萨姆","0","41134","89","0","0","0","0","0"
"1249","科拉卡","0","41135","89","0","30","0","0","0"
"1250","贪婪的哈克斯","0","41136","89","0","0","0","0","0"
"1251","赫萨·格里姆多迪","0","43993","89","0","0","0","0","0"
"1252","克拉萨","45643","0","92","67","0","0","0","0"
"1253","乌塔诺克","45645","0","92","67","0","0","0","0"
"1258","指挥官沃拉克斯","0","0","176","66","0","0","0","0"
"1259","暗礁领主拉希斯","0","44003","89","0","0","0","0","0"
"1260","阿格萨尔夫人","0","0","89","0","0","0","0","0"
"1261","潮汐猎手麦拉卡","0","0","89","0","0","0","0","0"
"1263","精灵灾星","0","41319","89","0","0","-50","0","0"
"1271","入侵地点","0","0","207","66","0","0","0","0"
"1272","传送门","0","0","208","66","0","0","0","0"
"1273","大型传送门","0","0","209","66","0","0","0","0"
"1274","军团建筑","0","0","210","66","0","0","0","0"
"1275","拉祖泽克","0","0","176","66","0","0","0","0"
"1276","特祖泽克","0","0","176","66","0","0","0","0"
"1277","征服者瓦瑞克","0","0","176","66","0","0","0","0"
"1278","舍祖尔","0","0","176","66","0","0","0","0"
"1279","通灵领主莫迪达瑟尔","0","0","176","66","0","0","0","0"
"1280","腐烂使者卡塞克斯","0","0","176","66","0","0","0","0"
"1281","海巨人国王","0","41786","89","0","0","0","0","0"
"1285","大型建筑","0","0","176","66","0","0","0","0"
"1287","军团营地","0","0","211","66","0","0","0","0"
"1291","熊崽","39336","41917","89","0","80","-50","0","0"
"1295","维斯莱斯","0","41953","89","0","30","-30","0","0"
"1296","萨杜诺斯","0","0","176","66","0","0","0","0"
"1297","加恩","0","41987","89","0","30","-30","0","0"
"1298","维雷佐斯","0","0","176","66","0","0","0","0"
"1299","马瑞斯与特德","0","42069","90","32","30","-30","0","0"
"1300","烈焰使者佐达图尔","0","0","176","66","0","0","0","0"
"1301","考拉兹","0","0","176","66","0","0","0","0"
"1302","召火者洛顿","0","0","176","66","0","0","0","0"
"1303","惩罚者维萨克","0","0","176","66","0","0","0","0"
"1304","战争召唤者高拉克斯","0","0","176","66","0","0","0","0"
"1305","征服者多斯拉泽","0","0","176","66","0","0","0","0"
"1306","巴纳佐斯","0","0","176","66","0","0","0","0"
"1307","扎沃克","0","0","176","66","0","0","0","0"
"1308","邪能领主卡兹拉尔","0","0","176","66","0","0","0","0"
"1309","工匠大师","39970","42189","90","0","0","0","0","0"
"1310","你手中的历史","39977","42192","90","0","0","0","0","0"
"1311","魔焰大恶魔","0","0","176","66","0","0","0","0"
"1312","伽高罗克","0","0","176","66","0","0","0","0"
"1313","碾骨者考格拉斯","0","0","176","66","0","0","0","0"
"1314","扎格罗姆","0","0","176","66","0","0","0","0"
"1315","往世之焰","40019","42212","90","0","0","0","0","0"
"1316","玛兹格罗斯","0","0","176","66","0","0","0","0"
"1318","波尔扎萨","0","0","176","66","0","0","0","0"
"1319","罗斯卡","0","0","176","66","0","0","0","0"
"1322","大魔导师泽瑞尔","0","0","176","66","0","0","0","0"
"1323","大魔导师薇莉瑟拉","0","0","176","66","0","0","0","0"
"1324","黑暗魔导师法洛瑞丝","0","0","176","66","0","0","0","0"
"1325","黑暗魔导师达佐克","0","0","176","66","0","0","0","0"
"1326","苦水酋长","0","42221","89","0","0","0","0","0"
"1328","小宝箱","33091","42272","88","0","0","0","0","0"
"1329","小宝箱","33091","42273","88","0","0","0","0","0"
"1330","小宝箱","33091","42278","88","0","0","0","0","0"
"1331","烈焰使者阿兹罗瑟尔","0","0","176","66","0","0","0","0"
"1332","巴德扎尔","0","0","176","66","0","0","0","0"
"1333","无面者玛法泽尔","0","0","176","66","0","0","0","0"
"1334","恐惧使者瓦鲁斯","0","0","176","66","0","0","0","0"
"1335","污染者沃戈瑞萨","0","0","176","66","0","0","0","0"
"1337","沃萨克斯","0","42280","89","32","30","-30","0","0"
"1338","召焰者维兹拉","0","0","176","66","0","0","0","0"
"1339","阿兹巴勒斯","0","0","176","66","0","0","0","0"
"1341","小宝箱","33091","42281","88","0","0","0","0","0"
"1342","卡祖尔","0","0","176","66","0","0","0","0"
"1343","高格罗斯","0","0","176","66","0","0","0","0"
"1344","使徒德瑞纳萨","0","0","176","66","0","0","0","0"
"1345","使徒法拉勒斯","0","0","176","66","0","0","0","0"
"1346","小宝箱","33091","42282","88","0","0","0","0","0"
"1347","小宝箱","33091","42283","88","0","0","0","0","0"
"1348","布拉戈斯","0","42450","89","32","30","-30","0","0"
"1349","小宝箱","33091","42284","88","0","0","0","0","0"
"1350","小宝箱","33091","42285","88","0","0","0","0","0"
"1351","驯犬者斯托克西斯","0","42286","89","32","30","-30","0","0"
"1352","小宝箱","33091","42287","88","0","0","0","0","0"
"1353","小宝箱","33091","42288","88","0","0","0","0","0"
"1354","宝箱","33091","42289","88","0","0","0","0","0"
"1355","小宝箱","33091","42290","88","0","0","0","0","0"
"1356","小宝箱","33091","42291","88","0","0","0","0","0"
"1357","宝箱","33091","42292","88","0","30","-30","0","0"
"1358","小宝箱","33091","42293","88","0","30","-30","0","0"
"1359","小宝箱","33091","42294","88","0","30","-30","0","0"
"1360","小宝箱","33091","42295","88","0","30","-30","0","0"
"1361","闪闪发光的宝箱","33091","42297","88","0","30","-30","0","0"
"1362","小宝箱","33091","42338","88","0","30","-30","0","0"
"1363","宝箱","33091","42339","88","0","30","-30","0","0"
"1364","达格罗尔","0","0","176","66","0","0","0","0"
"1365","阿戈瑟尔","0","0","176","66","0","0","0","0"
"1366","麦瑟鲁斯","0","0","176","66","0","0","0","0"
"1367","审判官提沃斯","0","42376","89","32","30","-30","0","0"
"1368","奥克罗斯","0","42381","89","32","30","-30","0","0"
"1369","不稳定的桶","0","0","0","0","0","0","0","0"
"1370","拜尔班","0","42417","89","32","30","-30","0","0"
"1371","星鹿","0","42437","89","0","0","0","0","0"
"1372","邪能指挥官乌戈兹","0","0","176","66","0","0","0","0"
"1373","深渊喷发者","0","0","176","66","0","0","0","0"
"1374","刺客的抉择","40395","42456","90","0","0","0","0","0"
"1375","囚徒的抉择","40399","42480","90","0","0","0","0","0"
"1376","品尝诸王之血","40410","42482","90","0","0","0","0","0"
"1378","奥术师沙尔曼","0","42505","89","32","30","-30","0","0"
"1379","杀戮的品鉴专家","40444","42507","90","0","0","0","0","0"
"1380","杜萨尔","0","0","176","66","0","0","0","0"
"1381","莫德萨","0","0","176","66","0","0","0","0"
"1382","乌戈斯","0","0","176","66","0","0","0","0"
"1383","高瑟扎尔","0","0","176","66","0","0","0","0"
"1384","玛格德佐斯","0","0","176","66","0","0","0","0"
"1386","玛格罗萨","0","0","176","66","0","0","0","0"
"1387","大地圣坛","40506","42569","90","0","0","0","0","0"
"1388","大地圣坛","40507","42570","90","0","0","0","0","0"
"1389","大地圣坛","40508","42571","90","0","0","0","0","0"
"1390","大地圣坛","40509","42572","90","0","0","0","0","0"
"1391","大地圣坛","40510","42573","90","0","0","0","0","0"
"1392","大地圣坛","40511","42574","90","0","0","0","0","0"
"1393","大地圣坛","40512","42575","90","0","0","0","0","0"
"1394","大地圣坛","40513","42576","90","0","0","0","0","0"
"1395","风之圣坛","40514","42577","90","0","0","0","0","0"
"1396","风之圣坛","40515","42578","90","0","0","0","0","0"
"1397","风之圣坛","40516","42579","90","0","0","0","0","0"
"1398","风之圣坛","40517","42580","90","0","0","0","0","0"
"1399","风之圣坛","40518","42581","90","0","0","0","0","0"
"1400","屠夫汉瓦尔","0","42591","89","0","0","0","0","0"
"1401","阿格莫祖尔","0","0","176","66","0","0","0","0"
"1402","焦躁的海魂","40548","42595","90","32","0","0","0","0"
"1404","小宝箱","33087","42628","88","0","0","0","0","0"
"1405","宝箱","33087","42629","88","0","0","0","0","0"
"1406","小宝箱","33087","42632","88","0","0","0","0","0"
"1407","邪焰喷发者","0","0","176","66","0","0","0","0"
"1408","巨型地狱火","0","0","176","66","0","0","0","0"
"1409","塞莉娅·灾火之主","0","42698","89","32","30","-30","0","0"
"1410","奥能女王柯拉","0","42699","89","32","30","-30","0","0"
"1411","奎因艾尔，冰风之主","0","42700","89","32","30","-30","0","0"
"1412","不得安宁的大师","40749","0","90","32","30","-30","0","0"
"1413","死亡之翼的宝物","0","39606","90","32","30","-30","0","0"
"1414","索格伦姆","0","0","176","66","0","0","0","0"
"1420","戈洛斯","0","0","176","66","0","0","0","0"
"1421","格尔萨克","0","0","176","66","0","0","0","0"
"1422","意志的考验","40831","42715","90","0","0","0","0","0"
"1423","永恒黑暗","40832","42716","90","0","0","0","0","0"
"1424","诸王之弓","40833","42717","90","0","0","0","0","0"
"1425","无数的死者","40834","42718","90","0","0","0","0","0"
"1426","未使用","0","42721","89","32","60","0","0","0"
"1427","伊达祖尔","0","0","176","66","0","0","0","0"
"1428","格尔高萨","0","0","176","66","0","0","0","0"
"1429","奥格罗克","0","0","176","66","0","0","0","0"
"1430","纳兹瓦尔","0","0","176","66","0","0","0","0"
"1431","阿克佐瑞克","0","0","176","66","0","0","0","0"
"1432","达尔格罗兹","0","0","176","66","0","0","0","0"
"1433","佐克维瑞尔","0","0","176","66","0","0","0","0"
"1436","邪能指挥官沃格罗斯","0","0","176","66","0","0","0","0"
"1438","库佐克","0","0","176","66","0","0","0","0"
"1439","谢多祖尔","0","0","176","66","0","0","0","0"
"1442","沙兰","0","42831","89","0","0","0","0","0"
"1443","小宝箱","33091","42958","88","0","30","-30","0","0"
"1444","恐怖指挥官伊索祖尔","0","0","176","66","0","0","0","0"
"1445","杜戈","0","0","176","66","0","0","0","0"
"1446","格拉姆","0","0","176","66","0","0","0","0"
"1447","巴尔佐罗克","0","0","176","66","0","0","0","0"
"1448","Warden Dungeon - Adventure - Dog Tags","41371","0","105","0","0","0","0","0"
"1449","征服者乌尔","0","0","176","66","0","0","0","0"
"1450","宝箱","0","43070","88","0","30","-30","0","0"
"1451","宝箱","0","43140","88","0","30","-30","0","0"
"1452","宝箱","0","43141","88","0","30","-30","0","0"
"1453","地劣魔攻击","0","43176","89","32","0","0","0","0"
"1454","小宝箱","33087","43187","88","0","0","0","0","0"
"1455","小宝箱","33087","43188","88","0","0","0","0","0"
"1456","闪闪发光的宝箱","33087","43189","88","0","0","0","0","0"
"1457","小宝箱","33087","43190","88","0","0","0","0","0"
"1458","小宝箱","33087","43191","88","0","0","0","0","0"
"1459","小宝箱","33087","43194","88","0","0","0","0","0"
"1460","宝箱","33087","43195","88","0","0","0","0","0"
"1461","宝箱","33087","43196","88","0","0","0","0","0"
"1462","小宝箱","33087","43205","88","0","0","0","0","0"
"1463","小宝箱","33087","43207","88","0","0","0","0","0"
"1464","宝箱","0","43142","88","0","30","-30","0","0"
"1465","宝箱","0","43143","88","0","30","-30","0","0"
"1466","宝箱","0","43144","88","0","30","-30","0","0"
"1467","宝箱","0","43120","88","0","30","-30","0","0"
"1468","宝箱","0","43149","88","0","30","-30","0","0"
"1469","宝箱","0","43150","88","0","30","-30","0","0"
"1470","宝箱","0","43111","88","0","30","-30","0","0"
"1471","宝箱","0","43147","88","0","30","-30","0","0"
"1472","宝箱","0","43148","88","0","30","-30","0","0"
"1473","闪闪发光的宝箱","0","43071","88","0","30","-30","0","0"
"1474","闪闪发光的宝箱","0","43145","88","0","30","-30","0","0"
"1475","闪闪发光的宝箱","0","43128","88","0","30","-30","0","0"
"1476","闪闪发光的宝箱","0","43146","88","0","30","-30","0","0"
"1477","闪闪发光的宝箱","0","43134","88","0","30","-30","0","0"
"1478","闪闪发光的宝箱","0","43135","88","0","30","-30","0","0"
"1479","小宝箱","33087","43208","88","0","0","0","0","0"
"1480","小宝箱","33087","43237","88","0","0","0","0","0"
"1481","小宝箱","33087","43238","88","0","0","0","0","0"
"1482","小宝箱","33087","43239","88","0","0","0","0","0"
"1483","小宝箱","33087","43240","88","0","0","0","0","0"
"1484","宝箱","33087","43246","88","0","0","0","0","0"
"1485","宝箱","33087","43255","88","0","0","0","0","0"
"1487","小宝箱","33087","43302","88","0","0","0","0","0"
"1488","小宝箱","33087","43304","88","0","0","0","0","0"
"1489","小宝箱","33087","43305","88","0","0","0","0","0"
"1490","小宝箱","33087","43306","88","0","0","0","0","0"
"1491","宝箱","33087","43307","88","0","0","0","0","0"
"1492","闪闪发光的宝箱","33087","43308","88","0","0","0","0","0"
"1493","赛尔达兹","0","0","176","66","0","0","0","0"
"1494","登陆场","41719","0","209","67","0","0","0","0"
"1495","烂眼","0","43342","89","0","50","0","0","0"
"1496","亡灵骑兵柯提斯","20068","43343","89","0","0","0","0","0"
"1497","魔导师法蒂斯","0","43348","89","32","0","0","0","0"
"1498","腐蚀者马尔戴斯","0","43351","89","32","0","0","0","0"
"1499","米奥妮克丝","0","43358","89","32","0","0","0","0"
"1500","攻城大师艾丁","0","43369","89","0","0","0","0","0"
"1501","扎特斯","0","0","176","66","0","0","0","0"
"1502","阿兹奥德","0","0","176","66","0","0","0","0"
"1503","腐烂使者维苏克斯","0","0","176","66","0","0","0","0"
"1504","巴哈加","0","43446","89","0","0","0","0","0"
"1505","邪恶的欧瑞斯","0","43449","89","32","0","0","0","0"
"1506","驯犬者胡克罗斯","41967","43480","89","70","150","-150","0","0"
"1507","奥术师莉兰德","0","43481","89","32","0","0","0","0"
"1508","劳伦","41988","43484","89","32","0","0","0","0"
"1509","卡德乌斯","0","43495","89","0","0","0","0","0"
"1510","潮爪","0","43542","89","0","0","0","0","0"
"1511","药剂师法德伦","42123","43580","89","32","0","0","0","0"
"1513","腐化的碎骨者","0","46101","89","0","0","0","0","0"
"1515","卫兵索艾尔","0","43597","89","0","0","0","0","0"
"1517","兰德尔","42198","43602","89","0","0","0","0","0"
"1518","兰德尔","0","43603","89","0","0","0","0","0"
"1519","伊克戴洛斯","0","0","176","66","0","0","0","0"
"1520","维卡洛兹","0","0","176","66","0","0","0","0"
"1521","泥脸","0","0","89","2","0","0","0","0"
"1522","白银之蛇","0","0","89","2","0","0","0","0"
"1523","鼠王","0","0","89","2","0","0","0","0"
"1524","魂魔塔格玛","45634","0","89","99","0","0","0","0"
"1525","疫喉","45635","0","89","99","0","0","0","0"
"1526","逐雾猎犬","45633","0","89","99","0","0","0","0"
"1527","恐怖船长塞顿","45630","0","92","67","0","0","0","0"
"1528","阿塔修斯","0","0","92","2","0","0","0","0"
"1529","威利玛","0","0","92","2","0","0","0","0"
"1530","奥术师玛洛迪","0","0","92","2","0","0","0","0"
"1531","拉格萨","0","0","89","0","0","0","0","0"
"1532","艾格尔·浪碾","0","0","89","0","0","0","0","0"
"1533","符文先知希格维德","0","0","89","0","0","0","0","0"
"1534","鲁尔夫·断骨","0","0","89","0","0","0","0","0"
"1535","缚魂者哈尔多拉","0","0","89","0","0","0","0","0"
"1536","女猎手艾丝蒂德","0","0","89","0","0","0","0","0"
"1537","被侵蚀的崩岩","0","0","89","0","0","0","0","0"
"1538","达昆船长","0","0","89","0","0","0","0","0"
"1539","巢母伊尔瓦","0","0","89","0","0","0","0","0"
"1540","哈尔弗丹","0","0","89","0","0","0","0","0"
