Id,FullName,ShortName,GroupFinderCategoryId,OrderIndex,GroupFinderActivityGrpId,MinLevel,MaxLevelSuggestion,Flags,MinGearLevelSuggestion,MapId,DifficultyId,AreaId,MaxPlayers,DisplayType
"311","The Ruby Sanctum (25 Heroic)","25 Heroic","3","0","74","80","80","35","0","724","6","0","25","0"
"313","Blackwing Descent (10 Normal)","10 Normal","3","0","75","85","85","35","0","669","3","0","10","0"
"316","Blackwing Descent (25 Normal)","25 Normal","3","0","75","85","85","35","0","669","4","0","25","0"
"317","Blackwing Descent (10 Heroic)","10 Heroic","3","0","75","85","85","35","0","669","5","0","10","0"
"318","Blackwing Descent (25 Heroic)","25 Heroic","3","0","75","85","85","35","0","669","6","0","25","0"
"319","The Bastion of Twilight (10 Normal)","10 Normal","3","0","76","85","85","35","0","671","3","0","10","0"
"320","The Bastion of Twilight (10 Heroic)","10 Heroic","3","0","76","85","85","35","0","671","5","0","10","0"
"321","The Bastion of Twilight (25 Heroic)","25 Heroic","3","0","76","85","85","35","0","671","6","0","25","0"
"322","The Bastion of Twilight (25 Normal)","25 Normal","3","0","76","85","85","35","0","671","4","0","25","0"
"323","Throne of the Four Winds (10 Normal)","10 Normal","3","0","77","85","85","35","0","754","3","0","10","0"
"324","Throne of the Four Winds (10 Heroic)","10 Heroic","3","0","77","85","85","35","0","754","5","0","10","0"
"325","Throne of the Four Winds (25 Heroic)","25 Heroic","3","0","77","85","85","35","0","754","6","0","25","0"
"326","Throne of the Four Winds (25 Normal)","25 Normal","3","0","77","85","85","35","0","754","4","0","25","0"
"327","Firelands (10 Normal)","10 Normal","3","0","78","85","85","35","0","720","3","0","10","0"
"328","Firelands (10 Heroic)","10 Heroic","3","0","78","85","85","35","0","720","5","0","10","0"
"329","Firelands (25 Normal)","25 Normal","3","0","78","85","85","35","0","720","4","0","25","0"
"330","Firelands (25 Heroic)","25 Heroic","3","0","78","85","85","35","0","720","6","0","25","0"
"331","Dragon Soul (10 Normal)","10 Normal","3","0","79","85","85","35","0","967","3","0","10","0"
"332","Dragon Soul (10 Heroic)","10 Heroic","3","0","79","85","85","35","0","967","5","0","10","0"
"333","Dragon Soul (25 Heroic)","25 Heroic","3","0","79","85","85","35","0","967","6","0","25","0"
"334","Dragon Soul (25 Normal)","25 Normal","3","0","79","85","85","35","0","967","4","0","25","0"
"335","Mogu'shan Vaults (10 Normal)","10 Normal","3","0","80","90","90","35","0","1008","3","0","10","0"
"336","Mogu'shan Vaults (10 Heroic)","10 Heroic","3","0","80","90","90","35","0","1008","5","0","10","0"
"337","Mogu'shan Vaults (25 Normal)","25 Normal","3","0","80","90","90","35","0","1008","4","0","25","0"
"338","Mogu'shan Vaults (25 Heroic)","25 Heroic","3","0","80","90","90","35","0","1008","6","0","25","0"
"339","Heart of Fear (10 Normal)","10 Normal","3","0","81","90","90","35","0","1009","3","0","10","0"
"340","Heart of Fear (10 Heroic)","10 Heroic","3","0","81","90","90","35","0","1009","5","0","10","0"
"341","Heart of Fear (25 Normal)","25 Normal","3","0","81","90","90","35","0","1009","4","0","25","0"
"342","Heart of Fear (25 Heroic)","25 Heroic","3","0","81","90","90","35","0","1009","6","0","25","0"
"343","Terrace of Endless Spring (10 Normal)","10 Normal","3","0","82","90","90","35","0","996","3","0","10","0"
"344","Terrace of Endless Spring (10 Heroic)","10 Heroic","3","0","82","90","90","35","0","996","5","0","10","0"
"345","Terrace of Endless Spring (25 Normal)","25 Normal","3","0","82","90","90","35","0","996","4","0","25","0"
"346","Terrace of Endless Spring (25 Heroic)","25 Heroic","3","0","82","90","90","35","0","996","6","0","25","0"
"347","Throne of Thunder (10 Normal)","10 Normal","3","1","83","90","90","35","0","1098","3","0","10","0"
"348","Throne of Thunder (10 Heroic)","10 Heroic","3","3","83","90","90","35","0","1098","5","0","10","0"
"349","Throne of Thunder (25 Heroic)","25 Heroic","3","4","83","90","90","35","0","1098","6","0","25","0"
"350","Throne of Thunder (25 Normal)","25 Normal","3","2","83","90","90","35","0","1098","4","0","25","0"
"351","Battlegrounds","Battlegrounds","8","0","0","20","29","36","0","0","0","0","5","1"
"352","Battlegrounds","Battlegrounds","8","0","0","30","39","36","0","0","0","0","5","1"
"353","Battlegrounds","Battlegrounds","8","0","0","40","49","36","0","0","0","0","5","1"
"354","Battlegrounds","Battlegrounds","8","0","0","50","59","36","0","0","0","0","5","1"
"355","Battlegrounds","Battlegrounds","8","0","0","60","69","36","0","0","0","0","5","1"
"356","Battlegrounds","Battlegrounds","8","0","0","70","79","36","0","0","0","0","5","1"
"357","Battlegrounds","Battlegrounds","8","0","0","80","89","36","0","0","0","0","5","1"
"358","Battlegrounds","Battlegrounds","8","0","0","90","99","36","0","0","0","0","5","1"
"359","Battlegrounds","Battlegrounds","8","0","0","100","0","36","0","0","0","0","5","1"
"360","Arena Skirmish (3v3)","3v3","7","0","0","90","99","36","0","0","0","0","3","2"
"362","Random Pandaria Scenario (Heroic)","Heroic","5","0","107","90","90","34","483","870","11","0","3","1"
"363","Random Pandaria Dungeon (Normal)","Normal","2","0","84","85","90","98","0","870","1","0","5","1"
"364","Random Pandaria Dungeon (Heroic)","Heroic","2","0","84","90","90","98","0","870","2","0","5","1"
"365","Theramore's Fall","Theramore's Fall","5","0","0","90","90","34","0","1000","12","0","3","1"
"366","Battle on the High Seas (Normal)","Normal","5","0","103","90","90","34","0","1099","12","0","3","1"
"367","Battle on the High Seas (Heroic)","Heroic","5","0","103","90","90","34","483","1099","11","0","3","1"
"368","Blood in the Snow (Normal)","Normal","5","0","104","90","90","34","0","1130","12","0","3","1"
"369","Blood in the Snow (Heroic)","Heroic","5","0","104","90","90","34","483","1130","11","0","3","1"
"370","A Brewing Storm (Normal)","Normal","5","0","102","90","90","34","0","1005","12","0","3","1"
"371","A Brewing Storm (Heroic)","Heroic","5","0","102","90","90","34","483","1005","11","0","3","1"
"372","Brewmoon Festival","Brewmoon Festival","5","0","0","90","90","34","0","1051","12","0","3","1"
"373","Dagger in the Dark","Dagger in the Dark","5","0","0","90","90","34","0","1095","12","0","3","1"
"374","Domination Point","Domination Point","5","0","0","90","90","34","0","1102","12","0","3","1"
"375","Lion's Landing","Lion's Landing","5","0","0","90","90","34","0","1103","12","0","3","1"
"376","Crypt of Forgotten Kings (Normal)","Normal","5","0","105","90","90","34","0","1030","12","0","3","1"
"377","Crypt of Forgotten Kings (Heroic)","Heroic","5","0","105","90","90","34","483","1030","11","0","3","1"
"378","Greenstone Village","Greenstone Village","5","0","0","90","90","34","0","1024","12","0","3","1"
"379","Unga Ingoo","Unga Ingoo","5","0","0","90","90","34","0","1048","12","0","3","1"
"380","Assault on Zan'vess","Assault on Zan'vess","5","0","0","90","90","34","0","1050","12","0","3","1"
"381","Dark Heart of Pandaria (Normal)","Normal","5","0","106","90","90","34","0","1144","12","0","3","1"
"382","Dark Heart of Pandaria (Heroic)","Heroic","5","0","106","90","90","34","483","1144","11","0","3","1"
"383","A Little Patience","A Little Patience","5","0","0","90","90","34","0","1104","12","0","3","1"
"384","The Secrets of Ragefire (Normal)","Normal","5","0","108","90","90","34","0","1131","12","0","3","1"
"385","The Secrets of Ragefire (Heroic)","Heroic","5","0","108","90","90","34","483","1131","11","0","3","1"
"386","Arena of Annihilation","Arena of Annihilation","5","0","0","90","90","34","0","1031","12","0","3","1"
"389","Arena Skirmish (2v2)","2v2","7","0","0","100","109","36","0","0","0","0","2","2"
"390","Arena Skirmish (3v3)","3v3","7","0","0","100","109","36","0","0","0","0","3","2"
"391","Arena Skirmish (2v2)","2v2","7","0","0","80","89","36","0","0","0","0","2","2"
"392","Arena Skirmish (3v3)","3v3","7","0","0","80","89","36","0","0","0","0","3","2"
"393","Arena Skirmish (2v2)","2v2","7","0","0","70","79","36","0","0","0","0","2","2"
"394","Arena Skirmish (3v3)","3v3","7","0","0","70","79","36","0","0","0","0","3","2"
"395","Random Warlords Dungeon (Normal)","Normal","2","0","109","90","100","98","0","1116","1","0","5","1"
"396","Random Warlords Dungeon (Heroic)","Heroic","2","0","109","100","100","98","0","1116","2","0","5","1"
"397","World Bosses (Pandaria)","World Bosses","3","0","0","90","90","291","0","870","0","0","40","0"
"398","World Bosses (Draenor)","World Bosses","3","0","0","100","100","291","0","1116","0","0","40","0"
"399","Highmaul (Mythic)","Mythic","3","0","14","100","100","35","0","1228","16","0","20","0"
"400","Blackrock Foundry (Mythic)","Mythic","3","0","15","100","100","35","0","1205","16","0","20","0"
"401","Bloodmaul Slag Mines (Mythic)","Mythic","2","3","6","100","100","99","0","1175","23","0","5","1"
"402","Iron Docks (Mythic)","Mythic","2","3","7","100","100","99","0","1195","23","0","5","1"
"403","Auchindoun (Mythic)","Mythic","2","3","8","100","100","99","0","1182","23","0","5","1"
"404","Skyreach (Mythic)","Mythic","2","3","9","100","100","99","0","1209","23","0","5","1"
"405","Grimrail Depot (Mythic)","Mythic","2","3","10","100","100","99","0","1208","23","0","5","1"
"406","The Everbloom (Mythic)","Mythic","2","3","11","100","100","99","0","1279","23","0","5","1"
"407","Shadowmoon Burial Grounds (Mythic)","Mythic","2","3","12","100","100","99","0","1176","23","0","5","1"
"408","Upper Blackrock Spire (Mythic)","Mythic","2","3","13","100","100","99","0","1358","23","0","5","1"
"409","Hellfire Citadel (Normal)","Normal","3","0","110","100","100","35","0","1448","14","0","30","0"
"410","Hellfire Citadel (Heroic)","Heroic","3","0","110","100","100","35","0","1448","15","0","30","0"
"411","Tanaan Jungle","Tanaan Jungle","1","0","68","100","100","258","0","0","0","6723","0","4"
"412","Hellfire Citadel (Mythic)","Mythic","3","0","110","100","100","35","0","1448","16","0","20","0"
"413","Emerald Nightmare (Normal)","Normal","3","0","122","110","110","35","180","1520","14","0","30","0"
"414","Emerald Nightmare (Heroic)","Heroic","3","1","122","110","110","35","170","1520","15","0","30","0"
"415","The Nighthold (Normal)","Normal","3","1","123","110","110","35","170","1530","14","0","30","0"
"416","The Nighthold (Heroic)","Heroic","3","2","123","110","110","35","180","1530","15","0","30","0"
"417","Random Legion Dungeon (Normal)","Normal","2","0","111","100","110","98","0","1220","1","0","5","1"
"418","Random Legion Dungeon (Heroic)","Heroic","2","2","111","110","110","98","160","1220","2","0","5","1"
"419","Azsuna","Azsuna","1","0","124","98","110","258","0","0","0","7334","0","4"
"420","Val'sharah","Val'sharah","1","0","124","98","110","258","0","0","0","7558","0","4"
"421","Highmountain","Highmountain","1","0","124","98","110","258","0","0","0","7503","0","4"
"422","Stormheim","Stormheim","1","0","124","98","110","258","0","0","0","7541","0","4"
"423","Suramar","Suramar","1","0","124","110","110","258","0","0","0","7637","0","4"
"424","Battlegrounds","Battlegrounds","8","0","0","110","0","36","0","0","0","0","5","1"
"425","Eye of Azshara (Normal)","Normal","2","1","112","98","110","99","0","1456","1","0","5","1"
"426","Darkheart Thicket (Normal)","Normal","2","2","113","98","110","99","0","1466","1","0","5","1"
"427","Halls of Valor (Normal)","Normal","2","4","114","98","110","99","0","1477","1","0","5","1"
"428","Neltharion's Lair (Normal)","Normal","2","3","115","98","110","99","0","1458","1","0","5","1"
"429","Assault on Violet Hold (Normal)","Normal","2","5","116","105","110","99","0","1544","1","0","5","1"
"430","Black Rook Hold (Normal)","Normal","2","7","118","110","110","99","0","1501","1","0","5","1"
"431","Vault of the Wardens (Normal)","Normal","2","6","117","110","110","99","0","1493","1","0","5","1"
"432","Maw of Souls (Normal)","Normal","2","8","119","110","110","99","0","1492","1","0","5","1"
"433","Court of Stars (Normal)","Normal","2","9","120","110","110","99","0","1571","1","0","5","1"
"434","The Arcway (Normal)","Normal","2","10","121","110","110","99","0","1516","1","0","5","1"
"435","Eye of Azshara (Heroic)","Heroic","2","1","112","110","110","99","160","1456","2","0","5","1"
"436","Darkheart Thicket (Heroic)","Heroic","2","2","113","110","110","99","160","1466","2","0","5","1"
"437","Halls of Valor (Heroic)","Heroic","2","4","114","110","110","99","160","1477","2","0","5","1"
"438","Neltharion's Lair (Heroic)","Heroic","2","3","115","110","110","99","160","1458","2","0","5","1"
"439","Assault on Violet Hold (Heroic)","Heroic","2","5","116","110","110","99","160","1544","2","0","5","1"
"440","Black Rook Hold (Heroic)","Heroic","2","7","118","110","110","99","160","1501","2","0","5","1"
"441","Vault of the Wardens (Heroic)","Heroic","2","6","117","110","110","99","160","1493","2","0","5","1"
"442","Maw of Souls (Heroic)","Heroic","2","8","119","110","110","99","160","1492","2","0","5","1"
"443","Court of Stars (Heroic)","Heroic","2","9","120","110","110","99","160","1571","2","0","5","1"
"444","The Arcway (Heroic)","Heroic","2","10","121","110","110","99","160","1516","2","0","5","1"
"445","Eye of Azshara (Mythic)","Mythic","2","1","112","110","110","99","180","1456","23","0","5","1"
"446","Darkheart Thicket (Mythic)","Mythic","2","2","113","110","110","99","180","1466","23","0","5","1"
"447","Halls of Valor (Mythic)","Mythic","2","4","114","110","110","99","180","1477","23","0","5","1"
"448","Neltharion's Lair (Mythic)","Mythic","2","3","115","110","110","99","180","1458","23","0","5","1"
"449","Assault on Violet Hold (Mythic)","Mythic","2","5","116","110","110","99","180","1544","23","0","5","1"
"450","Black Rook Hold (Mythic)","Mythic","2","7","118","110","110","99","180","1501","23","0","5","1"
"451","Vault of the Wardens (Mythic)","Mythic","2","6","117","110","110","99","180","1493","23","0","5","1"
"452","Maw of Souls (Mythic)","Mythic","2","8","119","110","110","99","180","1492","23","0","5","1"
"453","Court of Stars (Mythic)","Mythic","2","9","120","110","110","99","180","1571","23","0","5","1"
"454","The Arcway (Mythic)","Mythic","2","10","121","110","110","99","180","1516","23","0","5","1"
"455","Return to Karazhan (Mythic)","Mythic","2","11","125","110","110","99","180","1651","23","0","5","1"
"456","Trial of Valor (Normal)","Normal","3","3","126","110","110","35","170","1648","14","0","30","0"
"457","Trial of Valor (Heroic)","Heroic","3","4","126","110","110","35","170","1648","15","0","30","0"
"458","World Bosses (Legion)","World Bosses","3","0","0","110","110","291","0","1220","0","0","40","0"
"459","Eye of Azshara (Mythic Keystone)","Mythic+","2","1","112","110","110","195","190","1456","8","0","5","1"
"460","Darkheart Thicket (Mythic Keystone)","Mythic+","2","2","113","110","110","195","190","1466","8","0","5","1"
"461","Halls of Valor (Mythic Keystone)","Mythic+","2","4","114","110","110","195","190","1477","8","0","5","1"
"462","Neltharion's Lair (Mythic Keystone)","Mythic+","2","3","115","110","110","195","190","1458","8","0","5","1"
"463","Black Rook Hold (Mythic Keystone)","Mythic+","2","7","118","110","110","227","190","1501","23","0","5","1"
"464","Vault of the Wardens (Mythic Keystone)","Mythic+","2","6","117","110","110","195","190","1493","8","0","5","1"
"465","Maw of Souls (Mythic Keystone)","Mythic+","2","8","119","110","110","195","190","1492","8","0","5","1"
"466","Court of Stars (Mythic Keystone)","Mythic+","2","9","120","110","110","195","190","1571","8","0","5","1"
"467","The Arcway (Mythic Keystone)","Mythic+","2","10","121","110","110","195","190","1516","8","0","5","1"
"468","Emerald Nightmare (Mythic)","Mythic","3","2","122","110","110","35","175","1520","16","0","20","0"
"469","Broken Shore","Broken Shore","1","0","124","110","110","258","0","0","0","7543","0","4"
"470","Lower Karazhan (Heroic)","Heroic","2","11","127","110","110","99","160","1651","2","0","5","1"
"471","Lower Karazhan (Mythic Keystone)","Mythic+","2","11","127","110","110","195","180","1651","8","0","5","1"
"472","Upper Karazhan (Heroic)","Heroic","2","12","128","110","110","99","160","1651","2","0","5","1"
"473","Upper Karazhan (Mythic Keystone)","Mythic+","2","12","128","110","110","195","180","1651","8","0","5","1"
"474","Cathedral of Eternal Night (Heroic)","Heroic","2","13","129","110","110","99","160","1677","2","0","5","1"
"475","Cathedral of Eternal Night (Mythic)","Mythic","2","13","129","110","110","99","190","1677","23","0","5","1"
"476","Cathedral of Eternal Night (Mythic Keystone)","Mythic+","2","13","129","110","110","195","190","1677","8","0","5","1"
"478","Tomb of Sargeras (Heroic)","Heroic","3","8","131","110","110","35","190","1676","15","0","30","0"
"479","Tomb of Sargeras (Normal)","Normal","3","7","131","110","110","35","185","1676","14","0","30","0"
"480","Trial of Valor (Mythic)","Mythic","3","3","126","110","110","35","175","1648","16","0","20","0"
"481","The Nighthold (Mythic)","Mythic","3","3","123","110","110","35","185","1530","16","0","20","0"
"482","Antorus, the Burning Throne (Normal)","Normal","3","9","132","110","110","35","195","1712","14","0","30","0"
"483","Antorus, the Burning Throne (Heroic)","Heroic","3","10","132","110","110","35","210","1712","15","0","30","0"
"484","Seat of the Triumvirate (Heroic)","Heroic","2","14","133","110","110","99","160","1753","2","0","5","1"
"485","Seat of the Triumvirate (Mythic)","Mythic","2","14","133","110","110","99","190","1753","23","0","5","1"
"486","Seat of the Triumvirate (Mythic Keystone)","Mythic+","2","14","133","110","110","195","190","1753","8","0","5","1"
"487","Krokuun","Krokuun","1","0","134","110","110","258","0","0","0","8574","0","4"
"488","Antoran Wastes","Antoran Wastes","1","0","134","110","110","258","0","0","0","8899","0","4"
"489","Mac'Aree","Mac'Aree","1","0","134","110","110","258","0","0","0","8701","0","4"
"490","Arena Skirmish (3v3)","3v3","7","0","0","110","110","36","0","0","0","0","3","2"
"491","Arena Skirmish (2v2)","2v2","7","0","0","110","110","36","0","0","0","0","2","2"
"492","Tomb of Sargeras (Mythic)","Mythic","3","9","131","110","110","35","195","1676","16","0","20","0"
"493","Antorus, the Burning Throne (Mythic)","Mythic","3","11","132","110","110","35","225","1712","16","0","20","0"
"494","Uldir (Normal)","Normal","3","1","135","120","120","35","330","1861","14","0","30","0"
"495","Uldir (Heroic)","Heroic","3","2","135","120","120","35","345","1861","15","0","30","0"
"496","Uldir (Mythic)","Mythic","3","3","135","120","120","35","360","1861","16","0","30","0"
"497","Random Battle for Azeroth Dungeon (Normal)","Normal","2","0","136","110","119","98","0","1642","1","0","5","1"
"498","Random Battle for Azeroth Dungeon (Heroic)","Heroic","2","2","136","120","120","98","280","1642","2","0","5","1"
"499","Atal'Dazar (Mythic)","Mythic","2","3","137","120","120","99","325","1763","23","0","5","1"
"500","Atal'Dazar (Heroic)","Heroic","2","2","137","120","120","99","310","1763","2","0","5","1"
"501","Atal'Dazar (Normal)","Normal","2","1","137","108","119","99","0","1763","1","0","5","1"
"502","Atal'Dazar (Mythic Keystone)","Mythic+","2","4","137","120","120","195","340","1763","8","0","5","1"
"503","Temple of Sethraliss (Normal)","Normal","2","1","139","108","119","99","0","1877","1","0","5","1"
"504","Temple of Sethraliss (Mythic Keystone)","Mythic+","2","4","139","120","120","195","340","1877","8","0","5","1"
"505","Temple of Sethraliss (Heroic)","Heroic","2","2","139","120","120","99","310","1877","2","0","5","1"
"506","The Underrot (Normal)","Normal","2","1","138","108","119","99","0","1841","1","0","5","1"
"507","The Underrot (Mythic Keystone)","Mythic+","2","4","138","120","120","195","340","1841","8","0","5","1"
"508","The Underrot (Heroic)","Heroic","2","2","138","120","120","99","310","1841","2","0","5","1"
"509","THE MOTHERLODE (Normal)","Normal","2","1","140","108","119","99","0","1594","1","0","5","1"
"510","THE MOTHERLODE (Mythic Keystone)","Mythic+","2","4","140","120","120","195","340","1594","8","0","5","1"
"511","THE MOTHERLODE (Heroic)","Heroic","2","2","140","120","120","99","310","1594","2","0","5","1"
"512","Kings' Rest (Normal)","Normal","2","1","141","120","120","99","0","1762","1","0","5","1"
"513","Kings' Rest (Mythic)","Mythic","2","3","141","120","120","99","325","1762","23","0","5","1"
"514","Kings' Rest (Mythic Keystone)","Mythic+","2","4","141","120","120","195","340","1762","8","0","5","1"
"515","Kings' Rest (Heroic)","Heroic","2","1","141","120","120","99","310","1762","2","0","5","1"
"516","Freehold (Normal)","Normal","2","1","142","108","119","99","0","1754","1","0","5","1"
"517","Freehold (Mythic)","Mythic","2","3","142","120","120","99","325","1754","23","0","5","1"
"518","Freehold (Mythic Keystone)","Mythic+","2","4","142","120","120","195","340","1754","8","0","5","1"
"519","Freehold (Heroic)","Heroic","2","2","142","120","120","99","310","1754","2","0","5","1"
"520","Shrine of the Storm (Normal)","Normal","2","1","143","108","119","99","0","1864","1","0","5","1"
"521","Shrine of the Storm (Mythic)","Mythic","2","3","143","120","120","99","325","1864","23","0","5","1"
"522","Shrine of the Storm (Mythic Keystone)","Mythic+","2","4","143","120","120","195","340","1864","8","0","5","1"
"523","Shrine of the Storm (Heroic)","Heroic","2","2","143","120","120","99","310","1864","2","0","5","1"
"524","Tol Dagor (Normal)","Normal","2","1","144","108","119","99","270","1771","1","0","5","1"
"525","Tol Dagor (Mythic)","Mythic","2","3","144","120","120","99","325","1771","23","0","5","1"
"526","Tol Dagor (Mythic Keystone)","Mythic+","2","4","144","120","120","195","340","1771","8","0","5","1"
"527","Tol Dagor (Heroic)","Heroic","2","2","144","120","120","99","310","1771","2","0","5","1"
"528","Waycrest Manor (Normal)","Normal","2","1","145","108","119","99","0","1862","1","0","5","1"
"529","Waycrest Manor (Mythic)","Mythic","2","3","145","120","120","99","325","1862","23","0","5","1"
"530","Waycrest Manor (Mythic Keystone)","Mythic+","2","4","145","120","120","195","340","1862","8","0","5","1"
"531","Waycrest Manor (Heroic)","Heroic","2","2","145","120","120","99","310","1862","2","0","5","1"
"532","Siege of Boralus (Normal)","Normal","2","1","146","120","120","99","0","1822","1","0","5","1"
"533","Siege of Boralus (Mythic)","Mythic","2","3","146","120","120","99","325","1822","23","0","5","1"
"534","Siege of Boralus (Mythic Keystone)","Mythic+","2","4","146","120","120","195","340","1822","8","0","5","1"
"535","Siege of Boralus (Heroic)","Heroic","2","1","146","120","120","99","310","1822","2","0","5","1"
"536","Waycrest Manor (Normal)","Normal","2","1","145","120","120","99","270","1862","1","0","5","1"
"537","Tol Dagor (Normal)","Normal","2","1","144","120","120","99","0","1771","1","0","5","1"
"538","Shrine of the Storm (Normal)","Normal","2","1","143","120","120","99","270","1864","1","0","5","1"
"539","Freehold (Normal)","Normal","2","1","142","120","120","99","270","1754","1","0","5","1"
"540","THE MOTHERLODE (Normal)","Normal","2","1","140","120","120","99","270","1594","1","0","5","1"
"541","The Underrot (Normal)","Normal","2","1","138","120","120","99","270","1841","1","0","5","1"
"542","Temple of Sethraliss (Normal)","Normal","2","1","139","120","120","99","270","1877","1","0","5","1"
"543","Atal'Dazar (Normal)","Normal","2","1","137","120","120","99","270","1763","1","0","5","1"
"644","The Underrot (Mythic)","Mythic","2","3","138","120","120","99","325","1841","23","0","5","1"
"645","Temple of Sethraliss (Mythic)","Mythic","2","3","139","120","120","195","325","1877","23","0","5","1"
"646","THE MOTHERLODE (Mythic)","Mythic","2","3","140","120","120","195","325","1594","8","0","5","1"
"647","Tiragarde Sound","Tiragarde Sound","1","0","247","110","120","258","0","0","0","8567","0","4"
"648","Drustvar","Drustvar","1","0","247","110","120","258","0","0","0","8721","0","4"
"649","Stormsong Valley","Stormsong Valley","1","0","247","110","120","258","0","0","0","9042","0","4"
"650","Zuldazar","Zuldazar","1","0","248","110","120","258","0","0","0","8499","0","4"
"651","Nazmir","Nazmir","1","0","248","110","120","258","0","0","0","8500","0","4"
"652","Vol'dun","Vol'dun","1","0","248","110","120","258","0","0","0","8501","0","4"
"653","Random Island (Normal)","Normal","111","0","249","116","120","34","280","0","38","0","3","4"
"654","Random Island (Heroic)","Heroic","111","0","249","120","120","34","310","0","39","0","3","4"
"655","Random Island (Mythic)","Mythic","111","0","249","120","120","34","325","0","40","0","3","4"
"657","World Bosses (Battle for Azeroth)","World Bosses","3","0","0","120","120","291","0","0","0","0","40","0"
"662","Random Island (PvP)","PvP","111","0","249","120","120","38","325","0","45","0","3","4"
"663","Battle of Dazar'alor (Normal)","Normal","3","1","251","120","120","35","360","2070","14","0","30","0"
"664","Battle of Dazar'alor (Heroic)","Heroic","3","2","251","120","120","35","375","2070","15","0","30","0"
"665","Battle of Dazar'alor (Mythic)","Mythic","3","3","251","120","120","35","390","2070","16","0","30","0"
"666","Crucible of Storms (Mythic)","Mythic","3","3","252","120","120","35","390","2096","16","0","30","0"
"667","Crucible of Storms (Heroic)","Heroic","3","2","252","120","120","35","375","2096","15","0","30","0"
"668","Crucible of Storms (Normal)","Normal","3","1","252","120","120","35","360","2096","14","0","30","0"
"669","Operation: Mechagon (Mythic)","Mythic","2","3","253","120","120","99","325","2097","23","0","5","1"
"670","The Eternal Palace (Mythic)","Mythic","3","3","254","120","120","35","435","2164","16","0","30","0"
"671","The Eternal Palace (Heroic)","Heroic","3","2","254","120","120","35","415","2164","15","0","30","0"
"672","The Eternal Palace (Normal)","Normal","3","1","254","120","120","35","400","2164","14","0","30","0"
"673","Battle for Stromgarde (Heroic)","Heroic","3","2","255","120","120","35","415","1804","15","0","30","0"
"674","Nazjatar","Nazjatar","1","0","248","120","120","258","0","0","0","10052","0","4"
"675","Mechagon","Mechagon","1","3","247","120","120","258","0","0","0","10290","0","4"
"676","Firelands (Normal)","Normal","3","1","78","85","85","34","0","720","14","0","30","0"
"677","Firelands (Heroic)","Heroic","3","1","78","85","85","34","0","720","15","0","30","0"
"679","Mechagon Junkyard (Mythic Keystone)","Mythic+","2","4","256","120","120","195","340","2097","8","0","5","1"
"682","Mechagon Junkyard (Heroic)","Heroic","2","2","256","120","120","99","310","2097","2","0","5","1"
"683","Mechagon Workshop (Mythic Keystone)","Mythic+","2","4","257","120","120","195","340","2097","8","0","5","1"
"684","Mechagon Workshop (Heroic)","Heroic","2","2","257","120","120","99","310","2097","2","0","5","1"
"685","Ny'alotha, the Waking City (Mythic)","Mythic","3","3","258","120","120","35","465","2217","16","0","20","0"
"686","Ny'alotha, the Waking City (Heroic)","Heroic","3","2","258","120","120","35","445","2217","15","0","30","0"
"687","Ny'alotha, the Waking City (Normal)","Normal","3","1","258","120","120","35","430","2217","14","0","30","0"
"660","Kings' Rest (Mythic)","Mythic","2","3","141","120","120","99","325","1762","23","0","5","1"
"661","Kings' Rest (Mythic Keystone)","Mythic+","2","4","141","120","120","195","340","1762","8","0","5","1"
"658","Siege of Boralus (Mythic)","Mythic","2","3","146","120","120","99","325","1822","23","0","5","1"
"659","Siege of Boralus (Mythic Keystone)","Mythic+","2","4","146","120","120","195","340","1822","8","0","5","1"
