Id,EffectDescription,AuraDescription,SpellEffectType,AuraEffectType,PointsSign,TargetType,SchoolMask,EffectOrderIndex,AuraOrderIndex
"365","每$t@effectindex秒对施法者周围$A@effectindex内的所有敌人造成$s@effectindex点神圣伤害，持续$d。","每$t@effectindex秒受到$s@effectindex点神圣伤害。","6","3","1","7","2","0","0"
"366","每$t@effectindex秒对施法者周围$A@effectindex内的所有敌人造成$s@effectindex点火焰伤害，持续$d。","每$t@effectindex秒受到$s@effectindex点火焰伤害。","6","3","1","7","4","0","0"
"367","每$t@effectindex秒对施法者周围$A@effectindex内的所有敌人造成$s@effectindex点自然伤害，持续$d。","每$t@effectindex秒受到$s@effectindex点自然伤害。","6","3","1","7","8","0","0"
"368","每$t@effectindex秒对施法者周围$A@effectindex内的所有敌人造成$s@effectindex点冰霜伤害，持续$d。","每$t@effectindex秒受到$s@effectindex点冰霜伤害。","6","3","1","7","16","0","0"
"369","每$t@effectindex秒对施法者周围$A@effectindex内的所有敌人造成$s@effectindex点奥术伤害，持续$d。","每$t@effectindex秒受到$s@effectindex点奥术伤害。","6","3","1","7","64","0","0"
"370","每$t@effectindex秒对施法者周围$A@effectindex内的所有敌人造成$s@effectindex点混乱伤害，持续$d。","每$t@effectindex秒受到$s@effectindex点混乱伤害。","6","3","1","7","127","0","0"
"371","每$t@effectindex秒对施法者周围$A@effectindex内的所有敌人造成$s@effectindex点混乱伤害，持续$d。","每$t@effectindex秒受到$s@effectindex点混乱伤害。","6","3","1","5","127","0","0"
"372","每$t@effectindex秒对施法者周围$A@effectindex内的所有敌人造成$s@effectindex点奥术伤害，持续$d。","每$t@effectindex秒受到$s@effectindex点奥术伤害。","6","3","1","5","64","0","0"
"373","每$t@effectindex秒对施法者周围$A@effectindex内的所有敌人造成$s@effectindex点冰霜伤害，持续$d。","每$t@effectindex秒受到$s@effectindex点冰霜伤害。","6","3","1","5","16","0","0"
"374","每$t@effectindex秒对施法者周围$A@effectindex内的所有敌人造成$s@effectindex点自然伤害，持续$d。","每$t@effectindex秒受到$s@effectindex点自然伤害。","6","3","1","5","8","0","0"
"375","每$t@effectindex秒对施法者周围$A@effectindex内的所有敌人造成$s@effectindex点火焰伤害，持续$d。","每$t@effectindex秒受到$s@effectindex点火焰伤害。","6","3","1","5","4","0","0"
"376","每$t@effectindex秒对施法者周围$A@effectindex内的所有敌人造成$s@effectindex点神圣伤害，持续$d。","每$t@effectindex秒受到$s@effectindex点神圣伤害。","6","3","1","5","2","0","0"
"377","每$t@effectindex秒对施法者周围$A@effectindex内的所有敌人造成$s@effectindex点物理伤害，持续$d。","每$t@effectindex秒受到$s@effectindex点物理伤害。","6","3","1","5","1","0","0"
"378","每$t@effectindex秒对施法者周围$A@effectindex内的所有敌人造成$s@effectindex点暗影伤害，持续$d。","每$t@effectindex秒受到$s@effectindex点暗影伤害。","6","3","1","5","32","0","0"
"379","每$t@effectindex秒对施法者前方的所有敌人造成$s@effectindex点暗影伤害，持续$d。","每$t@effectindex秒受到$s@effectindex点暗影伤害。","6","3","1","9","32","0","0"
"380","每$t@effectindex秒对施法者前方的所有敌人造成$s@effectindex点物理伤害，持续$d。","每$t@effectindex秒受到$s@effectindex点物理伤害。","6","3","1","9","1","0","0"
"381","每$t@effectindex秒对施法者前方的所有敌人造成$s@effectindex点神圣伤害，持续$d。","每$t@effectindex秒受到$s@effectindex点神圣伤害。","6","3","1","9","2","0","0"
"382","每$t@effectindex秒对施法者前方的所有敌人造成$s@effectindex点火焰伤害，持续$d。","每$t@effectindex秒受到$s@effectindex点火焰伤害。","6","3","1","9","4","0","0"
"383","每$t@effectindex秒对施法者前方的所有敌人造成$s@effectindex点自然伤害，持续$d。","每$t@effectindex秒受到$s@effectindex点自然伤害。","6","3","1","9","8","0","0"
"384","每$t@effectindex秒对施法者前方的所有敌人造成$s@effectindex点冰霜伤害，持续$d。","每$t@effectindex秒受到$s@effectindex点冰霜伤害。","6","3","1","9","16","0","0"
"385","每$t@effectindex秒对施法者前方的所有敌人造成$s@effectindex点奥术伤害，持续$d。","每$t@effectindex秒受到$s@effectindex点奥术伤害。","6","3","1","9","64","0","0"
"386","每$t@effectindex秒对施法者前方的所有敌人造成$s@effectindex点混乱伤害，持续$d。","每$t@effectindex秒受到$s@effectindex点混乱伤害。","6","3","1","9","127","0","0"
"387","使施法者周围$A@effectindex码内的敌人迷惑$d。","被迷惑。","6","5","0","7","0","0","0"
"388","每$t@effectindex秒对$A@effectindex码范围内的所有敌人造成一次物理伤害。持续$d。","每$t@effectindex秒受到一次物理伤害。","6","70","1","7","1","20","0"
"389","每$t@effectindex秒对$A@effectindex码范围内的所有敌人造成一次神圣伤害。持续$d。","每$t@effectindex秒受到一次神圣伤害。","6","70","1","7","2","20","0"
"390","每$t@effectindex秒对$A@effectindex码范围内的所有敌人造成一次火焰伤害。持续$d。","每$t@effectindex秒受到一次火焰伤害。","6","70","1","7","4","20","0"
"395","每$t@effectindex秒对$A@effectindex码范围内的所有敌人造成一次冰霜伤害。持续$d。","每$t@effectindex秒受到一次冰霜伤害。","6","70","1","7","16","20","0"
"396","每$t@effectindex秒对$A@effectindex码范围内的所有敌人造成一次奥术伤害。持续$d。","每$t@effectindex秒受到一次奥术伤害。","6","70","1","7","64","20","0"
"397","击退施法者前方的所有敌人。","","144","0","1","9","0","0","0"
"398","击退施法者周围$A@effectindex码内的所有敌人。","","144","0","1","7","0","0","0"
"399","击退冲击点周围$A@effectindex码内的所有敌人。","","144","0","1","5","0","0","0"
"400","击退一名敌人。","","144","0","1","3","0","0","0"
"401","击退一名敌人。","","144","0","1","1","0","0","0"
"402","击退施法者前方的所有敌人。","","138","0","1","9","0","0","0"
"403","击退施法者周围$A@effectindex码内的所有敌人。","","138","0","1","7","0","0","0"
"404","击退冲击点周围$A@effectindex码内的所有敌人。","","138","0","1","5","0","0","0"
"405","击退一名敌人。","","138","0","1","3","0","0","0"
"406","击退一名敌人。","","138","0","1","1","0","0","0"
"407","恐惧目标，持续$d。","被恐惧。","6","7","0","3","0","0","0"
"408","使冲击点周围$A@effectindex码的敌人陷入恐惧，持续$d。","被恐惧。","6","7","0","5","0","0","0"
"409","使施法者周围$A@effectindex码的敌人陷入恐惧，持续$d。","被恐惧。","6","7","0","7","0","0","0"
"410","使施法者前方所有敌人陷入恐惧，持续$d。","被恐惧。","6","7","0","9","0","0","0"
"411","使一名敌人受到的火焰伤害提高$s@effectindex%，持续$d。","受到的火焰伤害提高$s@effectindex%。","6","87","1","1","4","0","0"
"412","使一名敌人受到的物理伤害提高$s@effectindex%，持续$d。","受到的物理伤害提高$s@effectindex%。","6","87","1","1","1","0","0"
"413","使一名敌人受到的神圣伤害提高$s@effectindex%，持续$d。","受到的神圣伤害提高$s@effectindex%。","6","87","1","1","2","0","0"
"414","使一名敌人受到的冰霜伤害提高$s@effectindex%，持续$d。","受到的冰霜伤害提高$s@effectindex%。","6","87","1","1","16","0","0"
"415","使一名敌人受到的暗影伤害提高$s@effectindex%，持续$d。","受到的暗影伤害提高$s@effectindex%。","6","87","1","1","32","0","0"
"416","使一名敌人受到的奥术伤害提高$s@effectindex%，持续$d。","受到的奥术伤害提高$s@effectindex%。","6","87","1","1","64","0","0"
"417","使一名敌人受到的自然伤害提高$s@effectindex%，持续$d。","受到的自然伤害提高$s@effectindex%。","6","87","1","1","8","0","0"
"418","使一名敌人受到的伤害提高$s@effectindex%，持续$d。","受到的伤害提高$s@effectindex%。","6","87","1","1","127","0","0"
"419","使目标的最大生命值降低$s@effectindex%，持续$d。","最大生命值降低$s@effectindex%。","6","133","2","3","0","0","0"
"420","使施法者前方所有敌人的最大生命值降低$s@effectindex%，持续$d。","最大生命值降低$s@effectindex%。","6","133","2","9","0","0","0"
"421","使施法者周围$A@effectindex码内所有敌人的最大生命值降低$s@effectindex%，持续$d。","最大生命值降低$s@effectindex%。","6","133","2","7","0","0","0"
"422","使冲击点周围$A@effectindex码内所有敌人的最大生命值降低$s@effectindex%，持续$d。","最大生命值降低$s@effectindex%。","6","133","2","5","0","0","0"
"423","使冲击点周围$A@effectindex码内所有敌人的攻击速度降低$s@effectindex%，持续$d。","攻击速度降低$s@effectindex%。","6","138","2","5","0","0","0"
"424","使施法者周围$A@effectindex码内所有敌人的攻击速度降低$s@effectindex%，持续$d。","攻击速度降低$s@effectindex%。","6","138","2","7","0","0","0"
"425","使施法者前方所有敌人的攻击速度降低$s@effectindex%，持续$d。","攻击速度降低$s@effectindex%。","6","138","2","9","0","0","0"
"426","使目标的攻击速度降低$s@effectindex%，持续$d。","攻击速度降低$s@effectindex%。","6","138","2","3","0","0","0"
"427","对施法者前方锥形区域内的所有敌人造成奥术伤害。","","165","0","1","9","64","0","0"
"428","对施法者前方锥形区域中的所有敌人造成冰霜伤害。","","165","0","1","9","16","0","0"
"429","对施法者前方锥形区域内的所有敌人造成自然伤害。","","165","0","1","9","8","0","0"
"430","对施法者前方锥形区域中的所有敌人造成火焰伤害。","","165","0","1","9","4","0","0"
"431","对施法者前方锥形范围内的所有敌人造成神圣伤害。","","165","0","1","9","2","0","0"
"432","对施法者前方锥形区域内的所有敌人造成物理伤害。","","165","0","1","9","1","0","0"
"435","对$A@effectindex码内的敌人造成$s@effectindex点暗影烈焰伤害。","","2","0","1","7","36","1","0"
"436","对冲击点周围$A@effectindex码内的敌人造成$s@effectindex点暗影烈焰伤害。","","2","0","1","5","36","1","0"
"437","对一名敌人造成$s@effectindex点暗影烈焰伤害。","","2","0","1","3","36","1","0"
"438","每$t@effectindex秒对一名敌人造成$s@effectindex点暗影烈焰伤害，持续$d。","每$t@effectindex秒受到$s@effectindex点暗影烈焰伤害。","6","3","1","3","36","10","0"
"439","每$t@effectindex秒对一名敌人造成$s@effectindex点暗影烈焰伤害，持续$d。","每$t@effectindex秒受到$s@effectindex点暗影烈焰伤害。","6","3","1","1","36","10","0"
"440","每$t@effectindex秒对施法者周围$A@effectindex内的所有敌人造成$s@effectindex点暗影烈焰伤害，持续$d。","每$t@effectindex秒受到$s@effectindex点暗影烈焰伤害。","6","3","1","5","36","0","0"
"441","每$t@effectindex秒对施法者周围$A@effectindex内的所有敌人造成$s@effectindex点暗影烈焰伤害，持续$d。","每$t@effectindex秒受到$s@effectindex点暗影烈焰伤害。","6","3","1","7","36","0","0"
"442","对施法者前方的所有敌人造成$s@effectindex点暗影烈焰伤害。","","2","0","1","9","36","0","0"
"443","每$t@effectindex秒对施法者前方的所有敌人造成$s@effectindex点暗影烈焰伤害，持续$d。","每$t@effectindex秒受到$s@effectindex点暗影烈焰伤害。","6","3","1","9","36","0","0"
"444","用护盾围绕目标，持续$d，吸收最多$s@effectindex点暗影伤害。","吸收$s@effectindex点暗影伤害。","6","69","1","3","32","0","0"
"445","用护盾围绕目标，持续$d，吸收最多$s@effectindex点物理伤害。","吸收$s@effectindex点物理伤害。","6","69","1","3","1","0","0"
"446","用护盾围绕目标，持续$d，吸收最多$s@effectindex点任何伤害。","吸收$s@effectindex点伤害。","6","69","1","3","127","0","0"
"447","用护盾围绕目标，持续$d，吸收最多$s@effectindex点自然伤害。","吸收$s@effectindex点自然伤害。","6","69","1","3","8","0","0"
"448","用护盾围绕目标，持续$d，吸收最多$s@effectindex点神圣伤害。","吸收$s@effectindex点神圣伤害。","6","69","1","3","2","0","0"
"449","用护盾围绕目标，持续$d，吸收最多$s@effectindex点冰霜伤害。","吸收$s@effectindex点冰霜伤害。","6","69","1","3","16","0","0"
"450","用护盾围绕目标，持续$d，吸收最多$s@effectindex点火焰伤害。","吸收$s@effectindex点火焰伤害。","6","69","1","3","4","0","0"
"451","用护盾围绕目标，持续$d，吸收最多$s@effectindex点奥术伤害。","吸收$s@effectindex点奥术伤害。","6","69","1","3","64","0","0"
"452","使施法者的攻击速度提高$s@effectindex%，持续$d。","攻击速度提高$s@effectindex%。","6","138","1","1","0","10","0"
"460","使施法者及其周围$A@effectindex码内的所有盟友恢复$s@effectindex%的最大生命值。","","136","0","1","6","0","0","0"
"461","使施法者及其周围$A@effectindex码内的所有盟友恢复$s@effectindex%的最大生命值。","","136","0","1","4","0","0","0"
"462","每$t@effectindex秒将施法者的生命值转移给目标。","每$t@effectindex秒转移一次生命值。","6","62","1","2","0","0","0"
"464","使施法者造成的火焰伤害提高$s@effectindex%。","造成的火焰伤害提高$s@effectindex%。","6","79","1","1","4","0","0"
"465","使施法者造成的神圣伤害提高$s@effectindex%。","造成的神圣伤害提高$s@effectindex%。","6","79","1","1","2","0","0"
"466","使施法者造成的自然伤害提高$s@effectindex%。","造成的自然伤害提高$s@effectindex%。","6","79","1","1","8","0","0"
"467","使施法者造成的冰霜伤害提高$s@effectindex%。","造成的冰霜伤害提高$s@effectindex%。","6","79","1","1","16","0","0"
"468","使施法者造成的暗影伤害提高$s@effectindex%。","造成的暗影伤害提高$s@effectindex%。","6","79","1","1","32","0","0"
"469","使施法者造成的奥术伤害提高$s@effectindex%。","造成的奥术伤害提高$s@effectindex%。","6","79","1","1","64","0","0"
"470","使一名敌人受到的治疗降低$s@effectindex%，持续$d。","受到的治疗降低$s@effectindex%。","6","118","2","3","127","0","0"
"471","使一名敌人造成的奥术伤害降低$s@effectindex%。","造成的奥术伤害降低$s@effectindex%。","6","79","2","3","64","0","0"
"472","使一名敌人造成的暗影伤害降低$s@effectindex%。","造成的暗影伤害降低$s@effectindex%。","6","79","2","3","32","0","0"
"473","使一名敌人造成的冰霜伤害降低$s@effectindex%。","造成的冰霜伤害降低$s@effectindex%。","6","79","2","3","16","0","0"
"474","使一名敌人造成的自然伤害降低$s@effectindex%。","造成的自然伤害降低$s@effectindex%。","6","79","2","3","8","0","0"
"475","使一名敌人造成的火焰伤害降低$s@effectindex%。","造成的火焰伤害降低$s@effectindex%。","6","79","2","3","4","0","0"
"476","使一名敌人造成的神圣伤害降低$s@effectindex%。","造成的神圣伤害降低$s@effectindex%。","6","79","2","3","2","0","0"
"477","使一名敌人造成的物理伤害降低$s@effectindex%。","造成的物理伤害降低$s@effectindex%。","6","79","2","3","1","0","0"
"478","使施法者造成的物理伤害提高$s@effectindex%。","造成的物理伤害提高$s@effectindex%。","6","79","1","1","1","0","0"
"479","使施法者昏迷，无法移动或攻击，持续$d。","昏迷。","6","12","0","1","0","0","0"
"480","使施法者前方锥形范围内的所有敌人受到的治疗降低$s@effectindex%，持续$d。","受到的治疗降低$s@effectindex%。","6","118","2","9","32","0","0"
"481","使目标的移动速度降低$s@effectindex%，持续$d。","移动速度降低$s@effectindex%。","6","33","2","1","16","0","0"
