Id,Value,ReqId,ParentWidgetId
"2180","杀敌：%8933w/%9801w","2","772"
"2181","击杀敌人并召唤一名队长","3","772"
"2182","","4","772"
"2183","杀敌：%8934w/%9802w","2","773"
"2184","击杀敌人并召唤一名队长","3","773"
"2185","","4","773"
"2186","下一场战斗：%8945k","2","774"
"2187","下一阶段的战斗将在该时间后开始","3","774"
"2188","","4","774"
"2189","活跃阶段：%8955w","2","776"
"2190","","3","776"
"2191","","4","776"
"2192","捕获的复活的游魂：%9200w/20","2","778"
"2193","捕获的复活的游魂","3","778"
"2194","","4","778"
"2195","捕获的复活的游魂：%9201w/20","2","779"
"2196","捕获的复活的游魂","3","779"
"2197","","4","779"
"2198","收集矿石：%1582w/20","2","780"
"2199","部落状态","3","780"
"2200","","4","780"
"2201","收集矿石：%1581w/20","2","781"
"2202","联盟状态","3","781"
"2203","","4","781"
"2204","圈数：%9292w/5","2","782"
"2205","部落状态","3","782"
"2206","","4","782"
"2207","圈数：%9291w/5","2","783"
"2208","联盟状态","3","783"
"2209","","4","783"
"2210","下一场战斗：%8945k","2","784"
"2211","下一阶段的战斗将在该时间后开始","3","784"
"2212","","4","784"
"2213","下一场战斗：%8945k","2","785"
"2214","下一阶段的战斗将在该时间后开始","3","785"
"2215","","4","785"
"2216","剩余时间：%9316k","2","786"
"2217","联盟必须击杀沃拉斯","3","786"
"2218","","4","786"
"2219","剩余时间：%9316k","2","787"
"2220","部落必须击杀泰布雷德","3","787"
"2221","","4","787"
"2222","积分：%9384w/%9386w","2","788"
"2223","联盟得分","3","788"
"2224","","4","788"
"2225","积分：%9385w/%9386w","2","789"
"2226","部落得分","3","789"
"2227","","4","789"
"2228","剩余时间：%8529k","2","790"
"2229","剩余时间","3","790"
"2230","","4","790"
"2231","火焰：%9782w  积分：%9418w/%9784w","2","791"
"2232","联盟状态","3","791"
"2233","","4","791"
"2234","火焰：%9783w  积分：%9419w/%9784w","2","792"
"2235","部落状态","3","792"
"2236","","4","792"
"2237","烤鸡计时器：%9524w秒。","2","793"
"2238","距离里诺艾烤完鸡并开始执行你的进攻计划剩余的时间。","3","793"
"2239","","4","793"
"2240","剩余时间：%9316k","2","796"
"2241","部落必须击杀泰布雷德","3","796"
"2242","","4","796"
"2243","剩余时间：%9316k","2","797"
"2244","联盟必须击杀沃拉斯","3","797"
"2245","","4","797"
"2246","杀敌：%8933w/%9801w","2","798"
"2247","击杀敌人并召唤一名队长","3","798"
"2248","","4","798"
"2249","杀敌：%8933w/%9801w","2","799"
"2250","击杀敌人并召唤一名队长","3","799"
"2251","","4","799"
"2252","杀敌：%8934w/%9802w","2","800"
"2253","击杀敌人并召唤一名队长","3","800"
"2254","","4","800"
"2255","杀敌：%8934w/%9802w","2","801"
"2256","击杀敌人并召唤一名队长","3","801"
"2257","","4","801"
"2258","%9662w名幸存角斗士","2","802"
"2259","不是你死，就是我活。","3","802"
"2260","","4","802"
"2261","通向竞技场的升降机将于%9667w分钟后激活。","2","803"
"2262","","3","803"
"2263","","4","803"
"2264","杀敌：%8934w/%9802w","2","804"
"2265","击杀敌人并召唤一名队长","3","804"
"2266","","4","804"
"2267","杀敌：%8934w/%9802w","2","805"
"2268","击杀敌人并召唤一名队长","3","805"
"2269","","4","805"
"2270","杀敌：%8934w/%9802w","2","806"
"2271","击杀敌人并召唤一名队长","3","806"
"2272","","4","806"
"2273","杀敌：%8934w/%9802w","2","807"
"2274","击杀敌人并召唤一名队长","3","807"
"2275","","4","807"
"2276","杀敌：%8933w/%9801w","2","808"
"2277","击杀敌人并召唤一名队长","3","808"
"2278","","4","808"
"2279","杀敌：%8933w/%9801w","2","809"
"2280","击杀敌人并召唤一名队长","3","809"
"2281","","4","809"
"2282","杀敌：%8933w/%9801w","2","810"
"2283","击杀敌人并召唤一名队长","3","810"
"2284","","4","810"
"2285","杀敌：%8933w/%9801w","2","811"
"2286","击杀敌人并召唤一名队长","3","811"
"2287","","4","811"
"2288","下一场战斗：%8945k","2","812"
"2289","下一阶段的战斗将在该时间后开始","3","812"
"2290","","4","812"
"2291","阶段开始：%8945k","2","813"
"2292","下一阶段的战斗将在该时间后开始","3","813"
"2293","","4","813"
"2294","下一场战斗：%8945k","2","814"
"2295","下一阶段的战斗将在该时间后开始","3","814"
"2296","","4","814"
"2297","下一场战斗：%8945k","2","815"
"2298","下一阶段的战斗将在该时间后开始","3","815"
"2299","","4","815"
"2300","剩余时间：%9316k","2","816"
"2301","联盟必须击杀沃拉斯","3","816"
"2302","","4","816"
"2303","剩余时间：%9316k","2","817"
"2304","联盟必须击杀沃拉斯","3","817"
"2305","","4","817"
"2306","剩余时间：%9316k","2","818"
"2307","联盟必须击杀沃拉斯","3","818"
"2308","","4","818"
"2309","剩余时间：%9316k","2","819"
"2310","联盟必须击杀沃拉斯","3","819"
"2311","","4","819"
"2312","剩余时间：%9316k","2","820"
"2313","联盟必须击杀沃拉斯","3","820"
"2314","","4","820"
"2315","剩余时间：%9316k","2","821"
"2316","部落必须击杀泰布雷德","3","821"
"2317","","4","821"
"2318","剩余时间：%9316k","2","822"
"2319","部落必须击杀泰布雷德","3","822"
"2320","","4","822"
"2321","剩余时间：%9316k","2","823"
"2322","部落必须击杀泰布雷德","3","823"
"2323","","4","823"
"2324","剩余时间：%9316k","2","824"
"2325","部落必须击杀泰布雷德","3","824"
"2326","","4","824"
"2327","剩余时间：%9316k","2","825"
"2328","部落必须击杀泰布雷德","3","825"
"2329","","4","825"
"2330","十字路口","2","826"
"2331","十字路口的争夺战正在进行中","3","826"
"2332","","4","826"
"2333","落烬塔楼","2","827"
"2334","落烬塔楼的争夺战正在进行中","3","827"
"2335","","4","827"
"2336","高阶督军沃拉斯","2","828"
"2337","联盟必须击杀沃拉斯","3","828"
"2338","","4","828"
"2339","沃拉斯前哨站","2","829"
"2340","沃拉斯前哨站的争夺战正在进行中","3","829"
"2341","","4","829"
"2342","泰布雷德前线基地","2","830"
"2343","泰布雷德前线基地的争夺战正在进行中","3","830"
"2344","","4","830"
"2345","大法师瞭望塔","2","831"
"2346","大法师瞭望塔的争夺战正在进行中","3","831"
"2347","","4","831"
"2348","大元帅泰布雷德","2","832"
"2349","部落必须击杀泰布雷德","3","832"
"2350","","4","832"
"2351","高阶督军沃拉斯","2","833"
"2352","联盟必须击杀沃拉斯","3","833"
"2353","","4","833"
"2354","高阶督军沃拉斯","2","834"
"2355","联盟必须击杀沃拉斯","3","834"
"2356","","4","834"
"2357","高阶督军沃拉斯","2","835"
"2358","联盟必须击杀沃拉斯","3","835"
"2359","","4","835"
"2360","高阶督军沃拉斯","2","836"
"2361","联盟必须击杀沃拉斯","3","836"
"2362","","4","836"
"2363","高阶督军沃拉斯","2","837"
"2364","联盟必须击杀沃拉斯","3","837"
"2365","","4","837"
"2366","高阶督军沃拉斯","2","838"
"2367","联盟必须击杀沃拉斯","3","838"
"2368","","4","838"
"2369","泰布雷德前线基地","2","839"
"2370","泰布雷德前线基地的争夺战正在进行中","3","839"
"2371","","4","839"
"2372","泰布雷德前线基地","2","840"
"2373","泰布雷德前线基地的争夺战正在进行中","3","840"
"2374","","4","840"
"2375","泰布雷德前线基地","2","841"
"2376","泰布雷德前线基地的争夺战正在进行中","3","841"
"2377","","4","841"
"2378","大元帅泰布雷德","2","842"
"2379","部落必须击杀泰布雷德","3","842"
"2380","","4","842"
"2381","大元帅泰布雷德","2","843"
"2382","部落必须击杀泰布雷德","3","843"
"2383","","4","843"
"2384","大元帅泰布雷德","2","844"
"2385","部落必须击杀泰布雷德","3","844"
"2386","","4","844"
"2387","大元帅泰布雷德","2","845"
"2388","部落必须击杀泰布雷德","3","845"
"2389","","4","845"
"2390","大元帅泰布雷德","2","846"
"2391","部落必须击杀泰布雷德","3","846"
"2392","","4","846"
"2393","大元帅泰布雷德","2","847"
"2394","部落必须击杀泰布雷德","3","847"
"2395","","4","847"
"2396","泰布雷德前线基地","2","848"
"2397","泰布雷德前线基地的争夺战正在进行中","3","848"
"2398","","4","848"
"2399","泰布雷德前线基地","2","849"
"2400","泰布雷德前线基地的争夺战正在进行中","3","849"
"2401","","4","849"
"2402","泰布雷德前线基地","2","850"
"2403","泰布雷德前线基地的争夺战正在进行中","3","850"
"2404","","4","850"
"2405","大法师瞭望塔","2","851"
"2406","大法师瞭望塔的争夺战正在进行中","3","851"
"2407","","4","851"
"2408","大法师瞭望塔","2","852"
"2409","大法师瞭望塔的争夺战正在进行中","3","852"
"2410","","4","852"
"2411","大法师瞭望塔","2","853"
"2412","大法师瞭望塔的争夺战正在进行中","3","853"
"2413","","4","853"
"2414","大法师瞭望塔","2","854"
"2415","大法师瞭望塔的争夺战正在进行中","3","854"
"2416","","4","854"
"2417","大法师瞭望塔","2","855"
"2418","大法师瞭望塔的争夺战正在进行中","3","855"
"2419","","4","855"
"2420","大法师瞭望塔","2","856"
"2421","大法师瞭望塔的争夺战正在进行中","3","856"
"2422","","4","856"
"2423","十字路口","2","857"
"2424","十字路口的争夺战正在进行中","3","857"
"2425","","4","857"
"2426","十字路口","2","858"
"2427","十字路口的争夺战正在进行中","3","858"
"2428","","4","858"
"2429","十字路口","2","859"
"2430","十字路口的争夺战正在进行中","3","859"
"2431","","4","859"
"2432","十字路口","2","860"
"2433","十字路口的争夺战正在进行中","3","860"
"2434","","4","860"
"2435","十字路口","2","861"
"2436","十字路口的争夺战正在进行中","3","861"
"2437","","4","861"
"2438","十字路口","2","862"
"2439","十字路口的争夺战正在进行中","3","862"
"2440","","4","862"
"2441","沃拉斯前哨站","2","863"
"2442","沃拉斯前哨站的争夺战正在进行中","3","863"
"2443","","4","863"
"2444","沃拉斯前哨站","2","864"
"2445","沃拉斯前哨站的争夺战正在进行中","3","864"
"2446","","4","864"
"2447","沃拉斯前哨站","2","865"
"2448","沃拉斯前哨站的争夺战正在进行中","3","865"
"2449","","4","865"
"2450","沃拉斯前哨站","2","866"
"2451","沃拉斯前哨站的争夺战正在进行中","3","866"
"2452","","4","866"
"2453","沃拉斯前哨站","2","867"
"2454","沃拉斯前哨站的争夺战正在进行中","3","867"
"2455","","4","867"
"2456","沃拉斯前哨站","2","868"
"2457","沃拉斯前哨站的争夺战正在进行中","3","868"
"2458","","4","868"
"2459","落烬塔楼","2","869"
"2460","落烬塔楼的争夺战正在进行中","3","869"
"2461","","4","869"
"2462","落烬塔楼","2","870"
"2463","落烬塔楼的争夺战正在进行中","3","870"
"2464","","4","870"
"2465","落烬塔楼","2","871"
"2466","落烬塔楼的争夺战正在进行中","3","871"
"2467","","4","871"
"2468","落烬塔楼","2","872"
"2469","落烬塔楼的争夺战正在进行中","3","872"
"2470","","4","872"
"2471","落烬塔楼","2","873"
"2472","落烬塔楼的争夺战正在进行中","3","873"
"2473","","4","873"
"2474","落烬塔楼","2","874"
"2475","落烬塔楼的争夺战正在进行中","3","874"
"2476","","4","874"
"2477","剩余的钢铁投弹手：%9723w","2","875"
"2478","钢铁投弹手向竞技场内投掷手雷！","3","875"
"2479","","4","875"
"2480","剩余的喝醉的投毒者：%9725w","2","876"
"2481","喝醉的投毒者向竞技场内投掷暴虐酒！","3","876"
"2482","","4","876"
"2483","剩余供品：%9726w","2","877"
"2484","克鲁德要收取供品后才愿意加入战斗。击败高里亚试炼场内的敌人可获得供品。","3","877"
"2485","","4","877"
"2486","控制旗帜","2","878"
"2487","","3","878"
"2488","","4","878"
"2489","控制旗帜","2","879"
"2490","","3","879"
"2491","","4","879"
"2492","控制旗帜","2","880"
"2493","","3","880"
"2494","","4","880"
"2495","控制旗帜","2","881"
"2496","","3","881"
"2497","","4","881"
"2498","控制旗帜","2","882"
"2499","","3","882"
"2500","","4","882"
"2501","控制旗帜","2","883"
"2502","","3","883"
"2503","","4","883"
"2504","控制旗帜","2","884"
"2505","","3","884"
"2506","","4","884"
"2507","","2","885"
"2508","","3","885"
"2509","","4","885"
"2510","","2","886"
"2511","","3","886"
"2512","","4","886"
"2513","建筑遭到攻击！","2","887"
"2514","你的一座建筑遭到了攻击！","3","887"
"2515","","4","887"
"2516","发现渗透者！","2","888"
"2517","你的要塞中发现了一名渗透者！","3","888"
"2518","","4","888"
"2519","剩余时间：%9316k","2","889"
"2520","这座传送门极不稳定，即将崩溃。","3","889"
"2521","","4","889"
"2522","舰船耐久度：%10019w%","2","890"
"2523","PH - Health of the Battleship, use the Harbor Cannons to destroy it.","3","890"
"2524","","4","890"
"2525","钢铁船长阿格哈的生命值：%10021w%","2","891"
"2526","","3","891"
"2527","","4","891"
"2528","当前波次：%10130w%完成","2","892"
"2529","","3","892"
"2530","","4","892"
"2531","当前波次：%10131w%完成","2","893"
"2532","","3","893"
"2533","","4","893"
"2534","当前波次：%10132w%完成","2","894"
"2535","","3","894"
"2536","","4","894"
"2537","占领地区：%10246w/%10248w","2","896"
"2538","联盟占领地区","3","896"
"2539","","4","896"
"2540","占领地区：%10247w/%10248w","2","897"
"2541","部落占领地区","3","897"
"2542","","4","897"
"2543","已收集印记：%10291w/%10292w","2","898"
"2544","部落状态","3","898"
"2545","","4","898"
"2546","已收集印记：%10290w/%10292w","2","899"
"2547","联盟状态","3","899"
"2548","","4","899"
"2549","金队剩余人数：%3601w","2","900"
"2550","","3","900"
"2551","","4","900"
"2552","紫队剩余人数：%3600w","2","901"
"2553","","3","901"
"2554","","4","901"
"2555","剩余时间：%8529k","2","902"
"2556","","3","902"
"2557","","4","902"
"2558","金队剩余人数：%3601w","2","903"
"2559","","3","903"
"2560","","4","903"
"2561","紫队剩余人数：%3600w","2","904"
"2562","","3","904"
"2563","","4","904"
"2564","剩余时间：%8529k","2","905"
"2565","","3","905"
"2566","","4","905"
"2567","剩余时间：%10650w分钟","2","906"
"2568","完成奥丁的试炼的剩余时间。","3","906"
"2569","","4","906"
"2570","监狱封印完整度：%3815w%","2","907"
"2571","","3","907"
"2572","","4","907"
"2573","","2","908"
"2574","","3","908"
"2575","","4","908"
"2576","已消灭毒蛇数量 = %10784w / 20","2","909"
"2577","当心！蛇后可不喜欢自己的子嗣被屠戮……","3","909"
"2578","","4","909"
"2579","得分：%12174w","2","910"
"2580","","3","910"
"2581","","4","910"
"2582","钓鱼大赛优胜者：%7361w/%12688w","2","911"
"2583","","3","911"
"2584","","4","911"
"2585","钓鱼大赛优胜者：%7361w/%12688w","2","912"
"2586","","3","912"
"2587","","4","912"
"2588","援军：%12781w","2","913"
"2589","联盟援军","3","913"
"2590","","4","913"
"2597","金队剩余人数：%3601w","2","916"
"2598","","3","916"
"2599","","4","916"
"2600","绿队复活机会：%15480w","2","917"
"2601","","3","917"
"2602","","4","917"
"2603","紫队剩余人数：%3600w","2","918"
"2604","","3","918"
"2605","","4","918"
"2606","金队复活机会：%15481w","2","919"
"2607","","3","919"
"2608","","4","919"
"2609","剩余时间：%8529k","2","920"
"2610","","3","920"
"2611","","4","920"
"2612","基地：%1779w  资源：%1776w/1500","2","921"
"2613","联盟状态","3","921"
"2614","","4","921"
"2615","基地：%1778w  资源：%1777w/1500","2","922"
"2616","部落状态","3","922"
"2617","","4","922"
"2618","杜山（紫队）：%13198w%","2","923"
"2619","","3","923"
"2620","","4","923"
"2621","贾萨拉（金队）：%13199w%","2","924"
"2622","","3","924"
"2623","","4","924"
"2624","剩余时间：%8529k","2","925"
"2625","","3","925"
"2626","","4","925"
"2627","紫队剩余人数：%3600w","2","927"
"2628","","3","927"
"2629","","4","927"
"2630","金队剩余人数：%3601w","2","928"
"2631","","3","928"
"2632","","4","928"
"2633","剩余时间：%8529k","2","929"
"2634","","3","929"
"2635","","4","929"
"2636","金队复活机会：%15481w","2","930"
"2637","","3","930"
"2638","","4","930"
"2639","绿队复活机会：%15480w","2","931"
"2640","","3","931"
"2641","","4","931"
"2642","%12953w","2","932"
"2643","联盟其拉嘉奖令","3","932"
"2644","","4","932"
"2645","%12952w","2","933"
"2646","部落其拉嘉奖令","3","933"
"2647","","4","933"
"2648","%12953w","2","934"
"2649","联盟其拉嘉奖令","3","934"
"2650","","4","934"
"2651","%12952w","2","935"
"2652","部落其拉嘉奖令","3","935"
"2653","","4","935"
"2654","%12953w","2","936"
"2655","联盟其拉嘉奖令","3","936"
"2656","","4","936"
"2657","%12952w","2","937"
"2658","部落其拉嘉奖令","3","937"
"2659","","4","937"
"2660","%1581w/%1601w","2","938"
"2661","联盟夺取的军旗","3","938"
"2662","部落军旗被拿走了","4","938"
"2663","%1582w/%1601w","2","939"
"2664","部落夺取的军旗","3","939"
"2665","联盟军旗被拿走了","4","939"
"2666","%13473w/%13474w。目前是%13472w天里的第%13471w天。","2","940"
"2667","前线推进的进度。","3","940"
"2668","","4","940"
"2669","凯旋壁垒等级2： %13473w/%13474w","2","941"
"2670","凯旋壁垒升级到2级的完成进度","3","941"
"2671","","4","941"
"2672","前线指挥站。","2","942"
"2673","前线指挥站获得防卫，保护着前线。","3","942"
"2674","","4","942"
"2675","前线指挥站。","2","944"
"2676","前线指挥站遭受攻击，无法推进前线。","3","944"
"2677","","4","944"
"2678","峡谷营地","2","945"
"2679","峡谷营地获得防卫，保护着前线。","3","945"
"2680","","4","945"
"2681","峡谷营地","2","946"
"2682","峡谷营地遭受攻击，无法推进前线。","3","946"
"2683","","4","946"
"2684","北卫军之路","2","947"
"2685","北卫军之路获得防卫，保护着前线。","3","947"
"2686","","4","947"
"2687","北卫军之路","2","948"
"2688","北卫军之路遭受攻击，无法推进前线。","3","948"
"2689","","4","948"
"2690","剩余轮数：%13692w","2","949"
"2691","剩余轮数","3","949"
"2692","","4","949"
"2693","敌方指挥官生命值：%13737w%","2","950"
"2694","击败敌方基地的指挥官即可在战线获胜。","3","950"
"2695","","4","950"
"2696","","2","951"
"2697","","3","951"
"2698","","4","951"
"2699","兵营：%13731w%","2","952"
"2700","兵营建造中。","3","952"
"2701","","4","952"
"2702","南部哨站正在修筑兽栏：%13726w%","2","953"
"2703","兽栏建造中。","3","953"
"2704","","4","953"
"2705","南部哨站正在修筑车间：%13732w%","2","954"
"2706","车间建造中。","3","954"
"2707","","4","954"
"2708","南部哨站正在修筑铁匠铺：%13734w%","2","955"
"2709","铁匠铺建造中。","3","955"
"2710","","4","955"
"2711","部队即将前往兽栏：%13699k","2","956"
"2712","Time till next troops spawn.","3","956"
"2713","","4","956"
"2714","部队即将前往车间：%13699k","2","957"
"2715","Time till next troops spawn.","3","957"
"2716","","4","957"
"2717","部队即将前往铁匠铺：%13699k","2","958"
"2718","Time till next troops spawn.","3","958"
"2719","","4","958"
"2726","北部哨站正在修筑兽栏：%13841w%","2","961"
"2727","兽栏建造中。","3","961"
"2728","","4","961"
"2729","北部哨站正在修筑车间：%13840w%","2","962"
"2730","车间建造中。","3","962"
"2731","","4","962"
"2732","北部哨站正在修筑铁匠铺：%13842w%","2","963"
"2733","铁匠铺建造中。","3","963"
"2734","","4","963"
"2735","艾泽里特收集进度：%13845w/%13846w","2","964"
"2736","联盟已收集到的艾泽里特","3","964"
"2737","","4","964"
"2738","艾泽里特收集进度：%13844w/%13846w","2","965"
"2739","部落已收集到的艾泽里特","3","965"
"2740","","4","965"
"2741","已收集材料：%16628w/%16630w","2","966"
"2742","联盟收集材料数量","3","966"
"2743","","4","966"
"2747","援军：%14170w","2","968"
"2748","联盟援军","3","968"
"2749","","4","968"
"2750","援军：%14170w","2","969"
"2751","部落援军","3","969"
"2752","","4","969"
"2753","剩余时间：%4248k","2","970"
"2754","剩余时间","3","970"
"2755","","4","970"
"2756","下次袭击：%14331w秒","2","971"
"2757","距离下次联盟袭击的时间。","3","971"
"2758","","4","971"
"2759","兵营：%14499w/%14500w 铁矿 | %14590w/%14593w 木材","2","972"
"2760","兵营建造中。","3","972"
"2761","","4","972"
"2762","祭坛：%14542w/%14543w 铁矿 | %14598w/%14599w 木材","2","973"
"2763","风暴祭坛建造中。","3","973"
"2764","","4","973"
"2765","据点：%14524w/%14525w 铁矿 | %14600w/%14601w 木材","2","974"
"2766","据点建造中。","3","974"
"2767","","4","974"
"2768","车间：%14512w/%14514w 铁矿 | %14592w/%14595w 木材","2","975"
"2769","车间建造中。","3","975"
"2770","","4","975"
"2771","军械库：%14507w/%14509w 铁矿 | %14591w/%14594w 木材","2","976"
"2772","军械库建造中。","3","976"
"2773","","4","976"
"2774","堡垒：%14536w/%14538w 铁矿 | %14602w/%14603w 木材","2","977"
"2775","堡垒建造中。","3","977"
"2776","","4","977"
"2780","剩余援军：%8890w","2","982"
"2781","别让它降到零","3","982"
"2782","","4","982"
"2784","%25359e","56","983"
"2785","|Hcurrency:1541|h","57","983"
"2786","%25360e","59","983"
"2787","|Hcurrency:1540|h","60","983"
"2789","%26480e","56","984"
"2790","|Hcurrency:1541|h","57","984"
"2791","%26481e","59","984"
"2792","|Hcurrency:1540|h","60","984"
"2794","%1541c/%1541m","25","986"
"2795","|Hcurrency:1541|h","26","986"
"2796","%1540c/%1540m","27","986"
"2797","|Hcurrency:1540|h","28","986"
"2802","%1541c/%1541m","25","987"
"2803","|Hcurrency:1541|h","26","987"
"2804","%1540c/%1540m","27","987"
"2805","|Hcurrency:1540|h","28","987"
"2810","收集%15595w份艾泽里特","14","988"
"2817","大厅1级","33","995"
"2824","据点2级","33","996"
"2825","%25918e","35","996"
"2827","%25919e","38","996"
"2831","堡垒3级","33","997"
"2832","%25933e","35","997"
"2834","%25934e","38","997"
"2838","占领并重建！","46","995"
"2839","%56404p","46","996"
"2840","%56405p","46","997"
"2841","需要修建其他建筑","77","1022"
"2842","提高收集铁矿的苦工数量","77","1023"
"2843","提高收集铁矿的苦工数量","77","1024"
"2847","提高兵营的单位生产效率","78","1023"
"2848","解锁兵营的指挥官特殊单位","79","1023"
"2850","提高兵营的单位生产效率","78","1024"
"2851","提高投石车的生命值","79","1024"
"2853","解锁：","52","1000"
"2854","训练：","52","1001"
"2855","%15002w","35","998"
"2856","萨满祭司","33","998"
"2857","%15026w","35","999"
"2858","元素之灵","33","999"
"2859","占领元素法阵","52","1002"
"2860","剩余：","52","1003"
"2861","%25359e","56","1004"
"2862","%25360e","59","1004"
"2863","训练：","52","1007"
"2864","步兵","33","1006"
"2865","%14999w","35","1006"
"2866","掷斧者","33","1008"
"2867","%15466w","35","1008"
"2868","狼骑兵","33","1010"
"2869","%15004w","35","1010"
"2870","萨满祭司","33","1009"
"2871","%15002w","35","1009"
"2872","需要元素法阵","46","1009"
"2873","需要纽斯泰德","46","1010"
"2874","占领枯须矿洞","52","1011"
"2875","解锁：","52","1012"
"2876","训练：","52","1013"
"2877","狼骑兵","33","1014"
"2878","%15004w","35","1014"
"2879","科多战兽","33","1015"
"2880","%15044w","35","1015"
"2881","占领纽斯泰德","52","1016"
"2882","占领战斧山","52","1017"
"2883","解锁：","52","1018"
"2884","可用:","52","1019"
"2885","飞行管理员","33","1020"
"2888","占领远望栖地","52","1021"
"2889","飞向占领地点。","46","1020"
"2890","%56403p","52","1025"
"2891","剩余：","52","1026"
"2892","%25893e","56","1027"
"2893","%25894e","59","1027"
"2894","研究：","52","1029"
"2895","镍铜武器","33","1030"
"2896","%15008w","35","1030"
"2897","%15009w","38","1030"
"2898","或者","70","1030"
"2899","镍铜护甲","33","1031"
"2900","%15008w","35","1031"
"2901","%15009w","38","1031"
"2902","或者","70","1031"
"2903","雷银武器","33","1034"
"2904","%15008w","35","1034"
"2905","%15009w","38","1034"
"2906","或者","70","1034"
"2907","雷银护甲","33","1035"
"2908","%15008w","35","1035"
"2909","%15009w","38","1035"
"2910","或者","70","1035"
"2915","","3","1042"
"2916","","4","1042"
"2917","","4","1041"
"2918","","3","1041"
"2919","白金武器","33","1043"
"2920","%15008w","35","1043"
"2921","%15009w","38","1043"
"2922","或者","70","1043"
"2923","白金护甲","33","1044"
"2924","%15008w","35","1044"
"2925","%15009w","38","1044"
"2926","或者","70","1044"
"2927","需要堡垒","46","1043"
"2928","需要堡垒","46","1044"
"2929","据点2级","33","1047"
"2930","当前等级","46","1047"
"2989","大厅1级","33","1125"
"2990","当前等级","46","1125"
"2991","堡垒3级","33","1126"
"2992","当前等级","46","1126"
"2993","白金武器","33","1127"
"2994","研究全部完成","46","1127"
"2995","白金护甲","33","1128"
"2996","研究全部完成","46","1128"
"2997","%56401p","52","1129"
"2998","剩余：","52","1130"
"2999","%26000e","56","1131"
"3000","%26001e","59","1131"
"3001","提供：","52","1133"
"3002","风暴之力","33","1134"
"3003","%15042w","35","1134"
"3004","%15042w","38","1134"
"3005","或者","70","1134"
"3006","风暴的召唤","33","1135"
"3007","%15043w","35","1135"
"3008","%56402p","52","1136"
"3009","剩余：","52","1138"
"3010","%26010e","56","1139"
"3011","%26011e","59","1139"
"3012","训练：","52","1140"
"3013","投石车","33","1141"
"3014","%15005w","35","1141"
"3015","需要据点","46","1035"
"3016","需要据点","46","1034"
"3017","金队剩余人数：%3601w","2","1142"
"3018","","3","1142"
"3019","","4","1142"
"3020","紫队剩余人数：%3600w","2","1143"
"3021","","3","1143"
"3022","","4","1143"
"3023","剩余时间：%8529k","2","1144"
"3024","","3","1144"
"3025","","4","1144"
"3026","金队剩余人数：%3601w","2","1145"
"3027","","3","1145"
"3028","","4","1145"
"3029","紫队剩余人数：%3600w","2","1146"
"3030","","3","1146"
"3031","","4","1146"
"3032","剩余时间：%8529k","2","1147"
"3033","","3","1147"
"3034","","4","1147"
"3035","占领加尔森的矿洞","52","1148"
"3036","占领高地伐木场","52","1149"
"3037","解锁：","52","1150"
"3038","可用:","52","1151"
"3039","飞向占领地点。","46","1152"
"3040","飞行管理员","33","1152"
"3041","占领远望栖地","52","1153"
"3042","解锁：","52","1154"
"3043","骑士","33","1155"
"3044","%15344w","35","1155"
"3045","作战雷象","33","1156"
"3046","%15327w","35","1156"
"3047","训练：","52","1157"
"3048","占领纽斯泰德","52","1158"
"3049","解锁：","52","1159"
"3050","训练：","52","1160"
"3051","牧师","33","1161"
"3052","%15342w","35","1161"
"3053","%15330w","35","1162"
"3054","元素之灵","33","1162"
"3055","占领元素法阵","52","1163"
"3056","议政厅1级","33","1164"
"3057","占领并重建！","46","1164"
"3058","议政厅1级","33","1165"
"3059","当前等级","46","1165"
"3060","需要修建其他建筑","77","1166"
"3061","要塞2级","33","1167"
"3062","%26470e","35","1167"
"3063","%26471e","38","1167"
"3064","%63400p","46","1167"
"3065","要塞2级","33","1168"
"3066","当前等级","46","1168"
"3067","提高收集铁矿的农夫数量","77","1170"
"3068","提高兵营的单位生产效率","78","1170"
"3069","解锁兵营的指挥官特殊单位","79","1170"
"3070","城堡3级","33","1171"
"3071","%26476e","35","1171"
"3072","%26477e","38","1171"
"3073","%63401p","46","1171"
"3074","城堡3级","33","1172"
"3075","当前等级","46","1172"
"3076","提高收集铁矿的农夫数量","77","1174"
"3077","提高兵营的单位生产效率","78","1174"
"3078","提高攻城坦克的生命值","79","1174"
"3080","剩余：","52","1176"
"3081","%26480e","56","1177"
"3082","%26481e","59","1177"
"3083","训练：","52","1178"
"3084","步兵","33","1179"
"3085","%15411w","35","1179"
"3086","火枪手","33","1180"
"3087","%16056w","35","1180"
"3088","牧师","33","1181"
"3089","%15342w","35","1181"
"3090","需要元素法阵","46","1181"
"3091","骑士","33","1182"
"3092","%15344w","35","1182"
"3093","需要纽斯泰德","46","1182"
"3094","%63399p","52","1184"
"3095","剩余：","52","1185"
"3096","%26489e","56","1186"
"3097","%26490e","59","1186"
"3098","研究：","52","1187"
"3099","镍铜武器","33","1188"
"3100","%15337w","35","1188"
"3101","%15331w","38","1188"
"3102","或者","70","1188"
"3103","镍铜护甲","33","1190"
"3104","%15337w","35","1190"
"3105","%15331w","38","1190"
"3106","或者","70","1190"
"3107","需要要塞","46","1192"
"3108","雷银武器","33","1192"
"3109","%15337w","35","1192"
"3110","%15331w","38","1192"
"3111","或者","70","1192"
"3112","需要要塞","46","1194"
