Id,FullName,ShortName,GroupFinderCategoryId,OrderIndex,GroupFinderActivityGrpId,MinLevel,MaxLevelSuggestion,Flags,MinGearLevelSuggestion,MapId,DifficultyId,AreaId,MaxPlayers,DisplayType
"331","巨龙之魂（10人普通）","10人普通","3","0","79","85","85","35","0","967","3","0","10","0"
"332","巨龙之魂（10人英雄）","10人英雄","3","0","79","85","85","35","0","967","5","0","10","0"
"333","巨龙之魂（25人英雄）","25人英雄","3","0","79","85","85","35","0","967","6","0","25","0"
"334","巨龙之魂（25人普通）","25人普通","3","0","79","85","85","35","0","967","4","0","25","0"
"335","魔古山宝库（10人普通）","10人普通","3","0","80","90","90","35","0","1008","3","0","10","0"
"336","魔古山宝库（10人英雄）","10人英雄","3","0","80","90","90","35","0","1008","5","0","10","0"
"337","魔古山宝库（25人普通）","25人普通","3","0","80","90","90","35","0","1008","4","0","25","0"
"338","魔古山宝库（25人英雄）","25人英雄","3","0","80","90","90","35","0","1008","6","0","25","0"
"339","恐惧之心（10人普通）","10人普通","3","0","81","90","90","35","0","1009","3","0","10","0"
"340","恐惧之心（10人英雄）","10人英雄","3","0","81","90","90","35","0","1009","5","0","10","0"
"341","恐惧之心（25人普通）","25人普通","3","0","81","90","90","35","0","1009","4","0","25","0"
"342","恐惧之心（25人英雄）","25人英雄","3","0","81","90","90","35","0","1009","6","0","25","0"
"343","永春台（10人普通）","10人普通","3","0","82","90","90","35","0","996","3","0","10","0"
"344","永春台（10人英雄）","10人英雄","3","0","82","90","90","35","0","996","5","0","10","0"
"345","永春台（25人普通）","25人普通","3","0","82","90","90","35","0","996","4","0","25","0"
"346","永春台（25人英雄）","25人英雄","3","0","82","90","90","35","0","996","6","0","25","0"
"347","雷电王座（10人普通）","10人普通","3","1","83","90","90","35","0","1098","3","0","10","0"
"348","雷电王座（10人英雄）","10人英雄","3","3","83","90","90","35","0","1098","5","0","10","0"
"349","雷电王座（25人英雄）","25人英雄","3","4","83","90","90","35","0","1098","6","0","25","0"
"350","雷电王座（25人普通）","25人普通","3","2","83","90","90","35","0","1098","4","0","25","0"
"351","战场","战场","8","0","0","20","29","36","0","0","0","0","5","1"
"352","战场","战场","8","0","0","30","39","36","0","0","0","0","5","1"
"353","战场","战场","8","0","0","40","49","36","0","0","0","0","5","1"
"354","战场","战场","8","0","0","50","59","36","0","0","0","0","5","1"
"355","战场","战场","8","0","0","60","69","36","0","0","0","0","5","1"
"356","战场","战场","8","0","0","70","79","36","0","0","0","0","5","1"
"357","战场","战场","8","0","0","80","89","36","0","0","0","0","5","1"
"358","战场","战场","8","0","0","90","99","36","0","0","0","0","5","1"
"359","战场","战场","8","0","0","100","0","36","0","0","0","0","5","1"
"360","竞技场练习赛（3v3）","3v3","7","0","0","90","99","36","0","0","0","0","3","2"
"362","随机潘达利亚场景战役（英雄）","英雄","5","0","107","90","90","34","483","870","11","0","3","1"
"363","随机潘达利亚地下城（普通）","普通","2","0","84","85","90","98","0","870","1","0","5","1"
"364","随机潘达利亚地下城（英雄）","英雄","2","0","84","90","90","98","0","870","2","0","5","1"
"365","塞拉摩的沦陷","塞拉摩的沦陷","5","0","0","90","90","34","0","1000","12","0","3","1"
"366","公海激战（普通）","普通","5","0","103","90","90","34","0","1099","12","0","3","1"
"367","公海激战（英雄）","英雄","5","0","103","90","90","34","483","1099","11","0","3","1"
"368","雪山血战（普通）","普通","5","0","104","90","90","34","0","1130","12","0","3","1"
"369","雪山血战（英雄）","英雄","5","0","104","90","90","34","483","1130","11","0","3","1"
"370","酝酿风暴（普通）","普通","5","0","102","90","90","34","0","1005","12","0","3","1"
"371","酝酿风暴（英雄）","英雄","5","0","102","90","90","34","483","1005","11","0","3","1"
"372","酿月祭","酿月祭","5","0","0","90","90","34","0","1051","12","0","3","1"
"373","黑暗中的匕首","黑暗中的匕首","5","0","0","90","90","34","0","1095","12","0","3","1"
"374","统御岗哨","统御岗哨","5","0","0","90","90","34","0","1102","12","0","3","1"
"375","雄狮港","雄狮港","5","0","0","90","90","34","0","1103","12","0","3","1"
"376","遗忘之王古墓（普通）","普通","5","0","105","90","90","34","0","1030","12","0","3","1"
"377","遗忘之王古墓（英雄）","英雄","5","0","105","90","90","34","483","1030","11","0","3","1"
"378","绿石村","绿石村","5","0","0","90","90","34","0","1024","12","0","3","1"
"379","盎迦猴岛","盎迦猴岛","5","0","0","90","90","34","0","1048","12","0","3","1"
"380","突袭扎尼维斯","突袭扎尼维斯","5","0","0","90","90","34","0","1050","12","0","3","1"
"381","潘达利亚的黑暗之心（普通）","普通","5","0","106","90","90","34","0","1144","12","0","3","1"
"382","潘达利亚的黑暗之心（英雄）","英雄","5","0","106","90","90","34","483","1144","11","0","3","1"
"383","王者的耐心","王者的耐心","5","0","0","90","90","34","0","1104","12","0","3","1"
"384","怒焰之谜（普通）","普通","5","0","108","90","90","34","0","1131","12","0","3","1"
"385","怒焰之谜（英雄）","英雄","5","0","108","90","90","34","483","1131","11","0","3","1"
"386","破军比武场","破军比武场","5","0","0","90","90","34","0","1031","12","0","3","1"
"389","竞技场练习赛（2v2）","2v2","7","0","0","100","109","36","0","0","0","0","2","2"
"390","竞技场练习赛（3v3）","3v3","7","0","0","100","109","36","0","0","0","0","3","2"
"391","竞技场练习赛（2v2）","2v2","7","0","0","80","89","36","0","0","0","0","2","2"
"392","竞技场练习赛（3v3）","3v3","7","0","0","80","89","36","0","0","0","0","3","2"
"393","竞技场练习赛（2v2）","2v2","7","0","0","70","79","36","0","0","0","0","2","2"
"394","竞技场练习赛（3v3）","3v3","7","0","0","70","79","36","0","0","0","0","3","2"
"395","随机德拉诺地下城（普通）","普通","2","0","109","90","100","98","0","1116","1","0","5","1"
"396","随机德拉诺地下城（英雄）","英雄","2","0","109","100","100","98","0","1116","2","0","5","1"
"397","世界首领（潘达利亚）","世界首领","3","0","0","90","90","291","0","870","0","0","40","0"
"398","世界首领（德拉诺）","世界首领","3","0","0","100","100","291","0","1116","0","0","40","0"
"399","悬槌堡（史诗）","史诗","3","0","14","100","100","35","0","1228","16","0","20","0"
"400","黑石铸造厂（史诗）","史诗","3","0","15","100","100","35","0","1205","16","0","20","0"
"401","血槌炉渣矿井（史诗）","史诗","2","3","6","100","100","99","0","1175","23","0","5","1"
"402","钢铁码头（史诗难度）","史诗","2","3","7","100","100","99","0","1195","23","0","5","1"
"403","奥金顿（史诗）","史诗","2","3","8","100","100","99","0","1182","23","0","5","1"
"404","通天峰（史诗）","史诗","2","3","9","100","100","99","0","1209","23","0","5","1"
"405","恐轨车站（史诗）","史诗","2","3","10","100","100","99","0","1208","23","0","5","1"
"406","永茂林地（史诗）","史诗","2","3","11","100","100","99","0","1279","23","0","5","1"
"407","影月墓地（史诗）","史诗","2","3","12","100","100","99","0","1176","23","0","5","1"
"408","黑石塔上层（史诗）","史诗","2","3","13","100","100","99","0","1358","23","0","5","1"
"409","地狱火堡垒（普通）","普通","3","0","110","100","100","35","0","1448","14","0","30","0"
"410","地狱火堡垒（英雄）","英雄","3","0","110","100","100","35","0","1448","15","0","30","0"
"411","塔纳安丛林","塔纳安丛林","1","0","68","100","100","258","0","0","0","6723","0","4"
"412","地狱火堡垒（史诗）","史诗","3","0","110","100","100","35","0","1448","16","0","20","0"
"413","翡翠梦魇（普通）","普通","3","0","122","110","110","35","180","1520","14","0","30","0"
"414","翡翠梦魇（英雄）","英雄","3","1","122","110","110","35","170","1520","15","0","30","0"
"415","暗夜要塞（普通）","普通","3","1","123","110","110","35","170","1530","14","0","30","0"
"416","暗夜要塞（英雄）","英雄","3","2","123","110","110","35","180","1530","15","0","30","0"
"417","随机军团再临地下城（普通）","普通","2","0","111","100","110","98","0","1220","1","0","5","1"
"418","随机军团再临地下城（英雄）","英雄","2","2","111","110","110","98","160","1220","2","0","5","1"
"419","阿苏纳","阿苏纳","1","0","124","98","110","258","0","0","0","7334","0","4"
"420","瓦尔莎拉","瓦尔莎拉","1","0","124","98","110","258","0","0","0","7558","0","4"
"421","至高岭","至高岭","1","0","124","98","110","258","0","0","0","7503","0","4"
"422","风暴峡湾","风暴峡湾","1","0","124","98","110","258","0","0","0","7541","0","4"
"423","苏拉玛","苏拉玛","1","0","124","110","110","258","0","0","0","7637","0","4"
"424","战场","战场","8","0","0","110","0","36","0","0","0","0","5","1"
"425","艾萨拉之眼（普通）","普通","2","1","112","98","110","99","0","1456","1","0","5","1"
"426","黑心林地（普通）","普通","2","2","113","98","110","99","0","1466","1","0","5","1"
"427","英灵殿（普通）","普通","2","4","114","98","110","99","0","1477","1","0","5","1"
"428","奈萨里奥的巢穴（普通）","普通","2","3","115","98","110","99","0","1458","1","0","5","1"
"429","突袭紫罗兰监狱（普通）","普通","2","5","116","105","110","99","0","1544","1","0","5","1"
"430","黑鸦堡垒（普通）","普通","2","7","118","110","110","99","0","1501","1","0","5","1"
"431","守望者地窟（普通）","普通","2","6","117","110","110","99","0","1493","1","0","5","1"
"432","噬魂之喉（普通）","普通","2","8","119","110","110","99","0","1492","1","0","5","1"
"433","群星庭院（普通）","普通","2","9","120","110","110","99","0","1571","1","0","5","1"
"434","魔法回廊（普通）","普通","2","10","121","110","110","99","0","1516","1","0","5","1"
"435","艾萨拉之眼（英雄）","英雄","2","1","112","110","110","99","160","1456","2","0","5","1"
"436","黑心林地（英雄）","英雄","2","2","113","110","110","99","160","1466","2","0","5","1"
"437","英灵殿（英雄）","英雄","2","4","114","110","110","99","160","1477","2","0","5","1"
"438","奈萨里奥的巢穴（英雄）","英雄","2","3","115","110","110","99","160","1458","2","0","5","1"
"439","突袭紫罗兰监狱（英雄）","英雄","2","5","116","110","110","99","160","1544","2","0","5","1"
"440","黑鸦堡垒（英雄）","英雄","2","7","118","110","110","99","160","1501","2","0","5","1"
"441","守望者地窟（英雄）","英雄","2","6","117","110","110","99","160","1493","2","0","5","1"
"442","噬魂之喉（英雄）","英雄","2","8","119","110","110","99","160","1492","2","0","5","1"
"443","群星庭院（英雄）","英雄","2","9","120","110","110","99","160","1571","2","0","5","1"
"444","魔法回廊（英雄）","英雄","2","10","121","110","110","99","160","1516","2","0","5","1"
"445","艾萨拉之眼（史诗）","史诗","2","1","112","110","110","99","180","1456","23","0","5","1"
"446","黑心林地（史诗）","史诗","2","2","113","110","110","99","180","1466","23","0","5","1"
"447","英灵殿（史诗）","史诗","2","4","114","110","110","99","180","1477","23","0","5","1"
"448","奈萨里奥的巢穴（史诗）","史诗","2","3","115","110","110","99","180","1458","23","0","5","1"
"449","突袭紫罗兰监狱（史诗）","史诗","2","5","116","110","110","99","180","1544","23","0","5","1"
"450","黑鸦堡垒（史诗）","史诗","2","7","118","110","110","99","180","1501","23","0","5","1"
"451","守望者地窟（史诗）","史诗","2","6","117","110","110","99","180","1493","23","0","5","1"
"452","噬魂之喉（史诗）","史诗","2","8","119","110","110","99","180","1492","23","0","5","1"
"453","群星庭院（史诗）","史诗","2","9","120","110","110","99","180","1571","23","0","5","1"
"454","魔法回廊（史诗）","史诗","2","10","121","110","110","99","180","1516","23","0","5","1"
"455","重返卡拉赞（史诗）","史诗","2","11","125","110","110","99","180","1651","23","0","5","1"
"456","勇气试炼（普通）","普通","3","3","126","110","110","35","170","1648","14","0","30","0"
"457","勇气试炼（英雄）","英雄","3","4","126","110","110","35","170","1648","15","0","30","0"
"458","世界首领（军团再临）","世界首领","3","0","0","110","110","291","0","1220","0","0","40","0"
"459","艾萨拉之眼（史诗钥石）","史诗钥石","2","1","112","110","110","195","190","1456","8","0","5","1"
"460","黑心林地（史诗钥石）","史诗钥石","2","2","113","110","110","195","190","1466","8","0","5","1"
"461","英灵殿（史诗钥石）","史诗钥石","2","4","114","110","110","195","190","1477","8","0","5","1"
"462","奈萨里奥的巢穴（史诗钥石）","史诗钥石","2","3","115","110","110","195","190","1458","8","0","5","1"
"463","黑鸦堡垒（史诗钥石）","史诗钥石","2","7","118","110","110","227","190","1501","23","0","5","1"
"464","守望者地窟（史诗钥石）","史诗钥石","2","6","117","110","110","195","190","1493","8","0","5","1"
"465","噬魂之喉（史诗钥石）","史诗钥石","2","8","119","110","110","195","190","1492","8","0","5","1"
"466","群星庭院（史诗钥石）","史诗钥石","2","9","120","110","110","195","190","1571","8","0","5","1"
"467","魔法回廊（史诗钥石）","史诗钥石","2","10","121","110","110","195","190","1516","8","0","5","1"
"468","翡翠梦魇（史诗）","史诗","3","2","122","110","110","35","175","1520","16","0","20","0"
"469","破碎海滩","破碎海滩","1","0","124","110","110","258","0","0","0","7543","0","4"
"470","卡拉赞下层（英雄）","英雄","2","11","127","110","110","99","160","1651","2","0","5","1"
"471","卡拉赞下层（史诗钥石）","史诗钥石","2","11","127","110","110","195","180","1651","8","0","5","1"
"472","卡拉赞上层（英雄）","英雄","2","12","128","110","110","99","160","1651","2","0","5","1"
"473","卡拉赞上层（史诗钥石）","史诗钥石","2","12","128","110","110","195","180","1651","8","0","5","1"
"474","永夜大教堂（英雄）","英雄","2","13","129","110","110","99","160","1677","2","0","5","1"
"475","永夜大教堂（史诗）","史诗","2","13","129","110","110","99","190","1677","23","0","5","1"
"476","永夜大教堂（史诗钥石）","史诗钥石","2","13","129","110","110","195","190","1677","8","0","5","1"
"478","萨格拉斯之墓（英雄）","英雄","3","8","131","110","110","35","190","1676","15","0","30","0"
"479","萨格拉斯之墓（普通）","普通","3","7","131","110","110","35","185","1676","14","0","30","0"
"480","勇气试炼（史诗）","史诗","3","3","126","110","110","35","175","1648","16","0","20","0"
"481","暗夜要塞（史诗）","史诗","3","3","123","110","110","35","185","1530","16","0","20","0"
"482","安托鲁斯，燃烧王座（普通）","普通","3","9","132","110","110","35","195","1712","14","0","30","0"
"483","安托鲁斯，燃烧王座（英雄）","英雄","3","10","132","110","110","35","210","1712","15","0","30","0"
"484","执政团之座（英雄）","英雄","2","14","133","110","110","99","160","1753","2","0","5","1"
"485","执政团之座（史诗）","史诗","2","14","133","110","110","99","190","1753","23","0","5","1"
"486","执政团之座（史诗钥石）","史诗钥石","2","14","133","110","110","195","190","1753","8","0","5","1"
"487","克罗库恩","克罗库恩","1","0","134","110","110","258","0","0","0","8574","0","4"
"488","安托兰废土","安托兰废土","1","0","134","110","110","258","0","0","0","8899","0","4"
"489","玛凯雷","玛凯雷","1","0","134","110","110","258","0","0","0","8701","0","4"
"490","竞技场练习赛（3v3）","3v3","7","0","0","110","110","36","0","0","0","0","3","2"
"491","竞技场练习赛（2v2）","2v2","7","0","0","110","110","36","0","0","0","0","2","2"
"492","萨格拉斯之墓（史诗）","史诗","3","9","131","110","110","35","195","1676","16","0","20","0"
"493","安托鲁斯，燃烧王座（史诗）","史诗","3","11","132","110","110","35","225","1712","16","0","20","0"
"494","奥迪尔（普通）","普通","3","1","135","120","120","35","330","1861","14","0","30","0"
"495","奥迪尔（英雄）","英雄","3","2","135","120","120","35","345","1861","15","0","30","0"
"496","奥迪尔（史诗）","史诗","3","3","135","120","120","35","360","1861","16","0","30","0"
"497","随机争霸艾泽拉斯地下城（普通）","普通","2","0","136","110","119","98","0","1642","1","0","5","1"
"498","随机争霸艾泽拉斯地下城（英雄）","英雄","2","2","136","120","120","98","280","1642","2","0","5","1"
"499","阿塔达萨（史诗）","史诗","2","3","137","120","120","99","325","1763","23","0","5","1"
"500","阿塔达萨（英雄）","英雄","2","2","137","120","120","99","310","1763","2","0","5","1"
"501","阿塔达萨（普通）","普通","2","1","137","108","119","99","0","1763","1","0","5","1"
"502","阿塔达萨（史诗钥石）","史诗钥石","2","4","137","120","120","195","340","1763","8","0","5","1"
"503","塞塔里斯神庙（普通）","普通","2","1","139","108","119","99","0","1877","1","0","5","1"
"504","塞塔里斯神庙（史诗钥石）","史诗钥石","2","4","139","120","120","195","340","1877","8","0","5","1"
"505","塞塔里斯神庙（英雄）","英雄","2","2","139","120","120","99","310","1877","2","0","5","1"
"506","地渊孢林（普通）","普通","2","1","138","108","119","99","0","1841","1","0","5","1"
"507","地渊孢林（史诗钥石）","史诗钥石","2","4","138","120","120","195","340","1841","8","0","5","1"
"508","地渊孢林（英雄）","英雄","2","2","138","120","120","99","310","1841","2","0","5","1"
"509","暴富矿区（普通）","普通","2","1","140","108","119","99","0","1594","1","0","5","1"
"510","暴富矿区（史诗钥石）","史诗钥石","2","4","140","120","120","195","340","1594","8","0","5","1"
"511","暴富矿区（英雄）","英雄","2","2","140","120","120","99","310","1594","2","0","5","1"
"512","诸王之眠（普通）","普通","2","1","141","120","120","99","0","1762","1","0","5","1"
"513","诸王之眠（史诗）","史诗","2","3","141","120","120","99","325","1762","23","0","5","1"
"514","诸王之眠（史诗钥石）","史诗钥石","2","4","141","120","120","195","340","1762","8","0","5","1"
"515","诸王之眠（英雄）","英雄","2","1","141","120","120","99","310","1762","2","0","5","1"
"516","自由镇（普通）","普通","2","1","142","108","119","99","0","1754","1","0","5","1"
"517","自由镇（史诗）","史诗","2","3","142","120","120","99","325","1754","23","0","5","1"
"518","自由镇（史诗钥石）","史诗钥石","2","4","142","120","120","195","340","1754","8","0","5","1"
"519","自由镇（英雄）","英雄","2","2","142","120","120","99","310","1754","2","0","5","1"
"520","风暴神殿（普通）","普通","2","1","143","108","119","99","0","1864","1","0","5","1"
"521","风暴神殿（史诗）","史诗","2","3","143","120","120","99","325","1864","23","0","5","1"
"522","风暴神殿（史诗钥石）","史诗钥石","2","4","143","120","120","195","340","1864","8","0","5","1"
"523","风暴神殿（英雄）","英雄","2","2","143","120","120","99","310","1864","2","0","5","1"
"524","托尔达戈（普通）","普通","2","1","144","108","119","99","270","1771","1","0","5","1"
"525","托尔达戈（史诗）","史诗","2","3","144","120","120","99","325","1771","23","0","5","1"
"526","托尔达戈（史诗钥石）","史诗钥石","2","4","144","120","120","195","340","1771","8","0","5","1"
"527","托尔达戈（英雄）","英雄","2","2","144","120","120","99","310","1771","2","0","5","1"
"528","维克雷斯庄园（普通）","普通","2","1","145","108","119","99","0","1862","1","0","5","1"
"529","维克雷斯庄园（史诗）","史诗","2","3","145","120","120","99","325","1862","23","0","5","1"
"530","维克雷斯庄园（史诗钥石）","史诗钥石","2","4","145","120","120","195","340","1862","8","0","5","1"
"531","维克雷斯庄园（英雄）","英雄","2","2","145","120","120","99","310","1862","2","0","5","1"
"532","围攻伯拉勒斯（普通）","普通","2","1","146","120","120","99","0","1822","1","0","5","1"
"533","围攻伯拉勒斯（史诗）","史诗","2","3","146","120","120","99","325","1822","23","0","5","1"
"534","围攻伯拉勒斯（史诗钥石）","史诗钥石","2","4","146","120","120","195","340","1822","8","0","5","1"
"535","围攻伯拉勒斯（英雄）","英雄","2","1","146","120","120","99","310","1822","2","0","5","1"
"536","维克雷斯庄园（普通）","普通","2","1","145","120","120","99","270","1862","1","0","5","1"
"537","托尔达戈（普通）","普通","2","1","144","120","120","99","0","1771","1","0","5","1"
"538","风暴神殿（普通）","普通","2","1","143","120","120","99","270","1864","1","0","5","1"
"539","自由镇（普通）","普通","2","1","142","120","120","99","270","1754","1","0","5","1"
"540","暴富矿区（普通）","普通","2","1","140","120","120","99","270","1594","1","0","5","1"
"541","地渊孢林（普通）","普通","2","1","138","120","120","99","270","1841","1","0","5","1"
"542","塞塔里斯神庙（普通）","普通","2","1","139","120","120","99","270","1877","1","0","5","1"
"543","阿塔达萨（普通）","普通","2","1","137","120","120","99","270","1763","1","0","5","1"
"644","地渊孢林（史诗）","史诗","2","3","138","120","120","99","325","1841","23","0","5","1"
"645","塞塔里斯神庙（史诗）","史诗","2","3","139","120","120","195","325","1877","23","0","5","1"
"646","暴富矿区（史诗）","史诗","2","3","140","120","120","195","325","1594","8","0","5","1"
"647","提拉加德海峡","提拉加德海峡","1","0","247","110","120","258","0","0","0","8567","0","4"
"648","德鲁斯瓦","德鲁斯瓦","1","0","247","110","120","258","0","0","0","8721","0","4"
"649","斯托颂谷地","斯托颂谷地","1","0","247","110","120","258","0","0","0","9042","0","4"
"650","祖达萨","祖达萨","1","0","248","110","120","258","0","0","0","8499","0","4"
"651","纳兹米尔","纳兹米尔","1","0","248","110","120","258","0","0","0","8500","0","4"
"652","沃顿","沃顿","1","0","248","110","120","258","0","0","0","8501","0","4"
"653","随机海岛（普通）","普通","111","0","249","116","120","34","280","0","38","0","3","4"
"654","随机海岛（英雄）","英雄","111","0","249","120","120","34","310","0","39","0","3","4"
"655","随机海岛（史诗）","史诗","111","0","249","120","120","34","325","0","40","0","3","4"
"657","世界首领 （争霸艾泽拉斯）","世界首领","3","0","0","120","120","291","0","0","0","0","40","0"
"662","随机海岛（PvP）","PvP","111","0","249","120","120","38","325","0","45","0","3","4"
"663","达萨罗之战（普通）","普通","3","1","251","120","120","35","360","2070","14","0","30","0"
"664","达萨罗之战（英雄）","英雄","3","2","251","120","120","35","375","2070","15","0","30","0"
"665","达萨罗之战（史诗）","史诗","3","3","251","120","120","35","390","2070","16","0","30","0"
"666","风暴熔炉（史诗）","史诗","3","3","252","120","120","35","390","2096","16","0","30","0"
"667","风暴熔炉（英雄）","英雄","3","2","252","120","120","35","375","2096","15","0","30","0"
"668","风暴熔炉（普通）","普通","3","1","252","120","120","35","360","2096","14","0","30","0"
"669","麦卡贡行动（史诗）","史诗","2","3","253","120","120","99","325","2097","23","0","5","1"
"670","永恒王宫（史诗）","史诗","3","3","254","120","120","35","435","2164","16","0","30","0"
"671","永恒王宫（英雄）","英雄","3","2","254","120","120","35","415","2164","15","0","30","0"
"672","永恒王宫（普通）","普通","3","1","254","120","120","35","400","2164","14","0","30","0"
"673","激流堡之战（英雄）","英雄","3","2","255","120","120","35","415","1804","15","0","30","0"
"674","纳沙塔尔","纳沙塔尔","1","0","248","120","120","258","0","0","0","10052","0","4"
"675","麦卡贡","麦卡贡","1","3","247","120","120","258","0","0","0","10290","0","4"
"676","火焰之地（普通）","普通","3","1","78","85","85","34","0","720","14","0","30","0"
"677","火焰之地（英雄）","英雄","3","1","78","85","85","34","0","720","15","0","30","0"
"679","麦卡贡垃圾场（史诗钥石）","史诗钥石","2","4","256","120","120","195","340","2097","8","0","5","1"
"682","麦卡贡垃圾场（英雄）","英雄","2","2","256","120","120","99","310","2097","2","0","5","1"
"683","麦卡贡车间（史诗钥石）","史诗钥石","2","4","257","120","120","195","340","2097","8","0","5","1"
"684","麦卡贡车间（英雄）","英雄","2","2","257","120","120","99","310","2097","2","0","5","1"
"685","尼奥罗萨，觉醒之城（史诗）","史诗","3","3","258","120","120","35","465","2217","16","0","20","0"
"686","尼奥罗萨，觉醒之城（英雄）","英雄","3","2","258","120","120","35","445","2217","15","0","30","0"
"687","尼奥罗萨，觉醒之城（普通）","普通","3","1","258","120","120","35","430","2217","14","0","30","0"
"660","诸王之眠（史诗）","史诗","2","3","141","120","120","99","325","1762","23","0","5","1"
"661","诸王之眠（史诗钥石）","史诗钥石","2","4","141","120","120","195","340","1762","8","0","5","1"
"658","围攻伯拉勒斯（史诗）","史诗","2","3","146","120","120","99","325","1822","23","0","5","1"
"659","围攻伯拉勒斯（史诗钥石）","史诗钥石","2","4","146","120","120","195","340","1822","8","0","5","1"
