Id,Name,ParentUiMapId,Flags,System,Type,LevelRangeMin,LevelRangeMax,BountySetId,BountyDisplayLocation,VisibilityPlayerConditionId,HelpTextPosition,BkgAtlasId
"407","Darkmoon Island","947","0","0","6","0","0","0","0","0","0","0"
"408","Darkmoon Island","407","0","0","4","0","0","0","0","0","0","0"
"409","Dragon Soul","71","0","0","4","0","0","0","0","0","0","0"
"410","Dragon Soul","409","0","0","4","0","0","0","0","0","0","0"
"411","Dragon Soul","409","0","0","4","0","0","0","0","0","0","0"
"412","Dragon Soul","409","0","0","4","0","0","0","0","0","0","0"
"413","Dragon Soul","409","0","0","4","0","0","0","0","0","0","0"
"414","Dragon Soul","409","0","0","4","0","0","0","0","0","0","0"
"415","Dragon Soul","409","0","0","4","0","0","0","0","0","0","0"
"416","Dustwallow Marsh","70","0","0","6","0","0","0","0","0","0","0"
"417","Temple of Kotmogu","390","0","0","6","0","0","0","0","0","0","0"
"418","Krasarang Wilds","424","6","0","3","0","0","0","0","0","0","59"
"419","Ruins of Ogudei","418","0","0","5","0","0","0","0","0","0","0"
"420","Ruins of Ogudei","418","0","0","5","0","0","0","0","0","0","0"
"421","Ruins of Ogudei","418","0","0","5","0","0","0","0","0","0","0"
"422","Dread Wastes","424","6","0","3","0","0","0","0","0","0","62"
"423","Silvershard Mines","224","0","0","4","0","0","0","0","0","0","0"
"424","Pandaria","947","0","0","2","0","0","0","0","0","0","657"
"425","Northshire","37","0","0","3","0","0","0","0","0","0","0"
"426","Echo Ridge Mine","37","0","0","5","0","0","0","0","0","0","0"
"427","Coldridge Valley","27","0","0","6","0","0","0","0","0","0","0"
"428","Frostmane Hovel","27","0","0","5","0","0","0","0","0","0","0"
"429","Temple of the Jade Serpent","371","0","0","4","0","0","0","0","0","0","0"
"430","Temple of the Jade Serpent","371","0","0","4","0","0","0","0","0","0","0"
"431","Scarlet Halls","18","0","0","4","0","0","0","0","0","0","0"
"432","Scarlet Halls","18","0","0","4","0","0","0","0","0","0","0"
"433","The Veiled Stair","424","6","0","3","0","0","0","0","0","0","975"
"434","The Ancient Passage","379","0","0","5","0","0","0","0","0","0","0"
"435","Scarlet Monastery","18","0","0","4","0","0","0","0","0","0","0"
"436","Scarlet Monastery","18","0","0","4","0","0","0","0","0","0","0"
"437","Gate of the Setting Sun","390","0","0","4","0","0","0","0","0","0","0"
"438","Gate of the Setting Sun","390","0","0","4","0","0","0","0","0","0","0"
"439","Stormstout Brewery","376","0","0","4","0","0","0","0","0","0","0"
"440","Stormstout Brewery","376","0","0","4","0","0","0","0","0","0","0"
"441","Stormstout Brewery","376","0","0","4","0","0","0","0","0","0","0"
"442","Stormstout Brewery","376","0","0","4","0","0","0","0","0","0","0"
"443","Shado-Pan Monastery","379","0","0","4","0","0","0","0","0","0","0"
"444","Shado-Pan Monastery","443","0","0","4","0","0","0","0","0","0","0"
"445","Shado-Pan Monastery","443","0","0","4","0","0","0","0","0","0","0"
"446","Shado-Pan Monastery","443","0","0","4","0","0","0","0","0","0","0"
"447","A Brewing Storm","371","0","0","6","0","0","0","0","0","0","0"
"448","The Jade Forest","371","0","0","6","0","0","0","0","0","0","0"
"449","Temple of Kotmogu","390","0","0","6","0","0","0","0","0","0","0"
"450","Unga Ingoo","418","0","0","6","0","0","0","0","0","0","0"
"451","Assault on Zan'vess","422","0","0","6","0","0","0","0","0","0","0"
"452","Brewmoon Festival","379","0","0","6","0","0","0","0","0","0","0"
"453","Mogu'shan Palace","390","0","0","4","0","0","0","0","0","0","0"
"454","Mogu'shan Palace","390","0","0","4","0","0","0","0","0","0","0"
"455","Mogu'shan Palace","390","0","0","4","0","0","0","0","0","0","0"
"456","Terrace of Endless Spring","433","0","0","6","0","0","0","0","0","0","0"
"457","Siege of Niuzao Temple","388","0","0","4","0","0","0","0","0","0","0"
"458","Siege of Niuzao Temple","457","0","0","4","0","0","0","0","0","0","0"
"459","Siege of Niuzao Temple","457","0","0","4","0","0","0","0","0","0","0"
"460","Shadowglen","57","6","0","3","0","0","0","0","0","0","0"
"461","Valley of Trials","1","6","0","3","0","0","0","0","0","0","0"
"462","Camp Narache","7","6","0","3","0","0","0","0","0","0","0"
"463","Echo Isles","1","6","0","3","0","0","0","0","0","0","0"
"464","Spitescale Cavern","1","0","0","5","0","0","0","0","0","0","0"
"465","Deathknell","18","6","0","3","0","0","0","0","0","0","0"
"466","Night Web's Hollow","18","0","0","5","0","0","0","0","0","0","0"
"467","Sunstrider Isle","94","6","0","3","0","0","0","0","0","0","0"
"468","Ammen Vale","97","6","0","3","0","0","0","0","0","0","0"
"469","New Tinkertown","27","6","0","3","0","0","0","0","0","0","0"
"470","Frostmane Hold","27","0","0","5","0","0","0","0","0","0","0"
"471","Mogu'shan Vaults","390","0","0","4","0","0","0","0","0","0","0"
"472","Mogu'shan Vaults","390","0","0","4","0","0","0","0","0","0","0"
"473","Mogu'shan Vaults","390","0","0","4","0","0","0","0","0","0","0"
"474","Heart of Fear","422","0","0","4","0","0","0","0","0","0","0"
"475","Heart of Fear","422","0","0","4","0","0","0","0","0","0","0"
"476","Scholomance","22","0","0","4","0","0","0","0","0","0","0"
"477","Scholomance","22","0","0","4","0","0","0","0","0","0","0"
"478","Scholomance","22","0","0","4","0","0","0","0","0","0","0"
"479","Scholomance","22","0","0","4","0","0","0","0","0","0","0"
"480","Proving Grounds","379","0","0","4","0","0","0","0","0","0","0"
"481","Crypt of Forgotten Kings","379","0","0","4","0","0","0","0","0","0","0"
"482","Crypt of Forgotten Kings","379","0","0","4","0","0","0","0","0","0","0"
"483","Dustwallow Marsh","70","0","0","6","0","0","0","0","0","0","0"
"486","Krasarang Wilds","418","0","0","6","0","0","0","0","0","0","0"
"487","A Little Patience","418","0","0","6","0","0","0","0","0","0","0"
"488","Dagger in the Dark","433","0","0","6","0","0","0","0","0","0","0"
"489","Dagger in the Dark","379","0","0","4","0","0","0","0","0","0","0"
"490","Black Temple","104","0","0","4","0","0","0","0","0","0","0"
"491","Black Temple","490","0","0","4","0","0","0","0","0","0","0"
"492","Black Temple","490","0","0","4","0","0","0","0","0","0","0"
"493","Black Temple","490","0","0","4","0","0","0","0","0","0","0"
"494","Black Temple","490","0","0","4","0","0","0","0","0","0","0"
"495","Black Temple","490","0","0","4","0","0","0","0","0","0","0"
"496","Black Temple","490","0","0","4","0","0","0","0","0","0","0"
"497","Black Temple","490","0","0","4","0","0","0","0","0","0","0"
"498","Krasarang Wilds","418","0","0","6","0","0","0","0","0","0","0"
"499","Deeprun Tram","84","0","0","4","0","0","0","0","0","0","0"
"500","Deeprun Tram","84","0","0","4","0","0","0","0","0","0","0"
"501","Dalaran","13","0","0","4","0","0","0","0","0","0","0"
"502","Dalaran","13","0","0","4","0","0","0","0","0","0","0"
"503","Brawl'gar Arena","85","0","0","4","0","0","0","0","0","0","0"
"504","Isle of Thunder","424","6","0","3","0","0","0","0","0","0","167"
"505","Lightning Vein Mine","504","0","0","5","0","0","0","0","0","0","0"
"506","The Swollen Vault","504","0","0","5","0","0","0","0","0","0","0"
"507","Isle of Giants","424","6","0","3","0","0","0","0","0","0","168"
"508","Throne of Thunder","504","0","0","4","0","0","0","0","0","0","0"
"509","Throne of Thunder","504","0","0","4","0","0","0","0","0","0","0"
"510","Throne of Thunder","504","0","0","4","0","0","0","0","0","0","0"
"511","Throne of Thunder","504","0","0","4","0","0","0","0","0","0","0"
"512","Throne of Thunder","504","0","0","4","0","0","0","0","0","0","0"
"513","Throne of Thunder","504","0","0","4","0","0","0","0","0","0","0"
"514","Throne of Thunder","504","0","0","4","0","0","0","0","0","0","0"
"515","Throne of Thunder","504","0","0","4","0","0","0","0","0","0","0"
"516","Isle of Thunder","424","2","0","6","0","0","0","0","0","0","0"
"517","Lightning Vein Mine","516","0","0","5","0","0","0","0","0","0","0"
"518","Thunder King's Citadel","504","0","0","4","0","0","0","0","0","0","0"
"519","Deepwind Gorge","376","0","0","6","0","0","0","0","0","0","0"
"520","Vale of Eternal Blossoms","390","0","0","6","0","0","0","0","0","0","0"
"521","Vale of Eternal Blossoms","390","0","0","4","0","0","0","0","0","0","0"
"522","The Secrets of Ragefire","85","0","0","4","0","0","0","0","0","0","0"
"523","Dun Morogh","27","0","0","6","0","0","0","0","0","0","0"
"524","Battle on the High Seas","12","0","0","6","0","0","0","0","0","0","0"
"525","Frostfire Ridge","572","6","0","3","0","0","0","0","0","0","64"
"526","Turgall's Den","525","0","0","5","0","0","0","0","0","0","0"
"527","Turgall's Den","525","0","0","5","0","0","0","0","0","0","0"
"528","Turgall's Den","525","0","0","5","0","0","0","0","0","0","0"
"529","Turgall's Den","525","0","0","5","0","0","0","0","0","0","0"
"530","Grom'gar","525","0","0","5","0","0","0","0","0","0","0"
"531","Grulloc's Grotto","525","0","0","5","0","0","0","0","0","0","0"
"532","Grulloc's Grotto","525","0","0","5","0","0","0","0","0","0","0"
"533","Snowfall Alcove","525","0","0","5","0","0","0","0","0","0","0"
"534","Tanaan Jungle","572","6","0","3","0","0","0","0","0","0","176"
"535","Talador","572","6","0","3","0","0","0","0","0","0","66"
"536","Tomb of Lights","535","0","0","5","0","0","0","0","0","0","0"
"537","Tomb of Souls","535","0","0","5","0","0","0","0","0","0","0"
"538","The Breached Ossuary","535","0","0","5","0","0","0","0","0","0","0"
"539","Shadowmoon Valley","572","6","0","3","0","0","0","0","0","0","63"
"540","Bloodthorn Cave","539","0","0","5","0","0","0","0","0","0","0"
"541","Den of Secrets","539","0","0","5","0","0","0","0","0","0","0"
"542","Spires of Arak","572","6","0","3","0","0","0","0","0","0","67"
"543","Gorgrond","572","6","0","3","0","0","0","0","0","0","65"
"544","Moira's Reach","543","0","0","5","0","0","0","0","0","0","0"
"545","Moira's Reach","543","0","0","5","0","0","0","0","0","0","0"
"546","Fissure of Fury","543","0","0","5","0","0","0","0","0","0","0"
"547","Fissure of Fury","543","0","0","5","0","0","0","0","0","0","0"
"548","Cragplume Cauldron","543","0","0","5","0","0","0","0","0","0","0"
"549","Cragplume Cauldron","543","0","0","5","0","0","0","0","0","0","0"
"550","Nagrand","572","6","0","3","0","0","0","0","0","0","68"
"551","The Masters' Cavern","550","0","0","5","0","0","0","0","0","0","0"
"552","Stonecrag Gorge","550","0","0","5","0","0","0","0","0","0","0"
"553","Oshu'gun","550","0","0","5","0","0","0","0","0","0","0"
"554","Timeless Isle","424","6","0","3","0","0","0","0","0","0","169"
"555","Cavern of Lost Spirits","554","0","0","5","0","0","0","0","0","0","0"
"556","Siege of Orgrimmar","390","0","0","4","0","0","0","0","0","0","0"
"557","Siege of Orgrimmar","556","0","0","4","0","0","0","0","0","0","0"
"558","Siege of Orgrimmar","556","0","0","4","0","0","0","0","0","0","0"
"559","Siege of Orgrimmar","556","0","0","4","0","0","0","0","0","0","0"
"560","Siege of Orgrimmar","556","0","0","4","0","0","0","0","0","0","0"
"561","Siege of Orgrimmar","556","0","0","4","0","0","0","0","0","0","0"
"562","Siege of Orgrimmar","556","0","0","4","0","0","0","0","0","0","0"
"563","Siege of Orgrimmar","556","0","0","4","0","0","0","0","0","0","0"
"564","Siege of Orgrimmar","556","0","0","4","0","0","0","0","0","0","0"
"565","Siege of Orgrimmar","556","0","0","4","0","0","0","0","0","0","0"
"566","Siege of Orgrimmar","556","0","0","4","0","0","0","0","0","0","0"
"567","Siege of Orgrimmar","556","0","0","4","0","0","0","0","0","0","0"
"568","Siege of Orgrimmar","556","0","0","4","0","0","0","0","0","0","0"
"569","Siege of Orgrimmar","556","0","0","4","0","0","0","0","0","0","0"
"570","Siege of Orgrimmar","556","0","0","4","0","0","0","0","0","0","0"
"571","Celestial Tournament","554","0","0","6","0","0","0","0","0","0","0"
"572","Draenor","946","0","0","2","0","0","0","0","0","0","828"
"573","Bloodmaul Slag Mines","525","0","0","4","0","0","0","0","0","0","0"
"574","Shadowmoon Burial Grounds","539","0","0","4","0","0","0","0","0","0","0"
"575","Shadowmoon Burial Grounds","539","0","0","4","0","0","0","0","0","0","0"
"576","Shadowmoon Burial Grounds","539","0","0","4","0","0","0","0","0","0","0"
"577","Tanaan Jungle","572","0","0","6","0","0","0","0","0","0","0"
"578","Umbral Halls","577","0","0","5","0","0","0","0","0","0","0"
"579","Lunarfall Excavation","582","0","0","5","0","0","0","0","0","0","0"
"580","Lunarfall Excavation","582","0","0","5","0","0","0","0","0","0","0"
"581","Lunarfall Excavation","582","0","0","5","0","0","0","0","0","0","0"
"582","Lunarfall","539","13","0","6","0","0","64895","0","0","0","0"
"585","Frostwall Mine","590","0","0","5","0","0","0","0","0","0","0"
"586","Frostwall Mine","590","0","0","5","0","0","0","0","0","0","0"
"587","Frostwall Mine","590","0","0","5","0","0","0","0","0","0","0"
"588","Ashran","572","0","0","3","0","0","0","0","0","0","0"
"589","Ashran Mine","588","0","0","5","0","0","0","0","0","0","0"
"590","Frostwall","525","13","0","6","0","0","64896","0","0","0","0"
"593","Auchindoun","535","0","0","4","0","0","0","0","0","0","0"
"594","Shattrath City","535","0","0","6","0","0","0","0","0","0","0"
"595","Iron Docks","543","0","0","4","0","0","0","0","0","0","0"
"596","Blackrock Foundry","543","0","0","4","0","0","0","0","0","0","0"
"597","Blackrock Foundry","543","0","0","4","0","0","0","0","0","0","0"
"598","Blackrock Foundry","543","0","0","4","0","0","0","0","0","0","0"
"599","Blackrock Foundry","543","0","0","4","0","0","0","0","0","0","0"
"600","Blackrock Foundry","543","0","0","4","0","0","0","0","0","0","0"
"601","Skyreach","542","0","0","4","0","0","0","0","0","0","0"
"602","Skyreach","542","0","0","4","0","0","0","0","0","0","0"
"606","Grimrail Depot","543","0","0","4","0","0","0","0","0","0","0"
"607","Grimrail Depot","543","0","0","4","0","0","0","0","0","0","0"
"608","Grimrail Depot","543","0","0","4","0","0","0","0","0","0","0"
"609","Grimrail Depot","543","0","0","4","0","0","0","0","0","0","0"
"610","Highmaul","550","0","0","4","0","0","0","0","0","0","0"
"611","Highmaul","610","0","0","4","0","0","0","0","0","0","0"
"612","Highmaul","610","0","0","4","0","0","0","0","0","0","0"
"613","Highmaul","610","0","0","4","0","0","0","0","0","0","0"
"614","Highmaul","610","0","0","4","0","0","0","0","0","0","0"
"615","Highmaul","610","0","0","4","0","0","0","0","0","0","0"
"616","Upper Blackrock Spire","36","0","0","4","0","0","0","0","0","0","0"
"617","Upper Blackrock Spire","36","0","0","4","0","0","0","0","0","0","0"
"618","Upper Blackrock Spire","36","0","0","4","0","0","0","0","0","0","0"
"619","Broken Isles","947","0","0","2","0","1","0","0","0","0","829"
"620","The Everbloom","543","0","0","4","0","0","0","0","0","0","0"
"621","The Everbloom","620","0","0","4","0","0","0","0","0","0","0"
"622","Stormshield","588","0","0","6","0","0","0","0","0","0","0"
"623","Hillsbrad Foothills (Southshore vs. Tarren Mill)","25","0","0","6","0","0","0","0","0","0","0"
"624","Warspear","588","0","0","6","0","0","0","0","0","0","0"
"626","Dalaran","619","0","0","4","0","0","0","0","0","0","0"
"627","Dalaran","619","32768","0","4","4","0","0","0","0","0","0"
"628","Dalaran","619","0","0","4","0","0","0","0","0","0","0"
"629","Dalaran","619","0","0","4","0","0","0","0","0","0","0"
"630","Azsuna","619","6","0","3","4","1","0","0","0","0","331"
"631","Nar'thalas Academy","630","0","0","5","0","0","0","0","0","0","0"
"632","Oceanus Cove","630","0","0","5","0","0","0","0","0","0","0"
"633","Temple of a Thousand Lights","630","0","0","5","0","0","0","0","0","0","0"
"634","Stormheim","619","6","0","3","4","1","0","0","0","0","334"
"635","Shield's Rest","634","0","0","5","0","0","0","0","0","0","0"
"636","Stormscale Cavern","634","0","0","5","0","0","0","0","0","0","0"
"637","Thorignir Refuge","634","0","0","5","0","0","0","0","0","0","0"
"638","Thorignir Refuge","634","0","0","5","0","0","0","0","0","0","0"
"639","Aggramar's Vault","634","0","0","5","0","0","0","0","0","0","0"
"640","Vault of Eyir","634","0","0","5","0","0","0","0","0","0","0"
"641","Val'sharah","619","6","0","3","4","1","0","0","0","0","332"
"642","Darkpens","641","0","0","5","0","0","0","0","0","0","0"
"643","Sleeper's Barrow","641","0","0","5","0","0","0","0","0","0","0"
"644","Sleeper's Barrow","641","0","0","5","0","0","0","0","0","0","0"
"645","Twisting Nether","619","0","0","6","0","5","0","0","0","0","0"
"646","Broken Shore","619","6","0","3","4","1","0","0","0","0","336"
"647","Acherus: The Ebon Hold","619","0","0","5","0","0","0","0","0","0","0"
"648","Acherus: The Ebon Hold","619","0","0","5","0","0","0","0","0","0","0"
"649","Helheim","634","0","0","6","0","0","0","0","0","0","0"
"650","Highmountain","619","6","0","3","4","1","0","0","0","0","333"
"651","Bitestone Enclave","650","0","0","5","0","0","0","0","0","0","0"
"652","Thunder Totem","650","0","0","5","0","0","0","0","0","0","0"
"653","Cave of the Blood Trial","650","0","0","5","0","0","0","0","0","0","0"
"654","Mucksnout Den","650","0","0","5","0","0","0","0","0","0","0"
"655","Lifespring Cavern","650","0","0","5","0","0","0","0","0","0","0"
"656","Lifespring Cavern","650","0","0","5","0","0","0","0","0","0","0"
"657","Path of Huln","650","0","0","5","0","0","0","0","0","0","0"
"658","Path of Huln","650","0","0","5","0","0","0","0","0","0","0"
"659","Stonedark Grotto","650","0","0","5","0","0","0","0","0","0","0"
"660","Feltotem Caverns","650","0","0","5","0","0","0","0","0","0","0"
"661","Hellfire Citadel","534","0","0","4","0","0","0","0","0","0","0"
"662","Hellfire Citadel","661","0","0","4","0","0","0","0","0","0","0"
"663","Hellfire Citadel","661","0","0","4","0","0","0","0","0","0","0"
"664","Hellfire Citadel","661","0","0","4","0","0","0","0","0","0","0"
"665","Hellfire Citadel","661","0","0","4","0","0","0","0","0","0","0"
"666","Hellfire Citadel","661","0","0","4","0","0","0","0","0","0","0"
"667","Hellfire Citadel","661","0","0","4","0","0","0","0","0","0","0"
"668","Hellfire Citadel","661","0","0","4","0","0","0","0","0","0","0"
"669","Hellfire Citadel","661","0","0","4","0","0","0","0","0","0","0"
"670","Hellfire Citadel","661","0","0","4","0","0","0","0","0","0","0"
"671","The Cove of Nashal","619","0","0","6","0","0","0","0","0","0","0"
"672","Mardum, the Shattered Abyss","619","0","0","6","0","0","0","0","0","0","699"
"673","Cryptic Hollow","672","0","0","5","0","0","0","0","0","0","0"
"674","Soul Engine","672","0","0","5","0","0","0","0","0","0","0"
"675","Soul Engine","672","0","0","5","0","0","0","0","0","0","0"
"676","Broken Shore","619","2","0","6","0","0","0","0","0","0","0"
"677","Vault of the Wardens","630","64","0","4","0","0","0","0","0","0","0"
"678","Vault of the Wardens","630","64","0","4","0","0","0","0","0","0","0"
"679","Vault of the Wardens","630","64","0","4","0","0","0","0","0","0","0"
"680","Suramar","619","6","0","3","4","3","0","0","0","0","335"
"681","The Arcway Vaults","680","0","0","5","0","0","0","0","0","0","0"
"682","Felsoul Hold","680","0","0","5","0","0","0","0","0","0","0"
"683","The Arcway Vaults","680","0","0","5","0","0","0","0","0","0","0"
"684","Shattered Locus","680","0","0","5","0","0","0","0","0","0","0"
"685","Shattered Locus","680","0","0","5","0","0","0","0","0","0","0"
"686","Elor'shan","680","0","0","5","0","0","0","0","0","0","0"
"687","Kel'balor","680","0","0","5","0","0","0","0","0","0","0"
"688","Ley Station Anora","680","0","0","5","0","0","0","0","0","0","0"
"689","Ley Station Moonfall","680","0","0","5","0","0","0","0","0","0","0"
"690","Ley Station Aethenar","680","0","0","5","0","0","0","0","0","0","0"
"691","Nyell's Workshop","680","0","0","5","0","0","0","0","0","0","0"
"692","Falanaar Arcway","680","0","0","5","0","0","0","0","0","0","0"
"693","Falanaar Arcway","680","0","0","5","0","0","0","0","0","0","0"
"694","Helmouth Shallows","619","4130","0","6","0","0","0","0","0","0","0"
"695","Skyhold","619","64","0","4","0","0","0","0","0","0","0"
"696","Stormheim","619","0","0","6","0","0","0","0","0","0","334"
"697","Azshara","76","0","0","6","0","0","0","0","0","0","0"
"698","Icecrown Citadel","118","64","0","4","0","0","0","0","0","0","0"
"699","Icecrown Citadel","118","64","0","4","0","0","0","0","0","0","0"
"700","Icecrown Citadel","118","64","0","4","0","0","0","0","0","0","0"
"701","Icecrown Citadel","118","64","0","4","0","0","0","0","0","0","0"
"702","Netherlight Temple","619","64","0","4","0","0","0","0","0","0","0"
"703","Halls of Valor","634","64","0","4","0","5","0","0","0","0","0"
"704","Halls of Valor","703","64","0","4","0","0","0","0","0","0","0"
"705","Halls of Valor","703","64","0","4","0","0","0","0","0","0","0"
"706","Helmouth Cliffs","634","64","0","4","0","5","0","0","0","0","0"
"707","Helmouth Cliffs","706","64","0","4","0","0","0","0","0","0","0"
"708","Helmouth Cliffs","706","64","0","4","0","0","0","0","0","0","0"
"709","The Wandering Isle","619","0","0","6","0","0","0","0","0","0","80"
"710","Vault of the Wardens","630","64","0","4","0","0","0","0","0","0","0"
"711","Vault of the Wardens","630","64","0","4","0","0","0","0","0","0","0"
"712","Vault of the Wardens","630","64","0","4","0","0","0","0","0","0","0"
"713","Eye of Azshara","630","64","0","6","0","5","0","0","0","0","0"
"714","Niskara","619","0","0","6","0","0","0","0","0","0","0"
"715","Emerald Dreamway","747","0","0","6","0","0","0","0","0","0","0"
"716","Skywall","249","64","0","4","0","0","0","0","0","0","0"
"717","Dreadscar Rift","619","0","0","6","0","0","0","0","0","0","0"
"718","Dreadscar Rift","619","0","0","6","0","0","0","0","0","0","0"
"719","Mardum, the Shattered Abyss","619","64","0","4","0","0","0","0","0","0","0"
"720","Mardum, the Shattered Abyss","719","64","0","4","0","0","0","0","0","0","0"
"721","Mardum, the Shattered Abyss","719","64","0","4","0","0","0","0","0","0","0"
"723","The Violet Hold","627","64","0","4","0","0","0","0","0","0","0"
"725","The Maelstrom","948","0","0","6","0","0","0","0","0","0","0"
"726","The Maelstrom","619","0","0","6","0","0","0","0","0","0","54"
"728","Terrace of Endless Spring","433","0","0","6","0","0","0","0","0","0","0"
"729","Crumbling Depths","207","0","0","5","0","0","0","0","0","0","0"
"731","Neltharion's Lair","650","64","0","6","0","5","0","0","0","0","0"
"732","Violet Hold","627","64","0","4","0","0","0","0","0","0","0"
"733","Darkheart Thicket","641","64","0","6","0","5","0","0","0","0","0"
"734","Hall of the Guardian","627","64","0","4","0","0","0","0","0","0","0"
"735","Hall of the Guardian","627","64","0","4","0","0","0","0","0","0","0"
"736","The Beyond","114","64","0","4","0","0","0","0","0","0","0"
"737","The Vortex Pinnacle","249","64","0","4","0","0","0","0","0","0","0"
"738","Firelands","198","0","0","6","0","0","0","0","0","0","0"
"739","Trueshot Lodge","650","0","0","3","4","0","42890","0","0","0","0"
"740","Shadowgore Citadel","619","64","0","4","0","0","0","0","0","0","0"
"741","Shadowgore Citadel","619","64","0","4","0","0","0","0","0","0","0"
"742","Abyssal Maw","204","64","0","4","0","0","0","0","0","0","0"
"743","Abyssal Maw","204","64","0","4","0","0","0","0","0","0","0"
"744","Ulduar","120","64","0","4","0","0","0","0","0","0","0"
"745","Ulduar","120","64","0","4","0","0","0","0","0","0","0"
"746","Ulduar","120","64","0","4","0","0","0","0","0","0","0"
"747","The Dreamgrove","641","0","0","6","0","0","35351","0","0","0","0"
"748","Niskara","619","0","0","6","0","0","0","0","0","0","0"
"749","The Arcway","680","64","0","4","0","0","0","0","0","0","0"
"750","Thunder Totem","650","0","0","6","0","0","0","0","0","0","0"
"751","Black Rook Hold","641","64","0","4","0","0","0","0","0","0","0"
"752","Black Rook Hold","641","64","0","4","0","0","0","0","0","0","0"
"753","Black Rook Hold","641","64","0","4","0","0","0","0","0","0","0"
"754","Black Rook Hold","641","64","0","4","0","0","0","0","0","0","0"
"755","Black Rook Hold","641","64","0","4","0","0","0","0","0","0","0"
"756","Black Rook Hold","641","64","0","4","0","0","0","0","0","0","0"
"757","Ursoc's Lair","116","0","0","6","0","0","0","0","0","0","0"
"758","Gloaming Reef","641","0","0","6","0","0","0","0","0","0","0"
"759","Black Temple","104","64","0","4","0","0","0","0","0","0","0"
"760","Malorne's Nightmare","198","0","0","6","0","0","0","0","0","0","0"
"761","Court of Stars","680","64","0","4","0","5","0","0","0","0","0"
"762","Court of Stars","761","64","0","4","0","0","0","0","0","0","0"
"763","Court of Stars","761","64","0","4","0","0","0","0","0","0","0"
"764","The Nighthold","680","64","0","4","0","0","0","0","0","0","0"
"765","The Nighthold","680","64","0","4","0","0","0","0","0","0","0"
"766","The Nighthold","680","64","0","4","0","0","0","0","0","0","0"
"767","The Nighthold","680","64","0","4","0","0","0","0","0","0","0"
"768","The Nighthold","680","64","0","4","0","0","0","0","0","0","0"
"769","The Nighthold","680","64","0","4","0","0","0","0","0","0","0"
"770","The Nighthold","680","64","0","4","0","0","0","0","0","0","0"
"771","The Nighthold","680","64","0","4","0","0","0","0","0","0","0"
"772","The Nighthold","680","64","0","4","0","0","0","0","0","0","0"
"773","Tol Barad","13","0","0","6","0","0","0","0","0","0","0"
"774","Tol Barad","244","64","0","4","0","0","0","0","0","0","0"
"775","The Exodar","12","0","0","6","0","0","0","0","0","0","0"
"776","Azuremyst Isle","12","2","0","6","0","0","0","0","0","0","0"
"777","The Emerald Nightmare","641","64","0","4","0","0","0","0","0","0","0"
"778","The Emerald Nightmare","641","64","0","4","0","0","0","0","0","0","0"
"779","The Emerald Nightmare","641","64","0","4","0","0","0","0","0","0","0"
"780","The Emerald Nightmare","641","64","0","4","0","0","0","0","0","0","0"
"781","The Emerald Nightmare","641","64","0","4","0","0","0","0","0","0","0"
"782","The Emerald Nightmare","12","64","0","4","0","0","0","0","0","0","0"
"783","The Emerald Nightmare","13","64","0","4","0","0","0","0","0","0","0"
"784","The Emerald Nightmare","13","64","0","4","0","0","0","0","0","0","0"
"785","The Emerald Nightmare","12","64","0","4","0","0","0","0","0","0","0"
"786","The Emerald Nightmare","641","64","0","4","0","0","0","0","0","0","0"
"787","The Emerald Nightmare","641","64","0","4","0","0","0","0","0","0","0"
"788","The Emerald Nightmare","641","64","0","4","0","0","0","0","0","0","0"
"789","The Emerald Nightmare","641","64","0","4","0","0","0","0","0","0","0"
"790","Eye of Azshara","619","2","0","3","4","1","0","0","0","0","484"
"791","Temple of the Jade Serpent","371","64","0","4","0","0","0","0","0","0","0"
"792","Temple of the Jade Serpent","371","64","0","4","0","0","0","0","0","0","0"
"793","Black Rook Hold","641","0","0","6","0","0","0","0","0","0","0"
"794","Karazhan","42","64","0","4","0","0","0","0","0","0","0"
"795","Karazhan","42","64","0","4","0","0","0","0","0","0","0"
"796","Karazhan","42","64","0","4","0","0","0","0","0","0","0"
"797","Karazhan","42","64","0","4","0","0","0","0","0","0","0"
"798","The Arcway","680","64","0","4","0","0","0","0","0","0","0"
"799","The Oculus","114","0","0","6","0","0","0","0","0","0","0"
"800","The Oculus","114","64","0","4","0","0","0","0","0","0","0"
"801","The Oculus","114","64","0","4","0","0","0","0","0","0","0"
"802","The Oculus","114","64","0","4","0","0","0","0","0","0","0"
"803","The Oculus","114","64","0","4","0","0","0","0","0","0","0"
"804","Scarlet Monastery","18","64","0","4","0","0","0","0","0","0","0"
"805","Scarlet Monastery","18","64","0","4","0","0","0","0","0","0","0"
"806","Trial of Valor","634","64","0","4","0","0","0","0","0","0","0"
"807","Trial of Valor","806","64","0","4","0","0","0","0","0","0","0"
"808","Trial of Valor","806","64","0","4","0","0","0","0","0","0","0"
"809","Karazhan","42","64","0","4","0","0","0","0","0","0","0"
"810","Karazhan","42","64","0","4","0","0","0","0","0","0","0"
"811","Karazhan","42","64","0","4","0","0","0","0","0","0","0"
"812","Karazhan","42","64","0","4","0","0","0","0","0","0","0"
"813","Karazhan","42","64","0","4","0","0","0","0","0","0","0"
"814","Karazhan","42","64","0","4","0","0","0","0","0","0","0"
"815","Karazhan","42","64","0","4","0","0","0","0","0","0","0"
