Id,Name,OField_9_0_1_34081_002,Flags,ChrModelId,OrderIndex,ChrCustomizationCategoryId,OptionType,CameraZoom,ChrCustomizationId,Field_9_0_1_34615_010
"783","Mustache","512","0","13","5","2","0","0.75","5","0"
"784","Eyebrows","513","0","13","7","2","0","0.75","5","0"
"786","Earring Color","514","10","14","7","2","0","0.75","18","0"
"794","Eye Color","515","2","73","7","2","0","1","2","0"
"795","Eye Color","516","2","74","6","2","0","1","2","0"
"797","Paint","517","2","73","12","1","0","1","1","0"
"799","Paint","518","2","74","12","1","0","1","1","0"
"801","Flower","519","40","11","16","19","1","0.75","5","0"
"803","Jewelry Color","520","10","11","15","19","0","0.75","5","0"
"805","Jewelry Color","521","2","12","15","19","0","0.75","5","0"
"806","Nose","522","0","17","12","3","0","0.75","20","0"
"807","Chin","523","0","17","8","2","0","0.75","20","0"
"808","Nose","524","0","18","12","3","0","0.75","20","0"
"809","Chin","525","0","18","8","2","0","0.75","20","0"
"811","Earrings","526","72","18","11","3","0","0.75","20","0"
"813","Nose Ring","527","104","18","13","3","0","0.75","20","0"
"815","Earrings","528","72","17","11","3","0","0.75","20","0"
"817","Nose Ring","529","104","17","13","3","0","0.75","20","0"
"819","Jewelry Color","530","10","17","14","3","0","0.75","4","0"
"821","Jewelry Color","531","10","18","14","3","0","0.75","4","0"
"824","Eye Color","532","2","3","7","2","0","1","2","0"
"825","Eye Color","533","2","4","5","2","0","1","2","0"
"826","Scars","534","40","3","10","3","0","1","1","0"
"827","Tattoo","535","41","3","21","5","0","1","1","0"
"828","War Paint","536","40","3","22","5","0","1","1","0"
"829","War Paint Color","537","10","3","23","5","0","1","1","0"
"830","Scars","538","40","4","6","2","0","1","1","0"
"831","Tattoo","539","41","4","20","5","0","1","1","0"
"832","War Paint","540","40","4","21","5","0","1","1","0"
"833","War Paint Color","541","10","4","22","5","0","1","1","0"
"836","Earrings","542","8","3","12","3","0","0.75","5","0"
"841","Necklace","544","8","4","12","3","0","0.75","11","0"
"842","Flower","545","40","12","16","19","1","0.75","5","0"
"845","Eye Color","546","2","59","10","2","0","1","2","0"
"846","Eye Color","547","2","60","8","2","0","1","2","0"
"847","Nose Ring","548","8","4","11","3","0","0.75","11","0"
"848","Tendrils","549","0","59","7","2","0","1","5","0"
"849","Eyebrows","550","0","59","9","2","0","0.75","5","0"
"852","Eye Color","551","2","69","7","2","0","1","2","0"
"853","Eye Color","552","2","70","7","2","0","1","2","0"
"854","Earrings","553","8","69","8","2","1","0.75","161","0"
"855","Earrings","554","8","70","8","2","1","0.75","161","0"
"858","Eye Color","555","2","53","7","2","0","1","2","0"
"859","Eye Color","556","2","54","7","2","0","1","2","0"
"862","Eye Color","557","2","55","7","2","0","1","2","0"
"863","Eye Color","558","2","56","4","2","0","1","2","0"
"864","Earrings","559","0","56","8","2","1","0.75","5","0"
"865","Body Paint","560","9","55","8","5","0","1","37","0"
"866","Body Paint","561","9","56","9","5","0","1","37","0"
"869","Eye Color","562","2","61","8","2","0","1","2","0"
"870","Eye Color","563","2","62","6","2","0","1","2","0"
"871","Necklace","564","8","62","13","3","0","0.75","31","0"
"872","Piercings","565","8","62","12","3","0","0.75","31","0"
"873","Ear Gauge","566","8","61","9","3","0","1","30","0"
"874","Tusks","567","8","3","14","3","0","2","5","0"
"875","Nose Ring","568","8","3","13","3","0","0.75","5","0"
"876","Sideburns","569","0","3","6","2","0","0.75","5","0"
"877","Grime","570","40","3","11","3","0","0.75","5","0"
"880","Eye Color","571","2","71","7","15","0","1","1","0"
"881","Eye Color","572","2","72","5","15","0","1","1","0"
"882","Sideburns","573","0","71","6","15","0","0.75","5","0"
"883","Tusks","574","8","71","23","3","0","2","2","0"
"884","Earrings","575","8","71","21","3","0","0.75","5","0"
"885","Piercings","576","8","71","22","3","0","0.75","5","0"
"886","Nose Ring","577","8","72","7","15","0","0.75","11","0"
"887","Necklace","578","8","72","8","15","0","0.75","11","0"
"888","Mustache","579","0","1","5","2","0","0.75","5","0"
"889","Sideburns","580","0","1","7","2","0","0.75","5","0"
"890","Eyebrows","581","0","1","10","3","0","0.75","5","0"
"891","Armbands","582","8","20","25","5","0","0.75","5","0"
"892","Jewelry Color","583","10","58","9","2","0","0.75","5","0"
"893","Bear Form","584","8","11","50","6","0","1","0","0"
"894","Bear Form","585","8","12","50","6","0","1","0","0"
"895","Bear Form","586","8","15","22","6","0","1","0","0"
"896","Bear Form","587","8","16","22","6","0","1","0","0"
"897","Bear Form","588","8","55","10","6","0","1","0","0"
"898","Bear Form","589","8","56","11","6","0","1","0","0"
"899","Bear Form","590","8","61","10","6","0","1","0","0"
"900","Bear Form","591","8","62","21","6","0","1","0","0"
"901","Bear Form","592","8","63","8","6","0","1","0","0"
"902","Bear Form","593","8","64","9","6","0","1","0","0"
"903","Cat Form","594","8","11","51","7","0","1","0","0"
"904","Cat Form","595","8","12","51","7","0","1","0","0"
"905","Cat Form","596","8","15","23","7","0","1","0","0"
"906","Cat Form","597","8","16","23","7","0","1","0","0"
"907","Cat Form","598","8","55","12","7","0","1","0","0"
"908","Cat Form","599","8","56","12","7","0","1","0","0"
"909","Cat Form","600","8","61","11","7","0","1","0","0"
"910","Cat Form","601","8","62","22","7","0","1","0","0"
"911","Cat Form","602","8","63","9","7","0","1","0","0"
"912","Cat Form","603","8","64","10","7","0","1","0","0"
"922","Moonkin Form","604","8","63","10","12","0","1","0","0"
"923","Moonkin Form","605","8","64","11","12","0","1","0","0"
"924","Moonkin Form","606","8","7","45","12","0","1","0","0"
"925","Moonkin Form","607","8","8","35","12","0","1","0","0"
"926","Moonkin Form","608","8","11","52","12","0","1","0","0"
"927","Moonkin Form","609","8","12","52","12","0","1","0","0"
"928","Moonkin Form","610","8","15","24","12","0","1","0","0"
"929","Moonkin Form","611","8","16","24","12","0","1","0","0"
"930","Moonkin Form","612","8","43","13","12","0","1","0","0"
"931","Moonkin Form","613","8","44","12","12","0","1","0","0"
"932","Moonkin Form","614","8","55","11","12","0","1","0","0"
"933","Moonkin Form","615","8","56","13","12","0","1","0","0"
"934","Moonkin Form","616","8","61","12","12","0","1","0","0"
"935","Moonkin Form","617","8","62","23","12","0","1","0","0"
"936","Mustache","618","0","5","5","16","0","0.75","5","0"
"937","Eyebrows","619","0","5","12","16","0","0.75","5","0"
"938","Aquatic Form","620","8","11","53","9","0","1","0","0"
"939","Aquatic Form","621","8","12","53","9","0","1","0","0"
"940","Aquatic Form","622","8","15","25","9","0","1","0","0"
"941","Aquatic Form","623","8","16","25","9","0","1","0","0"
"942","Aquatic Form","624","8","55","13","9","0","1","0","0"
"943","Aquatic Form","625","8","56","14","9","0","1","0","0"
"944","Aquatic Form","626","8","61","13","9","0","1","0","0"
"945","Aquatic Form","627","8","62","24","9","0","1","0","0"
"946","Aquatic Form","628","8","63","11","9","0","1","0","0"
"947","Aquatic Form","629","8","64","12","9","0","1","0","0"
"948","Travel Form","630","8","11","54","10","0","1","0","0"
"949","Travel Form","631","8","12","54","10","0","1","0","0"
"950","Travel Form","632","8","15","26","10","0","1","0","0"
"951","Travel Form","633","8","16","26","10","0","1","0","0"
"952","Travel Form","634","8","55","14","10","0","1","0","0"
"953","Travel Form","635","8","56","15","10","0","1","0","0"
"954","Travel Form","636","8","61","14","10","0","1","0","0"
"955","Travel Form","637","8","62","25","10","0","1","0","0"
"956","Travel Form","638","8","63","12","10","0","1","0","0"
"957","Travel Form","639","8","64","13","10","0","1","0","0"
"958","Flight Form","640","8","11","55","11","0","1","0","0"
"959","Flight Form","641","8","12","55","11","0","1","0","0"
"960","Flight Form","642","8","15","27","11","0","1","0","0"
"961","Flight Form","643","8","16","27","11","0","1","0","0"
"962","Flight Form","644","8","55","15","11","0","1","0","0"
"963","Flight Form","645","8","56","16","11","0","1","0","0"
"964","Flight Form","646","8","61","15","11","0","1","0","0"
"965","Flight Form","647","8","62","26","11","0","1","0","0"
"966","Flight Form","648","8","63","13","11","0","1","0","0"
"967","Flight Form","649","8","64","14","11","0","1","0","0"
"968","Skin Color","650","16","40","1","2","0","1","1","0"
"969","Features","651","0","40","4","4","0","1","5","0"
"970","Eyebrows","652","0","2","5","2","0","0.75","5","0"
