EffectArg0,Name,HordeName,EffectArg1,EffectArg2,EffectScalingPoints0,EffectScalingPoints1,EffectScalingPoints2,TransmogPlayerConditionId,TransmogCost,IconFileDataId,EffectPointsMin0,EffectPointsMin1,EffectPointsMin2,ItemVisual,Flags,RequiredSkillId,RequiredSkillRank,ItemLevel,Charges,Effect0,Effect1,Effect2,ScalingClass,ScalingClassRestricted,ConditionId,MinLevel,MaxLevel
"2589","+$k1 Spell Power and +$k2 Stamina","","45","7","0","0.3","0.55","0","0","30","50","0","0","0","0","0","18","10","0","0","0","0","33","0","0","0","0"
"2590","+$k1 Intellect +$k2 Stamina and +$k3 Versatility","","5","7","5.605194E-44","0.3","0.3","1050253722","0","30","50","0","0","0","0","0","10","10","10","0","0","0","33","0","0","0","0"
"2591","+$k2 Intellect +$k3 Stamina +$k1 Spell Power","","45","7","7.006492E-45","0.3","0.36","1070940029","0","30","50","0","0","0","0","0","12","10","10","0","0","0","33","0","0","0","0"
"2603","+$24303s1 Fishing","","24303","0","0","0","0","0","0","0","50","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2604","+$k1 Spell Power","","45","0","0","0.45","0","0","0","28","50","0","0","0","0","0","18","0","0","0","0","0","33","0","0","0","0"
"2605","+$k1 Spell Power","","45","0","0","0.45","0","0","0","28","50","0","0","0","0","0","18","0","0","0","0","0","33","0","0","0","0"
"2606","+$k1 Attack Power","","38","0","0","0.45","0","0","0","28","50","0","0","0","0","0","15","0","0","0","0","0","33","0","0","0","0"
"2607","+$k1 Spell Power","","45","0","0","0","0","0","0","0","0","0","0","0","0","0","12","0","0","0","0","0","0","0","0","0","0"
"2608","+$k1 Spell Power","","45","0","0","0","0","0","0","0","0","0","0","0","0","0","13","0","0","0","0","0","0","0","0","0","0"
"2609","+$k1 Spell Power","","45","0","0","0","0","0","0","0","0","0","0","0","0","0","15","0","0","0","0","0","0","0","0","0","0"
"2610","+$k1 Spell Power","","45","0","0","0","0","0","0","0","0","0","0","0","0","0","14","0","0","0","0","0","0","0","0","0","0"
"2611","zzOLDBlank","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2612","+$k1 Spell Power","","45","0","0","0","0","0","0","0","0","0","0","0","0","0","18","0","0","0","0","0","0","0","0","0","0"
"2613","+$25063s1% Threat","","25063","0","0","0","0","0","0","0","50","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2614","+$25064s1 Shadow Spell Power","","25064","0","0","0","0","0","0","0","50","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2615","+$25066s1 Frost Spell Power","","25066","0","0","0","0","0","0","0","50","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2616","+$25065s1 Fire Spell Power","","25065","0","0","0","0","0","0","0","50","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2617","+$k1 Spell Power","","45","0","0","0.21","0","0","0","0","50","0","0","0","0","0","16","0","0","0","0","0","32","0","0","0","0"
"2618","+$k1 Agility","","3","0","0","0","0","0","0","0","0","0","0","0","0","0","15","0","0","0","0","0","0","0","0","0","0"
"2621","2% Reduced Threat","","25070","0","0","0","0","0","0","0","50","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2622","+$k1 Dodge","","13","0","0","0.23","0","0","0","0","50","0","0","0","0","0","12","0","0","0","0","0","32","0","0","0","0"
"2623","Minor Wizard Oil","","5","0","0","0.226","0","0","0","2","50","0","0","0","0","0","7","0","0","0","0","0","33","0","0","0","0"
"2624","Minor Mana Oil","","40","0","0","0.226","0","0","0","12","50","0","0","0","0","0","7","0","0","0","0","0","33","0","0","0","0"
"2625","Lesser Mana Oil","","40","0","0","0.484","0","0","0","22","50","0","0","0","0","0","15","0","0","0","0","0","33","0","0","0","0"
"2626","Lesser Wizard Oil","","5","0","0","0.484","0","0","0","18","50","0","0","0","0","0","15","0","0","0","0","0","33","0","0","0","0"
"2627","Wizard Oil","","5","0","0","0.757","0","0","0","22","50","0","0","0","0","0","25","0","0","0","0","0","33","0","0","0","0"
"2628","Brilliant Wizard Oil","","5","32","0","0.968","0.484","0","0","24","50","0","0","0","0","0","30","15","0","0","0","0","33","0","0","0","0"
"2629","Brilliant Mana Oil","","5","40","0","0.388","0.388","0","0","24","50","0","0","0","0","0","12","12","0","0","0","0","33","0","0","0","0"
"2645","Firestone 5","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","32","0","3","0","0","0","0"
"2646","+$k1 Agility","","3","0","0","0.757","0","0","0","0","50","0","0","0","0","0","25","0","0","0","125","0","32","0","0","0","0"
"2647","+$k1 Strength","","4","0","0","0.27","0","0","0","0","50","0","0","0","0","0","12","0","0","0","0","0","32","0","0","0","0"
"2648","+$k1 Dodge","","13","0","0","0.22","0","0","0","0","50","0","0","0","0","0","14","0","0","0","0","0","32","0","0","0","0"
"2649","+$k1 Stamina","","7","0","0","0.28","0","0","0","0","50","0","0","0","0","0","12","0","0","0","0","0","32","0","0","0","0"
"2650","+$k1 Spell Power","","45","0","0","0.23","0","0","0","0","50","0","0","0","0","0","15","0","0","0","0","0","32","0","0","0","0"
"2651","+$k1 Spell Power","","45","0","0","0","0","0","0","0","0","0","0","0","0","0","12","0","0","0","0","0","0","0","0","0","0"
"2652","+$k1 Spell Power","","45","0","0","0","0","0","0","0","0","0","0","0","0","0","11","0","0","0","0","0","0","0","0","0","0"
"2653","+$k1 Dodge","","13","0","0","0.28","0","0","0","0","50","0","0","0","0","0","12","0","0","0","0","0","32","0","0","0","0"
"2654","+$k1 Intellect","","5","0","0","0.28","0","0","0","0","50","0","0","0","0","0","12","0","0","0","0","0","32","0","0","0","0"
"2655","+$k1 Parry","","14","0","0","0.165","0","0","0","0","50","0","0","0","0","0","15","0","0","0","0","0","32","0","0","0","0"
"2656","+$k1 Versatility and +$k2 Stamina","","7","40","0","0.12","0.12","0","0","0","50","0","0","0","0","0","10","10","0","0","0","0","32","0","0","0","0"
"2657","+$k1 Agility","","3","0","0","0.19","0","0","0","0","50","0","0","0","0","0","12","0","0","0","0","0","32","0","0","0","0"
"2658","+$k1 Haste and +$k2 Critical Strike","","36","32","0","0.1","0.1","0","0","0","50","0","0","0","0","0","10","10","0","0","0","0","32","0","0","0","0"
"2659","+$k1 Health","","1","0","0","2.8","0","0","0","0","50","0","0","0","0","0","150","0","0","0","0","0","32","0","0","0","0"
"2660","+$k1 Mana","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","150","0","0","0","0","0","0","0","0","0","0"
"2661","+$144845s1 All Stats","","144845","0","0","0","0","0","0","0","50","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2662","+$k1 Armor","","0","0","0","0.96","0","0","0","0","50","0","0","0","0","0","120","0","0","0","0","0","32","0","0","0","0"
"2665","+$k1 Versatility","","40","0","0","0.82","0","0","0","0","0","0","0","0","0","0","35","0","0","0","0","0","32","0","0","0","0"
"2666","+$k1 Intellect","","5","0","0","0.7","0","0","0","0","50","0","0","0","0","0","30","0","0","0","2","0","32","0","0","0","0"
"2667","+$k1 Attack Power","","38","0","0","0.81","0","0","0","0","50","0","0","0","0","0","35","0","0","0","156","0","32","0","0","0","0"
"2668","+$k1 Strength","","4","0","0","0.46","0","0","0","0","50","0","0","0","0","0","20","0","0","0","106","0","32","0","0","0","0"
"2669","+$k1 Spell Power","","45","0","0","0.92","0","0","0","0","50","0","0","0","0","0","40","0","0","0","159","0","32","0","0","0","0"
"2670","+$k1 Agility","","3","0","0","0.82","0","0","0","0","50","0","0","0","0","0","35","0","0","0","125","0","32","0","0","0","0"
"2671","+$27979s1 Arcane and Fire Spell Power","","27979","0","0","0","0","0","0","0","50","0","0","0","0","0","0","0","0","0","158","0","0","0","0","0","0"
"2672","+$27980s1 Shadow and Frost Spell Power","","27980","0","0","0","0","0","0","0","50","0","0","0","0","0","0","0","0","0","157","0","0","0","0","0","0"
"2673","Mongoose","","28093","0","0","0","0","0","136111","0","50","0","0","0","0","0","0","0","0","0","155","0","0","0","0","0","0"
"2674","Spellsurge","","27997","0","0","0","0","0","135739","0","50","0","0","0","0","0","0","0","0","0","160","0","0","0","0","0","0"
"2675","Battlemaster","","28005","0","0","0","0","0","0","0","50","0","0","0","0","0","0","0","0","0","159","0","0","0","0","0","0"
"2676","Superior Mana Oil","","43","0","0","0","0","0","0","0","0","0","0","0","0","0","16","0","0","0","0","0","32","0","0","0","0"
"2677","Superior Mana Oil","","40","0","0","0.8065","0","0","0","27","50","0","0","0","0","0","25","0","0","0","0","0","33","0","0","0","0"
"2678","Superior Wizard Oil","","5","0","0","1.291","0","0","0","29","50","0","0","0","0","0","40","0","0","0","0","0","33","0","0","0","0"
"2679","+$k1 Versatility","","40","0","0","0.2","0","0","0","0","50","0","0","0","0","0","12","0","0","0","0","0","32","0","0","0","0"
"2681","+$k1 Nature Resistance","","3","0","0","0.3","0","0","0","28","50","0","0","0","0","0","10","0","0","0","0","0","33","0","0","0","0"
"2682","+$k1 Frost Resistance","","4","0","0","0.3","0","0","0","28","50","0","0","0","0","0","10","0","0","0","0","0","33","0","0","0","0"
"2683","+$k1 Shadow Resistance","","5","0","0","0.3","0","0","0","28","50","0","0","0","0","0","10","0","0","0","0","0","33","0","0","0","0"
"2684","+100 Attack Power vs Undead","","28893","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2686","+$k1 Strength","","4","0","0","0","0","0","0","0","0","0","0","0","0","0","8","0","0","0","0","0","0","0","0","0","0"
"2687","+$k1 Agility","","3","0","0","0","0","0","0","0","0","0","0","0","0","0","8","0","0","0","0","0","0","0","0","0","0"
"2688","+$k1 Stamina","","7","0","0","0","0","0","0","0","0","0","0","0","0","0","8","0","0","0","0","0","0","0","0","0","0"
"2689","+$k1 Versatility","","40","0","0","1","0","0","0","0","0","0","0","0","0","0","16","0","0","0","0","0","32","0","0","0","0"
"2690","+$k1 Intellect","","5","0","0","1","0","0","0","0","0","0","0","0","0","0","6","0","0","0","0","0","32","0","0","0","0"
"2691","+$k1 Strength","","4","0","0","1","0","0","0","0","0","0","0","0","0","0","6","0","0","0","0","0","32","0","0","0","0"
"2692","+$k1 Intellect","","5","0","0","1","0","0","0","0","0","0","0","0","0","0","7","0","0","0","0","0","32","0","0","0","0"
"2693","+$k1 Agility","","3","0","0","1","0","0","0","0","0","0","0","0","0","0","6","0","0","0","0","0","32","0","0","0","0"
"2694","+$k1 Intellect","","5","0","0","1","0","0","0","0","0","0","0","0","0","0","6","0","0","0","0","0","32","0","0","0","0"
"2695","+$k1 Critical Strike","","32","0","0","1","0","0","0","0","0","0","0","0","0","0","12","0","0","0","0","0","32","0","0","0","0"
"2696","+$k1 Dodge","","13","0","0","1","0","0","0","0","0","0","0","0","0","0","12","0","0","0","0","0","32","0","0","0","0"
"2697","+$k1 Critical Strike","","32","17","0","1","0","0","0","0","0","0","0","0","0","0","12","6","0","0","0","0","32","0","0","0","0"
"2698","+$k1 Stamina","","7","0","0","1","0","0","0","0","0","0","0","0","0","0","9","0","0","0","0","0","32","0","0","0","0"
"2699","+$k1 Versatility","","40","0","0","1","0","0","0","0","0","0","0","0","0","0","12","0","0","0","0","0","32","0","0","0","0"
"2700","+$k1 Versatility","","40","0","0","1","0","0","0","0","0","0","0","0","0","0","6","0","0","0","0","0","32","0","0","0","0"
"2701","+$k1 Versatility","","40","0","0","1","0","0","0","0","0","0","0","0","0","0","12","0","0","0","0","0","32","0","0","0","0"
"2702","+12 Agility (2 Red Gems)","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2703","+4 Agility per different colored gem","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2704","+$k1 Strength if 4 blue gems equipped","","4","0","0","0","0","0","0","0","0","0","0","0","0","0","12","0","0","0","0","0","0","0","0","0","0"
"2705","+$k2 Haste and +$k1 Intellect","","5","36","0","0.5","0.5","0","0","0","0","0","0","0","0","0","3","6","0","0","0","0","32","0","0","0","0"
"2706","+$k1 Dodge and +$k2 Stamina","","13","7","0","0.5","0.5","0","0","0","0","0","0","0","0","0","6","4","0","0","0","0","32","0","0","0","0"
"2707","+$k2 Intellect and +$k1 Versatility","","40","5","0","0.5","0.5","0","0","0","0","0","0","0","0","0","6","3","0","0","0","0","32","0","0","0","0"
"2708","+$k1 Intellect and +$k2 Stamina","","5","7","0","0.5","0.5","0","0","0","0","0","0","0","0","0","3","4","0","0","0","0","32","0","0","0","0"
"2709","+$k1 Intellect and +$k2 Versatility","","5","40","0","0.5","0.5","0","0","0","0","0","0","0","0","0","3","6","0","0","0","0","32","0","0","0","0"
"2710","+$k1 Agility and +$k2 Stamina","","3","7","0","0.5","0.5","0","0","0","0","0","0","0","0","0","3","4","0","0","0","0","32","0","0","0","0"
"2711","+$k1 Strength and +$k2 Stamina","","4","7","0","0.5","0.5","0","0","0","0","0","0","0","0","0","3","4","0","0","0","0","32","0","0","0","0"
"2712","Sharpened (+$k1 Damage)","","0","0","0","0.245","0","0","0","26","50","0","0","0","0","0","12","0","0","0","0","0","33","0","0","0","0"
"2713","Sharpened (+$k1 Critical Strike and +$k2 Damage)","","32","0","0","0.286","0.245","0","0","30","50","0","0","0","0","0","14","12","0","0","0","0","33","0","0","0","0"
"2714","Felsteel Spike","","29455","0","0","0","0","0","0","0","50","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2715","+$k1 Spell Power and +$k2 Versatility","","45","40","0","0.48","0.18","0","0","30","50","0","0","0","0","0","16","6","0","0","0","0","33","0","0","0","0"
"2716","+$k1 Stamina and +$k2 Armor","","7","0","0","0.48","0.3","0","0","30","50","0","0","0","0","0","16","100","0","0","0","0","33","0","0","0","0"
"2717","+$k1 Attack Power and +$k2 Critical Strike","","38","32","0","0.4","0.42","0","0","30","50","0","0","0","0","0","13","14","0","0","0","0","33","0","0","0","0"
"2718","Lesser Rune of Warding","","42135","0","0","0","0","0","0","28","50","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2719","Lesser Ward of Shielding","","29674","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2720","Greater Ward of Shielding","","29701","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2721","+$k1 Spell Power and +$k2 Critical Strike","","45","32","0","0.45","0.42","0","0","30","50","0","0","0","0","0","15","14","0","0","0","0","33","0","0","0","0"
"2722","Scope (+$k1 Damage)","","0","0","0","0.3","0","0","0","28","50","0","0","0","0","0","10","0","0","0","0","0","33","0","0","0","0"
"2723","Scope (+$k1 Damage)","","0","0","0","0.36","0","0","0","28","50","0","0","0","0","0","12","0","0","0","0","0","33","0","0","0","0"
"2724","Scope (+$k1 Critical Strike)","","20","0","0","0.85","0","0","0","30","50","0","0","0","0","0","28","0","0","0","0","0","33","0","0","0","0"
"2725","+$k1 Strength","","4","0","0","1","0","0","0","0","0","0","0","0","0","0","8","0","0","0","0","0","32","0","0","0","0"
"2726","+$k1 Agility","","3","0","0","1","0","0","0","0","0","0","0","0","0","0","8","0","0","0","0","0","32","0","0","0","0"
"2727","+$k1 Intellect","","5","0","0","1","0","0","0","0","0","0","0","0","0","0","8","0","0","0","0","0","32","0","0","0","0"
"2728","+$k1 Intellect","","5","0","0","1","0","0","0","0","0","0","0","0","0","0","8","0","0","0","0","0","32","0","0","0","0"
"2729","+$k1 Agility","","3","0","0","1","0","0","0","0","0","0","0","0","0","0","8","0","0","0","0","0","32","0","0","0","0"
"2730","+$k1 Dodge","","13","0","0","1","0","0","0","0","0","0","0","0","0","0","16","0","0","0","0","0","32","0","0","0","0"
"2731","+$k1 Stamina","","7","0","0","1","0","0","0","0","0","0","0","0","0","0","12","0","0","0","0","0","32","0","0","0","0"
"2732","+$k1 Versatility","","40","0","0","1","0","0","0","0","0","0","0","0","0","0","16","0","0","0","0","0","32","0","0","0","0"
"2733","+$k1 Versatility","","40","0","0","1","0","0","0","0","0","0","0","0","0","0","16","0","0","0","0","0","32","0","0","0","0"
"2734","+$k1 Intellect","","5","0","0","1","0","0","0","0","0","0","0","0","0","0","8","0","0","0","0","0","32","0","0","0","0"
"2735","+$k1 Critical Strike","","32","20","0","1","0","0","0","0","0","0","0","0","0","0","16","8","0","0","0","0","32","0","0","0","0"
"2736","+$k1 Critical Strike","","32","0","0","1","0","0","0","0","0","0","0","0","0","0","16","0","0","0","0","0","32","0","0","0","0"
"2737","+$k1 Dodge","","13","0","0","1","0","0","0","0","0","0","0","0","0","0","16","0","0","0","0","0","32","0","0","0","0"
"2738","+$k1 Strength and +$k2 Stamina","","4","7","0","0.5","0.5","0","0","0","0","0","0","0","0","0","4","6","0","0","0","0","32","0","0","0","0"
"2739","+$k1 Agility and +$k2 Stamina","","3","7","0","0.5","0.5","0","0","0","0","0","0","0","0","0","4","6","0","0","0","0","32","0","0","0","0"
"2740","+$k1 Intellect and +$k2 Stamina","","5","7","0","0.5","0.5","0","0","0","0","0","0","0","0","0","5","6","0","0","0","0","32","0","0","0","0"
"2741","+$k1 Intellect and +$k2 Versatility","","5","40","0","0.5","0.5","0","0","0","0","0","0","0","0","0","4","8","0","0","0","0","32","0","0","0","0"
"2742","+$k1 Intellect and +$k2 Haste","","5","36","0","0.5","0.5","0","0","0","0","0","0","0","0","0","4","8","0","0","0","0","32","0","0","0","0"
"2743","+$k1 Dodge and +$k2 Stamina","","13","7","0","0.5","0.5","0","0","0","0","0","0","0","0","0","8","6","0","0","0","0","32","0","0","0","0"
"2744","+$k1 Intellect and +$k2 Versatility","","5","40","0","0.5","0.5","0","0","0","0","0","0","0","0","0","4","8","0","0","0","0","32","0","0","0","0"
"2745","+$k1 Spell Power and +$k2 Stamina","","45","7","0","0.16","0.16","0","0","26","50","0","0","0","0","0","25","15","0","0","0","0","33","0","0","0","0"
"2746","+$k1 Spell Power and +$k2 Stamina","","45","7","0","0.16","0.16","0","0","30","50","0","0","0","0","0","35","20","0","0","0","0","33","0","0","0","0"
"2747","+$k1 Spell Power and +$k2 Stamina","","45","7","0","0.16","0.16","0","0","26","50","0","0","0","0","0","25","15","0","0","0","0","33","0","0","0","0"
"2748","+$k1 Spell Power and +$k2 Stamina","","45","7","0","0.16","0.16","0","0","30","50","0","0","0","0","0","35","20","0","0","0","0","33","0","0","0","0"
"2749","+$k1 Intellect","","5","0","0","0","0","0","0","0","0","0","0","0","0","0","12","0","0","0","0","0","0","0","0","0","0"
"2750","6 mana per 5 sec.","","43","0","0","0","0","0","0","0","0","0","0","0","0","0","6","0","0","0","0","0","0","0","0","0","0"
"2751","+$k1 Critical Strike","","32","0","0","0","0","0","0","0","0","0","0","0","0","0","14","0","0","0","0","0","0","0","0","0","0"
"2752","+$k2 Critical Strike and +$k1 Strength","","4","32","2.802597E-44","0.5","0.5","0","0","0","0","0","0","0","0","0","3","6","3","0","0","0","32","0","0","0","0"
"2753","+$k1 Critical Strike and +$k2 Strength","","4","32","2.802597E-44","0.5","0.5","0","0","0","0","0","0","0","0","0","4","8","4","0","0","0","32","0","0","0","0"
"2754","+$k1 Parry","","14","0","0","1","0","0","0","0","0","0","0","0","0","0","16","0","0","0","0","0","32","0","0","0","0"
"2755","+$k2 Critical Strike and +$k1 Agility","","3","32","0","0.5","0.5","0","0","0","0","0","0","0","0","0","3","6","0","0","0","0","32","0","0","0","0"
"2756","+$k1 Agility and +$k2 Critical Strike","","3","32","2.382207E-44","0.5","0.5","0","0","0","0","0","0","0","0","0","4","8","4","0","0","0","32","0","0","0","0"
"2757","+$k2 Critical Strike and +$k1 Stamina","","7","32","2.802597E-44","0.5","0.5","0","0","0","0","0","0","0","0","0","4","6","3","0","0","0","32","0","0","0","0"
"2758","+$k2 Critical Strike and +$k1 Stamina","","7","32","2.802597E-44","0.5","0.5","0","0","0","0","0","0","0","0","0","6","8","4","0","0","0","32","0","0","0","0"
"2759","+$k1 Armor","","0","0","0","1","0","0","0","0","0","0","0","0","0","0","8","0","0","0","0","0","32","0","0","0","0"
"2760","+$k2 Critical Strike and +$k1 Intellect","","32","5","0","0.5","0.5","0","0","0","0","0","0","0","0","0","6","3","0","0","0","0","32","0","0","0","0"
"2761","+$k1 Intellect and +$k2 Critical Strike","","5","32","0","0.5","0.5","0","0","0","0","0","0","0","0","0","4","8","0","0","0","0","32","0","0","0","0"
"2762","+$k1 Critical Strike and +$k2 Versatility","","32","40","0","0.5","0.5","0","0","0","0","0","0","0","0","0","6","3","0","0","0","0","32","0","0","0","0"
"2763","+$k1 Critical Strike and +$k2 Versatility","","32","40","0","0.5","0.5","0","0","0","0","0","0","0","0","0","8","4","0","0","0","0","32","0","0","0","0"
"2764","+$k1 Critical Strike","","32","17","0","1","0","0","0","0","0","0","0","0","0","0","16","8","0","0","0","0","32","0","0","0","0"
"2765","+$k1 Versatility","","40","0","0","1","0","0","0","0","0","0","0","0","0","0","8","0","0","0","0","0","32","0","0","0","0"
"2766","+$k1 Intellect","","5","0","0","0","0","0","0","0","0","0","0","0","0","0","8","0","0","0","0","0","0","0","0","0","0"
"2767","+$k1 Critical Strike","","32","0","0","0","0","0","0","0","0","0","0","0","0","0","8","0","0","0","0","0","0","0","0","0","0"
"2768","+$k1 Spell Power","","45","0","0","0","0","0","0","0","0","0","0","0","0","0","16","0","0","0","0","0","0","0","0","0","0"
"2769","+$k1 Critical Strike","","32","0","0","0","0","0","0","0","0","0","0","0","0","0","11","0","0","0","0","0","0","0","0","0","0"
"2770","+$k1 Spell Power","","45","0","0","0","0","0","0","0","0","0","0","0","0","0","7","0","0","0","0","0","0","0","0","0","0"
"2771","+$k1 Critical Strike","","32","0","0","0","0","0","0","0","0","0","0","0","0","0","8","0","0","0","0","0","0","0","0","0","0"
"2772","+$k1 Critical Strike","","32","0","0","0","0","0","0","0","0","0","0","0","0","0","14","0","0","0","0","0","0","0","0","0","0"
"2773","+$k1 Critical Strike","","32","0","0","0","0","0","0","0","0","0","0","0","0","0","16","0","0","0","0","0","0","0","0","0","0"
"2774","+$k1 Intellect","","5","0","0","0","0","0","0","0","0","0","0","0","0","0","11","0","0","0","0","0","0","0","0","0","0"
"2775","+$k1 Critical Strike","","32","0","0","0","0","0","0","0","0","0","0","0","0","0","11","0","0","0","0","0","0","0","0","0","0"
"2776","+$k1 Versatility","","40","0","0","0","0","0","0","0","0","0","0","0","0","0","8","0","0","0","0","0","0","0","0","0","0"
"2777","+$k1 Versatility","","40","0","0","0","0","0","0","0","0","0","0","0","0","0","13","0","0","0","0","0","0","0","0","0","0"
"2778","+$k1 Versatility","","40","0","0","0","0","0","0","0","0","0","0","0","0","0","13","0","0","0","0","0","0","0","0","0","0"
"2779","+$k1 Versatility","","40","0","0","0","0","0","0","0","0","0","0","0","0","0","16","0","0","0","0","0","0","0","0","0","0"
"2780","+$k1 Versatility","","40","0","0","0","0","0","0","0","0","0","0","0","0","0","16","0","0","0","0","0","0","0","0","0","0"
"2781","+$k1 Stamina","","7","0","0","0","0","0","0","0","0","0","0","0","0","0","19","0","0","0","0","0","0","0","0","0","0"
"2782","+$k1 Agility","","3","0","0","0.25","0","0","0","0","0","0","0","0","0","0","10","0","0","0","0","0","32","0","0","0","0"
"2783","+$k1 Critical Strike","","32","0","0","0","0","0","0","0","0","0","0","0","0","0","14","0","0","0","0","0","0","0","0","0","0"
"2784","+$k1 Critical Strike","","32","0","0","0","0","0","0","0","0","0","0","0","0","0","12","0","0","0","0","0","0","0","0","0","0"
"2785","+$k1 Critical Strike","","32","0","0","0","0","0","0","0","0","0","0","0","0","0","13","0","0","0","0","0","0","0","0","0","0"
"2786","+$k1 Critical Strike","","32","0","0","0","0","0","0","0","0","0","0","0","0","0","7","0","0","0","0","0","0","0","0","0","0"
"2787","+$k1 Critical Strike","","32","0","0","0","0","0","0","0","0","0","0","0","0","0","8","0","0","0","0","0","0","0","0","0","0"
"2788","+$k1 Armor","","0","0","0","1","0","0","0","0","0","0","0","0","0","0","9","0","0","0","0","0","32","0","0","0","0"
"2789","+$k1 Armor","","0","0","0","1","0","0","0","0","0","0","0","0","0","0","15","0","0","0","0","0","32","0","0","0","0"
"2790","ZZOLDLesser Rune of Warding","","29504","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2791","Greater Rune of Warding","","42136","0","0","0","0","0","0","30","50","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2792","+$k1 Stamina","","7","0","0","0.12","0","0","0","26","50","0","0","0","0","0","8","0","0","0","0","0","32","0","0","0","0"
"2793","+$k1 Dodge","","13","0","0","0.18","0","0","0","28","50","0","0","0","0","0","8","0","0","0","0","0","33","0","0","0","0"
"2794","+$k1 Versatility","","40","0","0","0.18","0","0","0","28","50","0","0","0","0","0","8","0","0","0","0","0","33","0","0","0","0"
"2795","Comfortable Insoles","","32427","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2796","+$k1 Dodge","","13","0","0","0","0","0","0","0","0","0","0","0","0","0","15","0","0","0","0","0","0","0","0","0","0"
"2797","+$k1 Dodge","","13","0","0","0","0","0","0","0","0","0","0","0","0","0","9","0","0","0","0","0","0","0","0","0","0"
"2798","+$i Intellect (+$n/+$f)","","32557","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2799","+$i Stamina (+$n/+$f)","","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2800","+$i Armor (+$n/+$f)","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2801","+$k1 Armor","","0","0","0","1","0","0","0","0","0","0","0","0","0","0","8","0","0","0","0","0","32","0","0","0","0"
"2827","+$k1 Critical Strike and $11818s1% Spell Reflect","","32","11818","0","1","0","0","0","0","0","0","0","0","0","0","28","0","0","0","0","0","32","0","0","0","0"
"2828","Chance to Increase Spell Cast Speed","","32837","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","32","0","0","0","0"
"2829","+$k1 Critical Strike and Minor Run Speed Increase","","32","24090","0","1","0","0","0","0","0","0","0","0","0","0","24","0","0","0","0","0","32","0","0","0","0"
"2830","+$k1 Critical Strike and Reduces Snare/Root Duration by $55378s1%","","32","55378","0","1","0","0","0","0","0","0","0","0","0","0","24","0","0","0","0","0","32","0","0","0","0"
"2831","+$k1 Stamina and Stun Duration Reduced by 10%","","7","55358","0","1","0","0","0","0","0","0","0","0","0","0","18","0","0","0","0","0","32","0","0","0","0"
"2832","+$k1 Intellect and 2% Reduced Threat","","5","32842","0","1","0","0","0","0","0","0","0","0","0","0","12","0","0","0","0","0","32","0","0","0","0"
"2833","+$k1 Dodge and Chance to Restore Health on Hit","","13","32844","0","1","0","0","0","0","0","0","0","0","0","0","24","0","0","0","0","0","32","0","0","0","0"
"2834","+$k1 Melee Damage and Chance to Stun Target","","0","37982","0","0.377","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0","0","32","0","0","0","0"
"2835","+$k1 Intellect and Chance to restore mana on spellcast","","5","27521","0","1","0","0","0","0","0","0","0","0","0","0","12","0","0","0","0","0","32","0","0","0","0"
"2836","3 mana per 5 sec.","","43","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0"
"2837","+$k1 Versatility","","40","0","0","0","0","0","0","0","0","0","0","0","0","0","7","0","0","0","0","0","0","0","0","0","0"
"2838","+$k1 Critical Strike","","32","0","0","0","0","0","0","0","0","0","0","0","0","0","7","0","0","0","0","0","0","0","0","0","0"
