Id,EffectDescription,AuraDescription,SpellEffectType,AuraEffectType,PointsSign,TargetType,SchoolMask,EffectOrderIndex,AuraOrderIndex
"368","Inflicts $s@effectindex Frost damage to all enemies within $A@effectindex of the caster every $t@effectindex sec for $d.","$s@effectindex Frost damage inflicted every $t@effectindex sec.","6","3","1","7","16","0","0"
"369","Inflicts $s@effectindex Arcane damage to all enemies within $A@effectindex of the caster every $t@effectindex sec for $d.","$s@effectindex Arcane damage inflicted every $t@effectindex sec.","6","3","1","7","64","0","0"
"370","Inflicts $s@effectindex Chaos damage to all enemies within $A@effectindex of the caster every $t@effectindex sec for $d.","$s@effectindex Chaos damage inflicted every $t@effectindex sec.","6","3","1","7","127","0","0"
"371","Inflicts $s@effectindex Chaos damage to all enemies within $A@effectindex of the impact every $t@effectindex sec for $d.","$s@effectindex Chaos damage inflicted every $t@effectindex sec.","6","3","1","5","127","0","0"
"372","Inflicts $s@effectindex Arcane damage to all enemies within $A@effectindex of the impact every $t@effectindex sec for $d.","$s@effectindex Arcane damage inflicted every $t@effectindex sec.","6","3","1","5","64","0","0"
"373","Inflicts $s@effectindex Frost damage to all enemies within $A@effectindex of the impact every $t@effectindex sec for $d.","$s@effectindex Frost damage inflicted every $t@effectindex sec.","6","3","1","5","16","0","0"
"374","Inflicts $s@effectindex Nature damage to all enemies within $A@effectindex of the impact every $t@effectindex sec for $d.","$s@effectindex Nature damage inflicted every $t@effectindex sec.","6","3","1","5","8","0","0"
"375","Inflicts $s@effectindex Fire damage to all enemies within $A@effectindex of the impact every $t@effectindex sec for $d.","$s@effectindex Fire damage inflicted every $t@effectindex sec.","6","3","1","5","4","0","0"
"376","Inflicts $s@effectindex Holy damage to all enemies within $A@effectindex of the impact every $t@effectindex sec for $d.","$s@effectindex Holy damage inflicted every $t@effectindex sec.","6","3","1","5","2","0","0"
"377","Inflicts $s@effectindex Physical damage to all enemies within $A@effectindex of the impact every $t@effectindex sec for $d.","$s@effectindex Physical damage inflicted every $t@effectindex sec.","6","3","1","5","1","0","0"
"378","Inflicts $s@effectindex Shadow damage to all enemies within $A@effectindex of the impact every $t@effectindex sec for $d.","$s@effectindex Shadow damage inflicted every $t@effectindex sec.","6","3","1","5","32","0","0"
"379","Inflicts $s@effectindex Shadow damage to all enemies in front of the caster every $t@effectindex sec for $d.","$s@effectindex Shadow damage inflicted every $t@effectindex sec.","6","3","1","9","32","0","0"
"380","Inflicts $s@effectindex Physical damage to all enemies in front of the caster every $t@effectindex sec for $d.","$s@effectindex Physical damage inflicted every $t@effectindex sec.","6","3","1","9","1","0","0"
"381","Inflicts $s@effectindex Holy damage to all enemies in front of the caster every $t@effectindex sec for $d.","$s@effectindex Holy damage inflicted every $t@effectindex sec.","6","3","1","9","2","0","0"
"382","Inflicts $s@effectindex Fire damage to all enemies in front of the caster every $t@effectindex sec for $d.","$s@effectindex Fire damage inflicted every $t@effectindex sec.","6","3","1","9","4","0","0"
"383","Inflicts $s@effectindex Nature damage to all enemies in front of the caster every $t@effectindex sec for $d.","$s@effectindex Nature damage inflicted every $t@effectindex sec.","6","3","1","9","8","0","0"
"384","Inflicts $s@effectindex Frost damage to all enemies in front of the caster every $t@effectindex sec for $d.","$s@effectindex Frost damage inflicted every $t@effectindex sec.","6","3","1","9","16","0","0"
"385","Inflicts $s@effectindex Arcane damage to all enemies in front of the caster every $t@effectindex sec for $d.","$s@effectindex Arcane damage inflicted every $t@effectindex sec.","6","3","1","9","64","0","0"
"386","Inflicts $s@effectindex Chaos damage to all enemies in front of the caster every $t@effectindex sec for $d.","$s@effectindex Chaos damage inflicted every $t@effectindex sec.","6","3","1","9","127","0","0"
"387","Disorients enemies within $A@effectindex yards of the caster for $d.","Disoriented.","6","5","0","7","0","0","0"
"388","Inflicts Physical damage to all enemies within $A@effectindex yards every $t@effectindex sec for $d.","Physical damage inflicted every $t@effectindex sec.","6","70","1","7","1","20","0"
"389","Inflicts Holy damage to all enemies within $A@effectindex yards every $t@effectindex sec for $d.","Holy damage inflicted every $t@effectindex sec.","6","70","1","7","2","20","0"
"390","Inflicts Fire damage to all enemies within $A@effectindex yards every $t@effectindex sec for $d.","Fire damage inflicted every $t@effectindex sec.","6","70","1","7","4","20","0"
"395","Inflicts Frost damage to all enemies within $A@effectindex yards every $t@effectindex sec for $d.","Frost damage inflicted every $t@effectindex sec.","6","70","1","7","16","20","0"
"396","Inflicts Arcane damage to all enemies within $A@effectindex yards every $t@effectindex sec for $d.","Arcane damage inflicted every $t@effectindex sec.","6","70","1","7","64","20","0"
"397","Knocks all enemies in front of the caster back.","","144","0","1","9","0","0","0"
"398","Knocks all enemies within $A@effectindex yards of the caster back.","","144","0","1","7","0","0","0"
"399","Knocks all enemies within $A@effectindex yards of the impact back.","","144","0","1","5","0","0","0"
"400","Knocks an enemy back.","","144","0","1","3","0","0","0"
"401","Knocks an enemy back.","","144","0","1","1","0","0","0"
"402","Knocks all enemies in front of the caster back.","","138","0","1","9","0","0","0"
"403","Knocks all enemies within $A@effectindex yards of the caster back.","","138","0","1","7","0","0","0"
"404","Knocks all enemies within $A@effectindex yards of the impact back.","","138","0","1","5","0","0","0"
"405","Knocks an enemy back.","","138","0","1","3","0","0","0"
"406","Knocks an enemy back.","","138","0","1","1","0","0","0"
"407","Fears the target for $d.","Feared.","6","7","0","3","0","0","0"
"408","Fears enemies within $A@effectindex yards of the impact for $d.","Feared.","6","7","0","5","0","0","0"
"409","Fears enemies within $A@effectindex yards of the caster for $d.","Feared.","6","7","0","7","0","0","0"
"410","Fears all enemies in front of the caster for $d.","Feared.","6","7","0","9","0","0","0"
"411","Causes an enemy to take $s@effectindex% increased Fire damage for $d.","Fire damage taken increased by $s@effectindex%.","6","87","1","1","4","0","0"
"412","Causes an enemy to take $s@effectindex% increased Physical damage for $d.","Physical damage taken increased by $s@effectindex%.","6","87","1","1","1","0","0"
"413","Causes an enemy to take $s@effectindex% increased Holy damage for $d.","Holy damage taken increased by $s@effectindex%.","6","87","1","1","2","0","0"
"414","Causes an enemy to take $s@effectindex% increased Frost damage for $d.","Frost damage taken increased by $s@effectindex%.","6","87","1","1","16","0","0"
"415","Causes an enemy to take $s@effectindex% increased Shadow damage for $d.","Shadow damage taken increased by $s@effectindex%.","6","87","1","1","32","0","0"
"416","Causes an enemy to take $s@effectindex% increased Arcane damage for $d.","Arcane damage taken increased by $s@effectindex%.","6","87","1","1","64","0","0"
"417","Causes an enemy to take $s@effectindex% increased Nature damage for $d.","Nature damage taken increased by $s@effectindex%.","6","87","1","1","8","0","0"
"418","Causes an enemy to take $s@effectindex% increased damage for $d.","Damage taken increased by $s@effectindex%.","6","87","1","1","127","0","0"
"419","Reduces the max health of the target by $s@effectindex% for $d.","Maximum health reduced by $s@effectindex%.","6","133","2","3","0","0","0"
"420","Reduces the max health of all enemies in front of the caster by $s@effectindex% for $d.","Maximum health reduced by $s@effectindex%.","6","133","2","9","0","0","0"
"421","Reduces the max health of all enemies within $A@effectindex yards of the caster by $s@effectindex% for $d.","Maximum health reduced by $s@effectindex%.","6","133","2","7","0","0","0"
"422","Reduces the max health of all enemies within $A@effectindex yards of the impact by $s@effectindex% for $d.","Maximum health reduced by $s@effectindex%.","6","133","2","5","0","0","0"
"423","Reduces the attack speed of all enemies within $A@effectindex yards of the impact by $s@effectindex% for $d.","Attack speed reduced by $s@effectindex%.","6","138","2","5","0","0","0"
"424","Reduces the attack speed of all enemies within $A@effectindex yards of the caster by $s@effectindex% for $d.","Attack speed reduced by $s@effectindex%.","6","138","2","7","0","0","0"
"425","Reduces the attack speed of all enemies in front of the caster by $s@effectindex% for $d.","Attack speed reduced by $s@effectindex%.","6","138","2","9","0","0","0"
"426","Reduces the attack speed of the target by $s@effectindex% for $d.","Attack speed reduced by $s@effectindex%.","6","138","2","3","0","0","0"
"427","Inflicts Arcane damage to all enemies in a cone in front of the caster.","","165","0","1","9","64","0","0"
"428","Inflicts Frost damage to all enemies in a cone in front of the caster.","","165","0","1","9","16","0","0"
"429","Inflicts Nature damage to all enemies in a cone in front of the caster.","","165","0","1","9","8","0","0"
"430","Inflicts Fire damage to all enemies in a cone in front of the caster.","","165","0","1","9","4","0","0"
"431","Inflicts Holy damage to all enemies in a cone in front of the caster.","","165","0","1","9","2","0","0"
"432","Inflicts Physical damage to all enemies in a cone in front of the caster.","","165","0","1","9","1","0","0"
"435","Inflicts $s@effectindex Shadowflame damage to enemies within $A@effectindex yards.","","2","0","1","7","36","1","0"
"436","Inflicts $s@effectindex Shadowflame damage to enemies within $A@effectindex yards of the impact.","","2","0","1","5","36","1","0"
"437","Inflicts $s@effectindex Shadowflame damage to an enemy.","","2","0","1","3","36","1","0"
"438","Inflicts $s@effectindex Shadowflame damage to an enemy every $t@effectindex sec for $d.","$s@effectindex Shadowflame damage inflicted every $t@effectindex sec.","6","3","1","3","36","10","0"
"439","Inflicts $s@effectindex Shadowflame damage to an enemy every $t@effectindex sec for $d.","$s@effectindex Shadowflame damage inflicted every $t@effectindex sec.","6","3","1","1","36","10","0"
"440","Inflicts $s@effectindex Shadowflame damage to all enemies within $A@effectindex of the impact every $t@effectindex sec for $d.","$s@effectindex Shadowflame damage inflicted every $t@effectindex sec.","6","3","1","5","36","0","0"
"441","Inflicts $s@effectindex Shadowflame damage to all enemies within $A@effectindex of the caster every $t@effectindex sec for $d.","$s@effectindex Shadowflame damage inflicted every $t@effectindex sec.","6","3","1","7","36","0","0"
"442","Inflicts $s@effectindex Shadowflame damage to all enemies in front of the caster.","","2","0","1","9","36","0","0"
"443","Inflicts $s@effectindex Shadowflame damage to all enemies in front of the caster every $t@effectindex sec for $d.","$s@effectindex Shadowflame damage inflicted every $t@effectindex sec.","6","3","1","9","36","0","0"
"444","Surrounds the target with a shield that lasts $d and can absorb up to $s@effectindex Shadow damage.","Absorbs $s@effectindex Shadow damage.","6","69","1","3","32","0","0"
"445","Surrounds the target with a shield that lasts $d and can absorb up to $s@effectindex Physical damage.","Absorbs $s@effectindex Physical damage.","6","69","1","3","1","0","0"
"446","Surrounds the target with a shield that lasts $d and can absorb up to $s@effectindex of all damage.","Absorbs $s@effectindex damage.","6","69","1","3","127","0","0"
"447","Surrounds the target with a shield that lasts $d and can absorb up to $s@effectindex Nature damage.","Absorbs $s@effectindex Nature damage.","6","69","1","3","8","0","0"
"448","Surrounds the target with a shield that lasts $d and can absorb up to $s@effectindex Holy damage.","Absorbs $s@effectindex Holy damage.","6","69","1","3","2","0","0"
"449","Surrounds the target with a shield that lasts $d and can absorb up to $s@effectindex Frost damage.","Absorbs $s@effectindex Frost damage.","6","69","1","3","16","0","0"
"450","Surrounds the target with a shield that lasts $d and can absorb up to $s@effectindex Fire damage.","Absorbs $s@effectindex Fire damage.","6","69","1","3","4","0","0"
"451","Surrounds the target with a shield that lasts $d and can absorb up to $s@effectindex Arcane damage.","Absorbs $s@effectindex Arcane damage.","6","69","1","3","64","0","0"
"452","Increases the caster's Attack Speed by $s@effectindex% for $d.","Attack Speed increased by $s@effectindex%.","6","138","1","1","0","10","0"
"460","Heals the caster and all allies within $A@effectindex yards for $s@effectindex% of maximum health.","","136","0","1","6","0","0","0"
"461","Heals the caster and all allies within $A@effectindex yards for $s@effectindex% of maximum health.","","136","0","1","4","0","0","0"
"462","Transfers health from the caster to the target every $t@effectindex sec.","Transfers health every $t@effectindex sec.","6","62","1","2","0","0","0"
"464","Causes the caster to inflict $s@effectindex% increased Fire damage.","Fire damage done increased by $s@effectindex%.","6","79","1","1","4","0","0"
"465","Causes the caster to inflict $s@effectindex% increased Holy damage.","Holy damage done increased by $s@effectindex%.","6","79","1","1","2","0","0"
"466","Causes the caster to inflict $s@effectindex% increased Nature damage.","Nature damage done increased by $s@effectindex%.","6","79","1","1","8","0","0"
"467","Causes the caster to inflict $s@effectindex% increased Frost damage.","Frost damage done increased by $s@effectindex%.","6","79","1","1","16","0","0"
"468","Causes the caster to inflict $s@effectindex% increased Shadow damage.","Shadow damage done increased by $s@effectindex%.","6","79","1","1","32","0","0"
"469","Causes the caster to inflict $s@effectindex% increased Arcane damage.","Arcane damage done increased by $s@effectindex%.","6","79","1","1","64","0","0"
"470","Reduces the healing received of an enemy by $s@effectindex% for $d.","Healing received reduced by $s@effectindex%.","6","118","2","3","127","0","0"
"471","Causes an enemy to inflict $s@effectindex% decreased Arcane damage.","Arcane damage done decreased by $s@effectindex%.","6","79","2","3","64","0","0"
"472","Causes an enemy to inflict $s@effectindex% decreased Shadow damage.","Shadow damage done decreased by $s@effectindex%.","6","79","2","3","32","0","0"
"473","Causes an enemy to inflict $s@effectindex% decreased Frost damage.","Frost damage done decreased by $s@effectindex%.","6","79","2","3","16","0","0"
"474","Causes an enemy to inflict $s@effectindex% decreased Nature damage.","Nature damage done decreased by $s@effectindex%.","6","79","2","3","8","0","0"
"475","Causes an enemy to inflict $s@effectindex% decreased Fire damage.","Fire damage done decreased by $s@effectindex%.","6","79","2","3","4","0","0"
"476","Causes an enemy to inflict $s@effectindex% decreased Holy damage.","Holy damage done decreased by $s@effectindex%.","6","79","2","3","2","0","0"
"477","Causes an enemy to inflict $s@effectindex% decreased Physical damage.","Physical damage done decreased by $s@effectindex%.","6","79","2","3","1","0","0"
"478","Causes the caster to inflict $s@effectindex% increased Physical damage.","Physical damage done increased by $s@effectindex%.","6","79","1","1","1","0","0"
"479","Stuns the caster, rendering it unable to move or attack for $d.","Stunned.","6","12","0","1","0","0","0"
"480","Reduces the healing recieved of all enemies in a cone in front of the caster by $s@effectindex% for $d.","Healing received reduced by $s@effectindex%.","6","118","2","9","32","0","0"
"481","Reduces the movement speed of the target by $s@effectindex% for $d.","Movement speed reduced by $s@effectindex%.","6","33","2","1","16","0","0"
