Id,FailureDescription,PlayerConditionId,OrderIndex,MapDifficultyId
"588","Recently-boosted characters cannot access legacy dungeons and raids. Please try again tomorrow.","40817","2","839"
"589","You must be at least level 110 to access Black Rook Hold on Mythic difficulty.","74505","0","3597"
"590","You must be at least level 110 to access the Eye of Azshara on Mythic difficulty.","74505","0","3598"
"591","You must be at least level 110 to access Darkheart Thicket on Mythic difficulty.","74505","0","3599"
"592","You must be at least level 110 to access Neltharion's Lair on Mythic difficulty.","74505","0","3600"
"593","You must be at least level 110 to access the Vault of the Wardens on Mythic difficulty.","74505","0","3601"
"594","You must be at least level 110 to access the Maw of Souls on Mythic difficulty.","74505","0","3602"
"597","You must be level 110 to enter.","34797","0","3603"
"599","You must be at least level 110 to enter.","74469","0","3605"
"600","You must be at least level 110 to enter.","74469","0","3606"
"601","Recently-boosted characters cannot access legacy dungeons and raids. Please try again tomorrow.","40817","2","2060"
"602","Recently-boosted characters cannot access legacy dungeons and raids. Please try again tomorrow.","40817","2","2061"
"603","Recently-boosted characters cannot access legacy dungeons and raids. Please try again tomorrow.","40817","2","2076"
"604","Recently-boosted characters cannot access legacy dungeons and raids. Please try again tomorrow.","40817","2","2077"
"605","You may not enter legacy dungeons and raids during your Class Trial period.","43808","1","81"
"606","You may not enter legacy dungeons and raids during your Class Trial period.","43808","1","147"
"607","You may not enter legacy dungeons and raids during your Class Trial period.","43808","1","7"
"608","You may not enter legacy dungeons and raids during your Class Trial period.","43808","1","839"
"609","You may not enter legacy dungeons and raids during your Class Trial period.","43808","1","8"
"610","You may not enter legacy dungeons and raids during your Class Trial period.","43808","1","10"
"611","You may not enter legacy dungeons and raids during your Class Trial period.","43808","1","829"
"612","You may not enter legacy dungeons and raids during your Class Trial period.","43808","1","13"
"613","You may not enter legacy dungeons and raids during your Class Trial period.","43808","1","15"
"614","You may not enter legacy dungeons and raids during your Class Trial period.","43808","1","16"
"615","You may not enter legacy dungeons and raids during your Class Trial period.","43808","1","17"
"616","You may not enter legacy dungeons and raids during your Class Trial period.","43808","1","18"
"617","You may not enter legacy dungeons and raids during your Class Trial period.","43808","1","19"
"618","You may not enter legacy dungeons and raids during your Class Trial period.","43808","1","20"
"619","You may not enter legacy dungeons and raids during your Class Trial period.","43808","1","35"
"620","You may not enter legacy dungeons and raids during your Class Trial period.","43808","1","33"
"621","You may not enter legacy dungeons and raids during your Class Trial period.","43808","1","31"
"622","You may not enter legacy dungeons and raids during your Class Trial period.","43808","1","30"
"623","You may not enter legacy dungeons and raids during your Class Trial period.","43808","1","27"
"624","You may not enter legacy dungeons and raids during your Class Trial period.","43808","1","127"
"625","You may not enter legacy dungeons and raids during your Class Trial period.","43808","1","25"
"626","You may not enter legacy dungeons and raids during your Class Trial period.","43808","1","24"
"627","You may not enter legacy dungeons and raids during your Class Trial period.","43808","1","23"
"628","You may not enter legacy dungeons and raids during your Class Trial period.","43808","1","22"
"629","You may not enter legacy dungeons and raids during your Class Trial period.","43808","1","63"
"630","You may not enter legacy dungeons and raids during your Class Trial period.","43808","1","141"
"631","You may not enter legacy dungeons and raids during your Class Trial period.","43808","1","61"
"632","You may not enter legacy dungeons and raids during your Class Trial period.","43808","1","139"
"633","You may not enter legacy dungeons and raids during your Class Trial period.","43808","1","52"
"634","You may not enter legacy dungeons and raids during your Class Trial period.","43808","1","132"
"635","You may not enter legacy dungeons and raids during your Class Trial period.","43808","1","49"
"636","You may not enter legacy dungeons and raids during your Class Trial period.","43808","1","130"
"637","You may not enter legacy dungeons and raids during your Class Trial period.","43808","1","59"
"638","You may not enter legacy dungeons and raids during your Class Trial period.","43808","1","137"
"639","You may not enter legacy dungeons and raids during your Class Trial period.","43808","1","57"
"640","You may not enter legacy dungeons and raids during your Class Trial period.","43808","1","135"
"641","You may not enter legacy dungeons and raids during your Class Trial period.","43808","1","62"
"642","You may not enter legacy dungeons and raids during your Class Trial period.","43808","1","140"
"643","You may not enter legacy dungeons and raids during your Class Trial period.","43808","1","58"
"644","You may not enter legacy dungeons and raids during your Class Trial period.","43808","1","136"
"645","You may not enter legacy dungeons and raids during your Class Trial period.","43808","1","50"
"646","You may not enter legacy dungeons and raids during your Class Trial period.","43808","1","131"
"647","You may not enter legacy dungeons and raids during your Class Trial period.","43808","1","747"
"648","You may not enter legacy dungeons and raids during your Class Trial period.","43808","1","749"
"649","You may not enter legacy dungeons and raids during your Class Trial period.","43808","1","746"
"650","You may not enter legacy dungeons and raids during your Class Trial period.","43808","1","748"
"651","You may not enter legacy dungeons and raids during your Class Trial period.","43808","1","745"
"652","You may not enter legacy dungeons and raids during your Class Trial period.","43808","1","806"
"653","You may not enter legacy dungeons and raids during your Class Trial period.","43808","1","481"
"654","You may not enter legacy dungeons and raids during your Class Trial period.","43808","1","482"
"655","You may not enter legacy dungeons and raids during your Class Trial period.","43808","1","114"
"656","You may not enter legacy dungeons and raids during your Class Trial period.","43808","1","159"
"657","You may not enter legacy dungeons and raids during your Class Trial period.","43808","1","104"
"658","You may not enter legacy dungeons and raids during your Class Trial period.","43808","1","156"
"659","You may not enter legacy dungeons and raids during your Class Trial period.","43808","1","100"
"660","You may not enter legacy dungeons and raids during your Class Trial period.","43808","1","155"
"661","You may not enter legacy dungeons and raids during your Class Trial period.","43808","1","98"
"662","You may not enter legacy dungeons and raids during your Class Trial period.","43808","1","153"
"663","You may not enter legacy dungeons and raids during your Class Trial period.","43808","1","97"
"664","You may not enter legacy dungeons and raids during your Class Trial period.","43808","1","152"
"665","You may not enter legacy dungeons and raids during your Class Trial period.","43808","1","96"
"666","You may not enter legacy dungeons and raids during your Class Trial period.","43808","1","151"
"667","You may not enter legacy dungeons and raids during your Class Trial period.","43808","1","95"
"668","You may not enter legacy dungeons and raids during your Class Trial period.","43808","1","150"
"669","You may not enter legacy dungeons and raids during your Class Trial period.","43808","1","91"
"670","You may not enter legacy dungeons and raids during your Class Trial period.","43808","1","148"
"671","You may not enter legacy dungeons and raids during your Class Trial period.","43808","1","77"
"672","You may not enter legacy dungeons and raids during your Class Trial period.","43808","1","146"
"673","You may not enter legacy dungeons and raids during your Class Trial period.","43808","1","76"
"674","You may not enter legacy dungeons and raids during your Class Trial period.","43808","1","145"
"675","You may not enter legacy dungeons and raids during your Class Trial period.","43808","1","75"
"676","You may not enter legacy dungeons and raids during your Class Trial period.","43808","1","144"
"677","You may not enter legacy dungeons and raids during your Class Trial period.","43808","1","74"
"678","You may not enter legacy dungeons and raids during your Class Trial period.","43808","1","143"
"679","You may not enter legacy dungeons and raids during your Class Trial period.","43808","1","1690"
"680","You may not enter legacy dungeons and raids during your Class Trial period.","43808","1","1865"
"681","You may not enter legacy dungeons and raids during your Class Trial period.","43808","1","1866"
"682","You may not enter legacy dungeons and raids during your Class Trial period.","43808","1","341"
"683","You may not enter legacy dungeons and raids during your Class Trial period.","43808","1","342"
"684","You may not enter legacy dungeons and raids during your Class Trial period.","43808","1","1863"
"685","You may not enter legacy dungeons and raids during your Class Trial period.","43808","1","1864"
"686","You may not enter legacy dungeons and raids during your Class Trial period.","43808","1","1822"
"687","You may not enter legacy dungeons and raids during your Class Trial period.","43808","1","1824"
"688","You may not enter legacy dungeons and raids during your Class Trial period.","43808","1","754"
"689","You may not enter legacy dungeons and raids during your Class Trial period.","43808","1","755"
"690","You may not enter legacy dungeons and raids during your Class Trial period.","43808","1","1820"
"691","You may not enter legacy dungeons and raids during your Class Trial period.","43808","1","1646"
"692","You may not enter legacy dungeons and raids during your Class Trial period.","43808","1","2074"
"693","You may not enter legacy dungeons and raids during your Class Trial period.","43808","1","2075"
"694","You may not enter legacy dungeons and raids during your Class Trial period.","43808","1","2058"
"695","You may not enter legacy dungeons and raids during your Class Trial period.","43808","1","2059"
"696","You may not enter legacy dungeons and raids during your Class Trial period.","43808","1","2045"
"697","You may not enter legacy dungeons and raids during your Class Trial period.","43808","1","2046"
"698","You may not enter legacy dungeons and raids during your Class Trial period.","43808","1","2037"
"699","You may not enter legacy dungeons and raids during your Class Trial period.","43808","1","2038"
"700","You may not enter legacy dungeons and raids during your Class Trial period.","43808","1","2011"
"701","You may not enter legacy dungeons and raids during your Class Trial period.","43808","1","2012"
"702","You may not enter legacy dungeons and raids during your Class Trial period.","43808","1","1869"
"703","You may not enter legacy dungeons and raids during your Class Trial period.","43808","1","1870"
"704","You may not enter legacy dungeons and raids during your Class Trial period.","43808","1","1867"
"705","You may not enter legacy dungeons and raids during your Class Trial period.","43808","1","1868"
"706","You may not enter legacy dungeons and raids during your Class Trial period.","43808","1","816"
"707","You may not enter legacy dungeons and raids during your Class Trial period.","43808","1","821"
"708","You may not enter legacy dungeons and raids during your Class Trial period.","43808","1","125"
"709","You may not enter legacy dungeons and raids during your Class Trial period.","43808","1","162"
"710","You may not enter legacy dungeons and raids during your Class Trial period.","43808","1","800"
"711","You may not enter legacy dungeons and raids during your Class Trial period.","43808","1","817"
"712","You may not enter raid instances during your Class Trial period.","43808","1","26"
"713","You may not enter raid instances during your Class Trial period.","43808","1","323"
"714","You may not enter raid instances during your Class Trial period.","43808","1","34"
"715","You may not enter raid instances during your Class Trial period.","43808","1","3064"
"716","You may not enter raid instances during your Class Trial period.","43808","1","2799"
"717","You may not enter raid instances during your Class Trial period.","43808","1","2877"
"718","You may not enter raid instances during your Class Trial period.","43808","1","2878"
"719","You may not enter raid instances during your Class Trial period.","43808","2","2879"
"720","You may not enter raid instances during your Class Trial period.","43808","1","2689"
"721","You may not enter raid instances during your Class Trial period.","43808","1","2690"
"722","You may not enter raid instances during your Class Trial period.","43808","1","2691"
"723","You may not enter raid instances during your Class Trial period.","43808","1","2692"
"724","You may not enter raid instances during your Class Trial period.","43808","1","2707"
"725","You may not enter raid instances during your Class Trial period.","43808","1","2512"
"726","You may not enter raid instances during your Class Trial period.","43808","1","2513"
"727","You may not enter raid instances during your Class Trial period.","43808","1","2514"
"728","You may not enter raid instances during your Class Trial period.","43808","1","2515"
"729","You may not enter raid instances during your Class Trial period.","43808","1","2607"
"730","You may not enter raid instances during your Class Trial period.","43808","1","2060"
"731","You may not enter raid instances during your Class Trial period.","43808","1","2061"
"732","You may not enter raid instances during your Class Trial period.","43808","1","2076"
"733","You may not enter raid instances during your Class Trial period.","43808","1","2077"
"734","You may not enter raid instances during your Class Trial period.","43808","1","2606"
"735","You may not enter raid instances during your Class Trial period.","43808","1","2519"
"736","You may not enter raid instances during your Class Trial period.","43808","1","2520"
"737","You may not enter raid instances during your Class Trial period.","43808","1","2121"
"738","You may not enter raid instances during your Class Trial period.","43808","1","2122"
"739","You may not enter raid instances during your Class Trial period.","43808","1","2608"
"740","You may not enter raid instances during your Class Trial period.","43808","1","1875"
"741","You may not enter raid instances during your Class Trial period.","43808","1","1876"
"742","You may not enter raid instances during your Class Trial period.","43808","1","1924"
"743","You may not enter raid instances during your Class Trial period.","43808","1","1925"
"744","You may not enter raid instances during your Class Trial period.","43808","1","2556"
"745","You may not enter raid instances during your Class Trial period.","43808","1","813"
"746","You may not enter raid instances during your Class Trial period.","43808","1","814"
"747","You may not enter raid instances during your Class Trial period.","43808","1","809"
"748","You may not enter raid instances during your Class Trial period.","43808","1","810"
"749","You may not enter raid instances during your Class Trial period.","43808","1","831"
"750","You may not enter raid instances during your Class Trial period.","43808","1","832"
"751","You may not enter raid instances during your Class Trial period.","43808","1","750"
"752","You may not enter raid instances during your Class Trial period.","43808","1","751"
"753","You may not enter raid instances during your Class Trial period.","43808","1","752"
"754","You may not enter raid instances during your Class Trial period.","43808","1","753"
"759","You may not enter raid instances during your Class Trial period.","43808","1","347"
"760","You may not enter raid instances during your Class Trial period.","43808","1","348"
"761","You may not enter raid instances during your Class Trial period.","43808","1","823"
"762","You may not enter raid instances during your Class Trial period.","43808","1","824"
"763","You may not enter raid instances during your Class Trial period.","43808","1","343"
"764","You may not enter raid instances during your Class Trial period.","43808","1","344"
"765","You may not enter raid instances during your Class Trial period.","43808","1","773"
"766","You may not enter raid instances during your Class Trial period.","43808","1","774"
"767","You may not enter raid instances during your Class Trial period.","43808","1","124"
"768","You may not enter raid instances during your Class Trial period.","43808","1","161"
"769","You may not enter raid instances during your Class Trial period.","43808","1","221"
"770","You may not enter raid instances during your Class Trial period.","43808","1","222"
"771","You may not enter raid instances during your Class Trial period.","43808","1","485"
"772","You may not enter raid instances during your Class Trial period.","43808","1","486"
"773","You may not enter raid instances during your Class Trial period.","43808","1","487"
"774","You may not enter raid instances during your Class Trial period.","43808","1","488"
"775","You may not enter raid instances during your Class Trial period.","43808","1","119"
"776","You may not enter raid instances during your Class Trial period.","43808","1","160"
"777","You may not enter raid instances during your Class Trial period.","43808","1","111"
"778","You may not enter raid instances during your Class Trial period.","43808","1","158"
"779","You may not enter raid instances during your Class Trial period.","43808","1","110"
"780","You may not enter raid instances during your Class Trial period.","43808","1","157"
"781","You may not enter raid instances during your Class Trial period.","43808","1","78"
"782","You may not enter raid instances during your Class Trial period.","43808","1","68"
"784","You may not enter raid instances during your Class Trial period.","43808","1","56"
"785","You may not enter raid instances during your Class Trial period.","43808","1","55"
"786","You may not enter raid instances during your Class Trial period.","43808","1","51"
"787","You may not enter raid instances during your Class Trial period.","43808","1","47"
"788","You may not enter raid instances during your Class Trial period.","43808","1","46"
"789","You may not enter raid instances during your Class Trial period.","43808","1","45"
"790","You may not enter raid instances during your Class Trial period.","43808","1","44"
"791","You may not enter raid instances during your Class Trial period.","43808","1","41"
"792","You may not enter raid instances during your Class Trial period.","43808","1","39"
"793","You may not enter raid instances during your Class Trial period.","43808","1","128"
"796","You may not enter legacy dungeons and raids during your Class Trial period.","43808","1","48"
"797","You may not enter legacy dungeons and raids during your Class Trial period.","43808","1","129"
"798","You may not enter legacy dungeons and raids during your Class Trial period.","43808","1","54"
"799","You may not enter legacy dungeons and raids during your Class Trial period.","43808","1","134"
"800","You may not enter legacy dungeons and raids during your Class Trial period.","43808","1","60"
"801","You may not enter legacy dungeons and raids during your Class Trial period.","43808","1","138"
"802","You may not enter legacy dungeons and raids during your Class Trial period.","43808","1","483"
"803","You may not enter legacy dungeons and raids during your Class Trial period.","43808","1","484"
"804","You may not enter legacy dungeons and raids during your Class Trial period.","43808","1","345"
"805","You may not enter legacy dungeons and raids during your Class Trial period.","43808","1","346"
"806","You may not enter raid instances during your Class Trial period.","43808","1","2951"
"807","You may not enter raid instances during your Class Trial period.","43808","1","2952"
"808","You may not enter raid instances during your Class Trial period.","43808","1","2953"
"809","You may not enter raid instances during your Class Trial period.","43808","0","2954"
"810","You may not enter raid instances during your Class Trial period.","43808","1","2944"
"811","You may not enter raid instances during your Class Trial period.","43808","1","2945"
"812","You may not enter raid instances during your Class Trial period.","43808","1","2946"
"813","You may not enter raid instances during your Class Trial period.","43808","0","2947"
"814","You may not enter raid instances during your Class Trial period.","43808","1","3246"
"815","You may not enter raid instances during your Class Trial period.","43808","1","3247"
"816","You may not enter raid instances during your Class Trial period.","43808","1","3248"
"817","You may not enter raid instances during your Class Trial period.","43808","0","3249"
"818","Recently-created Demon Hunters cannot access legacy dungeons and raids. Please try again tomorrow.","43811","2","7"
"819","Recently-created Demon Hunters cannot access legacy dungeons and raids. Please try again tomorrow.","43811","3","839"
"820","Recently-created Demon Hunters cannot access legacy dungeons and raids. Please try again tomorrow.","43811","2","35"
"821","Recently-created Demon Hunters cannot access legacy dungeons and raids. Please try again tomorrow.","43811","2","33"
"822","Recently-created Demon Hunters cannot access legacy dungeons and raids. Please try again tomorrow.","43811","2","31"
"823","Recently-created Demon Hunters cannot access legacy dungeons and raids. Please try again tomorrow.","43811","2","30"
"824","Recently-created Demon Hunters cannot access legacy dungeons and raids. Please try again tomorrow.","43811","3","27"
"825","Recently-created Demon Hunters cannot access legacy dungeons and raids. Please try again tomorrow.","43811","2","127"
"826","Recently-created Demon Hunters cannot access legacy dungeons and raids. Please try again tomorrow.","43811","2","25"
"827","Recently-created Demon Hunters cannot access legacy dungeons and raids. Please try again tomorrow.","43811","2","24"
"828","Recently-created Demon Hunters cannot access legacy dungeons and raids. Please try again tomorrow.","43811","2","23"
"829","Recently-created Demon Hunters cannot access legacy dungeons and raids. Please try again tomorrow.","43811","2","20"
"830","Recently-created Demon Hunters cannot access legacy dungeons and raids. Please try again tomorrow.","43811","2","19"
"831","Recently-created Demon Hunters cannot access legacy dungeons and raids. Please try again tomorrow.","43811","2","18"
"832","Recently-created Demon Hunters cannot access legacy dungeons and raids. Please try again tomorrow.","43811","2","17"
"833","Recently-created Demon Hunters cannot access legacy dungeons and raids. Please try again tomorrow.","43811","3","16"
"834","Recently-created Demon Hunters cannot access legacy dungeons and raids. Please try again tomorrow.","43811","2","15"
"835","Recently-created Demon Hunters cannot access legacy dungeons and raids. Please try again tomorrow.","43811","2","13"
"836","Recently-created Demon Hunters cannot access legacy dungeons and raids. Please try again tomorrow.","43811","2","10"
"838","Recently-created Demon Hunters cannot access legacy dungeons and raids. Please try again tomorrow.","43811","2","8"
"839","Recently-created Demon Hunters cannot access legacy dungeons and raids. Please try again tomorrow.","43811","3","63"
"840","Recently-created Demon Hunters cannot access legacy dungeons and raids. Please try again tomorrow.","43811","3","141"
"841","Recently-created Demon Hunters cannot access legacy dungeons and raids. Please try again tomorrow.","43811","3","62"
"842","Recently-created Demon Hunters cannot access legacy dungeons and raids. Please try again tomorrow.","43811","2","140"
"843","Recently-created Demon Hunters cannot access legacy dungeons and raids. Please try again tomorrow.","43811","3","49"
"844","Recently-created Demon Hunters cannot access legacy dungeons and raids. Please try again tomorrow.","43811","3","130"
"845","Recently-created Demon Hunters cannot access legacy dungeons and raids. Please try again tomorrow.","43811","3","57"
"846","Recently-created Demon Hunters cannot access legacy dungeons and raids. Please try again tomorrow.","43811","2","135"
"847","Recently-created Demon Hunters cannot access legacy dungeons and raids. Please try again tomorrow.","43811","3","54"
"848","Recently-created Demon Hunters cannot access legacy dungeons and raids. Please try again tomorrow.","43811","2","134"
"849","Recently-created Demon Hunters cannot access legacy dungeons and raids. Please try again tomorrow.","43811","2","53"
"850","Recently-created Demon Hunters cannot access legacy dungeons and raids. Please try again tomorrow.","43811","2","133"
"851","Recently-created Demon Hunters cannot access legacy dungeons and raids. Please try again tomorrow.","43811","3","60"
"852","Recently-created Demon Hunters cannot access legacy dungeons and raids. Please try again tomorrow.","43811","3","138"
"853","Recently-created Demon Hunters cannot access legacy dungeons and raids. Please try again tomorrow.","43811","3","48"
"854","Recently-created Demon Hunters cannot access legacy dungeons and raids. Please try again tomorrow.","43811","2","129"
"855","Recently-created Demon Hunters cannot access legacy dungeons and raids. Please try again tomorrow.","43811","3","1690"
"856","Recently-created Demon Hunters cannot access legacy dungeons and raids. Please try again tomorrow.","43811","3","52"
"857","Recently-created Demon Hunters cannot access legacy dungeons and raids. Please try again tomorrow.","43811","3","132"
"858","Recently-created Demon Hunters cannot access legacy dungeons and raids. Please try again tomorrow.","43811","3","58"
"859","Recently-created Demon Hunters cannot access legacy dungeons and raids. Please try again tomorrow.","43811","3","136"
"860","Recently-created Demon Hunters cannot access legacy dungeons and raids. Please try again tomorrow.","43811","3","59"
"861","Recently-created Demon Hunters cannot access legacy dungeons and raids. Please try again tomorrow.","43811","3","137"
"862","Recently-created Demon Hunters cannot access legacy dungeons and raids. Please try again tomorrow.","43811","3","50"
"863","Recently-created Demon Hunters cannot access legacy dungeons and raids. Please try again tomorrow.","43811","3","131"
"864","Recently-created Demon Hunters cannot access legacy dungeons and raids. Please try again tomorrow.","43811","3","61"
"865","Recently-created Demon Hunters cannot access legacy dungeons and raids. Please try again tomorrow.","43811","3","139"
"866","Recently-created Demon Hunters cannot access legacy dungeons and raids. Please try again tomorrow.","43811","2","65"
"867","Recently-created Demon Hunters cannot access legacy dungeons and raids. Please try again tomorrow.","43811","2","142"
"868","Recently-created Demon Hunters cannot access legacy dungeons and raids. Please try again tomorrow.","43811","3","745"
"869","Recently-created Demon Hunters cannot access legacy dungeons and raids. Please try again tomorrow.","43811","2","806"
"870","Recently-created Demon Hunters cannot access legacy dungeons and raids. Please try again tomorrow.","43811","3","481"
"871","Recently-created Demon Hunters cannot access legacy dungeons and raids. Please try again tomorrow.","43811","3","482"
"872","Recently-created Demon Hunters cannot access legacy dungeons and raids. Please try again tomorrow.","43811","3","114"
"873","Recently-created Demon Hunters cannot access legacy dungeons and raids. Please try again tomorrow.","43811","2","159"
"874","Recently-created Demon Hunters cannot access legacy dungeons and raids. Please try again tomorrow.","43811","3","104"
"875","Recently-created Demon Hunters cannot access legacy dungeons and raids. Please try again tomorrow.","43811","3","156"
"876","Recently-created Demon Hunters cannot access legacy dungeons and raids. Please try again tomorrow.","43811","3","100"
"877","Recently-created Demon Hunters cannot access legacy dungeons and raids. Please try again tomorrow.","43811","2","155"
"878","Recently-created Demon Hunters cannot access legacy dungeons and raids. Please try again tomorrow.","43811","3","98"
"879","Recently-created Demon Hunters cannot access legacy dungeons and raids. Please try again tomorrow.","43811","2","153"
"880","Recently-created Demon Hunters cannot access legacy dungeons and raids. Please try again tomorrow.","43811","3","97"
"881","Recently-created Demon Hunters cannot access legacy dungeons and raids. Please try again tomorrow.","43811","3","152"
"882","Recently-created Demon Hunters cannot access legacy dungeons and raids. Please try again tomorrow.","43811","3","96"
"883","Recently-created Demon Hunters cannot access legacy dungeons and raids. Please try again tomorrow.","43811","3","151"
"884","Recently-created Demon Hunters cannot access legacy dungeons and raids. Please try again tomorrow.","43811","3","95"
"885","Recently-created Demon Hunters cannot access legacy dungeons and raids. Please try again tomorrow.","43811","3","150"
"886","Recently-created Demon Hunters cannot access legacy dungeons and raids. Please try again tomorrow.","43811","3","91"
"887","Recently-created Demon Hunters cannot access legacy dungeons and raids. Please try again tomorrow.","43811","3","148"
"888","Recently-created Demon Hunters cannot access legacy dungeons and raids. Please try again tomorrow.","43811","3","81"
"889","Recently-created Demon Hunters cannot access legacy dungeons and raids. Please try again tomorrow.","43811","2","147"
"890","Recently-created Demon Hunters cannot access legacy dungeons and raids. Please try again tomorrow.","43811","3","77"
"891","Recently-created Demon Hunters cannot access legacy dungeons and raids. Please try again tomorrow.","43811","3","146"
"892","Recently-created Demon Hunters cannot access legacy dungeons and raids. Please try again tomorrow.","43811","3","76"
"893","Recently-created Demon Hunters cannot access legacy dungeons and raids. Please try again tomorrow.","43811","2","145"
"894","Recently-created Demon Hunters cannot access legacy dungeons and raids. Please try again tomorrow.","43811","3","75"
"895","Recently-created Demon Hunters cannot access legacy dungeons and raids. Please try again tomorrow.","43811","2","144"
"896","Recently-created Demon Hunters cannot access legacy dungeons and raids. Please try again tomorrow.","43811","3","74"
"897","Recently-created Demon Hunters cannot access legacy dungeons and raids. Please try again tomorrow.","43811","3","143"
"898","Recently-created Demon Hunters cannot access legacy dungeons and raids. Please try again tomorrow.","43811","3","2074"
"899","Recently-created Demon Hunters cannot access legacy dungeons and raids. Please try again tomorrow.","43811","3","2075"
"900","Recently-created Demon Hunters cannot access legacy dungeons and raids. Please try again tomorrow.","43811","2","2058"
"901","Recently-created Demon Hunters cannot access legacy dungeons and raids. Please try again tomorrow.","43811","3","2059"
"902","Recently-created Demon Hunters cannot access legacy dungeons and raids. Please try again tomorrow.","43811","2","2045"
"903","Recently-created Demon Hunters cannot access legacy dungeons and raids. Please try again tomorrow.","43811","3","2046"
"904","Recently-created Demon Hunters cannot access legacy dungeons and raids. Please try again tomorrow.","43811","2","2037"
"905","Recently-created Demon Hunters cannot access legacy dungeons and raids. Please try again tomorrow.","43811","3","2038"
"906","Recently-created Demon Hunters cannot access legacy dungeons and raids. Please try again tomorrow.","43811","3","2011"
"907","Recently-created Demon Hunters cannot access legacy dungeons and raids. Please try again tomorrow.","43811","3","2012"
"908","Recently-created Demon Hunters cannot access legacy dungeons and raids. Please try again tomorrow.","43811","3","1869"
"909","Recently-created Demon Hunters cannot access legacy dungeons and raids. Please try again tomorrow.","43811","3","1870"
"910","Recently-created Demon Hunters cannot access legacy dungeons and raids. Please try again tomorrow.","43811","3","1867"
"911","Recently-created Demon Hunters cannot access legacy dungeons and raids. Please try again tomorrow.","43811","3","1868"
"912","Recently-created Demon Hunters cannot access legacy dungeons and raids. Please try again tomorrow.","43811","3","1865"
"913","Recently-created Demon Hunters cannot access legacy dungeons and raids. Please try again tomorrow.","43811","3","1866"
"914","Recently-created Demon Hunters cannot access legacy dungeons and raids. Please try again tomorrow.","43811","3","1863"
"915","Recently-created Demon Hunters cannot access legacy dungeons and raids. Please try again tomorrow.","43811","3","1864"
"916","Recently-created Demon Hunters cannot access legacy dungeons and raids. Please try again tomorrow.","43811","2","1824"
"917","Recently-created Demon Hunters cannot access legacy dungeons and raids. Please try again tomorrow.","43811","2","1822"
"918","Recently-created Demon Hunters cannot access legacy dungeons and raids. Please try again tomorrow.","43811","3","1820"
"919","Recently-created Demon Hunters cannot access legacy dungeons and raids. Please try again tomorrow.","43811","3","1646"
"920","Recently-created Demon Hunters cannot access legacy dungeons and raids. Please try again tomorrow.","43811","3","816"
"921","Recently-created Demon Hunters cannot access legacy dungeons and raids. Please try again tomorrow.","43811","2","821"
"922","Recently-created Demon Hunters cannot access legacy dungeons and raids. Please try again tomorrow.","43811","3","754"
"923","Recently-created Demon Hunters cannot access legacy dungeons and raids. Please try again tomorrow.","43811","2","755"
"924","Recently-created Demon Hunters cannot access legacy dungeons and raids. Please try again tomorrow.","43811","3","345"
"925","Recently-created Demon Hunters cannot access legacy dungeons and raids. Please try again tomorrow.","43811","2","346"
"926","Recently-created Demon Hunters cannot access legacy dungeons and raids. Please try again tomorrow.","43811","3","341"
"927","Recently-created Demon Hunters cannot access legacy dungeons and raids. Please try again tomorrow.","43811","2","342"
"928","Recently-created Demon Hunters cannot access legacy dungeons and raids. Please try again tomorrow.","43811","3","483"
"929","Recently-created Demon Hunters cannot access legacy dungeons and raids. Please try again tomorrow.","43811","2","484"
"930","Recently-created Demon Hunters cannot access legacy dungeons and raids. Please try again tomorrow.","43811","3","800"
"931","Recently-created Demon Hunters cannot access legacy dungeons and raids. Please try again tomorrow.","43811","2","817"
"932","Recently-created Demon Hunters cannot access legacy dungeons and raids. Please try again tomorrow.","43811","3","125"
"933","Recently-created Demon Hunters cannot access legacy dungeons and raids. Please try again tomorrow.","43811","3","162"
"934","Recently-created Demon Hunters cannot access legacy dungeons and raids. Please try again tomorrow.","43811","3","747"
"935","Recently-created Demon Hunters cannot access legacy dungeons and raids. Please try again tomorrow.","43811","3","749"
"936","Recently-created Demon Hunters cannot access legacy dungeons and raids. Please try again tomorrow.","43811","3","746"
"937","Recently-created Demon Hunters cannot access legacy dungeons and raids. Please try again tomorrow.","43811","3","748"
"940","Recently-created Demon Hunters cannot access legacy dungeons and raids. Please try again tomorrow.","43811","2","78"
"941","Recently-created Demon Hunters cannot access legacy dungeons and raids. Please try again tomorrow.","43811","2","68"
"943","Recently-created Demon Hunters cannot access legacy dungeons and raids. Please try again tomorrow.","43811","2","56"
"944","Recently-created Demon Hunters cannot access legacy dungeons and raids. Please try again tomorrow.","43811","2","55"
"945","Recently-created Demon Hunters cannot access legacy dungeons and raids. Please try again tomorrow.","43811","2","51"
"946","Recently-created Demon Hunters cannot access legacy dungeons and raids. Please try again tomorrow.","43811","2","47"
"947","Recently-created Demon Hunters cannot access legacy dungeons and raids. Please try again tomorrow.","43811","2","46"
"948","Recently-created Demon Hunters cannot access legacy dungeons and raids. Please try again tomorrow.","43811","2","128"
"949","Recently-created Demon Hunters cannot access legacy dungeons and raids. Please try again tomorrow.","43811","2","45"
"950","Recently-created Demon Hunters cannot access legacy dungeons and raids. Please try again tomorrow.","43811","2","44"
"951","Recently-created Demon Hunters cannot access legacy dungeons and raids. Please try again tomorrow.","43811","2","41"
"952","Recently-created Demon Hunters cannot access legacy dungeons and raids. Please try again tomorrow.","43811","2","39"
